team,season,week,plays,passes,neutralPlays,neutralPasses
ATL,2016,12,65,37,49,30
CAR,2016,12,58,33,25,12
LV,2016,12,70,41,37,24
BAL,2016,12,67,37,41,24
CIN,2016,12,71,51,14,5
GB,2016,12,64,39,44,30
PHI,2016,12,58,40,46,29
JAX,2016,12,64,28,52,21
BUF,2016,12,52,23,34,17
DEN,2016,12,76,39,38,21
KC,2016,12,75,50,39,22
LA,2016,12,51,34,21,14
NO,2016,12,70,38,45,26
DET,2016,12,58,40,43,29
MIN,2016,12,53,37,41,27
NE,2016,12,69,51,39,27
NYJ,2016,12,55,33,41,22
NYG,2016,12,53,28,30,19
CLE,2016,12,71,50,28,15
IND,2016,12,63,40,12,8
PIT,2016,12,50,21,21,10
LAC,2016,12,49,31,34,23
HOU,2016,12,64,37,43,19
TB,2016,12,60,28,19,8
SEA,2016,12,61,39,3,2
MIA,2016,12,58,32,46,26
SF,2016,12,72,47,29,17
CHI,2016,12,76,54,26,13
TEN,2016,12,51,23,28,14
DAL,2016,12,52,25,27,15
WAS,2016,12,73,54,25,16
LV,2016,13,68,36,30,17
BUF,2016,13,69,39,35,16
CAR,2016,13,54,33,6,4
SEA,2016,13,71,42,14,7
DAL,2016,13,48,21,34,16
MIN,2016,13,70,51,48,32
DEN,2016,13,54,26,34,19
JAX,2016,13,81,43,46,22
NO,2016,13,56,44,7,4
DET,2016,13,68,45,39,29
HOU,2016,13,64,37,50,25
GB,2016,13,57,31,41,25
NYJ,2016,13,51,38,6,4
IND,2016,13,67,30,11,6
ATL,2016,13,68,38,35,21
KC,2016,13,45,26,28,16
NE,2016,13,73,46,21,10
LA,2016,13,48,36,11,8
BAL,2016,13,66,49,16,14
MIA,2016,13,59,43,7,3
PIT,2016,13,69,40,30,20
NYG,2016,13,54,41,18,12
PHI,2016,13,79,61,11,6
CIN,2016,13,63,31,15,8
SF,2016,13,54,21,33,4
CHI,2016,13,57,19,32,12
LAC,2016,13,53,28,40,22
TB,2016,13,59,32,47,26
ARI,2016,13,70,47,55,36
WAS,2016,13,56,39,41,27
ARI,2016,14,63,37,16,8
MIA,2016,14,57,26,30,14
ATL,2016,14,57,32,17,11
LA,2016,14,67,44,14,9
NE,2016,14,64,39,28,17
BAL,2016,14,68,54,18,12
DET,2016,14,65,38,50,30
CHI,2016,14,50,33,25,14
CIN,2016,14,70,32,15,7
CLE,2016,14,53,31,3,2
NYG,2016,14,62,31,44,26
DAL,2016,14,65,40,49,28
DEN,2016,14,64,55,5,4
TEN,2016,14,62,23,14,5
HOU,2016,14,64,25,44,18
IND,2016,14,60,46,37,26
MIN,2016,14,61,34,40,26
JAX,2016,14,65,41,51,29
TB,2016,14,61,28,36,19
NO,2016,14,58,42,21,14
NYJ,2016,14,82,41,5,2
SF,2016,14,55,28,5,2
LV,2016,14,73,42,18,10
KC,2016,14,51,27,25,16
PIT,2016,14,70,31,47,26
BUF,2016,14,48,30,23,10
LAC,2016,14,65,45,11,7
CAR,2016,14,67,29,18,7
GB,2016,14,53,26,19,8
SEA,2016,14,68,42,17,7
PHI,2016,14,77,51,53,34
WAS,2016,14,45,24,31,16
CAR,2016,15,71,39,33,20
WAS,2016,15,60,48,17,14
CLE,2016,15,54,33,20,11
BUF,2016,15,66,26,39,19
NYG,2016,15,62,30,46,23
DET,2016,15,59,40,38,23
GB,2016,15,57,34,46,28
CHI,2016,15,63,44,29,20
IND,2016,15,68,28,21,10
MIN,2016,15,56,47,3,2
HOU,2016,15,76,47,18,11
JAX,2016,15,50,30,23,12
LA,2016,15,56,39,21,13
SEA,2016,15,55,28,40,20
NYJ,2016,15,72,49,42,30
MIA,2016,15,46,19,28,14
NE,2016,15,72,34,46,25
DEN,2016,15,61,44,40,27
ARI,2016,15,56,41,31,19
NO,2016,15,81,51,61,39
LAC,2016,15,55,33,44,27
LV,2016,15,58,32,42,24
PHI,2016,15,82,44,53,23
BAL,2016,15,55,32,40,25
CIN,2016,15,56,28,35,16
PIT,2016,15,63,37,11,7
SF,2016,15,55,35,5,2
ATL,2016,15,65,25,11,6
DAL,2016,15,70,39,45,24
TB,2016,15,59,39,22,12
TEN,2016,15,62,34,18,8
KC,2016,15,57,29,25,14
ARI,2016,16,56,28,34,16
SEA,2016,16,79,52,30,20
ATL,2016,16,61,37,12,8
CAR,2016,16,67,45,5,3
BAL,2016,16,73,47,52,32
PIT,2016,16,52,31,33,16
CIN,2016,16,63,44,43,30
HOU,2016,16,57,33,40,23
DEN,2016,16,57,43,11,8
KC,2016,16,73,37,13,4
DAL,2016,16,52,22,36,18
DET,2016,16,70,50,45,30
IND,2016,16,53,30,29,12
LV,2016,16,69,35,35,22
BUF,2016,16,89,41,23,14
MIA,2016,16,66,29,39,17
GB,2016,16,58,43,15,13
MIN,2016,16,75,54,10,8
NYG,2016,16,88,63,8,4
PHI,2016,16,53,24,20,6
NYJ,2016,16,55,26,6,4
NE,2016,16,67,30,16,8
LAC,2016,16,64,45,33,22
CLE,2016,16,66,37,49,28
SF,2016,16,68,41,44,21
LA,2016,16,56,28,44,22
NO,2016,16,65,36,50,29
TB,2016,16,58,37,23,12
JAX,2016,16,68,41,30,16
TEN,2016,16,64,45,4,3
WAS,2016,16,63,29,18,10
CHI,2016,16,67,41,13,8
ARI,2016,17,67,43,38,27
LA,2016,17,57,35,14,9
BAL,2016,17,70,54,15,8
CIN,2016,17,64,28,14,6
BUF,2016,17,62,34,40,20
NYJ,2016,17,60,31,47,23
TB,2016,17,62,38,50,30
CAR,2016,17,68,36,49,27
MIN,2016,17,59,34,19,9
CHI,2016,17,59,22,8,2
CLE,2016,17,77,44,37,23
PIT,2016,17,69,41,29,16
DAL,2016,17,52,32,41,25
PHI,2016,17,75,45,52,33
DET,2016,17,64,43,48,28
GB,2016,17,69,41,46,27
TEN,2016,17,58,30,39,21
HOU,2016,17,72,51,34,22
IND,2016,17,64,42,18,11
JAX,2016,17,71,41,19,10
LAC,2016,17,64,38,35,19
KC,2016,17,60,29,41,23
NE,2016,17,63,34,21,11
MIA,2016,17,57,34,3,1
NO,2016,17,76,52,17,9
ATL,2016,17,58,37,9,8
WAS,2016,17,54,39,11,6
NYG,2016,17,69,28,27,11
DEN,2016,17,65,27,18,9
LV,2016,17,51,35,12,6
SF,2016,17,57,27,40,20
SEA,2016,17,63,40,32,22
ARI,2017,1,68,50,45,30
DET,2017,1,71,44,27,20
ATL,2017,1,53,32,42,23
CHI,2017,1,63,44,35,16
CIN,2017,1,58,36,26,13
BAL,2017,1,60,18,25,14
CAR,2017,1,59,24,26,13
SF,2017,1,54,39,24,15
LA,2017,1,61,31,21,11
IND,2017,1,48,25,10,4
JAX,2017,1,58,21,34,13
HOU,2017,1,69,46,21,13
NE,2017,1,73,39,54,24
KC,2017,1,62,38,28,18
DEN,2017,1,67,32,42,20
LAC,2017,1,56,34,29,12
NO,2017,1,59,38,30,14
MIN,2017,1,61,33,29,20
DAL,2017,1,70,39,41,24
NYG,2017,1,52,41,15,10
BUF,2017,1,69,30,52,27
NYJ,2017,1,55,41,31,23
LV,2017,1,62,34,41,26
TEN,2017,1,63,42,46,26
WAS,2017,1,61,44,37,26
PHI,2017,1,65,42,47,31
CLE,2017,1,63,37,42,20
PIT,2017,1,51,37,34,26
SEA,2017,1,48,30,38,21
GB,2017,1,71,46,51,35
ARI,2017,2,64,40,22,15
IND,2017,2,70,41,50,26
CAR,2017,2,65,38,51,30
BUF,2017,2,51,28,33,16
TB,2017,2,65,33,16,10
CHI,2017,2,62,46,11,7
CLE,2017,2,66,45,27,17
BAL,2017,2,67,36,35,23
DAL,2017,2,66,52,18,13
DEN,2017,2,72,34,42,23
DET,2017,2,56,24,40,21
NYG,2017,2,55,37,19,13
ATL,2017,2,58,31,28,17
GB,2017,2,68,54,20,12
HOU,2017,2,62,27,42,20
CIN,2017,2,62,38,48,28
LAC,2017,2,54,40,41,29
MIA,2017,2,67,36,50,27
PIT,2017,2,67,37,17,5
MIN,2017,2,60,40,9,4
NE,2017,2,72,41,21,13
NO,2017,2,62,45,6,3
LV,2017,2,55,28,32,18
NYJ,2017,2,52,28,17,8
KC,2017,2,51,32,37,25
PHI,2017,2,69,52,41,29
SEA,2017,2,75,42,60,38
SF,2017,2,48,29,37,23
TEN,2017,2,62,28,42,24
JAX,2017,2,62,37,38,17
LA,2017,2,48,27,20,14
WAS,2017,2,68,29,40,16
ATL,2017,3,64,37,47,28
DET,2017,3,66,47,17,14
BAL,2017,3,54,29,6,3
JAX,2017,3,65,33,15,9
CIN,2017,3,59,30,34,18
GB,2017,3,65,48,21,16
CLE,2017,3,69,48,23,11
IND,2017,3,62,27,27,14
ARI,2017,3,75,54,47,30
DAL,2017,3,44,19,32,16
DEN,2017,3,66,43,53,32
BUF,2017,3,60,30,43,26
HOU,2017,3,67,35,36,19
NE,2017,3,61,41,46,29
LAC,2017,3,68,42,26,14
KC,2017,3,51,26,33,17
SF,2017,3,75,42,27,12
LA,2017,3,59,28,37,21
NYJ,2017,3,58,25,30,16
MIA,2017,3,63,48,19,9
CAR,2017,3,59,37,25,9
NO,2017,3,57,30,21,14
PHI,2017,3,72,34,49,21
NYG,2017,3,64,47,33,25
LV,2017,3,47,35,16,10
WAS,2017,3,65,31,31,17
PIT,2017,3,59,42,30,23
CHI,2017,3,62,24,39,13
TEN,2017,3,65,31,51,27
SEA,2017,3,73,51,38,23
MIN,2017,3,67,33,26,14
TB,2017,3,51,42,11,8
ATL,2017,4,72,43,47,25
BUF,2017,4,57,23,46,19
NE,2017,4,67,48,48,34
CAR,2017,4,60,31,44,24
GB,2017,4,52,29,13,7
CHI,2017,4,64,34,1,1
CLE,2017,4,61,44,22,11
CIN,2017,4,63,33,29,17
DET,2017,4,66,38,56,34
MIN,2017,4,54,32,37,20
IND,2017,4,58,33,34,22
SEA,2017,4,63,30,43,23
NYJ,2017,4,68,36,39,21
JAX,2017,4,74,36,48,25
DAL,2017,4,65,38,42,21
LA,2017,4,67,37,18,11
MIA,2017,4,47,32,26,15
NO,2017,4,69,41,40,26
NYG,2017,4,77,49,38,22
TB,2017,4,61,40,32,19
DEN,2017,4,59,30,33,17
LV,2017,4,53,38,16,9
LAC,2017,4,53,40,21,12
PHI,2017,4,72,32,40,21
BAL,2017,4,67,51,16,8
PIT,2017,4,73,32,33,15
ARI,2017,4,78,57,50,33
SF,2017,4,79,52,48,32
TEN,2017,4,40,22,6,2
HOU,2017,4,78,36,15,8
WAS,2017,4,49,24,27,14
KC,2017,4,72,40,31,17
ARI,2017,5,60,46,8,5
PHI,2017,5,62,31,13,9
BAL,2017,5,62,26,12,6
LV,2017,5,54,29,3,2
CIN,2017,5,60,37,44,29
BUF,2017,5,67,43,55,33
DET,2017,5,56,41,28,17
CAR,2017,5,61,36,37,23
DAL,2017,5,72,37,29,15
GB,2017,5,59,34,21,9
JAX,2017,5,53,16,35,16
PIT,2017,5,76,56,52,37
KC,2017,5,74,39,33,19
HOU,2017,5,58,34,11,7
LAC,2017,5,71,44,46,30
NYG,2017,5,67,42,47,29
CHI,2017,5,57,27,33,18
MIN,2017,5,67,36,47,28
NE,2017,5,66,43,45,29
TB,2017,5,67,47,30,18
NYJ,2017,5,48,33,34,25
CLE,2017,5,70,37,58,29
SEA,2017,5,64,40,38,24
LA,2017,5,70,48,49,32
IND,2017,5,71,38,47,28
SF,2017,5,70,48,35,23
TEN,2017,5,58,38,40,26
MIA,2017,5,58,28,35,20
BAL,2017,6,71,45,29,14
CHI,2017,6,74,21,49,11
HOU,2017,6,62,30,17,9
CLE,2017,6,63,41,20,9
NO,2017,6,67,30,17,9
DET,2017,6,76,57,13,7
GB,2017,6,65,41,33,16
MIN,2017,6,69,38,60,34
TEN,2017,6,66,33,41,23
IND,2017,6,57,38,39,24
LAC,2017,6,63,37,42,26
LV,2017,6,53,31,45,26
JAX,2017,6,66,40,30,18
LA,2017,6,54,24,37,19
ATL,2017,6,55,36,22,13
MIA,2017,6,63,33,6,4
NYJ,2017,6,73,50,46,29
NE,2017,6,62,38,42,26
DEN,2017,6,73,57,17,11
NYG,2017,6,54,22,25,13
PHI,2017,6,59,33,49,26
CAR,2017,6,79,54,36,23
PIT,2017,6,61,26,36,16
KC,2017,6,52,37,11,7
WAS,2017,6,70,38,39,22
SF,2017,6,70,50,18,8
ARI,2017,6,55,24,13,6
TB,2017,6,68,46,6,4
ARI,2017,7,47,35,25,19
LA,2017,7,77,38,27,17
NE,2017,7,64,31,31,16
ATL,2017,7,56,34,17,9
BAL,2017,7,64,44,32,20
MIN,2017,7,64,31,45,24
CAR,2017,7,69,39,21,11
CHI,2017,7,34,11,11,4
PIT,2017,7,65,25,42,18
CIN,2017,7,50,34,33,19
DAL,2017,7,70,28,13,5
SF,2017,7,65,43,3,2
DEN,2017,7,59,40,19,10
LAC,2017,7,55,29,21,12
JAX,2017,7,64,28,16,7
IND,2017,7,67,47,5,1
KC,2017,7,60,37,47,31
LV,2017,7,73,52,48,30
GB,2017,7,50,26,43,21
NO,2017,7,72,39,52,32
NYJ,2017,7,51,30,38,22
MIA,2017,7,65,40,41,23
SEA,2017,7,70,40,52,33
NYG,2017,7,57,40,40,24
TB,2017,7,70,45,43,28
BUF,2017,7,67,34,53,28
TEN,2017,7,68,36,45,22
CLE,2017,7,66,41,40,25
WAS,2017,7,61,44,28,17
PHI,2017,7,60,28,41,22
NYJ,2017,8,57,35,42,22
ATL,2017,8,63,30,46,25
TB,2017,8,63,41,30,21
CAR,2017,8,61,32,42,24
NO,2017,8,57,30,24,13
CHI,2017,8,66,35,23,8
DAL,2017,8,63,24,47,22
WAS,2017,8,58,43,38,25
DEN,2017,8,71,40,9,3
KC,2017,8,58,33,14,10
HOU,2017,8,69,35,54,28
SEA,2017,8,62,43,40,26
IND,2017,8,71,43,53,32
CIN,2017,8,51,32,41,27
LAC,2017,8,52,31,18,5
NE,2017,8,82,50,40,27
MIA,2017,8,66,47,17,10
BAL,2017,8,60,23,17,9
MIN,2017,8,79,44,60,36
CLE,2017,8,59,37,42,20
LV,2017,8,63,49,34,22
BUF,2017,8,62,27,34,20
PIT,2017,8,57,31,43,25
DET,2017,8,69,47,47,32
SF,2017,8,64,40,21,11
PHI,2017,8,65,36,32,19
ARI,2017,9,70,30,39,20
SF,2017,9,73,56,22,15
ATL,2017,9,57,40,20,15
CAR,2017,9,63,25,27,11
TEN,2017,9,50,31,25,16
BAL,2017,9,77,55,29,17
NYJ,2017,9,59,21,38,17
BUF,2017,9,69,47,33,20
JAX,2017,9,77,38,51,29
CIN,2017,9,35,20,17,8
DEN,2017,9,60,41,12,6
PHI,2017,9,66,30,15,10
GB,2017,9,58,41,20,11
DET,2017,9,67,34,29,14
HOU,2017,9,67,46,35,22
IND,2017,9,60,33,41,21
DAL,2017,9,65,34,48,26
KC,2017,9,55,36,37,20
NYG,2017,9,65,40,23,10
LA,2017,9,60,22,18,9
LV,2017,9,55,31,39,23
MIA,2017,9,62,43,35,21
NO,2017,9,57,28,18,14
TB,2017,9,57,32,3,1
WAS,2017,9,60,37,38,22
SEA,2017,9,76,48,36,20
CIN,2017,10,50,36,28,19
TEN,2017,10,84,48,59,32
DET,2017,10,47,30,26,17
CLE,2017,10,77,44,58,26
DAL,2017,10,59,38,30,19
ATL,2017,10,64,30,42,25
CHI,2017,10,57,40,41,26
GB,2017,10,64,28,44,22
HOU,2017,10,63,39,43,25
LA,2017,10,63,41,37,27
LAC,2017,10,66,37,40,24
JAX,2017,10,82,55,31,16
MIA,2017,10,53,37,18,12
CAR,2017,10,69,35,39,25
WAS,2017,10,72,46,33,17
MIN,2017,10,58,29,26,14
NE,2017,10,67,38,5,3
DEN,2017,10,60,33,7,4
BUF,2017,10,45,30,16,7
NO,2017,10,69,25,25,13
SF,2017,10,55,25,45,24
NYG,2017,10,64,40,42,21
NYJ,2017,10,64,45,43,25
TB,2017,10,66,35,47,28
PIT,2017,10,63,33,18,9
IND,2017,10,55,27,29,13
SEA,2017,10,58,36,48,32
ARI,2017,10,73,49,36,21
ARI,2017,11,54,36,35,20
HOU,2017,11,67,33,50,26
ATL,2017,11,56,28,36,19
SEA,2017,11,69,46,17,12
GB,2017,11,67,42,31,18
BAL,2017,11,56,31,32,22
BUF,2017,11,62,40,16,8
LAC,2017,11,69,37,20,14
DEN,2017,11,79,45,59,28
CIN,2017,11,51,27,37,23
CHI,2017,11,61,31,39,19
DET,2017,11,57,34,30,19
CLE,2017,11,54,37,28,17
JAX,2017,11,76,32,61,27
KC,2017,11,71,42,44,26
NYG,2017,11,67,36,38,19
LA,2017,11,54,38,34,21
MIN,2017,11,72,38,54,34
LV,2017,11,72,51,18,10
NE,2017,11,58,38,30,22
DAL,2017,11,62,36,43,22
PHI,2017,11,59,28,42,23
TB,2017,11,62,38,40,25
MIA,2017,11,60,41,26,16
PIT,2017,11,66,48,52,41
TEN,2017,11,57,39,23,14
NO,2017,11,66,42,42,27
WAS,2017,11,67,34,47,22
BUF,2017,12,66,31,42,25
KC,2017,12,56,38,20,10
CAR,2017,12,67,33,49,26
NYJ,2017,12,63,37,36,20
PHI,2017,12,70,40,24,14
CHI,2017,12,48,35,10,6
CLE,2017,12,66,35,20,7
CIN,2017,12,57,29,24,12
LV,2017,12,60,26,30,11
DEN,2017,12,57,40,19,9
PIT,2017,12,71,47,39,26
GB,2017,12,54,30,33,15
BAL,2017,12,63,34,46,29
HOU,2017,12,64,39,52,30
JAX,2017,12,57,35,26,15
ARI,2017,12,70,40,34,19
DAL,2017,12,50,30,24,12
LAC,2017,12,62,33,39,22
NE,2017,12,63,29,26,15
MIA,2017,12,59,40,3,3
DET,2017,12,53,38,5,3
MIN,2017,12,70,32,17,9
LA,2017,12,70,48,48,34
NO,2017,12,52,35,22,13
NYG,2017,12,55,32,41,20
WAS,2017,12,66,37,48,31
SEA,2017,12,63,34,40,23
SF,2017,12,66,42,43,23
TB,2017,12,68,45,19,11
ATL,2017,12,63,35,25,14
IND,2017,12,61,37,50,29
TEN,2017,12,51,25,24,11
NO,2017,13,61,36,40,25
CAR,2017,13,53,30,25,13
CLE,2017,13,57,35,25,12
LAC,2017,13,67,44,47,35
MIA,2017,13,64,34,25,16
DEN,2017,13,68,45,17,9
BAL,2017,13,62,36,23,14
DET,2017,13,61,37,17,9
HOU,2017,13,73,52,48,32
TEN,2017,13,50,25,30,16
IND,2017,13,64,38,12,6
JAX,2017,13,66,39,33,22
KC,2017,13,46,35,32,22
NYJ,2017,13,84,36,53,24
LA,2017,13,56,32,29,17
ARI,2017,13,62,39,10,6
MIN,2017,13,60,32,48,25
ATL,2017,13,51,29,39,23
BUF,2017,13,64,38,31,16
NE,2017,13,66,33,44,22
NYG,2017,13,61,37,44,26
LV,2017,13,65,37,50,29
SEA,2017,13,57,33,35,21
PHI,2017,13,74,48,29,15
PIT,2017,13,63,41,12,9
CIN,2017,13,60,38,25,14
SF,2017,13,72,39,44,24
CHI,2017,13,36,17,28,13
TB,2017,13,74,39,46,22
GB,2017,13,52,24,29,14
DAL,2017,13,65,23,29,11
WAS,2017,13,60,41,18,9
BAL,2017,14,61,35,31,19
PIT,2017,14,84,67,47,33
CIN,2017,14,53,40,28,17
CHI,2017,14,71,33,50,29
DAL,2017,14,58,30,43,24
NYG,2017,14,75,46,50,27
DET,2017,14,62,44,42,29
TB,2017,14,68,41,46,28
GB,2017,14,73,47,38,22
CLE,2017,14,56,30,42,24
BUF,2017,14,64,14,41,9
IND,2017,14,67,22,40,8
MIN,2017,14,72,51,39,24
CAR,2017,14,60,27,38,19
MIA,2017,14,67,40,39,25
NE,2017,14,55,45,27,19
NO,2017,14,52,37,38,26
ATL,2017,14,63,28,46,22
DEN,2017,14,67,33,13,8
NYJ,2017,14,47,25,3,1
LV,2017,14,56,45,8,5
KC,2017,14,70,38,21,9
PHI,2017,14,86,53,64,42
LA,2017,14,44,28,22,15
JAX,2017,14,61,27,35,21
SEA,2017,14,57,33,36,20
SF,2017,14,62,34,49,28
HOU,2017,14,64,41,48,30
TEN,2017,14,56,34,42,22
ARI,2017,14,61,34,42,26
LAC,2017,14,71,36,20,12
WAS,2017,14,50,29,5,2
ARI,2017,15,79,45,30,17
WAS,2017,15,46,27,29,18
ATL,2017,15,67,32,41,18
TB,2017,15,53,35,24,11
BAL,2017,15,72,43,51,32
CLE,2017,15,58,39,28,14
DET,2017,15,56,37,31,19
CHI,2017,15,63,48,12,7
MIN,2017,15,58,27,13,6
CIN,2017,15,51,31,6,4
DAL,2017,15,59,29,38,18
LV,2017,15,61,38,11,7
DEN,2017,15,74,29,39,21
IND,2017,15,52,31,40,21
GB,2017,15,66,47,30,18
CAR,2017,15,67,32,56,28
HOU,2017,15,56,35,10,6
JAX,2017,15,66,30,21,10
LAC,2017,15,60,38,30,21
KC,2017,15,63,31,48,27
SEA,2017,15,54,37,9,6
LA,2017,15,68,25,11,7
BUF,2017,15,60,31,25,14
MIA,2017,15,73,52,23,12
PIT,2017,15,63,32,45,24
NE,2017,15,55,38,36,24
NO,2017,15,63,36,42,25
NYJ,2017,15,69,41,25,12
NYG,2017,15,82,59,45,34
PHI,2017,15,65,39,33,23
SF,2017,15,67,45,40,25
TEN,2017,15,62,34,36,18
ATL,2017,16,60,41,21,12
NO,2017,16,57,29,32,16
NE,2017,16,66,30,49,26
BUF,2017,16,68,44,52,32
CLE,2017,16,57,37,31,16
CHI,2017,16,59,28,31,15
DEN,2017,16,71,42,41,21
WAS,2017,16,64,37,48,31
CIN,2017,16,76,44,58,35
DET,2017,16,59,37,40,23
IND,2017,16,59,35,26,15
BAL,2017,16,68,39,52,31
SF,2017,16,65,31,41,25
JAX,2017,16,80,52,28,18
NYJ,2017,16,61,31,45,23
LAC,2017,16,70,40,54,33
LA,2017,16,65,40,44,28
TEN,2017,16,66,40,49,27
MIA,2017,16,53,38,27,16
KC,2017,16,72,40,41,25
GB,2017,16,65,41,11,5
MIN,2017,16,58,28,16,8
NYG,2017,16,67,47,29,16
ARI,2017,16,63,37,33,25
PHI,2017,16,62,40,46,30
LV,2017,16,62,30,41,17
PIT,2017,16,55,30,13,8
HOU,2017,16,52,24,3,2
DAL,2017,16,68,38,50,23
SEA,2017,16,51,24,39,21
TB,2017,16,57,33,47,27
CAR,2017,16,58,28,39,19
ARI,2017,17,67,35,32,16
SEA,2017,17,54,32,9,7
MIA,2017,17,68,46,14,10
BUF,2017,17,62,31,17,11
ATL,2017,17,70,45,56,36
CAR,2017,17,59,35,40,22
CHI,2017,17,53,38,12,7
MIN,2017,17,65,31,27,11
CIN,2017,17,72,44,45,23
BAL,2017,17,74,48,40,25
PIT,2017,17,57,30,43,24
CLE,2017,17,63,36,40,21
PHI,2017,17,55,37,43,26
DAL,2017,17,63,31,42,22
GB,2017,17,64,37,28,11
DET,2017,17,54,32,26,19
IND,2017,17,60,26,41,21
HOU,2017,17,53,26,46,20
JAX,2017,17,60,36,34,19
TEN,2017,17,62,24,26,10
KC,2017,17,64,38,45,28
DEN,2017,17,65,36,40,21
TB,2017,17,82,54,60,33
NO,2017,17,58,32,36,21
NE,2017,17,80,42,36,20
NYJ,2017,17,58,40,21,10
LV,2017,17,53,30,26,16
LAC,2017,17,66,38,36,23
SF,2017,17,61,33,28,15
LA,2017,17,63,37,12,7
NYG,2017,17,72,31,29,12
WAS,2017,17,56,40,20,14
ATL,2018,1,65,47,45,30
PHI,2018,1,64,37,48,31
BAL,2018,1,75,41,23,16
BUF,2018,1,61,39,6,5
GB,2018,1,59,41,8,5
CHI,2018,1,66,39,18,10
CIN,2018,1,50,30,21,13
IND,2018,1,77,55,60,40
DAL,2018,1,57,35,21,12
CAR,2018,1,58,28,35,18
NE,2018,1,72,41,24,13
HOU,2018,1,70,37,13,7
JAX,2018,1,60,34,44,25
NYG,2018,1,63,39,36,20
LAC,2018,1,77,54,15,8
KC,2018,1,55,28,30,14
LV,2018,1,64,41,47,28
LA,2018,1,59,34,37,19
NYJ,2018,1,54,23,38,20
DET,2018,1,66,52,27,18
PIT,2018,1,79,45,35,22
CLE,2018,1,84,46,47,18
DEN,2018,1,72,40,54,33
SEA,2018,1,55,39,42,29
MIN,2018,1,71,39,41,26
SF,2018,1,61,36,28,13
NO,2018,1,61,47,24,15
TB,2018,1,58,28,36,20
TEN,2018,1,67,38,43,19
MIA,2018,1,56,29,43,21
WAS,2018,1,74,33,34,12
ARI,2018,1,51,37,10,5
LA,2018,2,70,35,19,11
ARI,2018,2,43,28,9,5
BAL,2018,2,80,58,9,6
CIN,2018,2,70,42,12,8
CAR,2018,2,65,47,31,18
ATL,2018,2,60,28,40,20
CLE,2018,2,60,33,38,17
NO,2018,2,61,38,34,21
DET,2018,2,73,55,39,27
SF,2018,2,59,32,44,26
HOU,2018,2,61,35,31,15
TEN,2018,2,57,23,26,11
IND,2018,2,58,32,29,14
WAS,2018,2,69,47,14,7
PIT,2018,2,75,62,21,14
KC,2018,2,52,29,22,15
LAC,2018,2,54,29,12,5
BUF,2018,2,59,37,6,3
MIA,2018,2,55,27,22,12
NYJ,2018,2,63,44,23,15
GB,2018,2,69,45,28,18
MIN,2018,2,69,51,27,20
NE,2018,2,60,37,10,5
JAX,2018,2,68,45,16,13
DAL,2018,2,48,25,10,5
NYG,2018,2,67,50,6,5
LV,2018,2,60,33,41,24
DEN,2018,2,64,36,17,10
TB,2018,2,57,35,27,20
PHI,2018,2,74,50,33,20
SEA,2018,2,61,39,27,19
CHI,2018,2,62,36,54,32
BUF,2018,3,63,25,12,7
MIN,2018,3,66,60,3,3
ARI,2018,3,48,30,15,8
CHI,2018,3,69,38,21,11
CAR,2018,3,65,25,47,20
CIN,2018,3,60,47,39,30
DAL,2018,3,58,39,22,12
SEA,2018,3,66,28,33,15
BAL,2018,3,66,41,54,36
DEN,2018,3,61,37,31,18
WAS,2018,3,53,20,17,7
GB,2018,3,66,49,8,5
IND,2018,3,56,43,39,27
PHI,2018,3,77,42,57,31
LA,2018,3,70,37,24,14
LAC,2018,3,52,32,6,3
NE,2018,3,47,28,6,4
DET,2018,3,69,36,30,18
NO,2018,3,76,50,42,33
ATL,2018,3,61,40,47,30
HOU,2018,3,61,42,16,9
NYG,2018,3,59,33,27,12
CLE,2018,3,73,42,20,11
NYJ,2018,3,63,33,27,10
LV,2018,3,72,42,50,28
MIA,2018,3,38,25,25,16
PIT,2018,3,60,41,20,13
TB,2018,3,68,53,17,10
SF,2018,3,64,35,8,5
KC,2018,3,66,40,24,15
JAX,2018,3,56,37,43,28
TEN,2018,3,59,24,42,19
BAL,2018,4,72,44,40,26
PIT,2018,4,59,49,16,12
BUF,2018,4,56,40,14,9
GB,2018,4,74,42,22,10
ATL,2018,4,67,43,52,30
CIN,2018,4,68,45,41,27
LV,2018,4,89,61,32,21
CLE,2018,4,76,44,49,29
DET,2018,4,53,33,40,24
DAL,2018,4,64,30,41,18
IND,2018,4,85,68,30,22
HOU,2018,4,82,47,35,21
DEN,2018,4,59,37,43,24
KC,2018,4,71,46,51,30
MIA,2018,4,45,27,12,8
NE,2018,4,72,35,22,11
MIN,2018,4,72,55,37,26
LA,2018,4,54,35,28,20
NO,2018,4,64,35,41,24
NYG,2018,4,59,45,30,22
NYJ,2018,4,52,38,13,8
JAX,2018,4,75,41,32,18
TEN,2018,4,67,46,28,20
PHI,2018,4,76,54,52,38
SEA,2018,4,61,27,49,22
ARI,2018,4,56,28,37,17
LAC,2018,4,65,41,31,19
SF,2018,4,59,38,23,16
CHI,2018,4,56,27,16,8
TB,2018,4,60,42,9,8
SF,2018,5,95,60,23,11
ARI,2018,5,45,25,13,7
PIT,2018,5,57,29,43,23
ATL,2018,5,70,51,33,23
BAL,2018,5,84,59,52,37
CLE,2018,5,75,47,44,27
DAL,2018,5,59,31,40,20
HOU,2018,5,76,45,51,31
