season,week,offense,defense,drive,down,togo,yardline,margin,seconds,grouping,shell,box,playType,yards,firstDown,touchdown,turnover,shotgun,noHuddle
2022,1,NYJ,BAL,1,1,10,78,0,3596,12,base,7,run,19,1,0,0,0,0
2022,1,NYJ,BAL,1,1,10,59,0,3569,12,base,6,pass,0,0,0,0,1,1
2022,1,NYJ,BAL,1,2,10,59,0,3565,12,base,7,run,5,0,0,0,0,1
2022,1,NYJ,BAL,1,3,5,54,0,3541,12,base,7,pass,0,0,0,0,1,1
2022,1,NYJ,BAL,1,4,15,64,0,3533,,,,punt,0,0,0,0,0,0
2022,1,BAL,NYJ,2,1,10,72,0,3522,21,base,7,pass,4,0,0,0,0,0
2022,1,BAL,NYJ,2,2,6,68,0,3501,21,base,6,pass,4,0,0,0,1,1
2022,1,BAL,NYJ,2,3,2,64,0,3461,12,base,5,run,4,1,0,0,1,0
2022,1,BAL,NYJ,2,1,10,60,0,3421,heavy,base,7,run,0,0,0,0,1,0
2022,1,BAL,NYJ,2,2,10,60,0,3379,spread,nickel,5,pass,8,0,0,0,1,0
2022,1,BAL,NYJ,2,3,2,52,0,3340,heavy,base,8,run,1,0,0,0,0,0
2022,1,BAL,NYJ,2,4,1,51,0,3296,,,,punt,0,0,0,0,0,0
2022,1,NYJ,BAL,3,1,10,89,0,3289,12,base,7,run,-2,0,0,0,0,0
2022,1,NYJ,BAL,3,2,12,91,0,3251,11,dime,6,pass,3,0,0,0,1,0
2022,1,NYJ,BAL,3,3,9,88,0,3211,12,dime,5,penalty,5,1,0,0,1,0
2022,1,NYJ,BAL,3,1,10,83,0,3207,21,nickel,6,run,1,0,0,0,1,0
2022,1,NYJ,BAL,3,2,9,82,0,3171,11,nickel,6,run,0,0,0,0,1,0
2022,1,NYJ,BAL,3,3,9,82,0,3136,11,dime,5,pass,0,0,0,0,1,0
2022,1,NYJ,BAL,3,4,9,82,0,3132,,,,punt,0,0,0,0,0,0
2022,1,BAL,NYJ,4,1,10,66,0,3125,heavy,base,7,pass,0,0,0,0,1,0
2022,1,BAL,NYJ,4,2,10,66,0,3122,heavy,base,8,run,1,0,0,0,1,0
2022,1,BAL,NYJ,4,3,9,65,0,3073,12,dime,6,pass,0,0,0,0,1,0
2022,1,BAL,NYJ,4,4,9,65,0,3068,,,,punt,0,0,0,0,0,0
2022,1,NYJ,BAL,5,1,10,83,0,3061,12,base,7,pass,24,1,0,0,0,0
2022,1,NYJ,BAL,5,1,10,59,0,3021,12,base,7,run,1,0,0,0,0,0
2022,1,NYJ,BAL,5,1,19,68,0,3007,12,nickel,5,pass,0,0,0,1,1,0
2022,1,BAL,NYJ,6,1,10,13,0,2996,12,base,8,run,-1,0,0,0,1,0
2022,1,BAL,NYJ,6,2,11,14,0,2948,heavy,nickel,6,pass,8,0,0,0,1,0
2022,1,BAL,NYJ,6,3,3,6,0,2904,12,nickel,7,pass,0,0,0,0,1,0
2022,1,BAL,NYJ,6,4,3,6,0,2899,,,,field_goal,0,0,0,0,0,0
2022,1,NYJ,BAL,7,1,10,75,-3,2896,11,nickel,6,pass,0,0,0,0,0,0
2022,1,NYJ,BAL,7,2,10,75,-3,2891,11,nickel,5,pass,0,0,0,0,1,0
2022,1,NYJ,BAL,7,3,10,75,-3,2887,11,dime,6,pass,9,0,0,0,1,0
2022,1,NYJ,BAL,7,4,1,66,-3,2820,,,,punt,0,0,0,0,0,0
2022,1,BAL,NYJ,8,1,10,84,3,2813,21,base,8,pass,11,1,0,0,0,0
2022,1,BAL,NYJ,8,1,10,73,3,2772,21,base,6,pass,2,0,0,0,1,0
2022,1,BAL,NYJ,8,2,8,71,3,2725,21,base,6,run,3,0,0,0,1,0
2022,1,BAL,NYJ,8,3,5,68,3,2700,12,nickel,6,pass,0,0,0,0,1,0
2022,1,BAL,NYJ,8,4,5,68,3,2696,,,,punt,0,0,0,0,0,0
2022,1,NYJ,BAL,9,1,10,71,-3,2685,12,base,7,pass,15,1,0,0,0,0
2022,1,NYJ,BAL,9,1,10,56,-3,2658,12,base,7,pass,11,1,0,0,1,1
2022,1,NYJ,BAL,9,1,10,45,-3,2617,12,base,7,run,4,0,0,0,0,0
2022,1,NYJ,BAL,9,2,6,41,-3,2581,21,nickel,6,pass,8,1,0,0,1,0
2022,1,NYJ,BAL,9,1,10,33,-3,2540,12,base,8,run,0,0,0,0,0,0
2022,1,NYJ,BAL,9,2,10,33,-3,2500,11,dime,6,pass,6,0,0,0,1,0
2022,1,NYJ,BAL,9,3,4,27,-3,2460,11,dime,5,pass,0,0,0,0,1,0
2022,1,NYJ,BAL,9,4,4,27,-3,2455,,,,field_goal,0,0,0,0,0,0
2022,1,BAL,NYJ,10,1,10,65,3,2451,21,base,7,pass,5,0,0,0,1,0
2022,1,BAL,NYJ,10,2,5,60,3,2417,21,base,6,pass,11,1,0,0,1,0
2022,1,BAL,NYJ,10,1,10,49,3,2383,21,base,6,pass,0,0,0,0,1,0
2022,1,BAL,NYJ,10,2,10,49,3,2339,heavy,base,7,pass,-2,0,0,0,1,0
2022,1,BAL,NYJ,10,3,12,51,3,2296,12,nickel,6,pass,0,0,0,0,1,0
2022,1,BAL,NYJ,10,4,12,51,3,2288,,,,punt,0,0,0,0,0,0
2022,1,NYJ,BAL,11,1,10,89,-3,2281,12,base,7,run,14,1,0,0,0,0
2022,1,NYJ,BAL,11,1,10,75,-3,2256,12,base,6,pass,5,0,0,0,0,1
2022,1,NYJ,BAL,11,2,5,70,-3,2214,21,nickel,6,pass,6,1,0,0,1,0
2022,1,NYJ,BAL,11,1,10,64,-3,2177,21,nickel,6,pass,-6,0,0,0,1,0
2022,1,NYJ,BAL,11,2,16,70,-3,2132,11,dime,6,pass,-1,0,0,0,1,0
2022,1,NYJ,BAL,11,3,17,71,-3,2095,spread,dime,3,pass,0,0,0,0,1,0
2022,1,NYJ,BAL,11,4,17,71,-3,2090,,,,punt,0,0,0,0,0,0
2022,1,BAL,NYJ,12,1,10,62,3,2081,heavy,base,7,penalty,32,1,0,0,0,0
2022,1,BAL,NYJ,12,1,10,30,3,2075,heavy,base,7,pass,0,0,0,0,1,0
2022,1,BAL,NYJ,12,2,10,30,3,2069,11,nickel,6,pass,5,0,0,0,1,0
2022,1,BAL,NYJ,12,3,5,25,3,2031,12,dime,6,pass,25,1,1,0,1,0
2022,1,NYJ,BAL,13,1,10,75,-10,2025,11,nickel,6,run,5,0,0,0,0,0
2022,1,NYJ,BAL,13,2,5,70,-10,1994,11,nickel,6,run,22,1,0,0,0,0
2022,1,NYJ,BAL,13,1,10,48,-10,1954,11,nickel,7,pass,3,0,0,0,1,0
2022,1,NYJ,BAL,13,2,7,45,-10,1920,11,nickel,6,pass,13,1,0,0,1,0
2022,1,NYJ,BAL,13,1,10,32,-10,1886,11,nickel,6,run,5,0,0,0,0,0
2022,1,NYJ,BAL,13,2,5,27,-10,1880,11,nickel,7,run,0,0,0,0,1,0
2022,1,NYJ,BAL,13,3,5,27,-10,1876,11,dime,5,pass,2,0,0,0,1,0
2022,1,NYJ,BAL,13,4,5,27,-10,1828,,,,field_goal,0,0,0,0,0,0
2022,1,BAL,NYJ,14,1,10,75,7,1824,11,nickel,5,run,3,0,0,0,1,0
2022,1,BAL,NYJ,15,1,10,75,7,1800,heavy,base,7,run,2,0,0,0,0,0
2022,1,BAL,NYJ,15,2,8,73,7,1762,12,nickel,5,pass,0,0,0,0,1,0
2022,1,BAL,NYJ,15,3,8,73,7,1755,heavy,dime,5,run,8,1,0,0,1,0
2022,1,BAL,NYJ,15,1,10,65,7,1714,21,base,8,run,1,0,0,0,0,0
2022,1,BAL,NYJ,15,2,9,64,7,1678,12,nickel,6,pass,0,0,0,0,1,0
2022,1,BAL,NYJ,15,3,9,64,7,1670,12,nickel,6,pass,0,0,0,0,1,0
2022,1,BAL,NYJ,15,4,9,64,7,1665,,,,punt,0,0,0,0,0,0
2022,1,NYJ,BAL,16,1,10,80,-7,1658,11,nickel,6,pass,-5,0,0,0,0,0
2022,1,NYJ,BAL,16,2,15,85,-7,1616,11,dime,6,pass,0,0,0,0,1,0
2022,1,NYJ,BAL,16,3,15,85,-7,1576,11,dime,3,pass,9,0,0,0,1,0
2022,1,NYJ,BAL,16,4,6,76,-7,1530,,,,punt,0,0,0,0,0,0
2022,1,BAL,NYJ,17,1,10,44,7,1524,21,base,7,pass,15,1,0,0,0,0
2022,1,BAL,NYJ,17,1,10,29,7,1489,21,base,7,run,6,0,0,0,1,0
2022,1,BAL,NYJ,17,2,4,23,7,1453,heavy,base,7,run,6,1,0,0,0,0
2022,1,BAL,NYJ,17,1,10,17,7,1409,11,nickel,6,run,-1,0,0,0,1,0
2022,1,BAL,NYJ,17,2,11,18,7,1383,21,base,6,run,1,0,0,0,1,0
2022,1,BAL,NYJ,17,3,10,17,7,1340,11,nickel,6,pass,17,1,1,0,1,0
2022,1,NYJ,BAL,18,1,10,75,-14,1334,11,nickel,6,run,1,0,0,0,0,0
2022,1,NYJ,BAL,18,2,9,74,-14,1298,11,dime,6,pass,0,0,0,0,1,0
2022,1,NYJ,BAL,18,3,9,74,-14,1290,11,dime,5,penalty,5,1,0,0,1,1
2022,1,NYJ,BAL,18,1,10,69,-14,1266,11,nickel,7,run,2,0,0,0,0,0
2022,1,NYJ,BAL,18,2,8,67,-14,1231,11,nickel,6,run,6,0,0,0,0,0
2022,1,NYJ,BAL,18,3,2,61,-14,1194,11,nickel,7,pass,0,0,0,0,1,0
2022,1,NYJ,BAL,18,4,2,61,-14,1188,,,,punt,0,0,0,0,0,0
2022,1,BAL,NYJ,19,1,10,88,14,1177,21,base,7,pass,0,0,0,0,1,0
2022,1,BAL,NYJ,19,2,10,88,14,1174,12,base,5,pass,15,1,0,0,1,0
2022,1,BAL,NYJ,19,1,10,73,14,1131,21,base,7,run,8,0,0,0,1,0
2022,1,BAL,NYJ,19,2,2,65,14,1092,heavy,base,7,run,10,1,0,0,0,0
2022,1,BAL,NYJ,19,1,10,55,14,1034,21,base,7,pass,55,1,1,0,1,0
2022,1,NYJ,BAL,20,1,10,91,-21,1021,21,nickel,6,pass,17,1,0,0,1,0
2022,1,NYJ,BAL,20,1,10,74,-21,985,11,nickel,6,pass,8,0,0,0,0,0
2022,1,NYJ,BAL,20,2,2,66,-21,963,11,nickel,5,pass,2,1,0,0,1,1
2022,1,NYJ,BAL,20,1,10,64,-21,938,11,nickel,6,pass,0,0,0,0,0,1
2022,1,NYJ,BAL,20,2,10,64,-21,933,11,nickel,6,pass,12,1,0,0,1,0
2022,1,NYJ,BAL,20,1,10,52,-21,908,11,nickel,5,pass,12,1,0,0,1,0
2022,1,NYJ,BAL,20,1,10,40,-21,900,11,dime,6,pass,15,1,0,0,0,0
2022,1,NYJ,BAL,20,1,10,25,-21,878,11,dime,5,pass,3,0,0,0,1,1
2022,1,NYJ,BAL,20,2,7,22,-21,853,11,dime,6,pass,6,0,0,1,1,1
2022,1,BAL,NYJ,21,1,10,85,21,843,21,base,7,run,8,0,0,0,1,0
2022,1,BAL,NYJ,21,2,2,77,21,797,12,base,7,offenceFlag,10,0,0,0,1,0
2022,1,BAL,NYJ,21,2,12,87,21,769,12,nickel,5,pass,4,0,0,0,1,0
2022,1,BAL,NYJ,21,3,8,83,21,721,12,dime,6,pass,17,1,0,0,1,0
2022,1,BAL,NYJ,21,1,10,66,21,673,heavy,base,8,run,4,0,0,0,0,0
2022,1,BAL,NYJ,21,2,6,62,21,625,21,base,7,pass,0,0,0,0,1,0
2022,1,BAL,NYJ,21,3,6,62,21,618,12,dime,5,pass,0,0,0,0,1,0
2022,1,BAL,NYJ,21,4,6,62,21,615,,,,punt,0,0,0,0,0,0
2022,1,NYJ,BAL,22,1,10,68,-21,606,11,dime,4,pass,17,1,0,0,1,0
2022,1,NYJ,BAL,22,1,10,51,-21,585,11,dime,5,pass,0,0,0,0,1,1
2022,1,NYJ,BAL,22,2,10,51,-21,581,11,dime,6,pass,6,0,0,0,1,0
2022,1,NYJ,BAL,22,3,4,45,-21,545,11,dime,6,pass,8,1,0,0,1,0
2022,1,NYJ,BAL,22,1,10,37,-21,524,11,dime,5,pass,0,0,0,0,1,1
2022,1,NYJ,BAL,22,2,10,37,-21,520,11,dime,5,pass,9,0,0,0,1,0
2022,1,NYJ,BAL,22,3,1,28,-21,490,11,dime,6,run,0,0,0,0,0,1
2022,1,NYJ,BAL,22,4,1,28,-21,452,11,nickel,8,pass,7,1,0,0,0,0
2022,1,NYJ,BAL,22,1,10,21,-21,428,11,nickel,6,offenceFlag,10,0,0,0,1,1
2022,1,NYJ,BAL,22,1,20,31,-21,419,11,dime,6,pass,9,0,0,0,1,0
2022,1,NYJ,BAL,22,2,11,22,-21,398,11,dime,6,pass,5,0,0,0,1,1
2022,1,NYJ,BAL,22,3,6,17,-21,359,11,dime,5,pass,3,0,0,0,1,0
2022,1,NYJ,BAL,22,4,3,14,-21,317,11,dime,5,pass,4,1,0,0,1,0
2022,1,NYJ,BAL,22,1,10,10,-21,293,11,dime,6,pass,0,0,0,0,1,1
2022,1,NYJ,BAL,22,2,10,10,-21,289,11,dime,6,pass,4,0,0,0,1,0
2022,1,NYJ,BAL,22,3,6,6,-21,268,11,dime,5,pass,0,0,0,0,1,1
2022,1,NYJ,BAL,22,4,6,6,-21,262,11,dime,5,pass,0,0,0,0,1,0
2022,1,BAL,NYJ,23,1,10,93,21,257,11,nickel,7,offenceFlag,4,0,0,0,1,0
2022,1,BAL,NYJ,23,1,14,97,21,251,21,base,7,pass,7,0,0,0,1,0
2022,1,BAL,NYJ,23,2,7,90,21,210,21,base,7,run,1,0,0,0,0,0
2022,1,BAL,NYJ,23,3,6,89,21,169,heavy,base,6,pass,0,0,0,1,1,0
2022,1,NYJ,BAL,24,1,10,43,-21,162,11,dime,5,pass,0,0,0,0,1,0
2022,1,NYJ,BAL,24,2,10,43,-21,157,11,dime,6,pass,16,1,0,0,1,0
2022,1,NYJ,BAL,24,1,10,27,-21,151,11,dime,4,pass,5,0,0,0,1,1
2022,1,NYJ,BAL,24,2,5,22,-21,131,11,dime,5,pass,0,0,0,0,1,1
2022,1,NYJ,BAL,24,3,5,22,-21,127,11,dime,5,penalty,5,1,0,0,1,0
2022,1,NYJ,BAL,24,1,10,17,-21,120,11,dime,5,pass,5,0,0,0,1,0
2022,1,NYJ,BAL,24,2,5,12,-21,98,11,dime,7,pass,0,0,0,0,1,1
2022,1,NYJ,BAL,24,3,5,12,-21,93,11,dime,6,pass,0,0,0,0,1,0
2022,1,NYJ,BAL,24,4,5,12,-21,82,11,dime,5,offenceFlag,10,0,0,0,1,0
2022,1,NYJ,BAL,24,4,15,22,-21,78,11,dime,4,pass,19,1,0,0,1,0
2022,1,NYJ,BAL,24,1,3,3,-21,71,11,nickel,6,pass,0,0,0,0,1,0
2022,1,NYJ,BAL,24,2,3,3,-21,67,11,nickel,6,pass,0,0,0,0,1,0
2022,1,NYJ,BAL,24,3,3,3,-21,64,11,nickel,6,pass,3,1,1,0,1,0
2022,1,BUF,LA,1,1,10,75,0,3600,11,nickel,6,pass,6,0,0,0,1,0
2022,1,BUF,LA,1,2,4,69,0,3569,11,nickel,6,run,7,1,0,0,1,1
2022,1,BUF,LA,1,1,10,62,0,3534,21,nickel,6,run,7,0,0,0,0,0
2022,1,BUF,LA,1,2,3,55,0,3495,11,nickel,6,pass,6,1,0,0,1,0
2022,1,BUF,LA,1,1,10,49,0,3453,11,nickel,6,run,2,0,0,0,1,0
2022,1,BUF,LA,1,2,8,47,0,3414,11,nickel,6,pass,12,1,0,0,1,0
2022,1,BUF,LA,1,1,10,35,0,3380,21,nickel,6,run,1,0,0,0,0,0
2022,1,BUF,LA,1,2,9,34,0,3342,11,nickel,6,pass,8,0,0,0,1,0
2022,1,BUF,LA,1,3,1,26,0,3303,heavy,base,7,pass,26,1,1,0,0,0
2022,1,LA,BUF,2,1,10,83,-7,3292,11,nickel,6,run,5,0,0,0,0,0
2022,1,LA,BUF,2,2,5,78,-7,3268,11,nickel,,offenceFlag,5,0,0,0,0,1
2022,1,LA,BUF,2,2,10,83,-7,3244,11,nickel,6,run,2,0,0,0,1,0
2022,1,LA,BUF,2,3,8,81,-7,3205,11,nickel,6,pass,23,1,0,0,1,0
2022,1,LA,BUF,2,1,10,58,-7,3165,11,nickel,6,run,1,0,0,0,1,0
2022,1,LA,BUF,2,2,9,57,-7,3143,11,nickel,5,pass,10,1,0,0,1,1
2022,1,LA,BUF,2,1,10,47,-7,3108,11,nickel,6,pass,4,0,0,0,0,0
2022,1,LA,BUF,2,2,6,43,-7,3081,11,nickel,5,pass,-8,0,0,0,1,1
2022,1,LA,BUF,2,3,14,51,-7,3053,11,nickel,5,pass,6,0,0,0,1,1
2022,1,LA,BUF,2,4,8,45,-7,3014,,,,punt,0,0,0,0,0,0
2022,1,BUF,LA,3,1,10,91,7,3006,21,nickel,6,run,7,0,0,0,1,0
2022,1,BUF,LA,3,2,3,84,7,2966,11,nickel,6,pass,-1,0,0,0,1,0
2022,1,BUF,LA,3,3,4,85,7,2926,11,nickel,6,pass,10,1,0,0,1,0
2022,1,BUF,LA,3,1,10,75,7,2890,11,nickel,6,pass,11,1,0,0,1,0
2022,1,BUF,LA,3,1,10,64,7,2852,11,nickel,6,pass,12,1,0,0,1,0
2022,1,BUF,LA,3,1,10,52,7,2813,11,nickel,6,penalty,15,1,0,0,0,0
2022,1,BUF,LA,3,1,10,32,7,2785,21,base,6,pass,3,0,0,0,1,0
2022,1,BUF,LA,3,2,7,29,7,2745,11,nickel,6,pass,0,0,0,1,1,1
2022,1,LA,BUF,4,1,10,76,-7,2739,11,nickel,6,run,0,0,0,0,0,0
2022,1,LA,BUF,4,2,10,76,-7,2717,11,nickel,5,pass,6,0,0,0,1,1
2022,1,LA,BUF,4,3,4,70,-7,2700,11,nickel,6,pass,1,0,0,0,1,0
2022,1,LA,BUF,4,4,3,69,-7,2660,,,,punt,0,0,0,0,0,0
2022,1,BUF,LA,5,1,10,68,7,2648,21,nickel,7,pass,2,0,0,0,0,0
2022,1,BUF,LA,5,2,8,66,7,2616,21,nickel,6,run,2,0,0,1,1,0
2022,1,LA,BUF,6,1,10,36,-7,2604,11,nickel,6,run,0,0,0,0,0,0
2022,1,LA,BUF,6,2,10,36,-7,2577,11,nickel,6,pass,0,0,0,1,1,1
2022,1,BUF,LA,7,1,10,68,7,2575,21,base,6,pass,5,0,0,0,1,0
2022,1,BUF,LA,7,2,5,63,7,2546,11,nickel,6,run,3,0,0,0,1,0
2022,1,BUF,LA,7,3,2,60,7,2504,11,nickel,5,pass,10,1,0,0,1,0
2022,1,BUF,LA,7,1,10,50,7,2465,11,nickel,6,pass,21,1,0,0,1,1
2022,1,BUF,LA,7,1,10,29,7,2421,11,nickel,6,pass,4,0,0,0,1,1
2022,1,BUF,LA,7,2,6,25,7,2377,11,nickel,6,pass,2,0,0,0,1,1
2022,1,BUF,LA,7,3,4,23,7,2335,11,nickel,6,pass,0,0,0,0,1,0
2022,1,BUF,LA,7,4,4,23,7,2331,,,,field_goal,0,0,0,0,0,0
2022,1,LA,BUF,8,1,10,60,-10,2328,11,nickel,6,run,4,0,0,0,0,0
2022,1,LA,BUF,8,2,6,56,-10,2289,11,nickel,6,pass,0,0,0,0,0,0
2022,1,LA,BUF,8,3,6,56,-10,2284,11,nickel,6,pass,12,1,0,0,1,0
2022,1,LA,BUF,8,1,10,44,-10,2240,11,nickel,6,penalty,5,1,0,0,1,0
2022,1,LA,BUF,8,1,10,36,-10,2209,11,nickel,6,pass,6,0,0,0,0,0
2022,1,LA,BUF,8,2,4,30,-10,2172,11,nickel,6,pass,-10,0,0,0,1,1
2022,1,LA,BUF,8,3,14,40,-10,2142,11,nickel,5,pass,12,0,0,0,1,1
2022,1,LA,BUF,8,4,2,28,-10,2094,11,nickel,7,pass,3,1,0,0,1,0
2022,1,LA,BUF,8,1,10,25,-10,2054,11,nickel,6,run,18,1,0,0,0,0
2022,1,LA,BUF,8,1,7,7,-10,2022,11,nickel,6,run,3,0,0,0,0,0
2022,1,LA,BUF,8,2,4,4,-10,1985,11,nickel,6,pass,4,1,1,0,1,0
2022,1,BUF,LA,9,1,10,75,3,1980,11,nickel,6,run,2,0,0,0,1,0
2022,1,BUF,LA,9,2,8,73,3,1942,11,nickel,6,pass,-4,0,0,0,1,0
2022,1,BUF,LA,9,3,12,77,3,1936,11,dime,,defenceFlag,5,0,0,0,1,0
2022,1,BUF,LA,9,3,7,72,3,1936,11,dime,6,pass,10,1,0,0,1,0
2022,1,BUF,LA,9,1,10,62,3,1920,11,nickel,6,pass,0,0,0,1,1,0
2022,1,LA,BUF,10,1,10,45,-3,1913,11,nickel,6,pass,0,0,0,0,0,0
2022,1,LA,BUF,10,2,10,45,-3,1908,11,nickel,4,pass,0,0,0,0,1,0
2022,1,LA,BUF,10,3,10,45,-3,1905,11,nickel,6,penalty,5,1,0,0,1,1
2022,1,LA,BUF,10,1,10,40,-3,1900,11,nickel,6,pass,9,0,0,0,1,0
2022,1,LA,BUF,10,2,1,31,-3,1880,11,nickel,6,run,0,0,0,0,0,1
2022,1,LA,BUF,10,3,1,31,-3,1839,11,nickel,7,run,2,1,0,0,0,0
2022,1,LA,BUF,10,1,10,29,-3,1834,11,nickel,6,pass,-9,0,0,0,1,1
2022,1,LA,BUF,10,2,19,38,-3,1826,11,nickel,6,pass,-1,0,0,0,1,0
2022,1,LA,BUF,10,3,20,39,-3,1804,,,,field_goal,0,0,0,0,0,0
2022,1,LA,BUF,11,1,10,89,0,1795,11,nickel,6,run,2,0,0,0,0,0
2022,1,LA,BUF,11,2,8,87,0,1769,11,nickel,6,pass,4,0,0,0,1,1
2022,1,LA,BUF,11,3,4,83,0,1726,11,nickel,6,pass,-7,0,0,0,1,0
2022,1,LA,BUF,11,4,11,90,0,1688,,,,punt,0,0,0,0,0,0
2022,1,BUF,LA,12,1,10,58,0,1682,21,nickel,6,run,12,1,0,0,1,0
2022,1,BUF,LA,12,1,10,46,0,1642,21,nickel,7,run,1,0,0,0,1,0
2022,1,BUF,LA,12,2,9,45,0,1595,11,nickel,6,run,7,0,0,0,1,0
2022,1,BUF,LA,12,3,2,38,0,1551,21,nickel,,offenceFlag,5,0,0,0,1,0
2022,1,BUF,LA,12,3,7,43,0,1534,11,dime,6,run,8,1,0,0,1,0
2022,1,BUF,LA,12,1,10,35,0,1507,21,nickel,5,run,13,1,0,0,0,0
2022,1,BUF,LA,12,1,10,22,0,1464,11,nickel,5,pass,7,0,0,0,1,0
2022,1,BUF,LA,12,2,3,15,0,1425,11,nickel,6,pass,8,1,0,0,1,0
2022,1,BUF,LA,12,1,7,7,0,1382,11,nickel,6,pass,7,1,1,0,1,0
2022,1,LA,BUF,13,1,10,75,-7,1379,11,nickel,6,pass,0,0,0,0,0,0
2022,1,LA,BUF,13,2,10,75,-7,1348,11,nickel,5,pass,23,1,0,0,1,0
2022,1,LA,BUF,13,1,10,52,-7,1322,11,nickel,5,pass,10,1,0,0,0,1
2022,1,LA,BUF,13,1,10,42,-7,1278,11,nickel,6,run,1,0,0,0,0,0
2022,1,LA,BUF,13,2,9,41,-7,1253,11,nickel,4,pass,-9,0,0,0,1,1
2022,1,LA,BUF,13,3,18,50,-7,1225,11,nickel,4,pass,0,0,0,0,1,1
2022,1,LA,BUF,13,4,18,50,-7,1218,,,,punt,0,0,0,0,0,0
2022,1,BUF,LA,14,1,10,89,7,1211,21,base,,offenceFlag,5,0,0,0,0,0
2022,1,BUF,LA,14,1,15,94,7,1211,21,base,7,run,8,0,0,0,1,0
2022,1,BUF,LA,14,2,7,86,7,1169,heavy,base,7,run,8,1,0,0,0,0
2022,1,BUF,LA,14,1,10,78,7,1128,21,base,7,run,0,0,0,0,0,0
2022,1,BUF,LA,14,2,10,78,7,1086,11,nickel,6,pass,11,1,0,0,1,0
2022,1,BUF,LA,14,1,10,67,7,1045,21,base,7,run,1,0,0,0,0,0
2022,1,BUF,LA,14,2,9,66,7,1005,21,base,7,pass,4,0,0,0,1,0
2022,1,BUF,LA,14,3,5,62,7,979,11,nickel,5,pass,6,1,0,0,1,0
2022,1,BUF,LA,14,1,10,56,7,937,11,nickel,6,pass,0,0,0,0,1,0
2022,1,BUF,LA,14,2,10,56,7,933,spread,nickel,5,run,3,0,0,0,1,0
2022,1,BUF,LA,14,3,7,53,7,900,11,nickel,4,pass,47,1,0,0,1,0
2022,1,BUF,LA,14,1,6,6,7,854,11,nickel,6,run,2,0,0,0,1,0
2022,1,BUF,LA,14,2,4,4,7,818,11,nickel,7,pass,0,0,0,0,1,0
2022,1,BUF,LA,14,3,4,4,7,814,11,nickel,6,run,4,1,1,0,1,0
2022,1,LA,BUF,15,1,10,78,-14,803,11,nickel,6,pass,10,1,0,0,1,0
2022,1,LA,BUF,15,1,10,68,-14,773,11,nickel,5,run,0,0,0,0,1,0
2022,1,LA,BUF,15,2,10,68,-14,745,11,nickel,5,pass,7,0,0,0,1,0
2022,1,LA,BUF,15,3,3,61,-14,698,11,nickel,5,pass,4,1,0,0,1,0
2022,1,LA,BUF,15,1,10,57,-14,670,11,nickel,5,pass,0,0,0,1,1,1
2022,1,BUF,LA,16,1,10,59,14,661,11,nickel,6,pass,1,0,0,0,1,0
2022,1,BUF,LA,16,2,9,58,14,619,11,nickel,5,run,5,0,0,0,1,0
2022,1,BUF,LA,16,3,4,53,14,573,11,nickel,5,pass,53,1,1,0,1,0
2022,1,LA,BUF,17,1,10,76,-21,561,11,nickel,6,pass,0,0,0,0,1,0
2022,1,LA,BUF,17,2,10,76,-21,557,11,nickel,,offenceFlag,5,0,0,0,1,0
2022,1,LA,BUF,17,2,15,81,-21,557,11,nickel,6,pass,5,0,0,0,1,0
2022,1,LA,BUF,17,3,10,76,-21,530,11,nickel,6,pass,9,0,0,0,1,0
2022,1,LA,BUF,17,4,1,67,-21,503,11,nickel,7,run,1,1,0,0,1,1
2022,1,LA,BUF,17,1,10,66,-21,471,11,nickel,4,pass,6,0,0,0,1,1
2022,1,LA,BUF,17,2,4,60,-21,449,11,nickel,6,pass,5,1,0,0,1,1
2022,1,LA,BUF,17,1,10,55,-21,426,11,nickel,5,pass,0,0,0,1,1,1
2022,1,BUF,LA,18,1,10,37,21,418,spread,base,7,run,13,1,0,0,0,0
2022,1,BUF,LA,18,1,10,24,21,371,21,base,7,run,4,0,0,0,1,0
2022,1,BUF,LA,18,2,6,20,21,327,heavy,base,7,run,2,0,0,1,0,0
2022,1,LA,BUF,19,1,10,82,-21,317,11,nickel,6,run,9,0,0,0,1,0
2022,1,LA,BUF,19,2,1,73,-21,297,11,nickel,6,run,-1,0,0,0,1,1
2022,1,LA,BUF,19,3,2,74,-21,273,11,nickel,6,pass,8,1,0,0,1,1
2022,1,LA,BUF,19,1,10,66,-21,245,11,nickel,5,pass,6,0,0,0,1,1
2022,1,LA,BUF,19,2,4,60,-21,221,11,nickel,3,pass,5,1,0,0,1,1
2022,1,LA,BUF,19,1,10,55,-21,197,11,nickel,6,pass,0,0,0,0,1,1
2022,1,LA,BUF,19,2,10,55,-21,192,11,nickel,5,pass,11,1,0,0,1,1
2022,1,LA,BUF,19,1,10,44,-21,160,11,nickel,5,pass,4,0,0,0,1,1
2022,1,LA,BUF,19,2,6,40,-21,139,11,nickel,6,pass,0,0,0,0,1,1
2022,1,LA,BUF,19,3,6,40,-21,136,11,nickel,6,pass,28,1,0,0,1,0
2022,1,LA,BUF,19,1,10,12,-21,120,11,nickel,6,pass,-6,0,0,0,1,0
2022,1,LA,BUF,19,2,16,18,-21,75,11,nickel,6,run,2,0,0,0,0,0
2022,1,LA,BUF,19,3,14,16,-21,51,11,nickel,6,pass,0,0,0,0,1,0
