season,week,playerId,position,points,touches,tds,dealt
2024,3,00-0033555,WR,4.7021,2.0750,0.2000,0.00 10.21 2.58 0.00 9.09 4.04 16.16 2.81 6.28 3.37 11.00 0.00 3.82 0.00 0.00 5.61 0.00 1.23 4.15 4.83 2.13 0.00 3.59 14.48 7.29 3.37 2.47 19.53 3.70 13.58 4.49 0.00 5.27 2.13 0.00 5.95 2.47 2.92 0.00 9.54
2024,3,00-0033576,TE,2.8224,1.5250,0.0750,3.48 0.00 4.94 0.00 8.42 5.72 2.69 0.00 2.58 0.00 2.13 0.00 0.00 6.06 3.25 0.00 1.46 0.00 4.71 13.92 3.70 0.00 0.00 0.00 0.00 1.46 0.00 5.27 0.00 16.38 0.00 6.40 1.57 0.00 12.46 2.02 0.00 4.26 0.00 0.00
2024,3,00-0033589,WR,1.4835,1.6000,0.0250,3.22 7.90 2.61 1.00 3.45 1.69 0.00 0.00 2.15 0.00 1.61 0.00 0.00 0.00 1.15 0.00 0.00 3.14 3.83 0.00 1.23 1.15 0.69 0.00 0.00 0.00 0.00 1.38 0.77 5.14 2.91 0.00 0.69 1.23 1.23 5.21 0.00 0.00 5.98 0.00
2024,3,00-0033591,WR,5.4306,4.4750,0.0500,0.00 4.71 16.85 4.88 9.75 20.36 9.33 10.52 2.48 5.73 8.04 7.87 3.85 5.30 3.76 0.00 14.37 3.85 1.80 0.00 0.00 10.35 7.02 0.00 7.53 2.99 3.25 4.36 5.05 1.71 4.36 0.00 2.48 3.59 5.73 15.40 0.00 6.84 1.37 1.71
2024,3,00-0033699,RB,7.0327,8.7750,0.3000,8.64 0.68 15.49 4.53 0.94 9.84 1.28 6.93 4.79 6.33 6.59 9.07 8.98 10.18 5.73 21.73 1.63 9.07 2.22 12.83 3.51 4.62 2.22 5.05 7.96 3.51 6.07 6.76 11.98 9.84 4.71 1.28 12.49 5.13 4.19 23.27 11.38 3.85 1.37 4.62
2024,3,00-0033757,TE,2.0216,1.2000,0.0500,4.60 7.33 0.00 1.96 3.23 1.56 7.72 1.27 0.00 1.27 1.47 0.00 1.66 0.00 0.00 0.00 3.62 8.02 0.00 0.00 0.00 0.00 2.84 0.00 0.00 1.37 0.00 0.00 2.44 0.00 3.62 1.96 1.47 0.00 1.96 5.57 9.78 0.00 0.00 6.16
2024,3,00-0033854,RB,2.3467,2.9750,0.0750,3.20 3.73 1.49 7.04 2.24 1.71 2.13 5.33 5.65 9.81 1.60 3.41 0.00 2.13 0.00 1.92 0.32 4.27 0.43 1.39 1.07 1.07 0.75 0.53 2.45 4.16 6.83 2.99 0.00 0.32 0.32 1.17 0.00 -0.21 8.00 0.53 1.71 0.00 2.77 1.60
2024,3,00-0033857,WR,5.5724,3.3250,0.1000,12.85 9.91 1.63 9.26 0.00 10.45 4.03 1.42 11.65 1.96 5.55 2.18 1.74 3.38 3.48 6.86 14.70 9.26 1.09 10.45 9.47 2.18 0.00 8.93 1.85 8.82 8.82 6.32 4.57 1.96 4.25 7.84 8.60 2.94 0.00 6.10 4.46 8.49 3.81 1.63
2024,3,00-0033858,TE,6.1396,3.6500,0.2750,16.00 0.00 2.67 1.42 1.58 4.67 9.42 5.92 2.75 4.58 0.00 3.75 8.75 5.58 10.58 2.75 13.25 24.75 2.92 9.08 1.42 0.58 2.67 2.00 0.00 4.58 6.42 12.00 2.83 5.42 4.67 0.00 17.42 14.00 13.50 3.33 7.58 0.00 14.67 2.08
2024,3,00-0033873,QB,18.9320,2.3250,0.1750,21.15 35.43 30.60 23.02 31.38 27.31 9.60 15.94 26.16 22.91 17.31 16.27 21.04 4.33 13.92 41.33 18.49 13.94 19.06 11.08 13.28 15.27 10.93 22.74 9.78 17.60 8.80 15.72 17.57 11.76 16.40 31.29 11.93 25.89 9.69 18.38 13.02 6.27 27.96 32.71
2024,3,00-0033891,WR,10.2470,7.9250,0.0750,4.31 5.39 8.30 15.09 9.38 7.22 10.24 9.16 27.27 4.85 14.44 9.70 26.62 3.66 5.07 12.50 8.51 5.71 1.94 10.35 8.95 2.16 23.17 2.69 17.46 8.41 9.38 15.30 20.69 6.79 2.59 5.07 15.52 10.99 10.78 0.00 19.29 10.35 13.36 7.22
2024,3,00-0033893,RB,3.3682,5.4000,0.0750,1.23 25.45 10.02 1.12 2.66 0.61 1.53 -0.31 0.00 5.42 1.53 1.33 7.56 1.64 2.35 2.25 1.74 0.61 -0.31 9.00 1.53 1.64 3.68 2.66 0.00 3.17 0.00 12.68 3.27 1.94 2.25 2.76 1.43 2.96 5.32 1.02 2.86 2.35 2.15 5.62
2024,3,00-0033895,TE,2.9949,3.1000,0.0250,2.21 2.49 0.00 3.04 3.97 3.97 11.34 0.00 1.29 1.48 3.78 8.67 8.30 1.01 1.20 8.12 0.00 5.07 2.49 5.07 3.69 3.97 2.67 0.00 1.29 2.03 0.00 3.41 1.20 0.00 1.57 2.49 8.30 2.21 1.29 4.52 3.04 3.60 1.01 0.00
2024,3,00-0033906,RB,18.7260,17.6000,0.6250,5.61 20.94 13.28 11.90 13.62 29.18 15.34 6.52 16.59 16.94 47.38 13.28 11.33 26.67 6.29 10.64 16.71 33.19 32.85 19.23 13.16 9.61 14.08 17.74 11.44 12.82 17.62 21.52 22.77 14.19 10.64 7.78 35.82 30.21 19.34 31.36 9.73 11.56 33.42 36.74
2024,3,00-0033921,WR,13.3791,9.3000,0.2500,11.99 9.71 26.14 5.68 5.89 16.33 19.53 10.23 8.27 1.34 11.88 12.09 22.73 15.91 29.97 14.98 13.54 21.18 15.91 8.78 9.61 16.33 23.87 11.68 15.29 13.95 13.54 10.54 20.56 1.65 4.55 14.26 21.60 13.95 3.00 6.92 26.45 14.78 7.75 2.79
2024,3,00-0033923,RB,5.2321,6.2750,0.2750,2.07 3.81 1.85 3.59 3.16 3.81 2.40 1.85 1.42 6.86 3.27 10.34 6.97 1.96 7.51 2.61 14.16 3.92 8.17 8.17 6.86 3.48 2.94 11.43 1.09 8.06 5.34 0.44 5.12 3.81 8.82 2.18 5.77 9.26 11.87 2.83 4.03 11.32 0.76 5.99
2024,3,00-0033925,RB,4.1311,6.9750,0.1750,11.37 8.80 2.08 0.59 0.89 1.78 4.25 1.78 4.25 4.05 10.09 2.57 3.36 1.19 11.37 7.02 1.19 4.45 0.69 2.87 0.30 2.27 8.70 1.29 3.66 5.54 1.78 13.25 3.96 17.40 0.89 8.31 0.40 0.30 3.16 2.18 0.99 0.89 2.87 2.47
