season,week,offense,defense,drive,down,togo,yardline,margin,seconds,grouping,shell,box,playType,yards,firstDown,touchdown,turnover
2022,1,NYJ,BAL,1,4,15,64,0,3533,,,,punt,0,0,0,0
2022,1,BAL,NYJ,2,4,1,51,0,3296,,,,punt,0,0,0,0
2022,1,NYJ,BAL,3,4,9,82,0,3132,,,,punt,0,0,0,0
2022,1,BAL,NYJ,4,4,9,65,0,3068,,,,punt,0,0,0,0
2022,1,BAL,NYJ,6,4,3,6,0,2899,,,,field_goal,0,0,0,0
2022,1,NYJ,BAL,7,4,1,66,-3,2820,,,,punt,0,0,0,0
2022,1,BAL,NYJ,8,4,5,68,3,2696,,,,punt,0,0,0,0
2022,1,NYJ,BAL,9,4,4,27,-3,2455,,,,field_goal,0,0,0,0
2022,1,BAL,NYJ,10,4,12,51,3,2288,,,,punt,0,0,0,0
2022,1,NYJ,BAL,11,4,17,71,-3,2090,,,,punt,0,0,0,0
2022,1,NYJ,BAL,13,4,5,27,-10,1828,,,,field_goal,0,0,0,0
2022,1,BAL,NYJ,15,4,9,64,7,1665,,,,punt,0,0,0,0
2022,1,NYJ,BAL,16,4,6,76,-7,1530,,,,punt,0,0,0,0
2022,1,NYJ,BAL,18,4,2,61,-14,1188,,,,punt,0,0,0,0
2022,1,BAL,NYJ,21,4,6,62,21,615,,,,punt,0,0,0,0
2022,1,NYJ,BAL,22,4,1,28,-21,452,11,nickel,8,pass,7,1,0,0
2022,1,NYJ,BAL,22,4,3,14,-21,317,11,dime,5,pass,4,1,0,0
2022,1,NYJ,BAL,22,4,6,6,-21,262,11,dime,5,pass,0,0,0,0
2022,1,NYJ,BAL,24,4,15,22,-21,78,11,dime,4,pass,19,1,0,0
2022,1,LA,BUF,2,4,8,45,-7,3014,,,,punt,0,0,0,0
2022,1,LA,BUF,4,4,3,69,-7,2660,,,,punt,0,0,0,0
2022,1,BUF,LA,7,4,4,23,7,2331,,,,field_goal,0,0,0,0
2022,1,LA,BUF,8,4,2,28,-10,2094,11,nickel,7,pass,3,1,0,0
2022,1,LA,BUF,11,4,11,90,0,1688,,,,punt,0,0,0,0
2022,1,LA,BUF,13,4,18,50,-7,1218,,,,punt,0,0,0,0
2022,1,LA,BUF,17,4,1,67,-21,503,11,nickel,7,run,1,1,0,0
2022,1,LA,BUF,19,4,14,16,-21,47,11,nickel,4,pass,0,0,0,0
2022,1,CAR,CLE,1,4,11,79,0,3518,,,,punt,0,0,0,0
2022,1,CLE,CAR,2,4,3,36,0,3260,12,nickel,6,pass,0,0,0,0
2022,1,CAR,CLE,3,4,14,68,0,3112,,,,punt,0,0,0,0
2022,1,CLE,CAR,4,4,8,41,0,2821,,,,punt,0,0,0,0
2022,1,CAR,CLE,5,4,22,92,0,2700,,,,punt,0,0,0,0
2022,1,CLE,CAR,6,4,8,54,0,2641,,,,punt,0,0,0,0
2022,1,CAR,CLE,9,4,7,72,-7,2371,,,,punt,0,0,0,0
2022,1,CLE,CAR,12,4,8,8,7,1824,,,,field_goal,0,0,0,0
2022,1,CLE,CAR,14,4,1,52,10,1601,11,nickel,8,run,2,1,0,0
2022,1,CLE,CAR,14,4,11,16,10,1366,,,,field_goal,0,0,0,0
2022,1,CAR,CLE,15,4,17,79,-13,1178,,,,punt,0,0,0,0
2022,1,CLE,CAR,16,4,7,64,13,1064,,,,punt,0,0,0,0
2022,1,CLE,CAR,18,4,5,18,6,377,,,,field_goal,0,0,0,0
2022,1,CLE,CAR,20,4,9,56,2,141,,,,punt,0,0,0,0
2022,1,CAR,CLE,21,4,12,16,-2,77,,,,field_goal,0,0,0,0
2022,1,CLE,CAR,22,4,1,40,-1,13,,,,field_goal,0,0,0,0
2022,1,DEN,SEA,2,4,4,12,-7,3119,,,,field_goal,0,0,0,0
2022,1,SEA,DEN,3,4,1,7,4,2880,12,base,8,run,0,0,0,0
2022,1,DEN,SEA,4,4,12,55,-4,2603,,,,punt,0,0,0,0
2022,1,SEA,DEN,5,4,20,31,4,2245,,,,field_goal,0,0,0,0
2022,1,DEN,SEA,8,4,8,22,-7,1804,,,,field_goal,0,0,0,0
2022,1,DEN,SEA,9,4,1,1,-4,1362,12,nickel,7,run,-1,0,0,1
2022,1,SEA,DEN,12,4,16,64,4,781,,,,punt,0,0,0,0
2022,1,DEN,SEA,13,4,8,8,-4,376,,,,field_goal,0,0,0,0
2022,1,SEA,DEN,14,4,16,76,1,251,,,,punt,0,0,0,0
2022,1,DEN,SEA,15,4,5,46,-1,20,,,,field_goal,0,0,0,0
2022,1,MIN,GB,1,4,1,5,0,3261,11,nickel,7,pass,5,1,1,0
2022,1,GB,MIN,2,4,7,62,-7,3155,,,,punt,0,0,0,0
2022,1,MIN,GB,3,4,15,90,7,3038,,,,punt,0,0,0,0
2022,1,GB,MIN,4,4,16,48,-7,2818,,,,punt,0,0,0,0
2022,1,MIN,GB,5,4,2,65,7,2657,,,,punt,0,0,0,0
2022,1,GB,MIN,6,4,1,1,-7,2283,11,nickel,6,run,0,0,0,0
2022,1,MIN,GB,7,4,7,10,7,2037,,,,field_goal,0,0,0,0
2022,1,GB,MIN,8,4,7,72,-10,1990,,,,punt,0,0,0,0
2022,1,MIN,GB,11,4,9,69,17,1813,,,,punt,0,0,0,0
2022,1,MIN,GB,14,4,15,38,17,1491,,,,field_goal,0,0,0,0
2022,1,MIN,GB,16,4,2,55,13,981,,,,punt,0,0,0,0
2022,1,GB,MIN,17,4,17,62,-13,718,,,,punt,0,0,0,0
2022,1,MIN,GB,18,4,10,10,13,412,,,,field_goal,0,0,0,0
2022,1,GB,MIN,19,4,1,18,-16,230,11,nickel,6,pass,0,0,0,0
2022,1,MIN,GB,20,4,7,48,16,68,,,,punt,0,0,0,0
2022,1,IND,HOU,1,4,1,66,0,3497,,,,punt,0,0,0,0
2022,1,HOU,IND,2,4,2,70,0,3426,,,,punt,0,0,0,0
2022,1,IND,HOU,3,4,2,27,0,3018,,,,field_goal,0,0,0,0
2022,1,HOU,IND,4,4,5,70,-3,2937,,,,punt,0,0,0,0
2022,1,IND,HOU,5,4,2,2,3,2654,21,base,7,run,-2,0,0,0
2022,1,HOU,IND,6,4,8,27,-3,2274,,,,field_goal,0,0,0,0
2022,1,IND,HOU,9,4,18,42,-7,1845,,,,punt,0,0,0,0
2022,1,HOU,IND,11,4,2,25,7,1640,,,,field_goal,0,0,0,0
2022,1,IND,HOU,14,4,6,71,-17,1290,,,,punt,0,0,0,0
2022,1,HOU,IND,15,4,4,93,17,1178,,,,penalty,5,1,0,0
2022,1,HOU,IND,15,4,8,41,17,896,,,,punt,0,0,0,0
2022,1,IND,HOU,16,4,9,9,-17,647,,,,field_goal,0,0,0,0
2022,1,HOU,IND,19,4,8,62,7,279,,,,punt,0,0,0,0
2022,1,HOU,IND,21,4,6,56,0,87,,,,punt,0,0,0,0
2022,1,IND,HOU,22,4,1,56,0,19,,,,punt,0,0,0,0
2022,1,HOU,IND,24,4,26,76,0,518,,,,punt,0,0,0,0
2022,1,IND,HOU,25,4,10,24,0,120,,,,field_goal,0,0,0,0
2022,1,HOU,IND,26,4,3,49,0,26,,,,punt,0,0,0,0
2022,1,JAX,WAS,1,4,12,15,0,3421,,,,field_goal,0,0,0,0
2022,1,JAX,WAS,3,4,24,77,-4,2972,,,,punt,0,0,0,0
2022,1,JAX,WAS,5,4,5,70,-11,2453,,,,punt,0,0,0,0
2022,1,WAS,JAX,6,4,7,69,11,2356,,,,punt,0,0,0,0
2022,1,JAX,WAS,7,4,3,3,-11,2103,11,nickel,7,pass,0,0,0,0
2022,1,JAX,WAS,9,4,19,19,-11,1820,,,,field_goal,0,0,0,0
2022,1,WAS,JAX,11,4,14,68,11,1626,,,,punt,0,0,0,0
2022,1,WAS,JAX,13,4,2,57,5,1314,,,,punt,0,0,0,0
2022,1,JAX,WAS,14,4,6,25,-5,980,,,,field_goal,0,0,0,0
2022,1,JAX,WAS,16,4,5,26,-2,728,,,,field_goal,0,0,0,0
2022,1,JAX,WAS,20,4,10,48,2,414,,,,punt,0,0,0,0
2022,1,ARI,KC,2,4,8,73,-7,3181,,,,punt,0,0,0,0
2022,1,KC,ARI,5,4,2,4,7,2257,11,base,7,pass,4,1,1,0
2022,1,ARI,KC,6,4,4,69,-13,2174,,,,punt,0,0,0,0
2022,1,KC,ARI,7,4,3,58,13,1991,,,,punt,0,0,0,0
2022,1,ARI,KC,8,4,15,53,-13,1877,,,,punt,0,0,0,0
2022,1,ARI,KC,10,4,2,34,-13,1840,12,nickel,6,pass,0,0,0,0
2022,1,ARI,KC,13,4,21,74,-16,1639,,,,punt,0,0,0,0
2022,1,ARI,KC,15,4,5,70,-23,1444,,,,punt,0,0,0,0
2022,1,ARI,KC,17,4,2,24,-30,860,11,nickel,5,pass,14,1,0,0
2022,1,ARI,KC,17,4,6,6,-30,778,11,nickel,7,pass,6,1,1,0
2022,1,KC,ARI,20,4,14,72,23,120,,,,punt,0,0,0,0
2022,1,ARI,KC,21,4,3,57,-23,21,spread,nickel,5,pass,10,1,0,0
2022,1,LAC,LV,1,4,9,25,0,3247,,,,field_goal,0,0,0,0
2022,1,LV,LAC,2,4,5,5,-3,2853,,,,field_goal,0,0,0,0
2022,1,LAC,LV,3,4,1,51,0,2740,,,,punt,0,0,0,0
2022,1,LV,LAC,4,4,1,89,0,2606,,,,punt,0,0,0,0
2022,1,LV,LAC,6,4,14,59,-7,2236,,,,punt,0,0,0,0
2022,1,LAC,LV,7,4,1,28,7,1900,11,nickel,7,run,0,0,0,0
2022,1,LV,LAC,13,4,4,34,-14,1130,11,dime,5,pass,9,1,0,0
2022,1,LV,LAC,13,4,22,37,-14,968,,,,field_goal,0,0,0,0
2022,1,LAC,LV,14,4,5,70,11,893,,,,punt,0,0,0,0
2022,1,LAC,LV,16,4,1,89,11,708,,,,punt,0,0,0,0
2022,1,LAC,LV,18,4,5,31,11,457,,,,field_goal,0,0,0,0
2022,1,LAC,LV,20,4,3,68,5,219,,,,punt,0,0,0,0
2022,1,LV,LAC,21,4,8,65,-5,120,11,dime,6,pass,-7,0,0,0
2022,1,MIA,NE,2,4,1,50,0,3108,12,nickel,,penalty,5,1,0,0
2022,1,MIA,NE,2,4,13,25,0,2950,,,,field_goal,0,0,0,0
2022,1,NE,MIA,3,4,10,40,-3,2655,,,,punt,0,0,0,0
2022,1,MIA,NE,4,4,4,49,3,2273,,,,punt,0,0,0,0
2022,1,NE,MIA,6,4,10,44,-10,2054,,,,punt,0,0,0,0
2022,1,MIA,NE,7,4,7,42,10,1824,11,dime,6,pass,42,1,1,0
2022,1,MIA,NE,9,4,2,66,17,1695,,,,punt,0,0,0,0
2022,1,NE,MIA,10,4,1,28,-17,1324,11,base,9,penalty,5,1,0,0
2022,1,MIA,NE,11,4,5,31,10,924,,,,field_goal,0,0,0,0
2022,1,NE,MIA,12,4,6,58,-13,774,,,,punt,0,0,0,0
2022,1,MIA,NE,13,4,1,81,13,679,,,,punt,0,0,0,0
2022,1,NE,MIA,14,4,3,50,-13,586,spread,nickel,7,pass,0,0,0,0
2022,1,MIA,NE,15,4,20,46,13,366,,,,punt,0,0,0,0
2022,1,ATL,NO,1,4,5,35,0,3344,,,,field_goal,0,0,0,0
2022,1,NO,ATL,2,4,3,68,-3,3265,,,,punt,0,0,0,0
2022,1,ATL,NO,3,4,5,74,3,3173,,,,punt,0,0,0,0
2022,1,NO,ATL,6,4,6,26,4,2866,,,,field_goal,0,0,0,0
2022,1,NO,ATL,8,4,3,68,-3,2423,,,,punt,0,0,0,0
2022,1,ATL,NO,9,4,3,61,3,2219,,,,punt,0,0,0,0
2022,1,NO,ATL,10,4,13,70,-3,2035,,,,punt,0,0,0,0
2022,1,ATL,NO,11,4,5,32,3,1870,,,,field_goal,0,0,0,0
2022,1,NO,ATL,12,4,17,82,-6,1836,,,,punt,0,0,0,0
2022,1,NO,ATL,14,4,9,31,-9,1460,,,,field_goal,0,0,0,0
2022,1,NO,ATL,18,4,6,91,-13,1015,,,,punt,0,0,0,0
2022,1,ATL,NO,19,4,9,9,13,765,,,,field_goal,0,0,0,0
2022,1,ATL,NO,21,4,7,55,8,432,,,,punt,0,0,0,0
2022,1,ATL,NO,23,4,6,47,2,54,,,,punt,0,0,0,0
2022,1,NO,ATL,24,4,3,33,-2,23,,,,field_goal,0,0,0,0
2022,1,NYG,TEN,1,4,1,69,0,3483,,,,punt,0,0,0,0
2022,1,NYG,TEN,3,4,5,59,-7,3079,,,,punt,0,0,0,0
2022,1,TEN,NYG,4,4,5,77,7,2984,,,,punt,0,0,0,0
2022,1,NYG,TEN,5,4,4,54,-7,2836,,,,punt,0,0,0,0
2022,1,TEN,NYG,6,4,8,28,7,2559,,,,field_goal,0,0,0,0
2022,1,TEN,NYG,8,4,4,5,10,2220,,,,field_goal,0,0,0,0
2022,1,NYG,TEN,9,4,3,62,-13,2049,,,,punt,0,0,0,0
2022,1,TEN,NYG,10,4,4,47,13,1865,,,,punt,0,0,0,0
2022,1,TEN,NYG,12,4,3,69,13,1678,,,,punt,0,0,0,0
2022,1,TEN,NYG,14,4,2,82,7,1480,,,,punt,0,0,0,0
2022,1,NYG,TEN,17,4,7,72,-7,953,,,,punt,0,0,0,0
2022,1,TEN,NYG,18,4,3,79,7,876,,,,punt,0,0,0,0
2022,1,NYG,TEN,19,4,10,55,-7,638,,,,punt,0,0,0,1
2022,1,TEN,NYG,21,4,5,63,7,338,,,,punt,0,0,0,0
2022,1,NYG,TEN,22,4,1,17,-7,120,12,,10,run,2,1,0,0
2022,1,PHI,DET,2,4,5,40,-7,3133,11,nickel,6,pass,0,0,0,0
2022,1,DET,PHI,3,4,6,55,7,3058,,,,punt,0,0,0,0
2022,1,PHI,DET,4,4,1,1,-7,2580,12,,9,run,1,1,1,0
2022,1,DET,PHI,5,4,7,72,0,2510,,,,punt,0,0,0,0
2022,1,PHI,DET,6,4,6,56,0,2412,,,,punt,0,0,0,0
2022,1,DET,PHI,7,4,10,78,0,2392,,,,punt,0,0,0,0
2022,1,DET,PHI,10,4,1,7,-14,1920,12,base,9,run,7,1,1,0
2022,1,PHI,DET,11,4,5,5,7,1809,,,,field_goal,0,0,0,0
2022,1,PHI,DET,17,4,12,65,10,769,,,,punt,0,0,0,0
2022,1,DET,PHI,18,4,13,65,-10,649,,,,punt,0,0,0,0
2022,1,PHI,DET,19,4,8,81,10,511,,,,punt,0,0,0,0
2022,1,PHI,DET,21,4,1,40,3,66,heavy,,10,run,1,1,0,0
2022,1,PIT,CIN,1,4,1,66,0,3518,,,,punt,0,0,0,0
2022,1,CIN,PIT,3,4,17,41,-7,3141,,,,field_goal,0,0,0,0
2022,1,PIT,CIN,4,4,5,70,4,3057,,,,punt,0,0,0,0
2022,1,PIT,CIN,6,4,2,2,4,2848,,,,field_goal,0,0,0,0
2022,1,PIT,CIN,10,4,4,86,14,2052,,,,punt,0,0,0,0
2022,1,CIN,PIT,11,4,1,35,-14,1876,12,base,8,run,31,1,0,0
2022,1,CIN,PIT,11,4,8,8,-14,1818,,,,field_goal,0,0,0,0
2022,1,CIN,PIT,13,4,2,67,-11,1684,,,,punt,0,0,0,0
2022,1,PIT,CIN,14,4,14,84,11,1533,,,,punt,0,0,0,0
2022,1,PIT,CIN,16,4,8,62,3,928,,,,punt,0,0,0,0
2022,1,CIN,PIT,17,4,4,85,-3,816,,,,punt,0,0,0,0
2022,1,PIT,CIN,18,4,10,30,3,678,,,,field_goal,0,0,0,0
2022,1,CIN,PIT,19,4,6,36,-6,503,11,dime,5,pass,0,0,0,1
2022,1,PIT,CIN,20,4,4,60,6,373,,,,punt,0,0,0,0
2022,1,CIN,PIT,21,4,2,2,-6,116,11,nickel,7,pass,0,0,0,0
2022,1,PIT,CIN,22,4,8,81,6,96,,,,punt,0,0,0,0
2022,1,PIT,CIN,25,4,3,68,0,511,,,,punt,0,0,0,0
2022,1,PIT,CIN,27,4,4,37,0,147,,,,field_goal,0,0,0,0
2022,1,CIN,PIT,28,4,16,50,0,64,,,,punt,0,0,0,0
2022,1,CHI,SF,1,4,17,84,0,3521,,,,punt,0,0,0,0
2022,1,SF,CHI,4,4,18,40,0,3005,,,,punt,0,0,0,0
2022,1,CHI,SF,5,4,19,79,0,2833,,,,punt,0,0,0,0
2022,1,SF,CHI,6,4,3,57,0,2744,,,,punt,0,0,0,0
2022,1,CHI,SF,7,4,6,90,0,2635,,,,punt,0,0,0,0
2022,1,CHI,SF,9,4,7,72,-7,2335,,,,punt,0,0,0,0
2022,1,SF,CHI,10,4,3,59,7,2092,,,,punt,0,0,0,0
2022,1,CHI,SF,11,4,21,44,-7,1832,,,,punt,0,0,0,0
2022,1,SF,CHI,13,4,7,7,7,1406,,,,field_goal,0,0,0,0
2022,1,SF,CHI,15,4,1,59,3,1004,,,,punt,0,0,0,0
2022,1,SF,CHI,19,4,8,54,-9,223,11,nickel,5,pass,0,0,0,0
2022,1,CHI,SF,20,4,10,45,9,157,,,,punt,0,0,0,0
2022,1,SF,CHI,21,4,9,79,-9,96,11,nickel,4,pass,0,0,0,0
2022,1,DAL,TB,1,4,11,32,0,3246,,,,field_goal,0,0,0,0
2022,1,TB,DAL,2,4,2,26,-3,3009,,,,field_goal,0,0,0,0
2022,1,DAL,TB,3,4,8,73,0,2943,,,,punt,0,0,0,0
2022,1,TB,DAL,4,4,5,20,0,2770,,,,field_goal,0,0,0,0
2022,1,DAL,TB,5,4,4,84,-3,2695,,,,punt,0,0,0,0
2022,1,TB,DAL,6,4,15,18,3,2254,,,,field_goal,0,0,0,0
2022,1,TB,DAL,8,4,10,11,3,2008,,,,field_goal,0,0,0,0
2022,1,DAL,TB,9,4,10,63,-6,1916,,,,punt,0,0,0,0
2022,1,TB,DAL,10,4,10,29,6,1819,,,,field_goal,0,0,0,0
2022,1,TB,DAL,12,4,8,63,9,1639,,,,punt,0,0,0,0
2022,1,DAL,TB,13,4,13,70,-9,1398,,,,punt,0,0,0,0
2022,1,DAL,TB,15,4,2,41,-16,814,11,nickel,7,pass,0,0,0,0
2022,1,DAL,TB,17,4,8,50,-16,680,,,,punt,0,0,0,0
2022,1,TB,DAL,18,4,8,60,16,428,,,,punt,0,0,0,0
2022,1,DAL,TB,19,4,1,42,-16,297,11,nickel,6,pass,5,1,0,0
2022,1,DAL,TB,19,4,15,42,-16,201,11,nickel,4,pass,0,0,0,0
2022,1,TB,DAL,20,4,11,59,16,179,,,,punt,0,0,0,0
2022,1,DAL,TB,21,4,3,74,-16,133,11,nickel,5,pass,17,1,0,0
2022,1,DAL,TB,21,4,12,59,-16,56,11,nickel,5,pass,10,0,0,0
2022,2,ARI,LV,2,4,4,56,-7,2789,,,,punt,0,0,0,0
2022,2,LV,ARI,3,4,5,14,7,2505,,,,field_goal,0,0,0,0
2022,2,ARI,LV,4,4,16,71,-10,2348,,,,punt,0,0,0,0
2022,2,ARI,LV,8,4,9,58,-20,1695,,,,punt,0,0,0,0
2022,2,LV,ARI,9,4,2,84,20,1601,,,,punt,0,0,0,0
2022,2,LV,ARI,11,4,7,7,13,1001,,,,field_goal,0,0,0,0
2022,2,ARI,LV,12,4,1,11,-16,757,heavy,base,9,pass,0,0,0,0
2022,2,LV,ARI,13,4,10,89,16,742,,,,punt,0,0,0,0
2022,2,ARI,LV,14,4,4,25,-16,521,11,dime,5,pass,24,1,0,0
2022,2,LV,ARI,15,4,6,61,8,294,,,,punt,0,0,0,0
2022,2,ARI,LV,16,4,1,43,-8,148,heavy,base,8,run,2,1,0,0
2022,2,ARI,LV,16,4,4,6,-8,30,11,dime,4,penalty,3,1,0,0
2022,2,ARI,LV,16,4,3,3,-8,5,11,dime,5,run,3,1,1,0
2022,2,ARI,LV,17,4,1,37,0,336,11,nickel,6,pass,0,0,0,0
2022,2,ATL,LA,1,4,18,26,0,3119,,,,field_goal,0,0,0,0
2022,2,ATL,LA,3,4,2,50,-7,2657,21,base,7,run,0,0,0,0
2022,2,ATL,LA,5,4,1,13,-14,2130,12,base,8,pass,5,1,0,0
2022,2,ATL,LA,5,4,8,8,-14,1967,,,,field_goal,0,0,0,0
2022,2,ATL,LA,11,4,10,75,-25,1346,,,,punt,0,0,0,0
2022,2,LA,ATL,14,4,1,1,18,736,,,,field_goal,0,0,0,0
2022,2,LA,ATL,16,4,8,59,14,306,,,,punt,0,0,1,0
2022,2,LA,ATL,19,4,7,74,6,13,spread,nickel,,run,-26,0,0,0
2022,2,NYG,CAR,2,4,6,18,0,3473,,,,field_goal,0,0,0,0
2022,2,NYG,CAR,4,4,1,31,3,3196,heavy,base,8,run,2,1,0,0
2022,2,NYG,CAR,4,4,15,15,3,2853,,,,field_goal,0,0,0,0
2022,2,CAR,NYG,5,4,1,52,-6,2705,11,dime,7,run,3,1,0,0
2022,2,CAR,NYG,5,4,9,13,-6,2539,,,,field_goal,0,0,0,0
2022,2,NYG,CAR,6,4,15,67,3,2336,,,,punt,0,0,0,0
2022,2,CAR,NYG,7,4,6,57,-3,2173,,,,punt,0,0,0,0
2022,2,NYG,CAR,8,4,6,85,3,2128,,,,punt,0,0,0,0
2022,2,CAR,NYG,9,4,12,14,-3,1859,,,,field_goal,0,0,0,0
2022,2,NYG,CAR,11,4,11,76,0,1715,,,,punt,0,0,0,0
2022,2,CAR,NYG,14,4,6,46,0,1306,,,,punt,0,0,0,0
2022,2,NYG,CAR,15,4,13,74,0,1198,,,,punt,0,0,0,0
2022,2,CAR,NYG,16,4,2,57,0,1101,,,,punt,0,0,0,0
2022,2,NYG,CAR,17,4,10,90,0,994,,,,punt,0,0,0,0
2022,2,CAR,NYG,18,4,10,59,0,962,,,,punt,0,0,0,0
2022,2,NYG,CAR,19,4,2,33,0,755,,,,field_goal,0,0,0,0
2022,2,CAR,NYG,20,4,9,20,-3,650,,,,field_goal,0,0,0,0
2022,2,NYG,CAR,21,4,18,38,0,218,,,,field_goal,0,0,0,0
2022,2,CAR,NYG,22,4,15,63,-3,132,,,,punt,0,0,0,0
2022,2,GB,CHI,1,4,19,22,0,3217,,,,field_goal,0,0,0,0
2022,2,CHI,GB,4,4,12,82,-3,2575,,,,punt,0,0,0,0
2022,2,GB,CHI,5,4,21,72,3,2518,,,,punt,0,0,0,0
2022,2,CHI,GB,6,4,12,82,-3,2421,,,,punt,0,0,0,0
2022,2,CHI,GB,8,4,6,81,-10,1999,,,,punt,0,0,0,0
2022,2,CHI,GB,11,4,3,71,-17,1688,,,,punt,0,0,0,0
2022,2,CHI,GB,13,4,5,26,-17,1216,,,,field_goal,0,0,0,0
2022,2,GB,CHI,14,4,15,60,14,900,,,,punt,0,0,0,0
2022,2,CHI,GB,15,4,1,1,-14,493,11,base,8,run,0,0,0,0
2022,2,GB,CHI,16,4,5,10,14,152,,,,field_goal,0,0,0,0
2022,2,DAL,CIN,1,4,2,56,0,3453,11,nickel,6,pass,17,1,0,0
2022,2,CIN,DAL,2,4,8,25,-7,2888,,,,field_goal,0,0,0,0
2022,2,CIN,DAL,4,4,4,69,-11,2652,,,,punt,0,0,0,0
2022,2,DAL,CIN,5,4,13,57,11,2435,,,,punt,0,0,0,0
2022,2,CIN,DAL,6,4,6,42,-11,2138,,,,punt,0,0,0,0
2022,2,DAL,CIN,7,4,11,48,11,1939,,,,punt,0,0,0,0
2022,2,CIN,DAL,8,4,20,81,-11,1865,,,,punt,0,0,0,0
2022,2,DAL,CIN,9,4,7,36,11,1814,,,,field_goal,0,0,0,0
2022,2,CIN,DAL,11,4,4,59,-14,1722,,,,penalty,5,1,0,0
2022,2,CIN,DAL,11,4,8,32,-14,1485,,,,field_goal,0,0,0,0
2022,2,DAL,CIN,12,4,7,72,11,1391,,,,punt,0,0,0,0
2022,2,CIN,DAL,13,4,8,28,-11,1148,,,,field_goal,0,0,0,0
2022,2,CIN,DAL,15,4,10,74,-8,896,,,,punt,0,0,0,0
2022,2,DAL,CIN,16,4,12,59,8,770,,,,punt,0,0,0,0
2022,2,CIN,DAL,17,4,6,27,-8,363,11,dime,6,pass,8,1,0,0
2022,2,DAL,CIN,18,4,14,55,0,140,,,,punt,0,0,0,0
2022,2,CIN,DAL,19,4,2,84,0,69,,,,punt,0,0,0,0
2022,2,HOU,DEN,1,4,2,67,0,3523,,,,punt,0,0,0,0
2022,2,DEN,HOU,2,4,11,48,0,3354,,,,punt,0,0,0,0
2022,2,HOU,DEN,3,4,5,64,0,3180,,,,punt,0,0,0,0
2022,2,DEN,HOU,4,4,2,2,0,3033,,,,field_goal,0,0,0,0
2022,2,HOU,DEN,5,4,5,22,-3,2843,,,,field_goal,0,0,0,0
2022,2,DEN,HOU,6,4,10,49,0,2579,,,,punt,0,0,0,0
2022,2,HOU,DEN,7,4,11,26,0,2244,,,,field_goal,0,0,0,0
2022,2,DEN,HOU,8,4,6,68,-3,2150,,,,punt,0,0,0,0
2022,2,HOU,DEN,9,4,16,73,3,2058,,,,punt,0,0,0,0
2022,2,DEN,HOU,10,4,6,6,-3,1823,,,,field_goal,0,0,0,0
2022,2,HOU,DEN,13,4,1,14,0,1527,heavy,base,8,run,5,1,0,0
2022,2,HOU,DEN,13,4,6,6,0,1416,,,,field_goal,0,0,0,0
2022,2,DEN,HOU,14,4,2,50,-3,1295,11,nickel,6,pass,6,1,0,0
2022,2,DEN,HOU,14,4,7,41,-3,1089,,,,punt,0,0,0,0
2022,2,HOU,DEN,15,4,6,87,3,1005,,,,punt,0,0,0,0
2022,2,HOU,DEN,17,4,14,45,-4,595,,,,punt,0,0,0,0
2022,2,DEN,HOU,18,4,16,32,4,221,,,,field_goal,0,0,0,0
2022,2,HOU,DEN,19,4,15,37,-7,87,11,dime,3,pass,0,0,0,0
2022,2,DEN,HOU,20,4,16,68,7,64,,,,punt,0,0,0,0
2022,2,HOU,DEN,21,4,11,76,-7,17,11,dime,4,pass,0,0,0,0
2022,2,JAX,IND,2,4,3,47,0,3185,11,nickel,5,pass,8,1,0,0
2022,2,IND,JAX,3,4,5,57,-7,2709,,,,punt,0,0,0,0
2022,2,JAX,IND,4,4,10,84,7,2619,,,,punt,0,0,0,0
2022,2,IND,JAX,5,4,16,62,-7,2505,,,,punt,0,0,0,0
2022,2,IND,JAX,7,4,6,74,-14,2156,,,,punt,0,0,0,0
2022,2,JAX,IND,8,4,4,34,14,1908,,,,field_goal,0,0,0,0
2022,2,IND,JAX,9,4,7,55,-17,1818,,,,punt,0,0,0,0
2022,2,JAX,IND,11,4,13,51,17,1520,,,,punt,0,0,0,0
2022,2,IND,JAX,12,4,3,59,-17,1390,,,,punt,0,0,0,0
2022,2,JAX,IND,13,4,1,5,17,922,12,nickel,8,pass,5,1,1,0
2022,2,IND,JAX,14,4,13,13,-24,641,11,nickel,6,pass,0,0,0,0
2022,2,JAX,IND,15,4,3,80,24,513,,,,punt,0,0,0,0
2022,2,IND,JAX,16,4,7,8,-24,383,11,nickel,6,pass,0,0,0,0
2022,2,JAX,IND,17,4,8,89,24,322,,,,punt,0,0,0,0
2022,2,JAX,IND,19,4,5,49,24,166,,,,punt,0,0,0,0
2022,2,JAX,IND,21,4,5,29,24,29,heavy,base,7,run,4,0,0,0
2022,2,KC,LAC,1,4,6,46,0,3346,,,,punt,0,0,0,0
2022,2,LAC,KC,2,4,2,13,0,3061,,,,field_goal,0,0,0,0
2022,2,KC,LAC,3,4,21,86,-3,2938,,,,punt,0,0,0,0
2022,2,LAC,KC,4,4,1,49,3,2821,21,base,8,run,2,1,0,0
2022,2,LAC,KC,6,4,2,47,3,2343,,,,punt,0,0,0,0
2022,2,KC,LAC,7,4,1,71,-3,2125,,,,punt,0,0,0,0
2022,2,LAC,KC,8,4,2,48,3,1863,,,,punt,0,0,0,0
2022,2,KC,LAC,9,4,6,83,-3,1822,,,,punt,0,0,0,0
2022,2,LAC,KC,11,4,1,18,3,1540,21,base,8,run,3,1,0,0
