season,player,team,redTargets,redCarries,goalCarries,scores,teamRedTargets,teamRedCarries,teamGoalCarries,teamScores
2022,00-0033050,HOU,0,0,0,1,70,62,18,36
2022,00-0032380,HOU,1,0,0,0,70,62,18,36
2022,00-0034816,KC,0,3,1,1,128,106,34,68
2022,00-0037055,LA,1,0,0,0,68,55,15,35
2022,00-0038090,KC,2,1,0,1,128,106,34,68
2022,00-0035594,SEA,1,3,0,1,81,72,10,47
2022,00-0036842,MIN,0,0,0,1,117,73,29,55
2022,00-0036336,PIT,0,1,0,0,66,79,27,29
2022,00-0035217,PIT,0,2,1,1,66,79,27,29
2022,00-0036999,CLE,0,0,0,1,76,85,21,38
2022,00-0037311,TB,1,0,0,1,123,54,17,33
2022,00-0037456,HOU,1,0,0,0,70,62,18,36
2022,00-0036634,HOU,0,0,0,1,70,62,18,36
2022,00-0035993,BAL,0,15,5,1,80,99,24,38
2022,00-0033877,IND,0,0,0,1,67,76,18,30
2022,00-0036857,CIN,1,0,0,1,111,94,35,58
2022,00-0031904,LV,0,0,0,1,74,58,15,43
2022,00-0034982,MIA,0,0,0,1,71,58,15,47
2022,00-0034401,NYJ,0,3,2,1,63,64,20,30
2022,00-0037304,PIT,3,0,0,1,66,79,27,29
2022,00-0032951,SEA,2,0,0,0,81,72,10,47
2022,00-0037594,TEN,0,3,0,0,60,53,20,35
2022,00-0033537,CLE,0,6,1,1,76,85,21,38
2022,00-0032436,HOU,0,3,1,0,70,62,18,36
2022,00-0036652,TEN,1,0,0,0,60,53,20,35
2022,00-0036362,DEN,0,0,0,1,54,41,20,32
2022,00-0033951,DEN,0,1,1,2,54,41,20,32
2022,00-0036527,LV,1,1,0,0,74,58,15,43
2022,00-0037240,DET,0,0,0,1,88,102,43,55
2022,00-0038098,NE,0,3,1,1,55,67,20,33
2022,00-0033461,ARI,0,0,0,1,73,74,23,34
2022,00-0037834,SF,0,10,6,2,74,121,41,58
2022,00-0026300,SF,0,1,0,0,74,121,41,58
2022,00-0035184,DEN,0,1,0,0,54,41,20,32
2022,00-0032187,NO,0,2,0,0,64,65,14,40
2022,00-0038122,ATL,0,5,2,0,51,117,28,35
2022,00-0026189,BAL,2,0,0,0,80,99,24,38
2022,00-0037300,CLE,2,0,0,0,76,85,21,38
2022,00-0035771,CIN,2,0,0,1,111,94,35,58
2022,00-0033941,DAL,0,0,0,1,86,85,30,61
2022,00-0032134,NYJ,1,0,0,2,63,64,20,30
2022,00-0035510,NYJ,1,0,0,0,63,64,20,30
2022,00-0037393,MIN,0,0,0,1,117,73,29,55
2022,00-0036253,MIN,0,0,0,1,117,73,29,55
2022,00-0034838,HOU,0,8,0,0,70,62,18,36
2022,00-0036020,MIA,0,3,0,1,71,58,15,47
2022,00-0029585,NE,0,0,0,1,55,67,20,33
2022,00-0037611,WAS,0,0,0,1,67,81,24,35
2022,00-0037839,DEN,0,0,0,1,54,41,20,32
2022,00-0029567,IND,0,1,0,0,67,76,18,30
2022,00-0036727,NO,0,2,0,0,64,65,14,40
2022,00-0035289,PHI,0,4,1,1,65,160,59,74
2022,00-0034381,DAL,0,0,0,1,86,85,30,61
2022,00-0035146,ARI,0,1,0,0,73,74,23,34
2022,00-0037744,ARI,1,0,0,1,73,74,23,34
2022,00-0033111,ARI,0,1,0,0,73,74,23,34
2022,00-0035876,ARI,1,0,0,0,73,74,23,34
2022,00-0035924,TEN,1,0,0,0,60,53,20,35
2022,00-0035889,KC,0,1,0,0,128,106,34,68
2022,00-0032062,KC,1,0,0,1,128,106,34,68
2022,00-0032262,IND,0,0,0,1,67,76,18,30
2022,00-0036974,HOU,0,0,0,1,70,62,18,36
2022,00-0037265,JAX,0,1,1,1,96,96,33,47
2022,00-0035133,GB,0,0,0,1,84,70,17,42
2022,00-0034968,MIN,0,0,0,1,117,73,29,55
2022,00-0035973,GB,0,1,0,0,84,70,17,42
2022,00-0037291,MIN,1,0,0,1,117,73,29,55
2022,00-0033874,PHI,0,0,0,1,65,160,59,74
2022,00-0036059,SEA,1,0,0,1,81,72,10,47
2022,00-0035527,BAL,0,1,0,0,80,99,24,38
2022,00-0037525,SF,0,4,2,1,74,121,41,58
2022,00-0035264,LV,0,2,0,0,74,58,15,43
2022,00-0033725,ARI,0,3,1,1,73,74,23,34
2022,00-0036902,BAL,0,0,0,1,80,99,24,38
2022,00-0038046,BAL,1,0,0,0,80,99,24,38
2022,00-0035266,CAR,0,0,0,1,43,81,21,35
2022,00-0036755,WAS,0,7,0,0,67,81,24,35
2022,00-0037077,WAS,0,1,0,1,67,81,24,35
2022,00-0036224,IND,0,0,0,1,67,76,18,30
2022,00-0028899,HOU,0,0,0,1,70,62,18,36
2022,00-0026197,KC,0,2,0,0,128,106,34,68
2022,00-0037085,DEN,0,0,0,1,54,41,20,32
2022,00-0033319,MIN,0,3,1,0,117,73,29,55
2022,00-0031051,BUF,0,0,0,1,99,94,28,59
2022,00-0032394,NYG,1,0,0,0,53,88,29,43
2022,00-0033932,NYG,1,0,0,1,53,88,29,43
2022,00-0033550,NYG,0,1,0,1,53,88,29,43
2022,00-0030456,TB,0,2,0,0,123,54,17,33
2022,00-0035642,TEN,0,0,0,1,60,53,20,35
2022,00-0034834,BAL,0,0,0,1,80,99,24,38
2022,00-0034285,BUF,0,0,0,1,99,94,28,59
2022,00-0029000,BUF,2,0,0,1,99,94,28,59
2022,00-0036621,PHI,0,0,0,1,65,160,59,74
2023,00-0033282,WAS,16,4,1,5,70,60,20,44
2023,00-0037746,WAS,5,28,9,9,70,60,20,44
2023,00-0030061,ARI,8,0,0,1,67,70,29,38
2023,00-0033949,ARI,0,13,4,6,67,70,29,38
2023,00-0036328,WAS,5,9,1,3,70,60,20,44
2023,00-0037815,WAS,0,0,0,1,70,60,20,44
2023,00-0036936,ARI,6,1,0,2,67,70,29,38
2023,00-0033553,ARI,7,37,14,9,67,70,29,38
2023,00-0035662,ARI,12,0,0,4,67,70,29,38
2023,00-0038611,WAS,0,7,3,2,70,60,20,44
2023,00-0037077,WAS,1,10,4,5,70,60,20,44
2023,00-0033893,NYJ,0,9,1,0,58,42,5,21
2023,00-0031588,BUF,17,1,0,8,78,123,37,59
2023,00-0035657,BUF,0,6,3,1,78,123,37,59
2023,00-0037013,NYJ,0,3,1,0,58,42,5,21
2023,00-0037740,NYJ,19,0,0,3,58,42,5,21
2023,00-0036924,NYJ,5,5,1,1,58,42,5,21
2023,00-0038496,BUF,6,2,0,2,78,123,37,59
2023,00-0036555,CAR,1,36,11,5,42,66,21,25
2023,00-0035243,CAR,3,11,4,1,42,66,21,25
2023,00-0036268,CAR,0,4,0,0,42,66,21,25
2023,00-0038542,ATL,12,23,3,8,60,85,16,32
2023,00-0034830,CAR,5,0,0,1,42,66,21,25
2023,00-0037263,ATL,3,37,7,5,60,85,16,32
2023,00-0036980,CLE,14,1,0,2,74,81,26,48
2023,00-0031544,CLE,16,0,0,5,74,81,26,48
2023,00-0033537,CLE,0,6,3,1,74,81,26,48
2023,00-0033885,CLE,20,0,0,6,74,81,26,48
2023,00-0034791,CLE,0,3,0,0,74,81,26,48
2023,00-0036232,CLE,6,0,0,3,74,81,26,48
2023,00-0034844,NYG,6,43,9,10,37,71,9,28
2023,00-0035710,NYG,0,8,0,1,37,71,9,28
2023,00-0036287,NYG,0,0,0,1,37,71,9,28
2023,00-0038041,DAL,29,0,0,8,123,116,34,56
2023,00-0035261,DAL,14,64,19,7,123,116,34,56
2023,00-0037801,DAL,6,2,0,4,123,116,34,56
2023,00-0037275,NYG,0,0,0,5,37,71,9,28
2023,00-0036139,DAL,6,17,5,4,123,116,34,56
2023,00-0033077,DAL,0,19,5,2,123,116,34,56
2023,00-0035639,NYG,4,0,0,0,37,71,9,28
2023,00-0037569,DAL,2,1,1,0,123,116,34,56
2023,00-0035685,DET,1,64,28,15,100,132,46,71
2023,00-0039139,DET,11,45,11,14,100,132,46,71
2023,00-0036963,DET,33,1,0,11,100,132,46,71
2023,00-0037197,KC,11,63,15,12,113,99,25,49
2023,00-0036913,KC,5,5,0,1,113,99,25,49
2023,00-0039067,KC,28,1,0,8,113,99,25,49
2023,00-0033106,DET,0,12,2,2,100,132,46,71
2023,00-0029293,DET,2,0,0,0,100,132,46,71
2023,00-0032062,KC,1,0,0,1,113,99,25,49
2023,00-0039141,KC,0,0,0,1,113,99,25,49
2023,00-0038090,KC,7,0,0,1,113,99,25,49
2023,00-0033293,GB,13,46,10,6,114,111,27,51
2023,00-0038393,GB,9,0,0,5,114,111,27,51
2023,00-0036265,GB,1,36,10,2,114,111,27,51
2023,00-0037816,GB,22,0,0,9,114,111,27,51
2023,00-0036290,CHI,15,1,1,6,63,78,25,40
2023,00-0036309,CHI,8,1,0,1,63,78,25,40
2023,00-0036906,CHI,4,16,2,3,63,78,25,40
2023,00-0037074,CHI,0,0,0,1,63,78,25,40
2023,00-0039021,CHI,4,11,6,2,63,78,25,40
2023,00-0034827,CHI,14,1,0,9,63,78,25,40
2023,00-0034975,BAL,2,26,4,4,73,123,37,61
2023,00-0039064,BAL,17,2,0,7,73,123,37,61
2023,00-0036158,BAL,1,1,1,1,73,123,37,61
2023,00-0037258,HOU,1,23,9,3,81,85,30,44
2023,00-0033591,HOU,8,1,0,2,81,85,30,44
2023,00-0034184,BAL,0,42,25,13,73,123,37,61
2023,00-0034383,HOU,15,0,0,6,81,85,30,44
2023,00-0036973,JAX,2,41,13,12,70,72,21,40
2023,00-0033572,JAX,2,2,0,1,70,72,21,40
2023,00-0034837,JAX,28,1,0,8,70,72,21,40
2023,00-0036493,IND,0,4,1,0,70,99,31,38
2023,00-0039164,IND,0,8,3,4,70,99,31,38
2023,00-0033891,JAX,11,0,0,2,70,72,21,40
2023,00-0036252,IND,22,0,0,4,70,99,31,38
2023,00-0032378,JAX,0,0,0,1,70,72,21,40
2023,00-0036971,JAX,0,14,5,4,70,72,21,40
2023,00-0038555,JAX,0,9,3,2,70,72,21,40
2023,00-0036876,IND,6,0,0,1,70,99,31,38
2023,00-0037664,IND,6,0,0,2,70,99,31,38
2023,00-0038997,IND,10,0,0,2,70,99,31,38
2023,00-0038134,SEA,3,38,15,9,68,71,23,34
2023,00-0032211,SEA,15,0,0,5,68,71,23,34
2023,00-0033110,LA,5,0,0,2,86,92,29,49
2023,00-0037840,LA,13,58,18,15,86,92,29,49
2023,00-0039075,LA,16,4,0,7,86,92,29,49
2023,00-0039165,SEA,1,22,6,1,68,71,23,34
2023,00-0035640,SEA,23,0,0,8,68,71,23,34
2023,00-0036425,SEA,0,2,0,0,68,71,23,34
2023,00-0036414,LA,2,7,2,2,86,92,29,49
2023,00-0026498,LA,1,3,1,0,86,92,29,49
2023,00-0036862,LA,3,0,0,1,86,92,29,49
2023,00-0031345,LV,0,3,1,0,80,72,19,32
2023,00-0035700,LV,7,38,10,6,80,72,19,32
2023,00-0034960,LV,16,3,1,10,80,72,19,32
2023,00-0036422,DEN,13,0,0,3,74,87,22,39
2023,00-0036997,DEN,5,44,10,5,74,87,22,39
2023,00-0035406,DEN,4,0,0,3,74,87,22,39
2023,00-0038040,LV,2,16,3,1,80,72,19,32
2023,00-0034348,DEN,19,0,0,10,74,87,22,39
2023,00-0031381,LV,30,0,0,8,80,72,19,32
2023,00-0032104,LV,3,0,0,0,80,72,19,32
2023,00-0033526,DEN,3,12,3,1,74,87,22,39
2023,00-0037382,DEN,7,0,0,4,74,87,22,39
2023,00-0036020,MIA,5,6,1,2,74,99,30,63
2023,00-0038092,MIA,0,2,1,0,74,99,30,63
2023,00-0036212,MIA,0,9,2,0,74,99,30,63
2023,00-0036370,LAC,1,14,3,2,79,74,27,38
2023,00-0030279,LAC,14,1,0,7,79,74,27,38
2023,00-0033699,LAC,9,30,16,6,79,74,27,38
2023,00-0031687,MIA,6,47,20,21,74,99,30,63
2023,00-0035125,MIA,3,0,0,0,74,99,30,63
2023,00-0033040,MIA,26,1,0,14,74,99,30,63
2023,00-0034798,MIA,5,0,0,0,74,99,30,63
2023,00-0035329,LAC,10,0,0,4,79,74,27,38
2023,00-0034054,MIA,4,0,0,1,74,99,30,63
2023,00-0036355,LAC,0,12,5,3,79,74,27,38
2023,00-0033536,LAC,2,0,0,1,79,74,27,38
2023,00-0036919,PHI,0,25,4,2,56,111,36,49
2023,00-0030062,NE,0,0,0,1,41,46,9,31
2023,00-0036912,PHI,8,0,0,7,56,111,36,49
2023,00-0032200,NE,2,0,0,0,41,46,9,31
2023,00-0036875,NE,4,19,3,4,41,46,9,31
2023,00-0033090,NE,6,0,0,6,41,46,9,31
2023,00-0033307,NE,6,0,0,4,41,46,9,31
2023,00-0033045,NE,5,22,5,5,41,46,9,31
2023,00-0034829,NE,7,0,0,2,41,46,9,31
2023,00-0038608,NE,2,0,0,0,41,46,9,31
2023,00-0036261,SF,12,0,0,8,81,118,40,70
2023,00-0033280,SF,18,74,21,26,81,118,40,70
2023,00-0033288,SF,14,0,0,7,81,118,40,70
2023,00-0036894,PIT,7,0,0,2,51,82,24,31
2023,00-0035216,PIT,13,0,0,6,51,82,24,31
2023,00-0036336,PIT,2,0,0,0,51,82,24,31
2023,00-0037247,PIT,10,0,0,5,51,82,24,31
2023,00-0037304,PIT,3,0,0,0,51,82,24,31
2023,00-0036893,PIT,3,48,13,8,51,82,24,31
2023,00-0037228,PIT,5,21,5,4,51,82,24,31
2023,00-0037311,TB,2,0,0,1,77,65,15,42
2023,00-0037256,TB,10,39,11,10,77,65,15,42
2023,00-0038994,MIN,17,1,0,10,87,54,16,38
2023,00-0035249,MIN,5,0,0,2,87,54,16,38
2023,00-0036345,MIN,11,0,0,3,87,54,16,38
2023,00-0034972,MIN,11,24,9,3,87,54,16,38
2023,00-0031408,TB,19,0,0,14,77,65,15,42
2023,00-0038129,TB,15,0,0,5,77,65,15,42
2023,00-0033921,TB,18,1,0,4,77,65,15,42
2023,00-0039052,TB,5,0,0,4,77,65,15,42
2023,00-0035229,MIN,14,0,0,5,87,54,16,38
2023,00-0029604,MIN,0,4,2,0,87,54,16,38
2023,00-0033948,NO,1,14,2,1,70,100,27,43
2023,00-0032765,NO,9,0,0,1,70,100,27,43
2023,00-0039032,TEN,6,11,3,3,49,57,21,33
2023,00-0032764,TEN,2,37,16,12,49,57,21,33
2023,00-0036182,TEN,7,0,0,3,49,57,21,33
2023,00-0037545,NO,7,0,0,6,70,100,27,43
2023,00-0033357,NO,5,28,8,6,70,100,27,43
2023,00-0030564,TEN,18,2,0,7,49,57,21,33
2023,00-0034317,NO,3,0,0,1,70,100,27,43
2023,00-0031280,NO,0,7,0,0,70,100,27,43
2023,00-0031235,BAL,11,0,0,3,73,123,37,61
2023,00-0038576,BAL,0,0,0,1,73,123,37,61
2023,00-0033897,CIN,15,59,21,12,85,78,25,40
2023,00-0035291,CIN,1,1,0,0,85,78,25,40
2023,00-0036900,CIN,21,0,0,7,85,78,25,40
2023,00-0036410,CIN,12,0,0,5,85,78,25,40
2023,00-0034753,BAL,14,1,0,6,73,123,37,61
2023,00-0033009,CIN,9,0,0,2,85,78,25,40
2023,00-0034796,BAL,0,35,5,7,73,123,37,61
2023,00-0031549,BAL,8,0,0,5,73,123,37,61
2023,00-0034970,CIN,6,0,0,1,85,78,25,40
2023,00-0034681,TB,0,4,0,0,77,65,15,42
2023,00-0036945,CHI,0,22,5,4,63,78,25,40
2023,00-0034855,TB,0,17,3,1,77,65,15,42
2023,00-0036326,CHI,2,0,0,1,63,78,25,40
2023,00-0031101,CHI,0,0,0,1,63,78,25,40
2023,00-0036333,CLE,0,0,0,1,74,81,26,48
2023,00-0037267,CLE,6,18,6,9,74,81,26,48
2023,00-0038098,CLE,0,7,3,1,74,81,26,48
2023,00-0033886,CLE,0,0,0,1,74,81,26,48
2023,00-0038122,ATL,0,12,2,5,60,85,16,32
2023,00-0036970,ATL,5,0,0,3,60,85,16,32
2023,00-0033858,ATL,9,1,1,3,60,85,16,32
2023,00-0039144,GB,7,0,0,2,114,111,27,51
2023,00-0039146,GB,19,3,1,10,114,111,27,51
2023,00-0038797,GB,0,6,1,0,114,111,27,51
2023,00-0035973,GB,3,8,1,0,114,111,27,51
2023,00-0037238,ATL,18,0,0,2,60,85,16,32
2023,00-0033555,ATL,2,0,0,0,60,85,16,32
2023,00-0030431,HOU,12,0,0,1,81,85,30,44
2023,00-0033854,HOU,0,2,0,0,81,85,30,44
2023,00-0036554,HOU,18,1,0,9,81,85,30,44
2023,00-0036251,IND,9,40,11,7,70,99,31,38
2023,00-0034959,HOU,7,3,3,4,81,85,30,44
2023,00-0038977,HOU,9,2,0,7,81,85,30,44
2023,00-0030506,KC,26,0,0,8,113,99,25,49
2023,00-0033873,KC,0,15,6,0,113,99,25,49
2023,00-0038862,LAC,0,1,0,0,79,74,27,38
2023,00-0033895,LAC,11,0,0,3,79,74,27,38
2023,00-0036988,LAC,9,0,0,2,79,74,27,38
2023,00-0035688,LAC,1,0,0,0,79,74,27,38
2023,00-0038045,LAC,2,7,0,0,79,74,27,38
2023,00-0038544,LAC,8,0,0,2,79,74,27,38
2023,00-0037742,TEN,1,1,0,0,49,57,21,33
2023,00-0029701,TEN,0,2,0,1,49,57,21,33
2023,00-0035215,BUF,3,1,0,2,78,123,37,59
2023,00-0034857,BUF,0,38,16,18,78,123,37,59
2023,00-0030513,BUF,4,20,12,4,78,123,37,59
2023,00-0035689,BUF,11,0,0,3,78,123,37,59
2023,00-0037248,BUF,8,38,5,6,78,123,37,59
2023,00-0038933,BUF,9,0,0,3,78,123,37,59
2023,00-0037261,BUF,6,1,0,4,78,123,37,59
2023,00-0036196,BUF,13,0,0,7,78,123,37,59
2023,00-0034419,MIA,2,0,0,1,74,99,30,63
2023,00-0033857,NE,3,0,0,1,41,46,9,31
2023,00-0035676,PHI,18,0,0,7,56,111,36,49
2023,00-0036275,PHI,5,38,14,6,56,111,36,49
2023,00-0036389,PHI,0,45,17,15,56,111,36,49
2023,00-0036322,MIN,11,1,0,5,87,54,16,38
2023,00-0034981,NO,4,0,0,1,70,100,27,43
2023,00-0037239,NO,13,0,0,5,70,100,27,43
2023,00-0035860,NO,1,5,2,2,70,100,27,43
2023,00-0036040,NO,8,0,0,4,70,100,27,43
2023,00-0030035,CAR,16,1,0,4,42,66,21,25
2023,00-0031610,NYG,4,0,0,1,37,71,9,28
2023,00-0032385,NYG,7,1,0,1,37,71,9,28
2023,00-0036165,NYG,5,0,0,3,37,71,9,28
2023,00-0034764,DAL,6,0,0,2,123,116,34,56
2023,00-0038622,DAL,0,5,1,0,123,116,34,56
2023,00-0038547,DAL,5,0,0,2,123,116,34,56
2023,00-0033943,DET,15,0,0,6,100,132,46,71
2023,00-0032464,DET,4,1,0,1,100,132,46,71
2023,00-0039065,DET,24,0,0,11,100,132,46,71
2023,00-0038543,SEA,10,0,0,4,68,71,23,34
2023,00-0036885,DET,0,0,0,1,100,132,46,71
2023,00-0035567,DET,0,8,5,2,100,132,46,71
2023,00-0037834,SF,0,8,2,2,81,118,40,70
2023,00-0035719,SF,18,10,3,12,81,118,40,70
2023,00-0038976,DEN,1,2,0,2,74,87,22,39
2023,00-0038794,DEN,7,7,2,3,74,87,22,39
2023,00-0036628,WAS,3,0,0,0,70,60,20,44
2023,00-0031260,WAS,10,0,0,4,70,60,20,44
2023,00-0035659,WAS,10,0,0,5,70,60,20,44
2023,00-0037078,WAS,4,0,0,0,70,60,20,44
2023,00-0029263,DEN,0,19,5,3,74,87,22,39
2023,00-0036192,WAS,0,0,0,1,70,60,20,44
2023,00-0034777,CAR,6,0,0,5,42,66,21,25
2023,00-0038752,SEA,4,1,1,3,68,71,23,34
2023,00-0036244,SEA,8,0,0,2,68,71,23,34
2023,00-0035644,SEA,2,0,0,0,68,71,23,34
2023,00-0031376,KC,5,3,0,5,113,99,25,49
2023,00-0036360,KC,6,8,2,2,113,99,25,49
2023,00-0034272,KC,7,0,0,2,113,99,25,49
2023,00-0034386,KC,7,0,0,3,113,99,25,49
2023,00-0038941,CHI,5,0,0,0,63,78,25,40
2023,00-0031236,DAL,13,3,0,8,123,116,34,56
2023,00-0036358,DAL,35,3,1,14,123,116,34,56
2023,00-0039040,MIA,6,23,5,11,74,99,30,63
2023,00-0031484,DEN,1,0,0,0,74,87,22,39
2023,00-0036407,DEN,11,0,0,2,74,87,22,39
2023,00-0038720,MIA,2,0,0,0,74,99,30,63
2023,00-0032688,MIA,0,0,0,1,74,99,30,63
2023,00-0039163,HOU,0,12,7,3,81,85,30,44
2023,00-0036556,HOU,2,0,0,3,81,85,30,44
2023,00-0035250,HOU,4,35,9,5,81,85,30,44
2023,00-0034775,JAX,6,0,0,3,70,72,21,40
2023,00-0032144,BAL,0,6,0,1,73,123,37,61
2023,00-0037276,MIN,3,11,3,3,87,54,16,38
2023,00-0036849,LA,6,1,0,4,86,92,29,49
2023,00-0033439,NE,0,0,0,1,41,46,9,31
2023,00-0028002,NYJ,5,0,0,1,58,42,5,21
2023,00-0034433,NYJ,0,1,1,1,58,42,5,21
2023,00-0027696,NO,5,0,0,4,70,100,27,43
2023,00-0038465,GB,5,0,0,1,114,111,27,51
2023,00-0036264,GB,0,11,4,4,114,111,27,51
2023,00-0037098,GB,3,0,0,0,114,111,27,51
2023,00-0038647,SF,4,0,0,3,81,118,40,70
2023,00-0036567,SF,2,17,10,3,81,118,40,70
2023,00-0033308,NYG,0,8,0,1,37,71,9,28
2023,00-0035208,PHI,3,0,0,2,56,111,36,49
2023,00-0036741,PHI,2,0,0,0,56,111,36,49
2023,00-0034351,PHI,11,1,0,4,56,111,36,49
2023,00-0037487,TB,5,3,0,1,77,65,15,42
2023,00-0037837,PIT,1,1,0,3,51,82,24,31
2023,00-0039066,LV,8,0,0,2,80,72,19,32
2023,00-0038559,ARI,8,0,0,3,67,70,29,38
2023,00-0037744,ARI,11,0,0,3,67,70,29,38
2023,00-0029892,SF,5,3,2,2,81,118,40,70
2023,00-0034407,SF,1,0,0,0,81,118,40,70
2023,00-0033251,ARI,3,0,0,0,67,70,29,38
2023,00-0034203,ATL,0,0,0,1,60,85,16,32
2023,00-0031585,ATL,4,0,0,1,60,85,16,32
2023,00-0038979,CLE,7,0,0,0,74,81,26,48
2023,00-0038589,TEN,5,0,0,1,49,57,21,33
2023,00-0036952,CHI,0,0,0,1,63,78,25,40
2023,00-0038996,GB,11,0,0,3,114,111,27,51
2023,00-0038124,GB,13,1,0,5,114,111,27,51
2023,00-0036637,KC,4,1,0,2,113,99,25,49
2023,00-0037805,NYJ,1,0,0,0,58,42,5,21
2023,00-0034270,NYJ,9,0,0,0,58,42,5,21
2023,00-0032134,NYJ,4,0,0,1,58,42,5,21
2023,00-0038120,NYJ,7,25,2,9,58,42,5,21
2023,00-0034521,NYJ,4,0,0,1,58,42,5,21
2023,00-0036424,LA,1,0,0,0,86,92,29,49
2023,00-0033217,IND,5,0,0,3,70,99,31,38
2023,00-0037292,IND,2,0,0,2,70,99,31,38
2023,00-0038579,LV,0,6,3,1,80,72,19,32
2023,00-0034983,LV,5,0,0,0,80,72,19,32
2023,00-0034487,BUF,3,0,0,1,78,123,37,59
2023,00-0036613,MIA,9,0,0,4,74,99,30,63
2023,00-0036037,MIN,0,0,0,1,87,54,16,38
2023,00-0034365,CAR,1,0,0,0,42,66,21,25
2023,00-0036955,CAR,3,0,0,0,42,66,21,25
2023,00-0036335,CAR,0,0,0,1,42,66,21,25
2023,00-0034674,NE,0,0,0,1,41,46,9,31
2023,00-0036982,DAL,1,0,0,0,123,116,34,56
2023,00-0038738,DAL,0,2,2,1,123,116,34,56
2023,00-0037614,HOU,4,1,0,0,81,85,30,44
2023,00-0031428,PIT,4,0,0,0,51,82,24,31
2023,00-0039169,NYG,0,0,0,1,37,71,9,28
2023,00-0033906,NO,9,40,14,6,70,100,27,43
2023,00-0036450,TB,1,1,1,0,77,65,15,42
2023,00-0037741,WAS,12,0,0,4,70,60,20,44
2023,00-0036550,BAL,4,0,0,1,73,123,37,61
2023,00-0035703,PIT,1,0,0,0,51,82,24,31
2023,00-0038102,PIT,0,5,2,1,51,82,24,31
2023,00-0036754,DET,1,0,0,1,100,132,46,71
2023,00-0027973,CAR,0,1,0,0,42,66,21,25
2023,00-0039062,CAR,3,0,0,0,42,66,21,25
2023,00-0037005,CAR,4,0,0,3,42,66,21,25
2023,00-0036626,WAS,2,0,0,1,70,60,20,44
2023,00-0035341,CIN,7,0,0,1,85,78,25,40
2023,00-0032141,ARI,2,0,0,0,67,70,29,38
2023,00-0038705,ARI,1,3,1,2,67,70,29,38
2023,00-0037753,ARI,0,0,0,1,67,70,29,38
2023,00-0037525,SF,0,5,1,3,81,118,40,70
2023,00-0031763,LV,1,1,0,0,80,72,19,32
2023,00-0034854,ATL,0,1,1,0,60,85,16,32
2023,00-0034646,MIN,6,0,0,1,87,54,16,38
2023,00-0037216,KC,1,0,0,0,113,99,25,49
2023,00-0030459,NE,0,0,0,1,41,46,9,31
2023,00-0031503,NO,0,3,0,0,70,100,27,43
2023,00-0036502,MIA,0,0,0,1,74,99,30,63
2023,00-0028118,NYG,0,3,0,0,37,71,9,28
2023,00-0031595,DEN,1,1,1,0,74,87,22,39
2023,00-0036241,DEN,0,0,0,1,74,87,22,39
2023,00-0033908,LA,25,1,0,5,86,92,29,49
2023,00-0036271,PHI,3,0,0,1,56,111,36,49
2023,00-0037809,TEN,6,0,0,1,49,57,21,33
2023,00-0036223,IND,4,34,12,8,70,99,31,38
2023,00-0035289,IND,0,7,4,3,70,99,31,38
2023,00-0037299,ARI,0,2,0,0,67,70,29,38
2023,00-0032398,TEN,1,0,0,0,49,57,21,33
2023,00-0033376,BAL,3,0,0,1,73,123,37,61
2023,00-0037429,CAR,0,3,1,0,42,66,21,25
2023,00-0031785,MIA,0,0,0,1,74,99,30,63
2023,00-0038685,MIA,0,2,0,0,74,99,30,63
2023,00-0037240,DET,5,1,0,5,100,132,46,71
2023,00-0038935,JAX,4,0,0,1,70,72,21,40
2023,00-0036297,CHI,2,5,1,1,63,78,25,40
2023,00-0033925,CHI,2,17,7,5,63,78,25,40
2023,00-0032129,CHI,0,0,0,1,63,78,25,40
2023,00-0033757,CHI,3,0,0,0,63,78,25,40
2023,00-0038416,CHI,0,4,3,2,63,78,25,40
2023,00-0038563,LV,4,1,0,2,80,72,19,32
2023,00-0038618,HOU,1,2,1,0,81,85,30,44
2023,00-0038117,NYG,3,1,0,2,37,71,9,28
2023,00-0038396,NYG,0,2,0,0,37,71,9,28
2023,00-0036590,BUF,2,0,0,1,78,123,37,59
2023,00-0034414,PHI,0,2,1,0,56,111,36,49
2023,00-0038597,CIN,1,7,0,1,85,78,25,40
2023,00-0038619,CIN,5,0,0,4,85,78,25,40
2023,00-0030565,SEA,0,8,1,1,68,71,23,34
2023,00-0033923,CLE,2,37,13,11,74,81,26,48
2023,00-0030578,ATL,2,10,2,1,60,85,16,32
2023,00-0030968,ATL,1,0,0,0,60,85,16,32
2023,00-0036972,NE,0,1,1,0,41,46,9,31
2023,00-0038621,NE,4,0,0,0,41,46,9,31
2023,00-0030068,CLE,0,1,0,0,74,81,26,48
2023,00-0036634,IND,0,0,0,1,70,99,31,38
2023,00-0038627,DET,1,0,0,0,100,132,46,71
2023,00-0034413,NO,0,0,0,1,70,100,27,43
2023,00-0035140,KC,4,1,0,1,113,99,25,49
2023,00-0024243,CHI,2,0,0,1,63,78,25,40
2023,00-0035099,CHI,2,0,0,0,63,78,25,40
2023,00-0036292,LV,0,0,0,1,80,72,19,32
2023,00-0032392,LV,4,0,0,0,80,72,19,32
2023,00-0034797,PHI,0,0,0,1,56,111,36,49
2023,00-0035664,LA,3,5,3,2,86,92,29,49
2023,00-0034073,SF,1,0,0,0,81,118,40,70
2023,00-0038128,TEN,0,1,0,0,49,57,21,33
