season,player,team,redTargets,redCarries,goalCarries,scores,teamRedTargets,teamRedCarries,teamGoalCarries,teamScores
2021,00-0031598,BAL,1,0,0,0,86,76,25,43
2021,00-0036250,GB,2,0,0,0,127,94,25,55
2021,00-0030465,TB,0,1,0,0,139,89,33,70
2021,00-0035298,TB,0,0,0,1,139,89,33,70
2021,00-0027943,CHI,0,0,0,1,67,88,25,33
2021,00-0034533,CLE,0,0,0,1,62,95,23,42
2021,00-0035399,CIN,0,1,0,0,85,78,24,62
2021,00-0033292,CIN,3,0,0,0,85,78,24,62
2021,00-0035341,CIN,1,0,0,0,85,78,24,62
2021,00-0031384,PHI,1,0,0,0,68,113,44,48
2021,00-0035356,PHI,1,0,0,1,68,113,44,48
2021,00-0036278,PHI,0,1,0,0,68,113,44,48
2021,00-0034378,DAL,0,1,1,1,116,86,29,60
2021,00-0036768,DAL,0,1,0,1,116,86,29,60
2021,00-0036264,GB,0,1,1,0,127,94,25,55
2021,00-0035268,JAX,0,2,0,0,60,61,22,30
2021,00-0036621,DEN,0,0,0,1,73,87,25,39
2021,00-0037011,LAC,1,0,0,0,115,107,31,60
2021,00-0034902,NE,0,0,0,1,84,101,30,55
2021,00-0035248,SEA,0,0,0,1,59,61,20,50
2021,00-0036414,LA,1,13,3,0,140,110,25,67
2021,00-0031587,NYG,0,0,0,1,58,50,16,26
2021,00-0035359,NYG,1,0,0,0,58,50,16,26
2021,00-0035665,ARI,0,0,0,1,88,103,31,54
2021,00-0036560,BUF,1,0,0,1,133,122,30,69
2021,00-0033886,KC,0,0,0,1,126,103,29,69
2021,00-0035149,KC,1,0,0,1,126,103,29,69
2021,00-0036564,GB,0,0,0,1,127,94,25,55
2021,00-0035269,LA,1,0,0,0,140,110,25,67
2022,00-0033118,BAL,6,20,4,5,80,99,24,38
2022,00-0032775,BAL,11,0,0,3,80,99,24,38
2022,00-0037838,BAL,11,0,0,3,80,99,24,38
2022,00-0036331,BAL,8,3,0,5,80,99,24,38
2022,00-0034796,BAL,0,19,4,3,80,99,24,38
2022,00-0036550,BAL,1,0,0,2,80,99,24,38
2022,00-0038120,NYJ,5,15,7,5,63,64,20,30
2022,00-0036980,NYJ,7,0,0,1,63,64,20,30
2022,00-0037740,NYJ,19,1,0,4,63,64,20,30
2022,00-0036924,NYJ,8,20,4,3,63,64,20,30
2022,00-0033871,NYJ,8,0,0,2,63,64,20,30
2022,00-0034419,NYJ,5,2,0,2,63,64,20,30
2022,00-0034270,NYJ,4,1,1,3,63,64,20,30
2022,00-0036196,BUF,17,0,0,8,99,94,28,59
2022,00-0035664,LA,2,10,3,3,68,55,15,35
2022,00-0033908,LA,11,1,0,7,68,55,15,35
2022,00-0035250,BUF,9,39,11,6,99,94,28,59
2022,00-0033466,BUF,12,3,1,5,99,94,28,59
2022,00-0034857,BUF,0,31,15,8,99,94,28,59
2022,00-0031588,BUF,26,0,0,11,99,94,28,59
2022,00-0036251,BUF,0,17,3,1,99,94,28,59
2022,00-0033110,LA,16,0,0,3,68,55,15,35
2022,00-0031428,LA,14,0,0,3,68,55,15,35
2022,00-0033923,CLE,8,25,5,4,76,85,21,38
2022,00-0037005,CAR,7,0,0,3,43,81,21,35
2022,00-0033280,CAR,15,47,16,16,43,81,21,35
2022,00-0034791,CLE,1,42,13,13,76,85,21,38
2022,00-0036233,CLE,13,0,0,4,76,85,21,38
2022,00-0036232,CLE,9,0,0,1,76,85,21,38
2022,00-0032688,CAR,3,0,0,1,43,81,21,35
2022,00-0034855,CAR,0,7,0,1,43,81,21,35
2022,00-0034159,SEA,6,0,0,3,81,72,10,47
2022,00-0036997,DEN,7,4,2,0,54,41,20,32
2022,00-0032144,DEN,2,14,8,2,54,41,20,32
2022,00-0034750,SEA,1,5,0,2,81,72,10,47
2022,00-0035644,SEA,10,0,0,4,81,72,10,47
2022,00-0030565,SEA,0,7,0,1,81,72,10,47
2022,00-0036407,DEN,11,0,0,6,54,41,20,32
2022,00-0036244,SEA,7,0,0,2,81,72,10,47
2022,00-0034208,DEN,2,1,0,0,54,41,20,32
2022,00-0036423,DEN,2,0,0,1,54,41,20,32
2022,00-0033576,DEN,3,0,0,1,54,41,20,32
2022,00-0031690,DEN,4,0,0,2,54,41,20,32
2022,00-0034348,DEN,14,0,0,2,54,41,20,32
2022,00-0034970,MIN,8,0,0,3,117,73,29,55
2022,00-0035823,MIN,1,0,0,0,117,73,29,55
2022,00-0030035,MIN,24,0,0,6,117,73,29,55
2022,00-0036322,MIN,33,1,1,9,117,73,29,55
2022,00-0038124,GB,14,3,0,9,84,70,17,42
2022,00-0031325,GB,6,0,0,0,84,70,17,42
2022,00-0033293,GB,11,31,3,7,84,70,17,42
2022,00-0036265,GB,4,28,10,7,84,70,17,42
2022,00-0036345,MIN,12,0,0,6,117,73,29,55
2022,00-0033893,MIN,12,44,17,10,117,73,29,55
2022,00-0037816,GB,8,0,0,3,84,70,17,42
2022,00-0034972,MIN,5,14,4,6,117,73,29,55
2022,00-0033757,GB,9,0,0,2,84,70,17,42
2022,00-0036223,IND,5,32,9,4,67,76,18,30
2022,00-0037664,IND,6,0,0,2,67,76,18,30
2022,00-0034367,IND,9,6,2,4,67,76,18,30
2022,00-0033879,HOU,3,0,0,2,70,62,18,36
2022,00-0036252,IND,15,0,0,4,67,76,18,30
2022,00-0035021,IND,4,0,0,1,67,76,18,30
2022,00-0036971,JAX,0,16,7,5,96,96,33,47
2022,00-0036973,JAX,6,49,16,6,96,96,33,47
2022,00-0033891,JAX,23,2,1,6,96,96,33,47
2022,00-0036328,WAS,6,26,10,5,67,81,24,35
2022,00-0033282,WAS,12,7,0,5,67,81,24,35
2022,00-0031260,WAS,9,0,0,1,67,81,24,35
2022,00-0037741,WAS,10,0,0,7,67,81,24,35
2022,00-0034775,JAX,26,0,0,10,96,96,33,47
2022,00-0035831,JAX,3,19,5,5,96,96,33,47
2022,00-0033881,JAX,14,1,0,5,96,96,33,47
2022,00-0035659,WAS,14,0,0,5,67,81,24,35
2022,00-0032602,WAS,6,1,0,0,67,81,24,35
2022,00-0035140,KC,10,2,1,6,128,106,34,68
2022,00-0030506,KC,39,2,1,16,128,106,34,68
2022,00-0036360,KC,6,11,4,6,128,106,34,68
2022,00-0033553,ARI,4,25,8,8,73,74,23,34
2022,00-0033857,KC,19,0,0,3,128,106,34,68
2022,00-0036637,KC,4,1,1,2,128,106,34,68
2022,00-0037197,KC,1,38,13,6,128,106,34,68
2022,00-0035547,KC,5,0,0,2,128,106,34,68
2022,00-0034272,KC,13,0,0,4,128,106,34,68
2022,00-0030061,ARI,17,0,0,4,73,74,23,34
2022,00-0035662,ARI,12,0,0,3,73,74,23,34
2022,00-0034386,KC,3,0,0,2,128,106,34,68
2022,00-0027942,ARI,8,0,0,2,73,74,23,34
2022,00-0035700,LV,4,44,13,12,74,58,15,43
2022,00-0031381,LV,23,0,0,14,74,58,15,43
2022,00-0031610,LV,12,0,0,3,74,58,15,43
2022,00-0034845,LAC,0,6,2,0,114,84,20,45
2022,00-0037011,LAC,4,0,0,0,114,84,20,45
2022,00-0036355,LAC,1,7,2,0,114,84,20,45
2022,00-0031384,LAC,2,0,0,0,114,84,20,45
2022,00-0033895,LAC,19,0,0,5,114,84,20,45
2022,00-0037331,LAC,2,1,1,2,114,84,20,45
2022,00-0031763,LAC,10,0,0,3,114,84,20,45
2022,00-0029239,LV,1,3,2,1,74,58,15,43
2022,00-0036988,LAC,10,0,0,3,114,84,20,45
2022,00-0034983,LV,6,0,0,2,74,58,15,43
2022,00-0031687,MIA,7,21,5,5,71,58,15,47
2022,00-0029249,NE,0,0,0,1,55,67,20,33
2022,00-0036613,MIA,10,1,0,8,71,58,15,47
2022,00-0035657,NE,7,13,4,3,55,67,20,33
2022,00-0032200,NE,1,0,0,1,55,67,20,33
2022,00-0034487,MIA,8,0,0,2,71,58,15,47
2022,00-0036212,MIA,0,5,0,0,71,58,15,47
2022,00-0036040,NO,11,0,0,7,64,65,14,40
2022,00-0033357,NO,3,18,3,9,64,65,14,40
2022,00-0030578,ATL,4,31,8,9,51,117,28,35
2022,00-0032268,ATL,0,19,4,4,51,117,28,35
2022,00-0035572,ATL,2,0,0,0,51,117,28,35
2022,00-0033455,ATL,1,0,0,0,51,117,28,35
2022,00-0036365,ATL,3,0,0,0,51,117,28,35
2022,00-0032765,NO,3,0,0,3,64,65,14,40
2022,00-0037239,NO,12,0,0,4,64,65,14,40
2022,00-0027966,NO,5,9,4,1,64,65,14,40
2022,00-0034253,TEN,7,0,0,4,60,53,20,35
2022,00-0032764,TEN,6,40,15,13,60,53,20,35
2022,00-0032141,TEN,5,0,0,1,60,53,20,35
2022,00-0033308,NYG,0,12,2,2,53,88,29,43
2022,00-0034844,NYG,3,39,16,12,53,88,29,43
2022,00-0035042,NYG,0,1,0,0,53,88,29,43
2022,00-0032385,NYG,1,0,0,1,53,88,29,43
2022,00-0035710,NYG,0,28,9,7,53,88,29,43
2022,00-0035345,NYG,2,0,0,1,53,88,29,43
2022,00-0033948,DET,2,59,34,17,88,102,43,55
2022,00-0034777,DET,4,0,0,3,88,102,43,55
2022,00-0035229,DET,23,0,0,6,88,102,43,55
2022,00-0035676,PHI,16,0,0,12,65,160,59,74
2022,00-0035243,PHI,0,55,15,13,65,160,59,74
2022,00-0036389,PHI,0,55,29,18,65,160,59,74
2022,00-0032890,DET,0,0,0,1,88,102,43,55
2022,00-0036275,DET,14,25,5,8,88,102,43,55
2022,00-0036919,PHI,7,25,8,5,65,160,59,74
2022,00-0033106,DET,0,6,1,0,88,102,43,55
2022,00-0033943,DET,13,0,0,3,88,102,43,55
2022,00-0036963,DET,22,4,1,6,88,102,43,55
2022,00-0034414,PHI,0,19,6,5,65,160,59,74
2022,00-0034789,CIN,0,0,0,1,111,94,35,58
2022,00-0036893,PIT,7,42,12,10,66,79,27,29
2022,00-0036894,PIT,13,0,0,2,66,79,27,29
2022,00-0036326,PIT,6,1,1,1,66,79,27,29
2022,00-0033897,CIN,15,48,20,10,111,94,35,58
2022,00-0034830,CIN,14,0,0,3,111,94,35,58
2022,00-0036900,CIN,30,1,0,11,111,94,35,58
2022,00-0036442,CIN,0,24,11,6,111,94,35,58
2022,00-0033009,CIN,14,0,0,5,111,94,35,58
2022,00-0033114,CIN,4,0,0,0,111,94,35,58
2022,00-0035631,CIN,1,0,0,0,111,94,35,58
2022,00-0035719,SF,14,8,1,6,74,121,41,58
2022,00-0036567,SF,4,17,4,3,74,121,41,58
2022,00-0037012,SF,0,4,0,0,74,121,41,58
2022,00-0034115,SF,6,29,10,7,74,121,41,58
2022,00-0034860,CHI,6,0,0,3,46,91,25,40
2022,00-0034279,CHI,4,0,0,1,46,91,25,40
2022,00-0036945,CHI,0,29,11,8,46,91,25,40
2022,00-0036906,CHI,2,20,8,5,46,91,25,40
2022,00-0027944,TB,16,0,0,3,123,54,17,33
2022,00-0037256,TB,8,12,4,3,123,54,17,33
2022,00-0033921,TB,20,2,0,3,123,54,17,33
2022,00-0033856,TB,10,27,11,6,123,54,17,33
2022,00-0031408,TB,16,0,0,6,123,54,17,33
2022,00-0033555,LV,12,0,0,4,74,58,15,43
2022,00-0036383,ARI,5,15,4,2,73,74,23,34
2022,00-0035500,ARI,7,2,1,2,73,74,23,34
2022,00-0038040,LV,0,2,0,0,74,58,15,43
2022,00-0034301,ARI,1,4,1,1,73,74,23,34
2022,00-0035228,ARI,0,13,6,3,73,74,23,34
2022,00-0035236,LV,0,0,0,1,74,58,15,43
2022,00-0037263,ATL,0,40,11,4,51,117,28,35
2022,00-0036414,LA,3,28,8,7,68,55,15,35
2022,00-0037238,ATL,17,0,0,4,51,117,28,35
2022,00-0036970,ATL,5,0,0,2,51,117,28,35
2022,00-0035208,ATL,6,0,0,3,51,117,28,35
2022,00-0034360,LA,0,0,0,2,68,55,15,35
2022,00-0036913,NYG,7,3,0,4,53,88,29,43
2022,00-0035359,NYG,2,0,0,0,53,88,29,43
2022,00-0036572,CAR,6,0,0,2,43,81,21,35
2022,00-0034827,CAR,11,1,0,7,43,81,21,35
2022,00-0038115,NYG,8,1,1,4,53,88,29,43
2022,00-0034521,GB,19,0,0,6,84,70,17,42
2022,00-0035685,CHI,3,34,4,6,46,91,25,40
2022,00-0036358,DAL,18,2,0,10,86,85,30,61
2022,00-0037801,DAL,0,1,0,0,86,85,30,61
2022,00-0033591,DAL,14,0,0,3,86,85,30,61
2022,00-0035261,DAL,9,25,7,12,86,85,30,61
2022,00-0033526,CIN,8,19,3,7,111,94,35,58
2022,00-0036410,CIN,16,0,0,8,111,94,35,58
2022,00-0037258,HOU,2,33,9,5,70,62,18,36
2022,00-0036554,HOU,8,0,0,2,70,62,18,36
2022,00-0031236,HOU,10,0,0,3,70,62,18,36
2022,00-0034011,JAX,2,0,0,0,96,96,33,47
2022,00-0033217,IND,4,0,0,3,67,76,18,30
2022,00-0036482,IND,4,0,0,0,67,76,18,30
2022,00-0035639,IND,10,1,0,3,67,76,18,30
2022,00-0036228,IND,1,0,0,0,67,76,18,30
2022,00-0031376,KC,19,23,6,10,128,106,34,68
2022,00-0036370,LAC,1,14,4,2,114,84,20,45
2022,00-0033699,LAC,26,56,11,20,114,84,20,45
2022,00-0033536,LAC,14,0,0,4,114,84,20,45
2022,00-0037195,LAC,0,0,0,1,114,84,20,45
2022,00-0032063,BAL,0,3,2,0,80,99,24,38
2022,00-0034798,MIA,3,2,1,2,71,58,15,47
2022,00-0034753,BAL,21,0,0,5,80,99,24,38
2022,00-0034829,MIA,15,0,0,6,71,58,15,47
2022,00-0034054,MIA,3,0,0,2,71,58,15,47
2022,00-0033040,MIA,13,3,1,9,71,58,15,47
2022,00-0034351,PHI,14,0,0,4,65,160,59,74
2022,00-0036271,PHI,4,1,0,3,65,160,59,74
2022,00-0033246,MIN,3,0,0,1,117,73,29,55
2022,00-0036972,NE,0,9,1,1,55,67,20,33
2022,00-0033090,NE,7,0,0,2,55,67,20,33
2022,00-0031549,NE,3,0,0,2,55,67,20,33
2022,00-0037228,PIT,5,13,2,1,66,79,27,29
2022,00-0035216,PIT,20,2,0,0,66,79,27,29
2022,00-0033119,CLE,0,11,2,2,76,85,21,38
2022,00-0033885,CLE,20,0,0,4,76,85,21,38
2022,00-0031544,CLE,19,0,0,9,76,85,21,38
2022,00-0037827,SF,0,10,1,0,74,121,41,58
2022,00-0036261,SF,17,0,0,8,74,121,41,58
2022,00-0034073,SF,0,0,0,1,74,121,41,58
2022,00-0038134,SEA,1,54,10,10,81,72,10,47
2022,00-0035640,SEA,32,0,0,8,81,72,10,47
2022,00-0029892,SF,2,6,2,2,74,121,41,58
2022,00-0031345,SF,0,5,4,2,74,121,41,58
2022,00-0035277,SF,0,0,0,1,74,121,41,58
2022,00-0035860,NO,1,0,0,0,64,65,14,40
2022,00-0032054,TB,0,0,0,1,123,54,17,33
2022,00-0035681,NO,0,0,0,1,64,65,14,40
2022,00-0036187,BUF,2,0,0,1,99,94,28,59
2022,00-0032392,TEN,7,0,0,2,60,53,20,35
2022,00-0036182,TEN,7,0,0,3,60,53,20,35
2022,00-0035689,BUF,14,0,0,7,99,94,28,59
2022,00-0031941,BUF,1,0,0,0,99,94,28,59
2022,00-0037248,BUF,6,15,0,4,99,94,28,59
2022,00-0033571,TEN,0,0,0,1,60,53,20,35
2022,00-0028986,BUF,0,2,0,0,99,94,28,59
2022,00-0034104,WAS,3,0,0,0,67,81,24,35
2022,00-0036671,WAS,3,0,0,1,67,81,24,35
2022,00-0032950,WAS,0,5,2,1,67,81,24,35
2022,00-0036425,SEA,2,3,0,0,81,72,10,47
2022,00-0032211,SEA,10,0,0,9,81,72,10,47
2022,00-0033376,BAL,2,2,0,0,80,99,24,38
2022,00-0036875,NE,9,32,12,6,55,67,20,33
2022,00-0036158,BAL,3,15,4,4,80,99,24,38
2022,00-0035249,BAL,10,0,0,2,80,99,24,38
2022,00-0033858,NE,4,1,0,0,55,67,20,33
2022,00-0031547,NE,4,0,0,3,55,67,20,33
2022,00-0035125,MIA,2,2,2,2,71,58,15,47
2022,00-0034681,MIA,4,6,2,3,71,58,15,47
2022,00-0033045,DAL,3,42,21,12,86,85,30,61
2022,00-0037666,DAL,1,0,0,0,86,85,30,61
2022,00-0032918,MIN,2,2,2,2,117,73,29,55
2022,00-0034411,TB,23,0,0,5,123,54,17,33
2022,00-0035298,TB,5,0,0,0,123,54,17,33
2022,00-0031273,TB,5,0,0,1,123,54,17,33
2022,00-0034364,HOU,13,0,0,5,70,62,18,36
2022,00-0030288,HOU,9,3,3,2,70,62,18,36
2022,00-0029293,JAX,12,0,0,4,96,96,33,47
2022,00-0037755,IND,6,0,0,3,67,76,18,30
2022,00-0031595,KC,0,1,0,0,128,106,34,68
2022,00-0033873,KC,0,18,7,4,128,106,34,68
2022,00-0034646,LA,6,3,0,0,68,55,15,35
2022,00-0029701,TEN,0,7,4,2,60,53,20,35
2022,00-0037742,TEN,4,0,0,2,60,53,20,35
2022,00-0031280,LV,0,5,0,0,74,58,15,43
2022,00-0033681,LV,3,0,0,1,74,58,15,43
2022,00-0034382,NO,0,0,0,1,64,65,14,40
2022,00-0033906,NO,11,25,4,4,64,65,14,40
2022,00-0031382,NO,7,0,0,1,64,65,14,40
2022,00-0036268,CAR,2,0,0,2,43,81,21,35
2022,00-0036555,CAR,1,16,1,2,43,81,21,35
2022,00-0036219,NO,5,0,0,1,64,65,14,40
2022,00-0036912,PHI,18,0,0,8,65,160,59,74
2022,00-0033251,PHI,2,1,0,1,65,160,59,74
2022,00-0036741,PHI,1,0,0,0,65,160,59,74
2022,00-0033869,PIT,0,3,3,2,66,79,27,29
2022,00-0034856,PIT,0,0,0,2,66,79,27,29
2022,00-0033288,SF,17,0,0,11,74,121,41,58
2022,00-0036936,ARI,7,1,0,1,73,74,23,34
2022,00-0034302,ARI,0,0,0,1,73,74,23,34
2022,00-0034975,BAL,1,4,0,0,80,99,24,38
2022,00-0036290,CHI,11,0,0,7,46,91,25,40
2022,00-0036829,ATL,0,20,3,1,51,117,28,35
2022,00-0030968,ATL,1,0,0,0,51,117,28,35
2022,00-0036375,DEN,0,0,0,1,54,41,20,32
2022,00-0029263,DEN,0,5,2,3,54,41,20,32
2022,00-0036941,PHI,0,0,0,1,65,160,59,74
2022,00-0033572,JAX,9,2,0,3,96,96,33,47
2022,00-0036862,LA,3,1,0,1,68,55,15,35
2022,00-0036564,LA,0,0,0,1,68,55,15,35
2022,00-0027973,NO,0,6,2,0,64,65,14,40
2022,00-0030513,NO,0,13,8,6,64,65,14,40
2022,00-0036422,NO,3,0,0,1,64,65,14,40
2022,00-0038039,GB,0,0,0,1,84,70,17,42
2022,00-0037013,NYJ,1,8,3,2,63,64,20,30
2022,00-0035222,PIT,2,0,0,0,66,79,27,29
2022,00-0038102,PIT,0,11,6,3,66,79,27,29
2022,00-0037079,DET,0,0,0,1,88,102,43,55
2022,00-0034440,DET,4,6,2,2,88,102,43,55
2022,00-0030431,TEN,14,0,0,2,60,53,20,35
2022,00-0037809,TEN,7,0,0,3,60,53,20,35
2022,00-0036876,IND,3,0,0,0,67,76,18,30
2022,00-0034764,DAL,14,0,0,5,86,85,30,61
2022,00-0032975,WAS,0,6,1,0,67,81,24,35
2022,00-0034383,DAL,20,0,0,8,86,85,30,61
2022,00-0038041,DAL,3,0,0,2,86,85,30,61
2022,00-0038129,TB,17,0,0,2,123,54,17,33
2022,00-0036950,ATL,3,2,0,1,51,117,28,35
2022,00-0034854,ATL,1,0,0,1,51,117,28,35
2022,00-0019596,TB,0,11,2,1,123,54,17,33
2022,00-0036387,MIN,1,1,0,1,117,73,29,55
2022,00-0036635,CHI,1,0,0,0,46,91,25,40
2022,00-0037745,CHI,2,1,0,2,46,91,25,40
2022,00-0029604,MIN,0,8,4,3,117,73,29,55
2022,00-0035399,CIN,1,0,0,0,111,94,35,58
2022,00-0031411,LA,0,0,0,1,68,55,15,35
2022,00-0029692,DAL,0,1,0,0,86,85,30,61
2022,00-0036231,DET,0,0,0,3,88,102,43,55
2022,00-0033307,NE,5,2,0,1,55,67,20,33
2022,00-0034960,NE,10,0,0,6,55,67,20,33
2022,00-0032464,DET,9,1,0,1,88,102,43,55
2022,00-0038108,NE,0,1,0,0,55,67,20,33
2022,00-0031484,JAX,1,0,0,0,96,96,33,47
2022,00-0036439,DEN,1,0,0,0,54,41,20,32
2022,00-0036493,IND,3,9,1,2,67,76,18,30
2022,00-0035329,LAC,4,0,0,1,114,84,20,45
2022,00-0037257,CLE,2,0,0,0,76,85,21,38
2022,00-0035311,MIA,3,0,0,0,71,58,15,47
2022,00-0028002,GB,7,0,0,1,84,70,17,42
2022,00-0024243,GB,3,0,0,2,84,70,17,42
2022,00-0035535,NYG,4,1,0,2,53,88,29,43
2022,00-0036569,NYG,3,5,1,1,53,88,29,43
2022,00-0037261,BUF,2,0,0,1,99,94,28,59
2022,00-0037247,PIT,8,1,1,5,66,79,27,29
2022,00-0036165,BUF,10,0,0,5,99,94,28,59
2022,00-0036590,BUF,2,0,0,1,99,94,28,59
2022,00-0032058,SF,1,4,2,2,74,121,41,58
2022,00-0034096,CAR,0,0,0,1,43,81,21,35
2022,00-0036626,WAS,0,0,0,2,67,81,24,35
2022,00-0037299,ARI,1,8,2,1,73,74,23,34
2022,00-0030068,SEA,5,0,0,4,81,72,10,47
2022,00-0029747,SEA,0,0,0,1,81,72,10,47
2022,00-0032980,NYG,4,0,0,0,53,88,29,43
2022,00-0038117,NYG,2,0,0,1,53,88,29,43
2022,00-0034356,LA,0,0,0,1,68,55,15,35
2022,00-0037557,LA,1,1,0,0,68,55,15,35
2022,00-0031806,LA,2,4,3,1,68,55,15,35
2022,00-0036955,CAR,6,0,0,1,43,81,21,35
2022,00-0034765,NO,2,0,0,1,64,65,14,40
2022,00-0037545,NO,1,0,0,3,64,65,14,40
2022,00-0037252,DEN,2,0,0,2,54,41,20,32
2022,00-0035806,JAX,1,8,3,3,96,96,33,47
2022,00-0034109,IND,0,1,1,0,67,76,18,30
2022,00-0031237,MIA,0,1,0,0,71,58,15,47
2022,00-0038104,NE,5,2,1,3,55,67,20,33
2022,00-0037286,NE,0,3,0,1,55,67,20,33
2022,00-0032958,GB,0,0,0,1,84,70,17,42
2022,00-0031585,ATL,8,0,0,4,51,117,28,35
2022,00-0036302,SF,0,0,0,1,74,121,41,58
2022,00-0030108,CHI,2,0,0,0,46,91,25,40
2022,00-0037746,WAS,1,24,9,3,67,81,24,35
2022,00-0036309,CHI,8,1,0,2,46,91,25,40
2022,00-0031868,ATL,0,0,0,2,51,117,28,35
2022,00-0037087,CHI,0,6,2,0,46,91,25,40
2022,00-0034184,BAL,0,17,5,3,80,99,24,38
2022,00-0036754,DET,5,0,0,4,88,102,43,55
2022,00-0033077,DAL,0,10,1,2,86,85,30,61
2022,00-0037569,DAL,2,1,1,3,86,85,30,61
2022,00-0037078,WAS,1,0,0,0,67,81,24,35
2022,00-0032401,WAS,0,0,0,1,67,81,24,35
2022,00-0036556,HOU,2,0,0,0,70,62,18,36
2022,00-0032398,HOU,11,0,0,2,70,62,18,36
2022,00-0032208,HOU,2,0,0,1,70,62,18,36
2022,00-0030383,HOU,0,0,0,1,70,62,18,36
2022,00-0033854,HOU,2,9,3,1,70,62,18,36
2022,00-0032637,IND,0,0,0,1,67,76,18,30
2022,00-0033386,TEN,1,0,0,0,60,53,20,35
2022,00-0034407,SF,1,0,0,2,74,121,41,58
2022,00-0036259,SF,4,0,0,1,74,121,41,58
2022,00-0030564,ARI,8,0,0,3,73,74,23,34
2022,00-0036884,NO,0,0,0,1,64,65,14,40
2022,00-0036356,NO,0,0,0,1,64,65,14,40
2022,00-0030279,LAC,20,0,0,4,114,84,20,45
2022,00-0036620,SEA,2,0,0,0,81,72,10,47
2022,00-0036133,BAL,2,0,0,0,80,99,24,38
2022,00-0027981,TB,2,0,0,1,123,54,17,33
2022,00-0033925,CAR,1,36,11,5,43,81,21,35
2022,00-0036543,CAR,0,2,1,0,43,81,21,35
2022,00-0037563,DAL,2,3,0,1,86,85,30,61
2022,00-0035624,CHI,1,0,0,1,46,91,25,40
2022,00-0036932,CHI,0,0,0,1,46,91,25,40
2022,00-0035628,CLE,0,1,0,0,76,85,21,38
2022,00-0036412,DEN,0,1,0,0,54,41,20,32
2022,00-0036332,GB,1,0,0,0,84,70,17,42
2022,00-0037098,GB,1,0,0,1,84,70,17,42
2022,00-0032104,LV,7,1,0,1,74,58,15,43
2022,00-0035567,DET,0,1,0,0,88,102,43,55
2022,00-0035537,NYJ,0,2,0,1,63,64,20,30
2022,00-0032897,PIT,2,2,1,2,66,79,27,29
2022,00-0026498,LA,0,1,1,1,68,55,15,35
2022,00-0038128,TEN,0,3,1,1,60,53,20,35
2022,00-0036879,IND,0,4,1,0,67,76,18,30
2022,00-0031800,WAS,0,4,2,1,67,81,24,35
2022,00-0032450,NO,0,1,0,0,64,65,14,40
2022,00-0036255,NYJ,1,0,0,0,63,64,20,30
2022,00-0033292,CIN,0,2,1,0,111,94,35,58
2022,00-0037429,CAR,1,5,2,3,43,81,21,35
2022,00-0035544,DET,1,0,0,0,88,102,43,55
2022,00-0030074,GB,1,0,0,0,84,70,17,42
2022,00-0036534,DET,4,0,0,4,88,102,43,55
2022,00-0037282,DET,1,0,0,1,88,102,43,55
2022,00-0036991,GB,2,0,0,1,84,70,17,42
2022,00-0036096,NE,0,1,1,0,55,67,20,33
2022,00-0034400,IND,2,4,0,0,67,76,18,30
2022,00-0032580,IND,0,0,0,1,67,76,18,30
2022,00-0036959,LAC,1,0,0,0,114,84,20,45
2022,00-0035272,CHI,0,0,0,1,46,91,25,40
2022,00-0035259,CHI,3,0,0,0,46,91,25,40
2022,00-0037277,HOU,5,0,0,2,70,62,18,36
2022,00-0036898,HOU,0,6,2,2,70,62,18,36
2022,00-0036933,SEA,0,0,0,1,81,72,10,47
2022,00-0027688,ARI,0,2,0,0,73,74,23,34
2022,00-0035939,LA,0,2,0,0,68,55,15,35
2022,00-0036424,LA,1,0,0,0,68,55,15,35
2022,00-0036415,LA,5,0,0,3,68,55,15,35
2022,00-0033439,CLE,2,0,0,0,76,85,21,38
2022,00-0023459,GB,0,7,4,1,84,70,17,42
2022,00-0037387,DEN,0,0,0,1,54,41,20,32
2022,00-0036274,CHI,0,0,0,1,46,91,25,40
2022,00-0036145,NYG,3,0,0,1,53,88,29,43
2022,00-0026143,IND,0,4,2,1,67,76,18,30
2022,00-0034981,LV,5,0,0,2,74,58,15,43
2022,00-0032257,BUF,0,1,0,0,99,94,28,59
2022,00-0031554,BUF,0,0,0,1,99,94,28,59
2022,00-0034928,PIT,1,1,0,0,66,79,27,29
2022,00-0035022,SEA,1,0,0,0,81,72,10,47
2022,00-0036403,PHI,0,0,0,1,65,160,59,74
2022,00-0035341,CIN,5,0,0,4,111,94,35,58
2022,00-0035645,PIT,1,0,0,0,66,79,27,29
2022,00-0034171,DET,1,0,0,0,88,102,43,55
2022,00-0034286,NYG,9,0,0,4,53,88,29,43
2022,00-0036849,LA,2,3,0,2,68,55,15,35
2022,00-0037840,LA,1,0,0,0,68,55,15,35
2022,00-0037253,NYJ,0,0,0,3,63,64,20,30
2022,00-0033084,HOU,0,0,0,2,70,62,18,36
2022,00-0036628,WAS,2,0,0,1,67,81,24,35
2022,00-0037157,NYJ,2,10,3,1,63,64,20,30
2022,00-0034297,CHI,1,0,0,2,46,91,25,40
2022,00-0034365,CAR,2,0,0,0,43,81,21,35
2022,00-0037272,DEN,0,1,0,0,54,41,20,32
2022,00-0034869,CAR,0,6,3,2,43,81,21,35
2022,00-0035864,DEN,4,0,0,0,54,41,20,32
2022,00-0037382,DEN,2,0,0,1,54,41,20,32
2022,00-0037086,PHI,3,0,0,0,65,160,59,74
