season,week,playerId,position,points,touches,tds
2024,9,00-0038124,WR,6.0950,3.4000,0.1750
2024,9,00-0038129,TE,6.6876,6.8250,0.1500
2024,9,00-0038134,RB,18.9749,19.0250,0.7500
2024,9,00-0038389,RB,0.9609,1.7500,0.0250
2024,9,00-0038393,WR,7.1375,4.8500,0.2000
2024,9,00-0038396,RB,1.6044,2.5000,0.0500
2024,9,00-0038406,TE,1.3033,1.0250,0.0000
2024,9,00-0038419,RB,0.1222,0.3750,0.0000
2024,9,00-0038454,RB,2.1152,1.8250,0.0250
2024,9,00-0038542,RB,21.4531,21.9250,0.6750
2024,9,00-0038543,WR,13.5908,8.9250,0.3000
2024,9,00-0038544,WR,5.2213,4.4500,0.0750
2024,9,00-0038555,RB,2.9474,5.9250,0.0750
2024,9,00-0038559,WR,5.1929,4.1250,0.1000
2024,9,00-0038563,WR,6.0536,5.4500,0.2500
2024,9,00-0038564,TE,2.1712,1.8500,0.0750
2024,9,00-0038589,TE,5.1667,3.0750,0.2000
2024,9,00-0038597,RB,15.8205,19.5250,0.5000
2024,9,00-0038606,WR,3.9741,2.8500,0.0750
2024,9,00-0038608,WR,2.6921,2.2500,0.0750
2024,9,00-0038611,RB,2.9482,4.5250,0.0750
2024,9,00-0038612,WR,2.4021,2.1500,0.0500
2024,9,00-0038619,WR,6.5956,3.6750,0.2500
2024,9,00-0038621,WR,6.9028,5.8500,0.3250
2024,9,00-0038622,RB,1.7368,1.9500,0.0750
2024,9,00-0038632,WR,0.8231,0.7500,0.0250
2024,9,00-0038636,RB,2.5276,2.5500,0.1000
2024,9,00-0038640,WR,3.0652,2.0500,0.0750
2024,9,00-0038667,WR,1.7518,1.4500,0.0500
2024,9,00-0038678,RB,1.3691,0.9250,0.0750
2024,9,00-0038705,RB,3.3529,3.2250,0.0500
2024,9,00-0038738,RB,1.4509,1.2000,0.0250
2024,9,00-0038752,WR,3.4728,2.1000,0.0500
2024,9,00-0038794,RB,4.1667,6.8750,0.1500
2024,9,00-0038797,RB,3.9475,5.9500,0.1250
2024,9,00-0038933,TE,12.5368,6.0500,0.2750
2024,9,00-0038935,TE,5.9012,4.3500,0.1750
2024,9,00-0038938,WR,0.9156,1.7000,0.0000
2024,9,00-0038941,WR,1.3402,1.1000,0.0500
2024,9,00-0038951,RB,2.8673,4.0000,0.1750
2024,9,00-0038976,WR,2.2604,2.3000,0.0250
2024,9,00-0038977,WR,8.0519,5.6500,0.2750
2024,9,00-0038979,WR,3.6473,3.7500,0.0750
2024,9,00-0038994,WR,6.0722,3.1000,0.1750
2024,9,00-0038996,TE,5.8125,3.4500,0.1750
2024,9,00-0038997,WR,6.9165,5.6000,0.1250
2024,9,00-0039021,RB,4.2021,5.7000,0.1500
2024,9,00-0039040,RB,15.4063,13.7750,0.9250
2024,9,00-0039041,TE,2.6143,1.7000,0.0500
2024,9,00-0039052,WR,1.8554,2.3250,0.0250
2024,9,00-0039062,WR,4.1671,6.1500,0.0250
2024,9,00-0039064,WR,16.1104,7.2000,0.4000
2024,9,00-0039065,TE,9.9444,4.8500,0.2250
2024,9,00-0039067,WR,11.7387,4.6000,0.4000
2024,9,00-0039075,WR,5.8694,3.5000,0.1500
2024,9,00-0039139,RB,12.6861,15.8250,0.3250
2024,9,00-0039144,TE,4.3100,1.9750,0.2250
2024,9,00-0039146,WR,13.3800,6.6750,0.5250
2024,9,00-0039150,QB,8.5949,1.6250,0.0250
2024,9,00-0039163,QB,14.3245,2.2750,0.0250
2024,9,00-0039164,QB,9.5697,1.2250,0.0750
2024,9,00-0039165,RB,10.0528,10.6750,0.3750
2024,9,00-0039325,RB,3.3215,4.0000,0.0750
2024,9,00-0039337,WR,9.0622,9.0500,0.2000
2024,9,00-0039338,TE,12.1709,8.5500,0.4000
2024,9,00-0039342,WR,3.5871,4.5250,0.0500
2024,9,00-0039344,RB,6.5031,6.9250,0.3250
2024,9,00-0039355,WR,4.1106,2.3000,0.1000
2024,9,00-0039356,TE,5.6068,4.7500,0.1000
2024,9,00-0039359,TE,1.9338,1.4750,0.0250
2024,9,00-0039361,RB,5.5967,7.0500,0.3250
2024,9,00-0039373,RB,2.1063,3.1250,0.0500
2024,9,00-0039376,QB,16.9731,4.1750,0.1500
2024,9,00-0039384,RB,7.8156,10.5250,0.2500
2024,9,00-0039385,RB,2.7164,2.9250,0.1250
2024,9,00-0039391,RB,3.3350,4.0250,0.0750
2024,9,00-0039392,WR,0.8346,0.9750,0.0250
2024,9,00-0039393,RB,1.0664,1.4250,0.0500
2024,9,00-0039397,WR,2.1390,1.1250,0.0750
2024,9,00-0039399,TE,2.6058,1.4250,0.0500
2024,9,00-0039405,RB,3.6695,3.3500,0.2250
2024,9,00-0039407,RB,2.6846,3.0000,0.1750
2024,9,00-0039424,WR,3.2437,2.3500,0.1250
2024,9,00-0039437,WR,3.5275,2.6750,0.0750
2024,9,00-0039491,WR,3.0964,2.1750,0.1000
2024,9,00-0039623,WR,3.1310,2.1250,0.0750
2024,9,00-0039652,RB,1.3119,1.0250,0.1000
2024,9,00-0039732,QB,10.1775,2.6750,0.0500
2024,9,00-0039738,RB,7.0278,6.1750,0.3250
2024,9,00-0039746,RB,2.4759,2.3750,0.0750
2024,9,00-0039751,WR,1.8139,1.3750,0.0250
2024,9,00-0039754,TE,2.0643,1.9000,0.0750
2024,9,00-0039792,WR,2.0103,1.2000,0.0500
2024,9,00-0039793,TE,3.3187,2.2750,0.0250
2024,9,00-0039794,RB,3.6749,5.3250,0.1500
2024,9,00-0039798,RB,1.0810,0.9000,0.0500
2024,9,00-0039810,WR,2.9798,1.3750,0.0750
2024,9,00-0039811,RB,2.9800,2.9500,0.1000
2024,9,00-0039814,TE,4.8495,2.8250,0.1250
2024,9,00-0039847,TE,3.3867,2.4750,0.0500
2024,9,00-0039849,WR,11.5332,7.4750,0.5000
2024,9,00-0039851,QB,9.3049,1.4250,0.0250
2024,9,00-0039853,WR,2.7651,2.8000,0.0250
2024,9,00-0039855,WR,2.4496,1.9250,0.0750
2024,9,00-0039868,WR,4.6521,3.2750,0.2250
2024,9,00-0039874,RB,5.8792,6.5500,0.2250
2024,9,00-0039875,RB,6.5120,7.9250,0.2250
2024,9,00-0039880,WR,0.9539,0.6000,0.0250
2024,9,00-0039884,WR,1.0412,0.9500,0.0000
2024,9,00-0039890,WR,2.8552,4.0750,0.1000
2024,9,00-0039893,WR,11.2805,6.9500,0.4750
2024,9,00-0039894,WR,11.1755,6.5000,0.3500
2024,9,00-0039901,WR,13.0702,4.8250,0.3750
2024,9,00-0039907,WR,2.8282,3.8750,0.1250
2024,9,00-0039910,QB,16.9758,3.0000,0.0500
2024,9,00-0039912,TE,1.4373,1.0500,0.0250
2024,9,00-0039915,WR,13.2190,7.9500,0.4000
2024,9,00-0039918,QB,12.5613,3.2250,0.1000
2024,9,00-0039919,WR,7.4509,5.8250,0.1000
2024,9,00-0039921,RB,4.9782,6.5750,0.2250
2024,11,00-0023459,QB,15.2024,1.8750,0.0250
2024,11,00-0026158,QB,11.3104,1.8500,0.0500
2024,11,00-0026498,QB,16.1665,1.7250,0.0250
2024,11,00-0029263,QB,14.3995,2.7750,0.1250
2024,11,00-0029604,QB,15.4317,2.2250,0.0500
2024,11,00-0030061,TE,8.7425,5.5500,0.1250
2024,11,00-0030279,WR,6.5781,6.5500,0.2000
2024,11,00-0030431,WR,3.0625,2.1500,0.0250
2024,11,00-0030506,TE,14.2658,8.9500,0.3250
2024,11,00-0030564,WR,8.2818,4.9250,0.2000
2024,11,00-0030565,QB,13.8761,2.7000,0.0250
2024,11,00-0030578,RB,3.1425,3.1000,0.1250
2024,11,00-0031235,WR,1.4248,0.9750,0.0500
2024,11,00-0031236,WR,2.4367,2.9500,0.0500
2024,11,00-0031280,QB,14.2617,2.2250,0.0250
2024,11,00-0031381,WR,9.7838,4.9000,0.2250
2024,11,00-0031428,WR,1.3325,0.6500,0.0000
2024,11,00-0031503,QB,12.5090,3.1750,0.0750
2024,11,00-0031544,WR,8.3654,4.9750,0.1750
2024,11,00-0031547,WR,4.3620,2.3250,0.1250
2024,11,00-0031549,WR,4.5503,2.5750,0.0750
2024,11,00-0031588,WR,13.2246,8.0750,0.3500
2024,11,00-0031687,RB,9.1012,9.0250,0.3750
2024,11,00-0031763,WR,1.9308,1.2500,0.0750
2024,11,00-0032104,RB,3.1950,3.8000,0.1250
2024,11,00-0032134,TE,1.9170,1.5000,0.0000
2024,11,00-0032208,WR,2.5406,1.8250,0.1250
2024,11,00-0032211,WR,9.5866,6.0000,0.2500
2024,11,00-0032392,TE,3.2811,2.8250,0.1250
2024,11,00-0032394,TE,1.6584,1.8000,0.0000
2024,11,00-0032464,WR,7.7627,2.3250,0.2000
2024,11,00-0032764,RB,17.2692,19.6500,0.7250
2024,11,00-0032775,WR,5.4224,3.4000,0.1000
2024,11,00-0032951,WR,2.6022,1.8000,0.1000
2024,11,00-0032977,WR,2.6775,2.1250,0.0750
2024,11,00-0033009,WR,2.2194,2.3750,0.0250
2024,11,00-0033040,WR,22.6743,10.1750,0.8000
2024,11,00-0033045,RB,3.9648,8.8750,0.1500
2024,11,00-0033090,TE,7.0113,4.9750,0.2000
2024,11,00-0033106,QB,23.5921,1.6750,0.1250
2024,11,00-0033110,TE,5.7066,4.2750,0.0500
2024,11,00-0033246,TE,4.1119,2.7000,0.0750
2024,11,00-0033280,RB,13.7897,9.4000,0.6250
2024,11,00-0033282,WR,6.8110,4.7750,0.1750
2024,11,00-0033288,TE,7.8344,3.2000,0.1750
2024,11,00-0033293,RB,14.1731,17.8250,0.5250
2024,11,00-0033307,WR,2.8789,2.3500,0.0500
2024,11,00-0033357,TE,5.8504,5.0750,0.2750
2024,11,00-0033375,WR,7.8310,2.7250,0.1750
2024,11,00-0033439,TE,1.2422,0.8500,0.0250
2024,11,00-0033526,RB,4.7104,4.2250,0.1000
2024,11,00-0033536,WR,6.2575,3.7500,0.2000
2024,11,00-0033555,WR,5.8691,3.9000,0.1500
2024,11,00-0033556,RB,3.1647,4.4000,0.1000
2024,11,00-0033591,WR,7.0650,4.5250,0.1750
2024,11,00-0033662,QB,9.4694,2.8000,0.0250
2024,11,00-0033699,RB,12.4525,12.0000,0.4500
2024,11,00-0033757,TE,3.6391,2.1500,0.1500
2024,11,00-0033854,RB,3.1904,3.8750,0.0750
2024,11,00-0033858,TE,9.5962,4.3000,0.2500
2024,11,00-0033873,QB,15.7750,3.4000,0.2000
2024,11,00-0033881,TE,6.8414,6.3000,0.1250
2024,11,00-0033885,TE,8.1000,5.3500,0.2000
2024,11,00-0033893,RB,1.6754,3.2250,0.1000
2024,11,00-0033895,TE,2.0708,2.1750,0.0250
2024,11,00-0033897,RB,15.3724,20.0250,0.6250
2024,11,00-0033906,RB,21.5096,26.2750,0.8500
2024,11,00-0033908,WR,14.7328,7.5500,0.4000
2024,11,00-0033923,RB,7.4751,12.2750,0.3250
2024,11,00-0033925,RB,4.7100,6.4500,0.2000
2024,11,00-0033955,RB,3.2350,3.7750,0.2750
2024,11,00-0034073,TE,1.7000,1.0750,0.0500
2024,11,00-0034115,RB,2.7038,2.9500,0.1250
2024,11,00-0034159,TE,8.0687,4.8250,0.1250
2024,11,00-0034184,RB,4.9599,6.1000,0.2500
2024,11,00-0034270,TE,4.3423,3.5750,0.0500
2024,11,00-0034272,WR,2.0927,1.7750,0.1000
2024,11,00-0034279,WR,2.0927,1.6500,0.0500
2024,11,00-0034348,WR,12.1391,8.8000,0.3250
2024,11,00-0034351,TE,9.4260,4.5000,0.1750
2024,11,00-0034353,WR,2.5840,1.4250,0.1000
2024,11,00-0034364,TE,3.5400,2.7750,0.0750
2024,11,00-0034367,RB,1.9475,2.4000,0.0500
2024,11,00-0034383,TE,8.3981,4.7500,0.3000
2024,11,00-0034386,WR,3.1924,2.0750,0.0750
2024,11,00-0034406,WR,2.3901,1.6250,0.0500
2024,11,00-0034407,WR,6.2924,4.1500,0.2000
2024,11,00-0034411,WR,7.6603,3.4000,0.2000
2024,11,00-0034521,WR,7.5043,4.0500,0.1000
2024,11,00-0034613,TE,2.7965,2.3000,0.0500
2024,11,00-0034753,TE,7.2505,4.6000,0.0500
2024,11,00-0034764,WR,1.5719,2.0500,0.0000
2024,11,00-0034771,QB,8.7864,2.5500,0.0500
2024,11,00-0034775,WR,7.8893,7.0250,0.1250
2024,11,00-0034777,WR,9.7592,6.1000,0.3000
2024,11,00-0034791,RB,7.1325,9.3250,0.3750
2024,11,00-0034796,QB,20.1036,5.2500,0.2500
2024,11,00-0034798,TE,3.0271,1.4500,0.0750
2024,11,00-0034827,WR,9.2089,7.7000,0.4500
2024,11,00-0034829,TE,8.4026,4.6750,0.2500
2024,11,00-0034830,TE,3.3211,1.8000,0.0500
2024,11,00-0034837,WR,8.5227,9.8250,0.3000
2024,11,00-0034844,RB,13.6710,17.6000,0.3750
2024,11,00-0034857,QB,20.0513,6.3500,0.2000
2024,11,00-0034869,QB,17.9691,2.1000,0.0500
2024,11,00-0034960,WR,6.6365,7.1750,0.1000
2024,11,00-0034972,RB,6.7194,12.9250,0.4250
2024,11,00-0034975,RB,6.3155,4.7000,0.3000
2024,11,00-0034981,TE,2.6469,2.2000,0.0250
2024,11,00-0035045,WR,3.0442,2.3000,0.1500
2024,11,00-0035208,WR,4.4950,3.4000,0.1000
2024,11,00-0035216,WR,7.9758,5.3250,0.2500
2024,11,00-0035229,TE,6.2483,3.6250,0.2000
2024,11,00-0035249,TE,4.9757,2.3250,0.1000
2024,11,00-0035261,RB,11.1822,19.0750,0.5000
2024,11,00-0035291,RB,0.9609,1.1750,0.0250
2024,11,00-0035311,RB,0.8152,1.9250,0.0000
2024,11,00-0035329,TE,2.9631,2.1250,0.0250
2024,11,00-0035359,WR,3.3842,2.2250,0.0750
2024,11,00-0035406,WR,3.6348,2.9000,0.0750
2024,11,00-0035414,WR,0.8106,1.6750,0.0000
2024,11,00-0035537,RB,2.6923,2.7000,0.1000
2024,11,00-0035567,RB,0.6389,1.0500,0.0000
2024,11,00-0035624,TE,1.8920,1.3500,0.0750
2024,11,00-0035628,RB,3.0094,5.7500,0.1250
2024,11,00-0035640,WR,12.2454,8.3250,0.2250
2024,11,00-0035659,WR,13.8700,8.4750,0.1500
2024,11,00-0035662,WR,4.6176,4.1250,0.0500
2024,11,00-0035676,WR,17.4120,7.6500,0.5500
2024,11,00-0035685,RB,15.8841,13.7500,0.7000
2024,11,00-0035689,TE,2.6841,2.1750,0.0500
2024,11,00-0035700,RB,11.7970,17.0500,0.4250
2024,11,00-0035719,WR,17.2181,7.8250,0.6250
2024,11,00-0035806,RB,2.3506,2.4000,0.1250
2024,11,00-0035934,WR,1.4567,1.1750,0.0250
2024,11,00-0035973,RB,0.7731,1.1500,0.0000
2024,11,00-0036020,RB,1.6055,2.5500,0.0250
2024,11,00-0036040,TE,4.2068,3.0250,0.1000
2024,11,00-0036059,TE,0.9436,0.7750,0.0000
2024,11,00-0036096,RB,1.7667,1.9250,0.1000
2024,11,00-0036139,RB,6.0747,10.1500,0.2750
2024,11,00-0036158,RB,11.5259,15.1000,0.4250
2024,11,00-0036182,WR,3.3622,3.0250,0.1500
2024,11,00-0036183,WR,1.1932,1.5500,0.0500
2024,11,00-0036187,RB,0.7377,0.4000,0.0250
2024,11,00-0036196,WR,4.5616,4.4500,0.1500
2024,11,00-0036212,QB,21.5344,1.7750,0.0500
2024,11,00-0036223,RB,14.5037,19.7250,0.7250
2024,11,00-0036233,WR,5.7332,1.9000,0.1750
2024,11,00-0036244,TE,4.4046,3.2750,0.0750
2024,11,00-0036251,RB,10.4784,12.3500,0.3000
2024,11,00-0036252,WR,7.9603,7.1000,0.2250
2024,11,00-0036254,WR,1.2892,1.2500,0.0250
2024,11,00-0036259,WR,13.6186,5.4750,0.3500
2024,11,00-0036261,WR,16.4083,6.0250,0.5000
2024,11,00-0036264,QB,17.3070,1.7250,0.0750
2024,11,00-0036265,RB,3.0994,4.3750,0.1500
2024,11,00-0036268,WR,2.0544,1.5500,0.0250
2024,11,00-0036271,WR,2.0975,2.0500,0.0000
2024,11,00-0036275,RB,9.7106,18.5000,0.3750
2024,11,00-0036277,WR,1.6404,1.0000,0.0250
2024,11,00-0036290,TE,5.3706,3.7500,0.1750
2024,11,00-0036297,RB,1.8492,3.5750,0.1500
2024,11,00-0036309,WR,9.6121,6.2500,0.3000
2024,11,00-0036322,WR,25.5172,12.6250,0.7000
2024,11,00-0036328,RB,5.3301,7.3750,0.2750
2024,11,00-0036331,WR,0.6533,0.9250,0.0250
2024,11,00-0036345,WR,2.6950,2.4500,0.0750
2024,11,00-0036355,QB,19.0049,2.5000,0.0750
2024,11,00-0036358,WR,7.0852,8.6250,0.1500
2024,11,00-0036360,RB,3.6764,4.4500,0.1250
2024,11,00-0036389,QB,22.7478,6.4250,0.3250
2024,11,00-0036407,WR,8.3700,6.4250,0.1000
2024,11,00-0036410,WR,8.6846,4.9500,0.2250
2024,11,00-0036412,WR,2.8420,2.0500,0.0500
2024,11,00-0036414,RB,4.2116,6.8500,0.2250
2024,11,00-0036415,WR,3.4475,2.8250,0.1000
2024,11,00-0036427,WR,4.7275,2.5500,0.1250
2024,11,00-0036442,QB,14.6342,2.2000,0.0750
2024,11,00-0036450,RB,1.3842,1.5750,0.1000
2024,11,00-0036527,WR,2.1793,2.6500,0.0250
2024,11,00-0036550,WR,6.9417,3.7250,0.1750
2024,11,00-0036554,WR,14.9069,5.9750,0.4000
2024,11,00-0036567,RB,2.8631,3.7750,0.1000
2024,11,00-0036569,RB,1.1437,1.2000,0.0250
2024,11,00-0036613,WR,15.8334,6.2750,0.5250
2024,11,00-0036626,WR,2.8075,1.9250,0.0750
2024,11,00-0036627,WR,2.4092,1.8500,0.0250
2024,11,00-0036637,TE,3.4320,1.9250,0.0500
2024,11,00-0036640,TE,2.2540,0.9250,0.0750
2024,11,00-0036670,RB,1.2915,1.5250,0.0500
2024,11,00-0036754,TE,3.1707,1.4250,0.0250
2024,11,00-0036755,RB,2.9291,3.2750,0.1500
2024,11,00-0036849,WR,7.6622,3.4000,0.2750
2024,11,00-0036862,WR,2.3375,1.5000,0.0250
2024,11,00-0036875,RB,8.8165,15.0000,0.3250
2024,11,00-0036887,TE,1.5894,1.4500,0.0500
2024,11,00-0036893,RB,13.4925,18.9750,0.7250
2024,11,00-0036894,TE,8.7400,5.4000,0.2000
2024,11,00-0036900,WR,19.1473,10.8750,0.4250
2024,11,00-0036906,RB,2.2351,3.7000,0.0750
2024,11,00-0036912,WR,14.1690,7.5000,0.3500
2024,11,00-0036919,RB,4.4910,3.9750,0.1000
2024,11,00-0036936,WR,2.9419,1.8500,0.0750
2024,11,00-0036950,RB,0.4675,0.6250,0.0250
2024,11,00-0036955,WR,2.3982,2.2000,0.0250
2024,11,00-0036963,WR,28.4506,11.6000,0.5750
2024,11,00-0036970,TE,11.8457,6.6250,0.4750
2024,11,00-0036971,QB,12.1810,4.5000,0.1250
2024,11,00-0036973,RB,9.2832,17.3000,0.6500
2024,11,00-0036980,WR,6.7475,5.1500,0.0750
2024,11,00-0036984,RB,2.4375,3.9750,0.1000
2024,11,00-0036988,WR,6.8164,3.7000,0.1750
2024,11,00-0036997,RB,12.7333,16.1250,0.5000
2024,11,00-0037078,TE,1.8000,1.0500,0.0250
2024,11,00-0037086,TE,4.4040,2.1750,0.0500
2024,11,00-0037091,WR,3.5772,2.5000,0.0750
2024,11,00-0037098,WR,0.8264,1.0250,0.0250
2024,11,00-0037120,RB,2.6607,3.2750,0.0500
2024,11,00-0037228,RB,5.0275,4.9750,0.2000
2024,11,00-0037238,WR,11.9897,7.7500,0.3250
2024,11,00-0037239,WR,12.3983,8.2750,0.3250
2024,11,00-0037240,WR,12.7954,4.8250,0.3250
2024,11,00-0037247,WR,12.6175,7.6750,0.3250
2024,11,00-0037248,RB,15.4350,16.9500,0.7000
2024,11,00-0037252,TE,2.2036,1.8500,0.0750
2024,11,00-0037258,RB,1.9600,3.3000,0.0750
2024,11,00-0037261,WR,16.0421,6.5500,0.4250
2024,11,00-0037263,RB,6.9771,8.6500,0.4250
2024,11,00-0037267,RB,5.8950,8.1250,0.2250
2024,11,00-0037273,WR,2.4420,1.3500,0.0500
2024,11,00-0037276,RB,2.8954,4.6250,0.1250
2024,11,00-0037286,RB,1.5379,3.0750,0.0750
2024,11,00-0037291,WR,3.6110,2.6250,0.1000
2024,11,00-0037299,RB,1.1122,2.5000,0.0500
2024,11,00-0037525,RB,12.7417,11.4500,0.5250
2024,11,00-0037545,WR,8.2273,5.5500,0.2250
2024,11,00-0037557,RB,0.7259,1.6000,0.0250
2024,11,00-0037563,RB,1.3449,2.5250,0.0500
2024,11,00-0037594,RB,0.6894,1.2750,0.0500
2024,11,00-0037664,WR,5.2672,3.7250,0.2500
2024,11,00-0037666,WR,4.4767,4.4750,0.0750
2024,11,00-0037740,WR,18.3326,12.2250,0.4000
2024,11,00-0037741,WR,2.9580,2.5250,0.0750
2024,11,00-0037742,WR,2.1042,2.0750,0.1000
2024,11,00-0037746,RB,11.3575,13.5500,0.7500
2024,11,00-0037755,TE,3.5663,2.4750,0.1500
2024,11,00-0037801,WR,3.1261,3.4750,0.1250
2024,11,00-0037805,TE,2.5693,1.6250,0.1000
2024,11,00-0037809,TE,5.9406,4.8500,0.2750
2024,11,00-0037816,WR,8.6532,4.4750,0.2000
2024,11,00-0037827,RB,0.8190,1.4000,0.0000
2024,11,00-0037834,QB,26.3034,1.6500,0.1500
2024,11,00-0037837,WR,3.4300,3.0250,0.0750
2024,11,00-0037838,TE,5.8112,2.7000,0.1750
2024,11,00-0037840,RB,15.0014,23.1500,0.6000
2024,11,00-0038040,RB,4.0726,7.9500,0.3000
2024,11,00-0038041,TE,10.7383,8.1000,0.4250
2024,11,00-0038098,RB,2.1125,2.8500,0.0750
2024,11,00-0038120,RB,19.3248,20.0000,0.8500
2024,11,00-0038122,QB,7.1099,2.0250,0.0250
2024,11,00-0038124,WR,6.3502,3.3250,0.2250
2024,11,00-0038134,RB,13.7887,18.5750,0.5750
2024,11,00-0038389,RB,0.9322,1.6000,0.0250
2024,11,00-0038393,WR,6.7341,4.2750,0.1250
2024,11,00-0038397,RB,0.6890,1.2250,0.0000
2024,11,00-0038406,TE,1.6737,0.9250,0.0500
2024,11,00-0038419,RB,0.4321,0.5250,0.0250
2024,11,00-0038454,RB,2.9608,2.3500,0.0750
2024,11,00-0038496,WR,0.5301,0.9250,0.0000
2024,11,00-0038542,RB,18.0224,22.8500,0.7250
2024,11,00-0038543,WR,9.9163,7.8250,0.2000
2024,11,00-0038544,WR,8.0796,4.0750,0.3250
2024,11,00-0038551,RB,1.5313,2.6500,0.0250
2024,11,00-0038558,TE,2.6025,1.8750,0.0250
2024,11,00-0038563,WR,4.8083,5.3250,0.1250
2024,11,00-0038564,TE,3.4400,2.5750,0.0750
2024,11,00-0038589,TE,2.8352,2.3250,0.1500
2024,11,00-0038597,RB,11.0711,13.0750,0.4000
2024,11,00-0038606,WR,2.0975,2.3500,0.0250
2024,11,00-0038608,WR,3.8136,2.9750,0.1000
2024,11,00-0038611,RB,1.5875,2.2000,0.0750
2024,11,00-0038612,WR,2.8675,2.1750,0.0000
2024,11,00-0038618,WR,1.9464,1.5750,0.0500
2024,11,00-0038619,WR,3.1177,2.9250,0.0250
2024,11,00-0038621,WR,8.2112,6.2750,0.2250
2024,11,00-0038622,RB,0.4798,1.5000,0.0250
2024,11,00-0038636,RB,1.5791,1.7250,0.0750
2024,11,00-0038640,WR,2.0740,2.6750,0.0750
2024,11,00-0038667,WR,0.6998,0.8000,0.0250
2024,11,00-0038678,RB,1.5241,2.0000,0.0250
2024,11,00-0038685,RB,1.4022,2.2750,0.0000
2024,11,00-0038720,TE,1.9484,0.9250,0.0750
2024,11,00-0038752,WR,2.2647,1.5750,0.0500
2024,11,00-0038794,RB,5.6730,7.4250,0.0750
2024,11,00-0038797,RB,3.0237,4.6000,0.1250
2024,11,00-0038935,TE,3.0448,3.0250,0.0500
2024,11,00-0038941,WR,0.9781,0.9250,0.0500
2024,11,00-0038976,WR,3.2524,2.7750,0.0250
2024,11,00-0038977,WR,11.4660,6.4250,0.3500
2024,11,00-0038979,WR,5.7675,4.0250,0.2000
2024,11,00-0038994,WR,8.0960,5.2000,0.1500
2024,11,00-0038996,TE,7.3503,4.3250,0.2250
2024,11,00-0038997,WR,9.6417,6.7000,0.3000
2024,11,00-0039021,RB,2.3236,4.7000,0.0250
2024,11,00-0039032,RB,5.1246,7.8750,0.2250
2024,11,00-0039040,RB,18.8261,16.4500,0.7750
2024,11,00-0039062,WR,3.2168,3.6000,0.1500
2024,11,00-0039064,WR,13.4923,7.4250,0.3500
2024,11,00-0039067,WR,5.8838,3.9500,0.1500
2024,11,00-0039075,WR,10.0053,5.3750,0.2750
2024,11,00-0039139,RB,21.1253,16.1000,0.6750
2024,11,00-0039144,TE,3.1386,1.6500,0.1250
2024,11,00-0039146,WR,13.5699,6.6500,0.4000
2024,11,00-0039163,QB,17.8393,2.0500,0.0500
2024,11,00-0039165,RB,8.6072,9.2500,0.5000
2024,11,00-0039325,RB,2.5789,4.6750,0.1500
2024,11,00-0039338,TE,9.0545,9.5500,0.0500
2024,11,00-0039355,WR,4.5025,2.4000,0.2250
2024,11,00-0039359,TE,2.1506,1.4000,0.0250
2024,11,00-0039363,RB,4.5589,3.6000,0.2000
2024,11,00-0039364,RB,2.2687,1.7500,0.0250
2024,11,00-0039373,RB,3.9318,4.6000,0.1750
2024,11,00-0039385,RB,1.5354,2.4750,0.0500
2024,11,00-0039386,WR,2.1261,1.8000,0.0250
2024,11,00-0039391,RB,2.9373,3.0250,0.0250
2024,11,00-0039392,WR,1.0389,0.9750,0.0750
2024,11,00-0039393,RB,0.8240,1.3000,0.0250
2024,11,00-0039405,RB,3.8601,3.1500,0.1500
2024,11,00-0039407,RB,2.5422,2.5750,0.1500
2024,11,00-0039415,WR,4.7149,2.7500,0.1000
2024,11,00-0039424,WR,3.2447,2.7000,0.0250
2024,11,00-0039437,WR,4.0577,2.6250,0.1000
2024,11,00-0039623,WR,2.2049,1.6250,0.1250
2024,11,00-0039652,RB,0.7707,0.7250,0.0500
2024,11,00-0039732,QB,11.0928,2.8000,0.0500
2024,11,00-0039738,RB,4.7559,5.6750,0.2000
2024,11,00-0039739,WR,2.5300,2.1500,0.0750
2024,11,00-0039746,RB,2.1420,2.3750,0.0750
2024,11,00-0039751,WR,3.2033,2.4000,0.0250
2024,11,00-0039792,WR,1.9748,1.3500,0.0000
2024,11,00-0039793,TE,3.5618,2.2000,0.1000
2024,11,00-0039794,RB,6.0917,6.6000,0.2500
2024,11,00-0039796,RB,3.9213,3.0000,0.1750
2024,11,00-0039798,RB,0.8773,0.9750,0.0000
2024,11,00-0039810,WR,1.6868,1.3500,0.0500
2024,11,00-0039814,TE,3.6556,2.4250,0.0750
2024,11,00-0039851,QB,9.9202,2.0000,0.1000
2024,11,00-0039853,WR,1.9143,2.2000,0.0500
2024,11,00-0039868,WR,3.3712,3.1500,0.0500
2024,11,00-0039874,RB,5.8281,6.3250,0.2250
2024,11,00-0039875,RB,9.1331,8.6250,0.4250
2024,11,00-0039880,WR,1.9112,0.8000,0.1000
2024,11,00-0039884,WR,1.6852,1.0000,0.0750
2024,11,00-0039890,WR,3.6118,4.0000,0.0500
2024,11,00-0039893,WR,10.0500,7.5250,0.5250
2024,11,00-0039894,WR,8.6998,6.5500,0.4000
2024,11,00-0039907,WR,2.5816,4.0250,0.0500
2024,11,00-0039910,QB,15.3815,2.9250,0.1500
2024,11,00-0039912,TE,1.6350,1.0250,0.0250
2024,11,00-0039915,WR,13.2817,6.6750,0.4500
2024,11,00-0039916,WR,5.2311,2.7500,0.1500
