season,week,gsisId,position,points,targets,carries
2026,1,00-0041100,WR,0.44,0.19,0.19
2026,1,00-0030279,WR,7.93,4.73,0
2026,1,00-0032104,RB,0.32,0.12,0.18
2026,1,00-0031484,TE,0.34,0.2,0
2026,1,00-0032464,WR,3.92,2.1,0.17
2026,1,00-0033906,RB,3.33,0.95,3.22
2026,1,00-0033921,WR,10.99,6.19,0.05
2026,1,00-0033757,TE,0.07,0.04,0
2026,1,00-0034837,WR,6.57,3.95,0.04
2026,1,00-0035229,TE,8.42,4.79,0
2026,1,00-0035662,WR,3.21,1.83,0
2026,1,00-0035710,QB,18.01,0,3.04
2026,1,00-0035689,TE,4.94,2.6,0
2026,1,00-0035631,TE,2.12,1.19,0
2026,1,00-0035537,RB,3.99,1.4,2.41
2026,1,00-0036212,QB,18.33,0,2.37
2026,1,00-0036407,WR,7.43,5.06,0.06
2026,1,00-0036358,WR,17.13,9.07,0.18
2026,1,00-0036389,QB,21.92,0,6.91
2026,1,00-0036429,TE,0.79,0.46,0
2026,1,00-0036309,WR,5.21,3.36,0.05
2026,1,00-0036970,TE,10.87,6.11,0
2026,1,00-0036555,RB,10.29,1.93,12.21
2026,1,00-0036894,TE,7.34,3.78,0
2026,1,00-0037741,WR,4.83,3.03,0.03
2026,1,00-0037261,WR,11.39,6,0.1
2026,1,00-0037247,WR,16.57,8.41,0.06
2026,1,00-0037664,WR,8.83,4.44,0.05
2026,1,00-0037805,TE,0.89,0.54,0
2026,1,00-0038128,QB,18.79,0,7.79
2026,1,00-0038951,RB,3.74,0.29,4.24
2026,1,00-0038544,WR,11.08,5.85,0.19
2026,1,00-0038551,RB,1.73,0.41,1.72
2026,1,00-0038619,WR,5.47,3.03,0.19
2026,1,00-0039050,TE,0.54,0.32,0
2026,1,00-0039065,TE,13.49,6.66,0.06
2026,1,00-0039811,RB,10.93,2.45,11.98
2026,1,00-0039530,TE,1.23,0.75,0
2026,1,00-0039356,TE,1.51,0.87,0
2026,1,00-0039855,WR,7.34,3.7,0.11
2026,1,00-0039491,WR,12.08,6.05,0.08
2026,1,00-0040729,WR,4.4,2.45,0.05
2026,1,00-0040736,TE,5.63,3.67,0
2026,1,00-0040170,WR,2.91,1.98,0
2026,1,00-0040584,TE,7.21,3.89,0
2026,1,00-0040782,WR,2.1,1.2,0.16
2026,1,00-0040718,DB,3.59,2.21,0.14
2026,1,00-0040236,RB,7.41,1.57,7.23
2026,1,00-0040582,WR,0.32,0.2,0.07
2026,1,00-0040208,RB,1.17,0.32,1.22
2026,1,00-0041040,WR,3.12,1.81,0.1
2026,1,00-0041525,WR,4.11,2.42,0
2026,1,00-0041044,WR,2.6,1.5,0.14
2026,1,00-0041037,WR,7.79,4.61,0.13
2026,1,00-0041443,WR,1.09,0.63,0.05
2026,1,00-0041397,WR,0.14,0.06,0.05
2026,1,00-0032764,RB,15.68,1.38,17.54
2026,1,00-0033293,RB,9.12,2.61,7.97
2026,1,00-0034383,TE,9.35,5.34,0
2026,1,00-0035644,TE,3.35,1.79,0
2026,1,00-0035249,TE,2.46,1.36,0
2026,1,00-0034975,RB,5.18,1.82,3.04
2026,1,00-0036275,RB,13.65,2.76,13.87
2026,1,00-0036264,QB,19.73,0,3.09
2026,1,00-0036252,WR,10.75,6.07,0.05
2026,1,00-0036139,RB,12.47,3.14,12.19
2026,1,00-0036259,WR,8.07,4.29,0
2026,1,00-0036971,QB,20.1,0,4.38
2026,1,00-0036893,RB,3.64,0.49,4.97
2026,1,00-0036825,TE,0.08,0.03,0.05
2026,1,00-0036590,TE,0.47,0.29,0
2026,1,00-0036973,RB,15.04,4.04,14.27
2026,1,00-0036900,WR,19.74,9.43,0.25
2026,1,00-0036919,RB,9.47,3.12,6.66
2026,1,00-0036550,WR,7.57,4.34,0.06
2026,1,00-0036997,RB,15.48,3.21,17.31
2026,1,00-0038041,TE,9.7,5.37,0
2026,1,00-0037666,WR,3.26,1.88,0
2026,1,00-0037742,WR,2.03,1.35,0.13
2026,1,00-0037614,WR,3.49,2.22,0.09
2026,1,00-0038124,WR,13.67,6.78,0.14
2026,1,00-0037252,TE,7.41,4.07,0
2026,1,00-0037091,WR,1.97,1.29,0.12
2026,1,00-0037809,TE,9.14,5.39,0
2026,1,00-0037228,RB,13.31,3.49,12.21
2026,1,00-0037311,TE,0.05,0.03,0
2026,1,00-0037093,WR,0.46,0.28,0
2026,1,00-0039139,RB,23.68,5.43,17.29
2026,1,00-0039066,TE,3.95,2.55,0
2026,1,00-0038542,RB,21.53,5.2,19.13
2026,1,00-0023459,QB,17.63,0,1.25
2026,1,00-0039064,WR,15.62,7.71,0.21
2026,1,00-0034348,WR,10.6,5.95,0
2026,1,00-0036613,WR,14.76,7.66,0.22
2026,1,00-0038519,WR,0.15,0.09,0.03
2026,1,00-0039732,QB,20.33,0,4.36
2026,1,00-0041496,RB,2.86,0.95,2.26
2026,1,00-0038104,WR,4.95,2.71,0
2026,1,00-0039067,WR,14.49,7.96,0.45
2026,1,00-0039894,WR,9.8,5.78,1.06
2026,1,00-0039868,WR,2.72,1.66,0.11
2026,1,00-0040134,WR,7.34,4.53,0.09
2026,1,00-0040646,WR,1.55,1.05,0.04
2026,1,00-0036422,TE,2.12,1.12,0
2026,1,00-0038976,WR,4.41,2.23,0.44
2026,1,00-0038783,TE,0.33,0.19,0
2026,1,00-0040078,RB,0.86,0.33,0.81
2026,1,00-0040730,RB,10.19,3.23,7.53
2026,1,00-0040890,WR,1.65,1.07,0
2026,1,00-0030506,TE,11,5.92,0
2026,1,00-0033881,TE,3.97,2.53,0
2026,1,00-0035406,WR,2.06,1.22,0
2026,1,00-0036158,RB,10.99,2.07,11.18
2026,1,00-0036637,TE,4.31,2.58,0
2026,1,00-0038134,RB,15.98,3.35,16.65
2026,1,00-0041013,RB,3.85,0.97,3.84
2026,1,00-0033873,QB,19.22,0,2.48
2026,1,00-0037085,RB,1.04,0.59,0.28
2026,2,00-0041443,WR,2.59,1.52,0.05
2026,2,00-0034827,WR,11.54,6.14,0.44
2026,2,00-0035500,WR,3.06,1.63,0.2
2026,2,00-0037248,RB,17.83,2.89,16.41
2026,2,00-0037197,RB,4.06,0.72,4.96
2026,2,00-0034270,TE,0.27,0.16,0
2026,2,00-0034487,WR,0.25,0.16,0
2026,2,00-0035689,TE,4.81,2.52,0
2026,2,00-0035537,RB,4.07,1.36,2.57
2026,2,00-0035544,WR,0.13,0.08,0
2026,2,00-0036754,TE,2.58,1.51,0
2026,2,00-0037240,WR,13.67,6.81,0.57
2026,2,00-0039139,RB,22.95,4.66,17.41
2026,2,00-0039364,RB,0.19,0.06,0.16
2026,2,00-0034857,QB,23.15,0,6.21
2026,2,00-0034860,WR,0.19,0.1,0.02
2026,2,00-0036963,WR,19.43,9.68,0.26
2026,2,00-0037261,WR,11.1,5.82,0.11
2026,2,00-0038933,TE,9.16,4.57,0
2026,2,00-0039901,WR,4.21,2.31,0.04
2026,2,00-0039065,TE,11.84,5.86,0.06
2026,2,00-0040669,WR,3.73,2.18,0.05
2026,2,00-0036988,WR,1.93,1.14,0
2026,2,00-0036534,TE,0.2,0.12,0
2026,2,00-0039875,RB,4.05,0.81,4.47
2026,2,00-0040194,TE,2.15,1.15,0
2026,2,00-0033106,QB,20.04,0,1.66
2026,2,00-0038559,WR,11.29,6.28,0.05
2026,2,00-0038547,TE,1.57,0.94,0
2026,2,00-0038794,RB,0.86,0.22,0.78
2026,2,00-0038738,FB,1.77,0.72,0.89
2026,2,00-0039732,QB,20.48,0,4.36
2026,2,00-0039910,QB,21.55,0,7.1
2026,2,00-0039798,RB,5.19,1.52,3.97
2026,2,00-0039361,RB,12.2,2.56,13.08
2026,2,00-0039814,TE,2.96,1.66,0
2026,2,00-0039920,WR,0.81,0.28,0.39
2026,2,00-0039849,WR,10.63,6.61,0
2026,2,00-0039363,RB,0.28,0.12,0.11
2026,2,00-0039737,TE,1.05,0.64,0
2026,2,00-0040651,RB,0.12,0,0.18
2026,2,00-0040179,RB,1.49,0.52,1.32
2026,2,00-0040653,WR,0.08,0.05,0
2026,2,00-0040170,WR,2.85,1.96,0
2026,2,00-0040663,TE,10.63,5.89,0.22
2026,2,00-0040205,RB,0.24,0.08,0.19
2026,2,00-0040126,TE,14.02,7.16,0.05
2026,2,00-0040218,WR,1.82,0.95,0.33
2026,2,00-0040734,RB,11.54,2.5,10.38
2026,2,00-0040242,RB,8.99,1.73,8.44
2026,2,00-0040705,WR,3.15,1.91,0.42
2026,2,00-0040208,RB,2.44,0.69,2.4
2026,2,00-0040172,WR,0.24,0.14,0
2026,2,00-0040021,RB,0.96,0.16,0.76
2026,2,00-0040024,WR,0.49,0.28,0
2026,2,00-0041547,WR,8.83,4.75,0.76
2026,2,00-0041041,TE,2.32,1.44,0
2026,2,00-0041558,TE,1.94,1.18,0
2026,2,00-0041529,WR,4.11,2.45,0
2026,2,00-0041004,WR,0.21,0.14,0
2026,2,00-0041579,TE,0.85,0.49,0
2026,2,00-0041099,WR,2.13,1.38,0
2026,2,00-0033757,TE,0.07,0.04,0
2026,2,00-0034796,QB,21.61,0,7.86
2026,2,00-0034869,QB,20.19,0,2.92
2026,2,00-0034348,WR,10.66,5.95,0
2026,2,00-0034960,WR,10.1,5.84,0.28
2026,2,00-0035631,TE,2.08,1.18,0
2026,2,00-0036322,WR,16.93,9.21,0.13
2026,2,00-0036410,WR,15.37,7.35,0.06
2026,2,00-0036158,RB,8.08,1.25,8.68
2026,2,00-0036427,WR,0.21,0.12,0
2026,2,00-0036894,TE,7.19,3.74,0
2026,2,00-0038129,TE,7.32,4.41,0
2026,2,00-0037256,RB,10.26,3.28,7.5
2026,2,00-0037664,WR,10.63,5.34,0.05
2026,2,00-0038134,RB,15.63,3.41,15.57
2026,2,00-0037291,WR,8.33,4.76,0.22
2026,2,00-0038104,WR,5.17,2.75,0
2026,2,00-0037545,WR,9.18,4.72,0.62
2026,2,00-0037801,WR,3.73,1.62,0.95
2026,2,00-0038976,WR,4.43,2.23,0.44
2026,2,00-0038977,WR,1.21,0.67,0.06
2026,2,00-0039050,TE,0.53,0.32,0
2026,2,00-0038576,WR,0.17,0.1,0
2026,2,00-0038573,WR,0.21,0.07,0.14
2026,2,00-0038685,RB,1.85,0.75,1.07
2026,2,00-0039407,RB,0.44,0.12,0.49
2026,2,00-0039373,RB,1.02,0.29,0.97
2026,2,00-0039530,TE,1.27,0.76,0
2026,2,00-0039365,WR,0.02,0.01,0
2026,2,00-0039855,WR,7.25,3.7,0.11
2026,2,00-0039792,WR,1.92,1.07,0.06
2026,2,00-0039915,WR,13.11,7,0.11
2026,2,00-0039491,WR,11.94,5.99,0.08
2026,2,00-0039424,WR,8.55,4.98,0.05
2026,2,00-0040586,RB,2.2,0.46,2.54
2026,2,00-0040177,RB,1.86,0.36,1.97
2026,2,00-0040162,RB,6.53,2.15,6.17
2026,2,00-0040237,WR,2.64,1.45,0.09
2026,2,00-0040719,RB,10.78,2.43,11.47
2026,2,00-0040189,TE,4.83,2.4,0
2026,2,00-0040198,RB,2.58,0.76,2.36
2026,2,00-0040154,WR,1.83,1.01,0.04
2026,2,00-0040736,TE,5.4,3.56,0
2026,2,00-0040784,RB,12.53,2.25,16.07
2026,2,00-0040128,TE,12.79,7.11,0.26
2026,2,00-0040124,WR,14.36,8.2,0.08
2026,2,00-0040718,DB,3.53,2.21,0.14
2026,2,00-0040563,WR,0.12,0.06,0
2026,2,00-0040743,QB,19.03,0,4.56
2026,2,00-0040184,WR,0.93,0.65,0.05
2026,2,00-0040876,WR,3.29,1.92,0.05
2026,2,00-0041070,WR,0.39,0.24,0
2026,2,WAS569019,RB,3.89,1.12,3.46
2026,2,00-0041472,TE,2.86,1.6,0
2026,2,00-0041248,WR,0.06,0.04,0
2026,2,00-0041496,RB,3.52,0.95,3.32
2026,2,00-0041217,RB,0.56,0.27,0.23
2026,2,00-0041035,WR,7.31,3.99,0.18
2026,2,00-0041524,TE,4.05,2.23,0
2026,2,00-0030506,TE,11.48,6.02,0
2026,2,00-0032104,RB,0.31,0.12,0.18
2026,2,00-0032764,RB,15.14,1.33,16.93
2026,2,00-0032398,WR,0.26,0.16,0
2026,2,00-0033906,RB,5.53,1.96,4.76
2026,2,00-0033908,WR,8,4.26,0.06
2026,2,00-0033526,RB,3.38,1.04,2.61
2026,2,00-0034365,TE,0.29,0.18,0
2026,2,00-0034753,TE,10.38,4.95,0.36
2026,2,00-0035228,QB,19.74,0,5.79
2026,2,00-0035359,WR,0.45,0.29,0
2026,2,00-0036442,QB,22.11,0,2.52
2026,2,00-0036290,TE,4.51,2.47,0
2026,2,00-0036415,WR,0.1,0.07,0
2026,2,00-0036389,QB,21.58,0,6.91
2026,2,00-0036139,RB,12.07,3.11,12.18
2026,2,00-0036971,QB,19.6,0,4.38
2026,2,00-0036973,RB,12,2.82,13.39
2026,2,00-0036637,TE,4.51,2.63,0
2026,2,00-0038041,TE,10.03,5.47,0
2026,2,00-0037263,RB,6.63,1.23,7.85
2026,2,00-0037742,WR,2.09,1.35,0.13
2026,2,00-0038120,RB,14.11,2.76,15.75
2026,2,00-0037834,QB,22.51,0,4.12
2026,2,00-0037231,WR,1.29,0.93,0.04
2026,2,00-0037809,TE,9.4,5.39,0
2026,2,00-0037311,TE,0.05,0.03,0
2026,2,00-0037292,TE,0.46,0.29,0
2026,2,00-0037475,TE,0.41,0.24,0
2026,2,00-0038555,RB,3.55,0.52,4.15
2026,2,00-0038935,TE,8.11,4.42,0
2026,2,00-0038543,WR,21.27,9.93,0.42
2026,2,00-0038997,WR,11.56,6.55,0.18
2026,2,00-0038621,WR,5.33,2.74,0.36
2026,2,00-0038608,WR,8.63,4.35,0
2026,2,00-0038564,TE,0.13,0.08,0
2026,2,00-0038618,WR,3.84,2.34,0.07
2026,2,00-0038611,RB,7.81,0.67,9.6
2026,2,00-0038619,WR,3.97,2.2,0.19
2026,2,00-0039067,WR,15.13,8.1,0.44
