season,week,offense,defense,dropbacks,pressures,rushers,box
2025,16,NYJ,NO,82,10,2.34,6.03
2025,16,DAL,LAC,71,4,2.14,5.64
2025,16,LAC,DAL,77,10,1.95,6.40
2025,16,KC,TEN,66,9,2.06,5.93
2025,16,TEN,KC,88,10,1.77,6.44
2025,16,MIN,NYG,73,13,1.84,6.26
2025,16,NYG,MIN,70,10,1.71,6.43
2025,16,PHI,WAS,85,10,1.95,6.00
2025,16,WAS,PHI,67,7,1.67,5.94
2025,16,GB,CHI,83,11,1.69,6.26
2025,16,CHI,GB,78,18,2.26,5.98
2025,16,CIN,MIA,78,13,1.92,5.85
2025,16,MIA,CIN,75,8,1.75,6.03
2025,16,ARI,ATL,72,10,2.04,6.53
2025,16,ATL,ARI,88,9,1.94,6.68
2025,16,JAX,DEN,88,19,2.28,6.46
2025,16,DEN,JAX,82,14,2.52,6.15
2025,16,DET,PIT,89,17,2.93,6.12
2025,16,PIT,DET,89,8,2.33,6.51
2025,16,LV,HOU,73,7,1.55,5.91
2025,16,HOU,LV,81,9,2.20,5.92
2025,16,BAL,NE,72,7,1.43,6.63
2025,16,NE,BAL,86,23,2.64,6.41
2025,16,IND,SF,78,12,2.18,5.78
2025,16,SF,IND,81,9,1.86,6.41
2025,17,DAL,WAS,109,11,1.91,6.50
2025,17,WAS,DAL,62,8,1.92,6.51
2025,17,MIN,DET,71,14,1.68,6.41
2025,17,DET,MIN,77,14,2.26,6.34
2025,17,DEN,KC,84,11,2.24,6.49
2025,17,KC,DEN,56,12,1.89,6.40
2025,17,CLE,PIT,64,12,1.94,6.10
2025,17,PIT,CLE,80,9,2.09,5.72
2025,17,CIN,ARI,89,8,2.01,5.89
2025,17,ARI,CIN,73,13,2.48,5.81
2025,17,IND,JAX,73,11,2.08,5.93
2025,17,JAX,IND,81,17,2.31,6.03
2025,17,BAL,GB,91,7,1.13,6.95
2025,17,GB,BAL,60,10,2.42,6.33
2025,17,HOU,LAC,78,9,1.62,6.58
2025,17,LAC,HOU,79,18,2.51,6.62
2025,17,CAR,SEA,64,7,2.03,6.10
2025,17,SEA,CAR,79,8,1.84,6.42
2025,17,MIA,TB,73,11,1.52,6.06
2025,17,TB,MIA,80,10,2.85,5.87
2025,17,NE,NYJ,78,9,1.76,6.94
2025,17,NYJ,NE,76,10,2.13,6.53
2025,17,TEN,NO,91,16,2.15,6.26
2025,17,NO,TEN,73,7,1.88,6.19
2025,17,NYG,LV,78,9,1.96,6.13
2025,17,LV,NYG,71,12,2.35,6.19
2025,17,PHI,BUF,67,12,1.97,6.55
2025,17,BUF,PHI,87,17,2.18,6.29
2025,17,SF,CHI,87,6,2.01,6.26
2025,17,CHI,SF,83,10,2.36,6.28
2025,17,ATL,LA,73,10,1.12,6.21
2025,17,LA,ATL,77,8,2.38,5.92
2025,18,ATL,NO,77,11,1.94,6.27
2025,18,NO,ATL,86,11,2.22,6.34
2025,18,BUF,NYJ,80,5,1.69,6.45
2025,18,NYJ,BUF,61,8,1.77,6.45
2025,18,DET,CHI,87,12,2.29,6.22
2025,18,CHI,DET,66,10,2.56,6.56
2025,18,HOU,IND,86,10,1.85,6.40
2025,18,IND,HOU,83,13,1.84,6.28
2025,18,JAX,TEN,75,6,2.24,6.17
2025,18,TEN,JAX,69,5,2.28,6.07
2025,18,CIN,CLE,84,11,2.25,6.19
2025,18,CLE,CIN,66,13,1.88,6.42
2025,18,SEA,SF,79,7,1.76,6.18
2025,18,SF,SEA,51,10,2.73,5.67
2025,18,TB,CAR,81,8,1.58,6.27
2025,18,CAR,TB,64,10,2.44,6.08
2025,18,MIN,GB,76,9,2.03,6.52
2025,18,GB,MIN,66,5,1.30,6.68
2025,18,NYG,DAL,91,18,2.11,6.21
2025,18,DAL,NYG,69,9,1.68,6.19
2025,18,LAC,DEN,88,16,2.65,6.38
2025,18,DEN,LAC,72,14,2.08,6.42
2025,18,NE,MIA,74,8,1.80,6.46
2025,18,MIA,NE,71,15,1.96,6.59
2025,18,ARI,LA,72,16,2.32,6.22
2025,18,LA,ARI,91,11,2.04,6.70
2025,18,KC,LV,81,18,2.15,6.38
2025,18,LV,KC,81,7,1.72,6.43
2025,18,PHI,WAS,76,15,2.62,6.31
2025,18,WAS,PHI,84,10,1.64,6.28
2025,18,BAL,PIT,67,9,1.69,6.34
2025,18,PIT,BAL,90,9,2.37,5.80
2025,19,CAR,LA,83,18,2.47,6.42
2025,19,LA,CAR,94,7,2.12,6.23
2025,19,CHI,GB,89,12,2.55,6.12
2025,19,GB,CHI,90,8,2.34,5.96
2025,19,SF,PHI,71,10,2.21,5.93
2025,19,PHI,SF,88,9,1.90,6.01
2025,19,NE,LAC,73,8,2.27,6.08
2025,19,LAC,NE,75,19,2.72,6.15
2025,19,JAX,BUF,71,11,2.07,6.07
2025,19,BUF,JAX,80,11,2.08,5.97
2025,19,PIT,HOU,72,14,2.18,6.23
2025,19,HOU,PIT,82,9,1.93,6.59
2025,2,GB,WAS,84,15,2.05,6.62
2025,2,WAS,GB,85,21,2.75,6.26
2025,2,CLE,BAL,92,21,2.34,5.93
2025,2,BAL,CLE,75,15,2.13,6.34
2025,2,JAX,CIN,85,9,2.11,6.01
2025,2,CIN,JAX,83,19,2.69,6.30
2025,2,NYG,DAL,88,11,2.20,6.06
2025,2,DAL,NYG,114,23,2.39,5.92
2025,2,DET,CHI,75,6,1.65,6.39
2025,2,CHI,DET,86,12,2.19,6.26
2025,2,SEA,PIT,80,14,2.10,6.69
2025,2,PIT,SEA,75,15,2.28,5.94
2025,2,NO,SF,85,16,2.20,6.04
2025,2,SF,NO,85,7,2.13,6.16
2025,2,NE,MIA,78,8,1.79,6.30
2025,2,MIA,NE,76,7,2.20,5.65
2025,2,NYJ,BUF,64,13,1.92,6.09
2025,2,BUF,NYJ,87,7,1.61,6.41
2025,2,TEN,LA,87,14,2.08,5.95
2025,2,LA,TEN,77,12,2.09,6.63
2025,2,CAR,ARI,99,14,2.71,5.40
2025,2,ARI,CAR,67,6,2.19,5.81
2025,2,PHI,KC,77,9,1.68,6.36
2025,2,KC,PHI,72,15,2.46,5.92
2025,2,IND,DEN,85,13,2.29,6.51
2025,2,DEN,IND,75,7,2.11,6.31
2025,2,ATL,MIN,82,8,1.39,6.08
2025,2,MIN,ATL,63,13,2.10,6.32
2025,2,LV,LAC,80,18,2.71,5.81
2025,2,LAC,LV,70,9,2.13,6.63
2025,2,HOU,TB,60,13,2.43,6.56
2025,2,TB,HOU,96,25,2.36,6.26
2025,20,SEA,SF,67,4,1.27,6.75
2025,20,SF,SEA,71,7,2.14,6.07
2025,20,CHI,LA,91,13,2.07,6.23
2025,20,LA,CHI,95,13,2.18,6.03
2025,20,NE,HOU,82,9,1.71,6.48
2025,20,HOU,NE,91,22,2.74,6.23
2025,20,DEN,BUF,92,14,2.45,6.23
2025,20,BUF,DEN,91,12,2.20,6.69
2025,21,LA,SEA,74,7,2.11,6.12
2025,21,SEA,LA,85,13,2.07,6.55
2025,21,DEN,NE,70,14,2.46,6.28
2025,21,NE,DEN,80,7,1.60,6.56
2025,22,SEA,NE,89,13,2.16,6.85
2025,22,NE,SEA,89,18,2.70,6.20
2025,3,MIA,BUF,74,15,2.11,6.38
2025,3,BUF,MIA,73,5,2.12,6.83
2025,3,HOU,JAX,78,19,2.44,6.02
2025,3,JAX,HOU,87,11,2.22,6.30
2025,3,WAS,LV,75,5,1.45,6.79
2025,3,LV,WAS,82,16,1.85,6.14
2025,3,LAC,DEN,102,18,2.44,5.87
2025,3,DEN,LAC,68,5,0.00,5.81
2025,3,MIN,CIN,81,10,1.47,5.95
2025,3,CIN,MIN,73,17,2.04,6.18
2025,3,NE,PIT,82,10,2.78,6.46
2025,3,PIT,NE,66,5,1.80,6.22
2025,3,LA,PHI,80,7,1.94,6.08
2025,3,PHI,LA,81,9,2.21,6.09
2025,3,NYJ,TB,84,20,2.73,6.55
2025,3,TB,NYJ,93,10,1.76,6.15
2025,3,ATL,CAR,79,8,2.44,5.76
2025,3,CAR,ATL,71,8,1.86,6.30
2025,3,CLE,GB,79,15,2.53,6.35
2025,3,GB,CLE,81,12,1.85,6.50
2025,3,TEN,IND,86,21,2.58,6.21
2025,3,IND,TEN,71,8,1.75,6.41
2025,3,NO,SEA,97,17,2.12,6.07
2025,3,SEA,NO,72,5,1.25,6.16
2025,3,CHI,DAL,72,9,1.82,5.93
2025,3,DAL,CHI,85,17,2.53,6.05
2025,3,ARI,SF,83,9,2.08,6.24
2025,3,SF,ARI,76,13,2.59,6.32
2025,3,NYG,KC,76,17,2.34,6.20
2025,3,KC,NYG,84,14,2.31,6.20
2025,3,DET,BAL,84,11,1.61,6.21
2025,3,BAL,DET,74,18,2.61,6.53
2025,4,ARI,SEA,82,13,2.72,6.07
2025,4,SEA,ARI,81,7,1.77,6.73
2025,4,PIT,MIN,67,7,1.69,6.33
2025,4,MIN,PIT,90,22,2.92,5.69
2025,4,ATL,WAS,83,4,1.49,6.35
2025,4,WAS,ATL,72,12,2.18,6.34
2025,4,LAC,NYG,78,19,2.69,5.97
2025,4,NYG,LAC,90,10,1.59,6.12
2025,4,DET,CLE,77,13,1.65,6.38
2025,4,CLE,DET,86,19,2.12,6.67
2025,4,IND,LA,77,13,2.14,6.18
2025,4,LA,IND,89,14,2.27,6.18
2025,4,TEN,HOU,63,9,2.19,5.90
2025,4,HOU,TEN,80,6,1.82,5.89
2025,4,BUF,NO,75,7,1.73,6.45
2025,4,NO,BUF,79,16,1.96,6.24
2025,4,CAR,NE,87,8,1.99,6.35
2025,4,NE,CAR,63,2,1.57,6.52
2025,4,TB,PHI,88,17,2.18,5.87
2025,4,PHI,TB,76,11,1.84,6.42
2025,4,SF,JAX,77,7,2.34,6.08
2025,4,JAX,SF,88,0,1.65,5.91
2025,4,BAL,KC,69,15,2.55,6.22
2025,4,KC,BAL,86,8,2.07,6.21
2025,4,CHI,LV,84,12,2.26,6.25
2025,4,LV,CHI,66,6,1.55,6.45
2025,4,GB,DAL,103,13,2.08,6.15
2025,4,DAL,GB,89,9,1.98,6.23
2025,4,CIN,DEN,67,17,2.04,5.66
2025,4,DEN,CIN,92,14,2.05,6.01
2025,4,MIA,NYJ,72,7,1.76,6.34
2025,4,NYJ,MIA,79,13,2.10,6.03
2025,5,SF,LA,104,14,2.08,6.20
2025,5,LA,SF,82,11,2.52,5.96
2025,5,NO,NYG,81,4,1.83,6.28
2025,5,NYG,NO,87,8,2.37,6.19
2025,5,NYJ,DAL,98,19,2.65,6.33
2025,5,DAL,NYJ,79,8,1.90,6.68
2025,5,CLE,MIN,87,9,1.78,6.25
2025,5,MIN,CLE,79,15,2.47,6.06
2025,5,DEN,PHI,93,16,2.00,6.23
2025,5,PHI,DEN,79,14,2.67,6.25
2025,5,MIA,CAR,70,11,2.40,5.80
2025,5,CAR,MIA,89,16,1.83,6.16
2025,5,HOU,BAL,82,7,2.09,6.68
2025,5,BAL,HOU,62,6,1.61,6.81
2025,5,IND,LV,74,10,2.18,6.44
2025,5,LV,IND,80,15,2.29,5.96
2025,5,TB,SEA,75,13,2.27,6.02
2025,5,SEA,TB,75,10,2.31,6.30
2025,5,ARI,TEN,86,16,1.90,6.12
2025,5,TEN,ARI,81,10,2.30,5.83
2025,5,DET,CIN,78,7,1.55,5.98
2025,5,CIN,DET,79,13,2.57,5.66
2025,5,LAC,WAS,82,15,2.18,6.00
2025,5,WAS,LAC,73,11,2.07,6.00
2025,5,NE,BUF,76,21,2.32,6.18
2025,5,BUF,NE,81,13,2.09,6.14
2025,5,JAX,KC,72,15,2.31,6.19
2025,5,KC,JAX,80,9,2.40,6.09
2025,6,PHI,NYG,70,6,2.40,6.14
2025,6,NYG,PHI,85,11,1.81,6.35
2025,6,DEN,NYJ,75,14,2.05,5.88
2025,6,NYJ,DEN,74,15,1.76,6.18
2025,6,BAL,LA,88,17,2.00,6.47
2025,6,LA,BAL,63,6,2.10,6.29
2025,6,PIT,CLE,72,7,1.85,6.63
2025,6,CLE,PIT,97,22,3.00,6.12
2025,6,NO,NE,69,16,2.25,6.20
2025,6,NE,NO,80,17,1.91,6.20
2025,6,DAL,CAR,72,9,2.15,6.02
2025,6,CAR,DAL,83,14,1.49,6.16
2025,6,TEN,LV,75,16,2.63,6.53
2025,6,LV,TEN,76,11,1.63,6.47
2025,6,IND,ARI,74,12,1.97,6.05
2025,6,ARI,IND,89,22,2.40,5.96
2025,6,JAX,SEA,93,20,2.35,5.70
2025,6,SEA,JAX,70,4,1.76,6.13
2025,6,MIA,LAC,76,11,2.08,6.22
2025,6,LAC,MIA,83,13,1.99,6.66
2025,6,TB,SF,68,3,1.65,5.92
2025,6,SF,TB,86,8,2.30,6.07
2025,6,GB,CIN,72,9,1.82,6.08
2025,6,CIN,GB,81,12,2.51,6.08
2025,6,DET,KC,67,8,2.03,5.81
2025,6,KC,DET,74,13,2.19,5.92
2025,6,ATL,BUF,86,6,1.86,6.32
2025,6,BUF,ATL,70,16,2.41,6.53
2025,6,CHI,WAS,77,22,2.22,5.94
2025,6,WAS,CHI,78,17,2.29,6.03
2025,7,PIT,CIN,73,4,2.03,6.16
2025,7,CIN,PIT,94,12,2.41,6.08
2025,7,JAX,LA,91,23,2.74,5.60
2025,7,LA,JAX,85,14,2.32,6.29
2025,7,PHI,MIN,67,5,1.87,6.14
2025,7,MIN,PHI,81,10,2.47,5.99
2025,7,NYJ,CAR,74,15,2.61,6.10
2025,7,CAR,NYJ,87,14,1.97,6.78
2025,7,TEN,NE,66,10,2.61,6.15
2025,7,NE,TEN,80,9,1.90,6.37
2025,7,NYG,DEN,96,19,2.10,6.29
2025,7,DEN,NYG,98,19,2.46,5.83
2025,7,IND,LAC,72,11,2.18,6.27
2025,7,LAC,IND,91,24,2.91,6.00
2025,7,CHI,NO,86,11,1.36,6.21
2025,7,NO,CHI,70,12,2.29,6.41
2025,7,CLE,MIA,72,9,1.64,6.52
2025,7,MIA,CLE,75,15,2.11,5.98
2025,7,LV,KC,47,4,2.13,5.97
2025,7,KC,LV,92,7,1.98,5.79
2025,7,ARI,GB,87,15,2.48,5.70
2025,7,GB,ARI,71,3,2.14,5.78
2025,7,DAL,WAS,83,11,1.94,6.25
2025,7,WAS,DAL,89,13,2.09,6.11
2025,7,ATL,SF,76,17,2.64,5.92
2025,7,SF,ATL,77,10,1.60,6.31
2025,7,DET,TB,82,12,2.05,6.81
2025,7,TB,DET,83,14,2.75,6.26
2025,7,SEA,HOU,89,13,1.89,6.46
2025,7,HOU,SEA,94,25,2.88,5.84
2025,8,MIN,LAC,66,15,2.36,6.22
2025,8,LAC,MIN,86,16,1.90,6.67
2025,8,HOU,SF,91,6,2.14,5.87
2025,8,SF,HOU,62,8,2.56,5.88
2025,8,NE,CLE,83,13,1.95,7.11
2025,8,CLE,NE,67,8,2.58,6.39
2025,8,PHI,NYG,76,11,1.75,6.57
2025,8,NYG,PHI,70,13,1.91,6.04
2025,8,MIA,ATL,83,10,1.69,6.10
2025,8,ATL,MIA,65,12,2.09,5.98
2025,8,CHI,BAL,80,7,2.30,6.48
2025,8,BAL,CHI,78,6,1.60,6.89
2025,8,NO,TB,85,21,3.15,5.93
2025,8,TB,NO,71,11,1.77,6.59
2025,8,CAR,BUF,76,15,1.89,6.02
2025,8,BUF,CAR,78,3,1.38,6.13
2025,8,DEN,DAL,77,4,1.95,6.52
2025,8,DAL,DEN,93,14,2.24,6.49
2025,8,CIN,NYJ,76,7,2.04,6.00
2025,8,NYJ,CIN,88,8,1.85,6.20
2025,8,IND,TEN,66,9,2.21,6.21
2025,8,TEN,IND,86,15,2.29,6.36
2025,8,GB,PIT,81,10,2.21,6.22
2025,8,PIT,GB,80,11,2.30,6.00
2025,8,WAS,KC,63,15,2.57,6.21
2025,8,KC,WAS,76,13,2.21,6.12
2025,9,HOU,DEN,92,12,2.21,6.27
2025,9,DEN,HOU,79,10,2.22,6.41
2025,9,ATL,NE,72,5,2.67,5.82
2025,9,NE,ATL,80,10,2.26,5.92
2025,9,MIA,BAL,77,7,2.43,6.05
2025,9,BAL,MIA,69,7,1.77,7.07
2025,9,NO,LA,54,8,1.98,6.00
2025,9,LA,NO,93,6,1.77,6.70
2025,9,NYG,SF,77,4,2.10,5.82
2025,9,SF,NYG,80,4,1.43,6.63
2025,9,PIT,IND,79,4,2.34,6.38
2025,9,IND,PIT,91,12,2.86,6.25
2025,9,CAR,GB,70,7,1.57,6.74
2025,9,GB,CAR,74,10,2.16,5.92
2025,9,CIN,CHI,86,15,2.59,5.88
2025,9,CHI,CIN,101,16,1.93,5.96
2025,9,DET,MIN,84,14,2.30,6.61
2025,9,MIN,DET,78,17,1.83,6.84
2025,9,TEN,LAC,64,12,1.81,6.00
2025,9,LAC,TEN,80,15,2.10,6.55
2025,9,JAX,LV,96,9,1.80,6.22
2025,9,LV,JAX,77,12,2.69,6.38
2025,9,BUF,KC,79,8,1.65,6.25
2025,9,KC,BUF,71,18,2.24,5.82
2025,9,WAS,SEA,79,22,2.11,5.85
2025,9,SEA,WAS,65,7,1.82,6.53
2025,9,DAL,ARI,79,20,2.65,5.91
2025,9,ARI,DAL,80,16,2.20,6.38
