season,week,offense,defense,dropbacks,pressures,rushers,box
2024,16,LA,NYJ,61,7,1.41,6.57
2024,16,NYJ,LA,79,12,2.48,6.17
2024,16,CHI,DET,82,17,2.65,6.21
2024,16,DET,CHI,80,3,1.75,6.23
2024,16,WAS,PHI,82,11,2.43,5.39
2024,16,PHI,WAS,93,11,2.02,6.03
2024,16,CLE,CIN,75,19,2.47,5.88
2024,16,CIN,CLE,70,13,2.30,6.27
2024,16,JAX,LV,81,9,2.30,6.22
2024,16,LV,JAX,89,16,2.20,5.86
2024,16,MIN,SEA,83,12,2.10,5.89
2024,16,SEA,MIN,85,9,2.44,5.86
2024,16,NE,BUF,90,23,2.37,6.30
2024,16,BUF,NE,73,13,1.99,6.12
2024,16,SF,MIA,83,19,2.36,6.61
2024,16,MIA,SF,80,5,1.81,6.76
2024,16,DAL,TB,78,9,2.14,5.47
2024,16,TB,DAL,86,19,2.65,5.75
2024,16,GB,NO,82,7,1.63,6.46
2024,16,NO,GB,70,15,2.26,5.76
2024,17,BAL,HOU,74,9,1.31,6.41
2024,17,HOU,BAL,70,15,2.39,6.11
2024,17,SEA,CHI,63,12,1.89,6.08
2024,17,CHI,SEA,73,21,2.38,5.70
2024,17,PIT,KC,91,19,2.18,6.00
2024,17,KC,PIT,75,14,2.43,6.30
2024,17,LAC,NE,92,9,2.03,6.47
2024,17,NE,LAC,67,12,2.46,6.04
2024,17,BUF,NYJ,84,14,1.98,6.50
2024,17,NYJ,BUF,75,17,2.39,6.06
2024,17,DEN,CIN,74,14,2.12,5.35
2024,17,CIN,DEN,104,28,2.79,5.22
2024,17,IND,NYG,92,11,1.99,6.47
2024,17,NYG,IND,76,6,1.47,6.31
2024,17,LA,ARI,71,5,2.08,6.04
2024,17,ARI,LA,91,12,2.78,6.05
2024,17,JAX,TEN,70,5,1.59,6.28
2024,17,TEN,JAX,82,10,2.09,5.61
2024,17,LV,NO,89,5,1.76,6.01
2024,17,NO,LV,78,10,2.50,5.68
2024,17,TB,CAR,90,7,1.77,5.91
2024,17,CAR,TB,66,19,2.38,5.70
2024,17,DAL,PHI,75,10,1.81,5.77
2024,17,PHI,DAL,81,9,1.22,6.17
2024,17,GB,MIN,76,12,2.22,5.60
2024,17,MIN,GB,90,11,2.14,6.00
2024,17,ATL,WAS,80,9,2.33,6.14
2024,17,WAS,ATL,98,15,2.13,5.90
2024,17,MIA,CLE,75,13,2.21,6.36
2024,17,CLE,MIA,90,12,2.41,6.11
2024,17,SF,DET,81,17,2.62,6.75
2024,17,DET,SF,83,11,1.90,6.44
2024,18,ATL,CAR,94,13,1.88,5.73
2024,18,CAR,ATL,84,7,1.95,6.09
2024,18,CLE,BAL,74,10,2.36,6.09
2024,18,BAL,CLE,85,18,2.07,6.64
2024,18,CIN,PIT,88,13,2.53,5.90
2024,18,PIT,CIN,75,9,2.21,5.92
2024,18,WAS,DAL,73,13,2.44,5.86
2024,18,DAL,WAS,98,11,1.81,6.14
2024,18,GB,CHI,77,14,1.77,5.48
2024,18,CHI,GB,80,18,1.88,5.41
2024,18,IND,JAX,98,7,1.86,5.95
2024,18,JAX,IND,88,7,1.75,6.18
2024,18,NE,BUF,79,14,1.96,6.10
2024,18,BUF,NE,81,5,1.73,6.00
2024,18,NYG,PHI,68,9,1.79,6.30
2024,18,PHI,NYG,82,16,2.37,6.70
2024,18,HOU,TEN,76,8,1.87,6.24
2024,18,TEN,HOU,75,8,1.88,6.26
2024,18,SF,ARI,93,7,2.18,5.81
2024,18,ARI,SF,84,7,1.98,5.98
2024,18,DEN,KC,85,9,1.64,6.52
2024,18,KC,DEN,49,12,1.96,5.94
2024,18,NO,TB,82,17,2.65,6.45
2024,18,TB,NO,84,11,2.07,5.89
2024,18,LA,SEA,80,14,2.44,5.92
2024,18,SEA,LA,71,10,1.83,5.94
2024,18,LV,LAC,66,10,2.42,6.06
2024,18,LAC,LV,92,13,1.89,6.18
2024,18,MIA,NYJ,86,24,2.42,6.30
2024,18,NYJ,MIA,78,16,2.35,6.09
2024,18,DET,MIN,82,12,2.05,6.24
2024,18,MIN,DET,80,22,2.92,6.14
2024,19,LAC,HOU,71,17,2.35,6.84
2024,19,HOU,LAC,88,19,2.00,6.18
2024,19,GB,PHI,77,9,2.09,5.58
2024,19,PHI,GB,75,9,1.53,6.25
2024,19,PIT,BAL,60,10,2.48,5.82
2024,19,BAL,PIT,88,5,1.34,6.74
2024,19,DEN,BUF,57,10,2.04,5.67
2024,19,BUF,DEN,87,14,1.75,6.38
2024,19,TB,WAS,60,9,1.82,6.15
2024,19,WAS,TB,84,19,2.25,6.30
2024,19,LA,MIN,69,12,2.25,5.96
2024,19,MIN,LA,85,18,2.58,5.56
2024,2,LAC,CAR,79,4,1.29,6.69
2024,2,CAR,LAC,63,5,2.10,5.83
2024,2,TB,DET,63,7,2.03,6.68
2024,2,DET,TB,98,13,2.46,6.36
2024,2,NO,DAL,72,11,1.17,6.77
2024,2,DAL,NO,85,18,2.35,5.06
2024,2,GB,IND,82,4,1.06,6.67
2024,2,IND,GB,68,12,2.21,5.78
2024,2,LV,BAL,79,14,2.39,5.69
2024,2,BAL,LV,86,12,1.87,5.75
2024,2,MIA,BUF,89,15,2.01,5.83
2024,2,BUF,MIA,58,8,1.48,6.21
2024,2,JAX,CLE,74,22,2.38,6.03
2024,2,CLE,JAX,86,22,2.06,6.11
2024,2,SF,MIN,83,14,2.30,6.23
2024,2,MIN,SF,68,10,1.81,6.24
2024,2,NE,SEA,84,17,1.67,6.54
2024,2,SEA,NE,87,18,2.60,5.71
2024,2,TEN,NYJ,80,12,1.93,6.23
2024,2,NYJ,TEN,72,6,1.97,6.07
2024,2,WAS,NYG,88,10,2.00,5.91
2024,2,NYG,WAS,67,8,2.27,6.25
2024,2,LA,ARI,66,10,2.03,6.06
2024,2,ARI,LA,78,6,1.47,6.32
2024,2,DEN,PIT,74,21,2.50,5.48
2024,2,PIT,DEN,82,13,1.90,6.03
2024,2,CIN,KC,79,14,2.44,6.27
2024,2,KC,CIN,78,10,1.96,6.15
2024,2,HOU,CHI,80,18,2.13,5.97
2024,2,CHI,HOU,90,26,2.54,5.66
2024,2,PHI,ATL,84,7,2.01,6.47
2024,2,ATL,PHI,72,7,2.00,6.39
2024,20,KC,HOU,64,16,2.27,6.29
2024,20,HOU,KC,84,20,2.35,6.21
2024,20,DET,WAS,85,15,2.12,5.47
2024,20,WAS,DET,92,9,1.95,6.38
2024,20,PHI,LA,80,11,1.71,6.45
2024,20,LA,PHI,89,16,2.45,6.23
2024,20,BAL,BUF,69,6,2.00,6.21
2024,20,BUF,BAL,76,3,1.41,6.27
2024,21,WAS,PHI,94,20,2.53,5.59
2024,21,PHI,WAS,92,11,1.68,6.45
2024,21,BUF,KC,85,19,2.01,6.48
2024,21,KC,BUF,79,15,2.04,6.48
2024,22,PHI,KC,91,11,1.59,6.04
2024,22,KC,PHI,71,18,2.73,5.61
2024,3,NYJ,NE,84,13,2.25,6.25
2024,3,NE,NYJ,63,17,2.73,5.69
2024,3,NYG,CLE,89,19,2.08,6.16
2024,3,CLE,NYG,81,21,2.95,6.03
2024,3,HOU,MIN,85,27,2.96,5.35
2024,3,MIN,HOU,78,15,1.82,5.66
2024,3,NO,PHI,67,10,1.75,6.69
2024,3,PHI,NO,82,13,2.38,6.45
2024,3,CHI,IND,103,10,2.45,6.11
2024,3,IND,CHI,71,4,1.35,6.42
2024,3,LAC,PIT,62,10,1.82,6.26
2024,3,PIT,LAC,79,11,1.97,6.06
2024,3,SEA,MIA,79,14,2.03,6.05
2024,3,MIA,SEA,77,17,2.22,6.11
2024,3,DET,ARI,83,2,1.33,5.80
2024,3,ARI,DET,72,5,2.60,6.20
2024,3,DAL,BAL,95,17,2.91,6.10
2024,3,BAL,DAL,81,3,0.98,6.30
2024,3,DEN,TB,79,13,2.58,6.61
2024,3,TB,DEN,70,16,2.63,6.00
2024,3,GB,TEN,80,7,1.52,6.08
2024,3,TEN,GB,67,17,2.87,5.87
2024,3,CAR,LV,90,11,2.29,6.06
2024,3,LV,CAR,80,12,2.58,5.45
2024,3,SF,LA,84,21,2.08,6.25
2024,3,LA,SF,73,13,1.92,6.24
2024,3,ATL,KC,75,16,2.21,6.02
2024,3,KC,ATL,86,10,2.14,6.18
2024,3,BUF,JAX,77,13,2.26,6.08
2024,3,JAX,BUF,87,18,2.48,5.82
2024,3,CIN,WAS,76,7,2.32,6.31
2024,3,WAS,CIN,74,8,1.85,6.21
2024,4,DAL,NYG,71,12,1.89,6.05
2024,4,NYG,DAL,81,9,2.27,6.19
2024,4,CHI,LA,78,13,1.83,5.72
2024,4,LA,CHI,74,14,2.12,5.63
2024,4,ATL,NO,72,5,2.35,5.93
2024,4,NO,ATL,90,10,2.02,6.03
2024,4,CAR,CIN,86,6,2.15,6.24
2024,4,CIN,CAR,82,5,1.94,6.55
2024,4,MIN,GB,87,7,1.78,6.72
2024,4,GB,MIN,92,15,2.77,6.46
2024,4,JAX,HOU,74,6,2.11,6.02
2024,4,HOU,JAX,91,14,2.22,6.12
2024,4,IND,PIT,81,11,1.91,6.05
2024,4,PIT,IND,85,16,2.15,5.90
2024,4,TB,PHI,92,10,2.45,6.07
2024,4,PHI,TB,72,13,2.38,6.30
2024,4,NYJ,DEN,93,20,2.68,6.09
2024,4,DEN,NYJ,76,6,1.68,6.03
2024,4,NE,SF,79,16,2.24,6.13
2024,4,SF,NE,76,7,1.78,6.00
2024,4,KC,LAC,75,11,2.04,6.03
2024,4,LAC,KC,73,14,1.82,6.25
2024,4,ARI,WAS,72,7,1.65,6.07
2024,4,WAS,ARI,82,4,1.83,5.70
2024,4,TEN,MIA,85,10,1.14,6.23
2024,4,MIA,TEN,74,13,1.70,5.28
2024,4,BUF,BAL,75,12,2.15,6.07
2024,4,BAL,BUF,71,8,1.30,6.60
2024,4,CLE,LV,73,17,2.63,6.10
2024,4,LV,CLE,73,11,1.97,6.37
2024,4,DET,SEA,67,6,1.61,6.44
2024,4,SEA,DET,106,16,3.02,6.11
2024,5,ATL,TB,107,14,2.63,6.25
2024,5,TB,ATL,67,5,2.06,6.48
2024,5,NYJ,MIN,90,14,3.06,5.93
2024,5,MIN,NYJ,90,14,2.08,6.06
2024,5,CAR,CHI,75,11,2.33,6.03
2024,5,CHI,CAR,88,6,1.91,6.30
2024,5,BUF,HOU,80,11,1.95,6.21
2024,5,HOU,BUF,84,18,2.13,6.21
2024,5,BAL,CIN,95,22,2.28,5.61
2024,5,CIN,BAL,89,14,2.06,5.90
2024,5,IND,JAX,91,11,2.30,6.04
2024,5,JAX,IND,75,2,1.92,6.31
2024,5,CLE,WAS,84,18,2.20,5.94
2024,5,WAS,CLE,82,14,2.10,6.36
2024,5,MIA,NE,91,10,1.80,5.99
2024,5,NE,MIA,77,18,2.27,5.92
2024,5,LV,DEN,85,16,2.35,5.79
2024,5,DEN,LV,83,7,1.77,5.77
2024,5,GB,LA,77,3,1.71,5.95
2024,5,LA,GB,89,11,2.34,6.01
2024,5,SF,ARI,77,8,2.34,5.75
2024,5,ARI,SF,72,8,2.06,6.13
2024,5,SEA,NYG,78,11,2.81,5.86
2024,5,NYG,SEA,86,13,2.01,6.28
2024,5,DAL,PIT,92,11,2.11,6.00
2024,5,PIT,DAL,74,14,1.85,6.33
2024,5,NO,KC,68,17,2.49,6.45
2024,5,KC,NO,96,13,1.96,6.63
2024,6,CHI,JAX,78,11,2.09,5.97
2024,6,JAX,CHI,77,14,2.43,6.00
2024,6,SEA,SF,96,19,2.39,6.04
2024,6,SF,SEA,81,13,1.72,6.70
2024,6,BAL,WAS,83,6,1.77,6.50
2024,6,WAS,BAL,76,10,2.43,5.95
2024,6,HOU,NE,82,10,2.16,6.34
2024,6,NE,HOU,86,16,2.29,6.08
2024,6,GB,ARI,89,12,1.84,5.59
2024,6,ARI,GB,75,12,2.13,5.47
2024,6,TB,NO,97,8,1.93,6.18
2024,6,NO,TB,90,16,2.39,6.21
2024,6,IND,TEN,83,13,2.27,5.94
2024,6,TEN,IND,75,9,1.87,5.98
2024,6,PHI,CLE,78,7,1.55,6.57
2024,6,CLE,PHI,75,14,1.99,5.98
2024,6,PIT,LV,82,18,1.85,5.95
2024,6,LV,PIT,76,13,2.50,5.92
2024,6,DEN,LAC,71,18,2.68,5.38
2024,6,LAC,DEN,93,15,2.13,6.45
2024,6,CAR,ATL,84,5,2.15,5.88
2024,6,ATL,CAR,82,3,1.65,6.02
2024,6,DAL,DET,85,20,2.75,6.06
2024,6,DET,DAL,83,11,1.82,6.39
2024,6,CIN,NYG,64,15,2.23,5.90
2024,6,NYG,CIN,90,12,2.28,6.01
2024,6,NYJ,BUF,78,7,2.18,6.19
2024,6,BUF,NYJ,85,12,1.96,6.80
2024,7,DEN,NO,79,13,1.97,6.59
2024,7,NO,DEN,88,25,2.64,6.58
2024,7,NE,JAX,76,11,2.55,5.90
2024,7,JAX,NE,72,3,1.42,6.03
2024,7,SEA,ATL,76,9,0.00,6.12
2024,7,ATL,SEA,90,9,0.00,6.06
2024,7,GB,HOU,73,8,2.86,6.33
2024,7,HOU,GB,79,18,1.73,6.52
2024,7,CIN,CLE,71,9,1.69,6.27
2024,7,CLE,CIN,98,18,2.63,5.87
2024,7,BUF,TEN,70,11,2.14,5.42
2024,7,TEN,BUF,90,17,2.20,5.42
2024,7,IND,MIA,79,12,1.71,6.25
2024,7,MIA,IND,84,9,1.48,5.97
2024,7,DET,MIN,77,9,1.79,5.82
2024,7,MIN,DET,75,14,2.43,6.00
2024,7,CAR,WAS,60,3,1.48,6.10
2024,7,WAS,CAR,84,3,1.60,5.78
2024,7,NYG,PHI,77,16,2.18,5.88
2024,7,PHI,NYG,82,11,1.22,6.75
2024,7,PIT,NYJ,82,17,1.80,6.78
2024,7,NYJ,PIT,75,12,2.36,6.09
2024,7,LV,LA,95,25,2.28,6.10
2024,7,LA,LV,71,7,1.80,6.32
2024,7,ARI,LAC,72,9,0.00,6.07
2024,7,LAC,ARI,77,12,0.00,5.58
2024,7,TB,BAL,99,12,0.28,6.00
2024,7,BAL,TB,74,13,0.18,6.85
2024,7,SF,KC,75,12,2.40,6.21
2024,7,KC,SF,82,14,1.61,6.28
2024,8,BAL,CLE,86,20,2.42,5.80
2024,8,CLE,BAL,85,11,2.36,6.00
2024,8,MIN,LA,64,11,1.89,6.49
2024,8,LA,MIN,89,7,1.90,6.66
2024,8,HOU,IND,89,17,2.01,5.58
2024,8,IND,HOU,84,18,2.04,5.44
2024,8,DET,TEN,64,5,1.64,6.50
2024,8,TEN,DET,94,7,2.15,6.57
2024,8,GB,JAX,89,6,1.49,6.21
2024,8,JAX,GB,76,7,1.88,6.09
2024,8,MIA,ARI,77,7,2.31,5.75
2024,8,ARI,MIA,81,10,2.10,6.11
2024,8,TB,ATL,89,9,2.36,6.34
2024,8,ATL,TB,76,12,1.82,6.37
2024,8,CIN,PHI,70,6,2.41,6.04
2024,8,PHI,CIN,74,2,1.35,6.64
2024,8,NE,NYJ,81,13,2.06,6.24
2024,8,NYJ,NE,77,11,1.86,6.10
2024,8,SEA,BUF,67,10,2.31,5.70
2024,8,BUF,SEA,92,5,1.83,5.95
2024,8,LAC,NO,82,13,2.17,6.29
2024,8,NO,LAC,93,15,2.30,5.89
2024,8,CHI,WAS,80,21,1.93,6.19
2024,8,WAS,CHI,89,20,2.25,6.00
2024,8,PIT,NYG,83,10,1.72,5.90
2024,8,NYG,PIT,91,23,2.31,5.71
2024,8,KC,LV,84,15,2.20,6.59
2024,8,LV,KC,73,17,2.29,6.71
2024,8,DEN,CAR,85,7,2.15,6.33
2024,8,CAR,DEN,77,12,2.52,6.13
2024,8,DAL,SF,79,19,2.27,6.34
2024,8,SF,DAL,84,11,1.85,6.63
2024,9,ATL,DAL,72,8,1.67,5.96
2024,9,DAL,ATL,94,17,2.52,5.76
2024,9,HOU,NYJ,95,26,2.16,6.56
2024,9,NYJ,HOU,71,11,2.37,6.58
2024,9,DEN,BAL,85,10,2.28,6.42
2024,9,BAL,DEN,71,6,1.41,6.66
2024,9,BUF,MIA,79,10,2.54,5.52
2024,9,MIA,BUF,77,6,1.60,5.46
2024,9,LV,CIN,81,18,2.19,6.05
2024,9,CIN,LV,92,15,1.95,6.51
2024,9,TEN,NE,92,13,1.76,6.26
2024,9,NE,TEN,84,17,2.74,5.82
2024,9,NYG,WAS,76,13,1.93,6.55
2024,9,WAS,NYG,74,12,1.65,6.44
2024,9,NO,CAR,94,11,1.76,6.35
2024,9,CAR,NO,71,10,1.94,6.37
2024,9,LAC,CLE,74,14,2.00,6.00
2024,9,CLE,LAC,95,13,2.53,5.67
2024,9,GB,DET,80,15,2.24,6.23
2024,9,DET,GB,70,10,1.51,6.22
2024,9,ARI,CHI,73,10,1.33,6.33
2024,9,CHI,ARI,89,23,2.57,5.92
2024,9,SEA,LA,100,19,2.01,5.89
2024,9,LA,SEA,93,18,2.25,6.40
2024,9,PHI,JAX,94,5,1.54,5.84
2024,9,JAX,PHI,66,6,2.41,5.85
2024,9,IND,MIN,66,17,2.24,6.42
2024,9,MIN,IND,85,17,2.06,6.57
2024,9,KC,TB,99,16,2.09,6.14
2024,9,TB,KC,71,14,2.39,6.07
2025,1,DAL,PHI,72,13,2.21,6.33
2025,1,PHI,DAL,75,16,1.84,6.59
2025,1,TEN,DEN,76,15,2.12,5.84
2025,1,DEN,TEN,91,6,2.24,6.00
2025,1,IND,MIA,83,7,1.96,6.25
2025,1,MIA,IND,56,8,2.79,5.87
2025,1,CIN,CLE,68,11,1.81,6.27
2025,1,CLE,CIN,88,15,2.41,5.93
2025,1,KC,LAC,78,14,2.50,5.62
2025,1,LAC,KC,79,13,2.48,6.13
2025,1,ATL,TB,91,17,2.47,6.33
2025,1,TB,ATL,72,14,2.32,6.46
2025,1,LV,NE,79,9,2.11,6.10
2025,1,NE,LV,90,12,2.61,6.27
2025,1,NYJ,PIT,80,8,1.54,6.83
2025,1,PIT,NYJ,74,8,2.16,6.29
2025,1,JAX,CAR,79,5,1.77,6.38
2025,1,CAR,JAX,76,14,2.39,6.00
2025,1,SEA,SF,65,8,1.74,6.08
2025,1,SF,SEA,89,17,1.93,6.35
2025,1,ARI,NO,81,11,2.16,6.17
2025,1,NO,ARI,93,13,2.27,5.51
2025,1,WAS,NYG,83,14,2.14,5.91
2025,1,NYG,WAS,81,18,2.78,5.93
2025,1,GB,DET,60,6,1.83,6.79
2025,1,DET,GB,81,19,2.22,5.79
2025,1,HOU,LA,76,11,2.12,5.94
2025,1,LA,HOU,73,8,2.04,6.45
2025,1,BUF,BAL,105,14,2.24,5.80
2025,1,BAL,BUF,70,7,1.47,6.16
2025,1,MIN,CHI,73,16,1.78,5.91
2025,1,CHI,MIN,89,18,2.21,5.68
2025,10,LV,DEN,75,14,2.12,6.18
2025,10,DEN,LV,78,13,1.77,6.25
2025,10,IND,ATL,90,13,2.11,6.25
2025,10,ATL,IND,79,14,1.85,6.10
2025,10,CAR,NO,64,8,2.05,6.36
2025,10,NO,CAR,78,10,1.79,6.45
2025,10,CHI,NYG,81,13,2.32,6.09
2025,10,NYG,CHI,86,18,2.44,6.25
2025,10,HOU,JAX,90,15,2.56,6.20
2025,10,JAX,HOU,80,17,2.16,6.18
2025,10,MIA,BUF,65,5,1.38,6.10
2025,10,BUF,MIA,80,11,2.56,5.88
2025,10,BAL,MIN,87,10,2.06,6.81
2025,10,MIN,BAL,85,14,2.49,5.85
2025,10,CLE,NYJ,93,15,2.19,6.05
2025,10,NYJ,CLE,66,9,1.21,6.55
2025,10,SEA,ARI,75,3,0.93,6.77
2025,10,ARI,SEA,92,23,2.61,6.12
2025,10,TB,NE,83,13,2.53,5.90
2025,10,NE,TB,77,23,2.14,6.78
2025,10,LA,SF,83,12,2.01,6.45
2025,10,SF,LA,77,7,2.17,6.27
2025,10,WAS,DET,72,7,1.72,6.43
2025,10,DET,WAS,82,9,1.99,6.33
2025,10,PIT,LAC,66,9,2.11,5.31
2025,10,LAC,PIT,91,18,2.09,6.25
2025,10,GB,PHI,80,15,2.20,5.64
2025,10,PHI,GB,77,7,1.73,6.37
2025,11,NYJ,NE,70,12,2.06,6.58
2025,11,NE,NYJ,79,11,2.16,6.41
2025,11,TB,BUF,89,6,1.64,6.04
2025,11,BUF,TB,72,8,2.21,6.52
2025,11,LAC,JAX,60,12,2.30,6.00
2025,11,JAX,LAC,79,8,1.42,6.41
2025,11,MIN,CHI,70,6,2.07,6.13
2025,11,CHI,MIN,93,11,1.87,6.64
2025,11,MIA,WAS,66,7,1.47,6.27
2025,11,WAS,MIA,81,11,1.96,6.31
2025,11,ATL,CAR,85,5,1.76,6.15
2025,11,CAR,ATL,94,16,2.37,6.52
2025,11,NYG,GB,84,5,1.62,6.30
2025,11,GB,NYG,67,11,2.13,6.42
2025,11,PIT,CIN,80,10,2.02,6.61
2025,11,CIN,PIT,82,10,2.11,6.00
2025,11,SF,ARI,72,12,1.74,6.38
2025,11,ARI,SF,96,10,2.59,6.12
2025,11,HOU,TEN,84,15,2.57,6.43
2025,11,TEN,HOU,77,9,2.57,6.10
2025,11,LA,SEA,67,6,1.87,6.39
2025,11,SEA,LA,96,15,1.95,6.20
2025,11,CLE,BAL,73,13,1.90,6.55
2025,11,BAL,CLE,77,12,1.91,6.83
2025,11,DEN,KC,79,14,2.25,6.05
2025,11,KC,DEN,87,18,2.75,5.70
2025,11,PHI,DET,90,11,1.63,6.72
2025,11,DET,PHI,72,16,2.24,5.95
2025,11,DAL,LV,81,10,1.91,6.39
2025,11,LV,DAL,76,15,2.89,6.24
2025,12,HOU,BUF,77,8,1.90,6.45
2025,12,BUF,HOU,80,16,2.36,6.55
2025,12,NYG,DET,97,20,2.03,6.86
2025,12,DET,NYG,88,10,2.23,6.33
2025,12,CLE,LV,70,14,1.50,6.50
2025,12,LV,CLE,98,25,2.71,6.27
2025,12,NYJ,BAL,72,16,2.08,5.98
2025,12,BAL,NYJ,77,8,1.78,6.38
2025,12,CHI,PIT,80,6,2.11,6.30
2025,12,PIT,CHI,86,7,1.83,6.57
2025,12,IND,KC,70,7,2.19,6.34
2025,12,KC,IND,111,12,2.21,6.13
2025,12,NE,CIN,83,15,2.20,6.43
2025,12,CIN,NE,83,13,1.99,5.90
2025,12,MIN,GB,57,11,1.79,6.02
2025,12,GB,MIN,80,6,1.46,6.16
2025,12,TEN,SEA,89,20,2.67,6.29
2025,12,SEA,TEN,67,7,1.82,6.49
2025,12,ARI,JAX,102,26,2.78,6.13
2025,12,JAX,ARI,76,11,2.11,6.02
2025,12,DAL,PHI,89,12,2.09,6.18
2025,12,PHI,DAL,82,15,2.45,6.41
2025,12,ATL,NO,72,8,1.60,6.26
2025,12,NO,ATL,93,17,2.41,6.22
2025,12,TB,LA,82,17,2.38,5.57
2025,12,LA,TB,67,15,2.39,6.18
2025,12,SF,CAR,79,12,1.75,6.09
2025,12,CAR,SF,58,13,2.83,5.61
2025,13,GB,DET,75,10,2.04,6.73
2025,13,DET,GB,76,8,1.79,6.37
2025,13,DAL,KC,85,23,2.48,6.25
2025,13,KC,DAL,83,20,2.36,5.85
2025,13,CIN,BAL,101,13,2.04,6.55
2025,13,BAL,CIN,76,15,2.28,6.31
2025,13,CHI,PHI,101,13,1.86,6.37
2025,13,PHI,CHI,70,7,2.39,5.77
2025,13,LA,CAR,64,4,2.02,6.33
2025,13,CAR,LA,77,4,1.31,6.43
2025,13,SF,CLE,79,10,1.89,5.88
2025,13,CLE,SF,74,8,1.73,5.79
2025,13,IND,HOU,67,9,2.18,6.13
2025,13,HOU,IND,87,9,2.03,6.23
2025,13,ATL,NYJ,86,16,1.95,6.67
2025,13,NYJ,ATL,87,13,2.17,6.28
2025,13,MIA,NO,73,12,1.63,6.25
2025,13,NO,MIA,89,15,2.35,5.85
2025,13,JAX,TEN,82,10,1.79,6.25
2025,13,TEN,JAX,71,10,2.70,6.17
2025,13,TB,ARI,77,12,2.01,5.83
2025,13,ARI,TB,72,12,2.68,6.20
2025,13,LV,LAC,60,13,2.18,5.96
2025,13,LAC,LV,80,9,1.41,6.29
2025,13,MIN,SEA,65,15,2.29,6.00
2025,13,SEA,MIN,79,11,1.92,6.30
2025,13,BUF,PIT,87,8,1.36,6.70
2025,13,PIT,BUF,54,8,2.00,6.12
2025,13,DEN,WAS,84,11,2.39,6.13
2025,13,WAS,DEN,107,10,2.33,6.22
2025,13,NE,NYG,79,11,2.22,6.35
2025,13,NYG,NE,70,13,2.16,6.27
2025,14,DET,DAL,84,10,1.99,6.48
2025,14,DAL,DET,97,16,2.68,6.43
2025,14,ATL,SEA,78,17,1.82,5.69
2025,14,SEA,ATL,77,10,2.00,6.23
2025,14,MIA,NYJ,84,3,1.29,6.90
2025,14,NYJ,MIA,76,9,2.34,6.15
2025,14,BAL,PIT,94,14,2.02,6.83
2025,14,PIT,BAL,70,8,2.19,6.76
2025,14,TEN,CLE,87,11,1.57,7.11
2025,14,CLE,TEN,90,29,2.34,6.59
2025,14,CHI,GB,83,18,2.06,6.54
2025,14,GB,CHI,67,5,1.78,6.19
2025,14,MIN,WAS,72,9,1.88,6.12
2025,14,WAS,MIN,61,8,2.49,6.14
2025,14,NO,TB,73,11,1.51,6.52
2025,14,TB,NO,87,7,1.89,5.99
2025,14,JAX,IND,82,8,1.85,6.56
2025,14,IND,JAX,84,9,2.33,6.46
2025,14,DEN,LV,83,11,2.25,6.14
2025,14,LV,DEN,62,13,2.71,5.68
2025,14,CIN,BUF,74,14,2.51,6.10
2025,14,BUF,CIN,76,13,2.32,6.62
2025,14,ARI,LA,81,18,2.53,6.00
2025,14,LA,ARI,87,4,1.60,6.06
2025,14,KC,HOU,78,15,2.17,6.41
2025,14,HOU,KC,88,19,1.95,6.41
2025,14,PHI,LAC,88,18,2.23,5.71
2025,14,LAC,PHI,94,20,1.87,5.81
2025,15,TB,ATL,82,17,2.55,6.41
2025,15,ATL,TB,91,12,2.36,6.51
2025,15,KC,LAC,74,12,2.26,5.48
2025,15,LAC,KC,79,12,2.13,6.20
2025,15,NE,BUF,68,7,1.87,6.13
2025,15,BUF,NE,85,6,1.81,6.36
2025,15,JAX,NYJ,77,5,2.19,6.49
2025,15,NYJ,JAX,84,10,2.06,6.59
2025,15,WAS,NYG,78,9,1.64,6.09
2025,15,NYG,WAS,86,13,2.23,5.85
2025,15,PHI,LV,76,2,1.29,6.51
2025,15,LV,PHI,53,9,2.30,5.74
2025,15,BAL,CIN,49,8,1.61,6.79
2025,15,CIN,BAL,87,18,2.18,6.12
2025,15,CHI,CLE,82,15,1.93,6.39
2025,15,CLE,CHI,74,20,2.46,5.84
2025,15,HOU,ARI,81,7,1.77,6.68
2025,15,ARI,HOU,80,8,2.41,6.67
2025,15,DEN,GB,83,13,1.93,6.17
2025,15,GB,DEN,82,18,2.57,5.62
2025,15,DET,LA,81,12,2.19,6.00
2025,15,LA,DET,90,10,2.12,6.67
2025,15,NO,CAR,83,8,2.34,5.99
2025,15,CAR,NO,70,12,1.89,6.11
2025,15,IND,SEA,78,4,1.51,5.95
2025,15,SEA,IND,76,8,2.26,6.32
2025,15,MIN,DAL,70,5,1.70,6.52
2025,15,DAL,MIN,89,19,2.08,6.09
2025,15,TEN,SF,69,9,1.96,5.94
2025,15,SF,TEN,90,12,1.89,6.28
2025,15,MIA,PIT,62,12,2.35,6.10
2025,15,PIT,MIA,79,3,1.72,6.30
2025,16,LA,SEA,112,11,2.06,6.58
2025,16,SEA,LA,85,14,2.13,6.52
2025,16,CAR,TB,69,16,2.38,6.53
2025,16,TB,CAR,82,4,1.73,6.30
2025,16,CLE,BUF,80,16,2.06,6.53
2025,16,BUF,CLE,63,6,1.60,7.04
2025,16,NO,NYJ,91,5,2.55,6.01
