season,week,gsisId
2026,1,00-0037348
2026,1,00-0037355
2026,1,00-0037366
2026,1,00-0037369
2026,1,00-0037380
2026,1,00-0037382
2026,1,00-0037387
2026,1,00-0037389
2026,1,00-0037390
2026,1,00-0037400
2026,1,00-0037410
2026,1,00-0037420
2026,1,00-0037422
2026,1,00-0037429
2026,1,00-0037436
2026,1,00-0037437
2026,1,00-0037450
2026,1,00-0037456
2026,1,00-0037460
2026,1,00-0037466
2026,1,00-0037475
2026,1,00-0037486
2026,1,00-0037487
2026,1,00-0037495
2026,1,00-0037506
2026,1,00-0037507
2026,1,00-0037509
2026,1,00-0037539
2026,1,00-0037546
2026,1,00-0037553
2026,1,00-0037563
2026,1,00-0037564
2026,1,00-0037566
2026,1,00-0037569
2026,1,00-0037570
2026,1,00-0037580
2026,1,00-0037581
2026,1,00-0037604
2026,1,00-0037609
2026,1,00-0037614
2026,1,00-0037617
2026,1,00-0037654
2026,1,00-0037666
2026,1,00-0037708
2026,1,00-0037742
2026,1,00-0037745
2026,1,00-0037827
2026,1,00-0037828
2026,1,00-0037837
2026,1,00-0038040
2026,1,00-0038045
2026,1,00-0038092
2026,1,00-0038098
2026,1,00-0038102
2026,1,00-0038108
2026,1,00-0038122
2026,1,00-0038132
2026,1,00-0038137
2026,1,00-0038147
2026,1,00-0038149
2026,1,00-0038150
2026,1,00-0038181
2026,1,00-0038385
2026,1,00-0038389
2026,1,00-0038391
2026,1,00-0038394
2026,1,00-0038396
2026,1,00-0038397
2026,1,00-0038400
2026,1,00-0038406
2026,1,00-0038409
2026,1,00-0038416
2026,1,00-0038440
2026,1,00-0038447
2026,1,00-0038456
2026,1,00-0038458
2026,1,00-0038465
2026,1,00-0038468
2026,1,00-0038476
2026,1,00-0038477
2026,1,00-0038483
2026,1,00-0038484
2026,1,00-0038488
2026,1,00-0038489
2026,1,00-0038492
2026,1,00-0038495
2026,1,00-0038496
2026,1,00-0038498
2026,1,00-0038507
2026,1,00-0038518
2026,1,00-0038550
2026,1,00-0038564
2026,1,00-0038576
2026,1,00-0038579
2026,1,00-0038582
2026,1,00-0038583
2026,1,00-0038590
2026,1,00-0038598
2026,1,00-0038612
2026,1,00-0038622
2026,1,00-0038627
2026,1,00-0038632
2026,1,00-0038636
2026,1,00-0038637
2026,1,00-0038643
2026,1,00-0038647
2026,1,00-0038651
2026,1,00-0038656
2026,1,00-0038658
2026,1,00-0038667
2026,1,00-0038671
2026,1,00-0038678
2026,1,00-0038679
2026,1,00-0038680
2026,1,00-0038702
2026,1,00-0038714
2026,1,00-0038720
2026,1,00-0038727
2026,1,00-0038728
2026,1,00-0038734
2026,1,00-0038735
2026,1,00-0038740
2026,1,00-0038741
2026,1,00-0038744
2026,1,00-0038749
2026,1,00-0038752
2026,1,00-0038758
2026,1,00-0038762
2026,1,00-0038777
2026,1,00-0038794
2026,1,00-0038809
2026,1,00-0038821
2026,1,00-0038824
2026,1,00-0038830
2026,1,00-0038839
2026,1,00-0038843
2026,1,00-0038862
2026,1,00-0038883
2026,1,00-0038887
2026,1,00-0038891
2026,1,00-0038902
2026,1,00-0038904
2026,1,00-0038910
2026,1,00-0038911
2026,1,00-0038920
2026,1,00-0038930
2026,1,00-0038938
2026,1,00-0038941
2026,1,00-0038951
2026,1,00-0038953
2026,1,00-0038957
2026,1,00-0038965
2026,1,00-0038969
2026,1,00-0038977
2026,1,00-0038979
2026,1,00-0038998
2026,1,00-0039043
2026,1,00-0039046
2026,1,00-0039052
2026,1,00-0039107
2026,1,00-0039136
2026,1,00-0039144
2026,1,00-0039152
2026,1,00-0039164
2026,1,00-0039165
2026,1,00-0039228
2026,1,00-0039230
2026,1,00-0039236
2026,1,00-0039238
2026,1,00-0039244
2026,1,00-0039259
2026,1,00-0039263
2026,1,00-0039266
2026,1,00-0039278
2026,1,00-0039305
2026,1,00-0039311
2026,1,00-0039316
2026,1,00-0039325
2026,1,00-0039334
2026,1,00-0039338
2026,1,00-0039355
2026,1,00-0039356
2026,1,00-0039363
2026,1,00-0039373
2026,1,00-0039376
2026,1,00-0039379
2026,1,00-0039385
2026,1,00-0039386
2026,1,00-0039392
2026,1,00-0039393
2026,1,00-0039394
2026,1,00-0039397
2026,1,00-0039398
2026,1,00-0039399
2026,1,00-0039405
2026,1,00-0039415
2026,1,00-0039420
2026,1,00-0039437
2026,1,00-0039455
2026,1,00-0039458
2026,1,00-0039464
2026,1,00-0039466
2026,1,00-0039471
2026,1,00-0039473
2026,1,00-0039489
2026,1,00-0039501
2026,1,00-0039503
2026,1,00-0039516
2026,1,00-0039521
2026,1,00-0039529
2026,1,00-0039534
2026,1,00-0039541
2026,1,00-0039543
2026,1,00-0039552
2026,1,00-0039562
2026,1,00-0039573
2026,1,00-0039575
2026,1,00-0039577
2026,1,00-0039595
2026,1,00-0039613
2026,1,00-0039614
2026,1,00-0039617
2026,1,00-0039621
2026,1,00-0039623
2026,1,00-0039626
2026,1,00-0039631
2026,1,00-0039647
2026,1,00-0039648
2026,1,00-0039650
2026,1,00-0039652
2026,1,00-0039661
2026,1,00-0039678
2026,1,00-0039683
2026,1,00-0039684
2026,1,00-0039686
2026,1,00-0039699
2026,1,00-0039701
2026,1,00-0039702
2026,1,00-0039703
2026,1,00-0039709
2026,1,00-0039728
2026,1,00-0039730
2026,1,00-0039737
2026,1,00-0039747
2026,1,00-0039754
2026,1,00-0039757
2026,1,00-0039766
2026,1,00-0039773
2026,1,00-0039792
2026,1,00-0039797
2026,1,00-0039801
2026,1,00-0039810
2026,1,00-0039816
2026,1,00-0039824
2026,1,00-0039853
2026,1,00-0039855
2026,1,00-0039869
2026,1,00-0039884
2026,1,00-0039907
2026,1,00-0039914
2026,1,00-0039916
2026,1,00-0039917
2026,1,00-0039921
2026,1,00-0039923
2026,1,00-0040009
2026,1,00-0040014
2026,1,00-0040021
2026,1,00-0040028
2026,1,00-0040039
2026,1,00-0040048
2026,1,00-0040058
2026,1,00-0040067
2026,1,00-0040130
2026,1,00-0040172
2026,1,00-0040177
2026,1,00-0040179
2026,1,00-0040202
2026,1,00-0040203
2026,1,00-0040205
2026,1,00-0040206
2026,1,00-0040211
2026,1,00-0040215
2026,1,00-0040220
2026,1,00-0040222
2026,1,00-0040225
2026,1,00-0040234
2026,1,00-0040239
2026,1,00-0040240
2026,1,00-0040241
2026,1,00-0040244
2026,1,00-0040247
2026,1,00-0040250
2026,1,00-0040259
2026,1,00-0040260
2026,1,00-0040265
2026,1,00-0040275
2026,1,00-0040298
2026,1,00-0040301
2026,1,00-0040311
2026,1,00-0040315
2026,1,00-0040317
2026,1,00-0040330
2026,1,00-0040332
2026,1,00-0040337
2026,1,00-0040352
2026,1,00-0040363
2026,1,00-0040375
2026,1,00-0040388
2026,1,00-0040390
2026,1,00-0040393
2026,1,00-0040398
2026,1,00-0040400
2026,1,00-0040405
2026,1,00-0040429
2026,1,00-0040432
2026,1,00-0040438
2026,1,00-0040443
2026,1,00-0040445
2026,1,00-0040461
2026,1,00-0040464
2026,1,00-0040476
2026,1,00-0040488
2026,1,00-0040494
2026,1,00-0040509
2026,1,00-0040522
2026,1,00-0040526
2026,1,00-0040531
2026,1,00-0040534
2026,1,00-0040547
2026,1,00-0040551
2026,1,00-0040552
2026,1,00-0040553
2026,1,00-0040558
2026,1,00-0040563
2026,1,00-0040566
2026,1,00-0040568
2026,1,00-0040571
2026,1,00-0040581
2026,1,00-0040586
2026,1,00-0040589
2026,1,00-0040597
2026,1,00-0040603
2026,1,00-0040617
2026,1,00-0040621
2026,1,00-0040629
2026,1,00-0040644
2026,1,00-0040648
2026,1,00-0040649
2026,1,00-0040651
2026,1,00-0040653
2026,1,00-0040656
2026,1,00-0040668
2026,1,00-0040673
2026,1,00-0040692
2026,1,00-0040704
2026,1,00-0040734
2026,1,00-0040876
2026,1,00-0040886
2026,1,00-0040888
2026,1,00-0040891
2026,1,00-0040895
2026,1,00-0040900
2026,1,00-0040901
2026,1,00-0040906
2026,1,00-0040912
2026,1,00-0040919
2026,1,00-0040927
2026,1,00-0040930
2026,1,00-0040934
2026,1,00-0040937
2026,1,00-0040939
2026,1,00-0040946
2026,1,00-0040948
2026,1,00-0040953
2026,1,00-0040955
2026,1,00-0040959
2026,1,00-0040964
2026,1,00-0040981
2026,1,00-0040998
2026,1,00-0041004
2026,1,00-0041029
2026,1,00-0041041
2026,1,00-0041047
2026,1,00-0041056
2026,1,00-0041070
2026,1,00-0041077
2026,1,00-0041084
2026,1,00-0041087
2026,1,00-0041092
2026,1,00-0041104
2026,1,00-0041106
2026,1,00-0041116
2026,1,00-0041117
2026,1,00-0041123
2026,1,00-0041129
2026,1,00-0041133
2026,1,00-0041149
2026,1,00-0041152
2026,1,00-0041156
2026,1,00-0041158
2026,1,00-0041178
2026,1,00-0041179
2026,1,00-0041185
2026,1,00-0041191
2026,1,00-0041199
2026,1,00-0041216
2026,1,00-0041217
2026,1,00-0041244
2026,1,00-0041248
2026,1,00-0041251
2026,1,00-0041257
2026,1,00-0041272
2026,1,00-0041277
2026,1,00-0041281
2026,1,00-0041293
2026,1,00-0041312
2026,1,00-0041323
2026,1,00-0041326
2026,1,00-0041342
2026,1,00-0041357
2026,1,00-0041368
2026,1,00-0041403
2026,1,00-0041415
2026,1,00-0041422
2026,1,00-0041443
2026,1,00-0041446
2026,1,00-0041451
2026,1,00-0041453
2026,1,00-0041467
2026,1,00-0041483
2026,1,00-0041510
2026,1,00-0041561
2026,1,00-0041562
2026,1,00-0041565
2026,1,00-0041568
2026,1,HAR447512
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,1,NA
2026,2, 00-0033149
2026,2, 00-0033508
2026,2, 00-0033745
2026,2, 00-0033766
2026,2, 00-0034103
2026,2, 00-0034119
2026,2, 00-0034901
2026,2, 00-0034918
2026,2, 00-0034927
2026,2, 00-0034946
2026,2, 00-0034965
2026,2, 00-0035031
2026,2, 00-0035034
2026,2, 00-0035035
2026,2, 00-0035037
2026,2, 00-0035038
2026,2, 00-0035057
2026,2, 00-0035067
2026,2, 00-0035074
2026,2, 00-0035077
2026,2, 00-0035078
2026,2, 00-0035083
2026,2, 00-0035086
2026,2, 00-0035092
2026,2, 00-0035097
2026,2, 00-0035109
2026,2, 00-0035114
2026,2, 00-0035119
2026,2, 00-0035170
2026,2, 00-0035176
2026,2, 00-0035182
2026,2, 00-0035206
2026,2, 00-0035209
2026,2, 00-0035212
2026,2, 00-0035322
2026,2, 00-0035325
2026,2, 00-0035366
2026,2, 00-0035367
2026,2, 00-0035376
2026,2, 00-0035405
2026,2, 00-0035438
2026,2, 00-0035443
2026,2, 00-0035460
2026,2, 00-0035471
2026,2, 00-0035479
2026,2, 00-0035484
2026,2, 00-0035524
2026,2, 00-0035552
2026,2, 00-0035569
2026,2, 00-0035574
2026,2, 00-0035583
2026,2, 00-0035601
2026,2, 00-0035604
2026,2, 00-0035605
2026,2, 00-0035606
2026,2, 00-0035610
2026,2, 00-0035614
2026,2, 00-0035635
2026,2, 00-0035653
2026,2, 00-0035658
2026,2, 00-0035706
2026,2, 00-0035716
2026,2, 00-0035718
2026,2, 00-0035723
2026,2, 00-0035725
2026,2, 00-0035730
2026,2, 00-0035733
2026,2, 00-0035740
2026,2,00-0008884
2026,2,00-0019596
2026,2,00-0020531
2026,2,00-0021206
2026,2,00-0022127
2026,2,00-0022787
2026,2,00-0022921
2026,2,00-0022924
2026,2,00-0022942
2026,2,00-0022943
2026,2,00-0023436
2026,2,00-0023500
2026,2,00-0023564
2026,2,00-0023682
2026,2,00-0024221
2026,2,00-0024243
2026,2,00-0024389
2026,2,00-0025394
2026,2,00-0025396
2026,2,00-0025399
2026,2,00-0025430
2026,2,00-0025708
2026,2,00-0026035
2026,2,00-0026143
2026,2,00-0026158
2026,2,00-0026189
2026,2,00-0026197
2026,2,00-0026293
2026,2,00-0026300
2026,2,00-0026544
2026,2,00-0026625
2026,2,00-0026986
2026,2,00-0027029
2026,2,00-0027061
2026,2,00-0027150
2026,2,00-0027215
2026,2,00-0027656
2026,2,00-0027685
2026,2,00-0027688
2026,2,00-0027691
2026,2,00-0027696
2026,2,00-0027793
2026,2,00-0027796
2026,2,00-0027876
2026,2,00-0027891
2026,2,00-0027902
2026,2,00-0027925
2026,2,00-0027939
2026,2,00-0027942
2026,2,00-0027944
2026,2,00-0027948
2026,2,00-0027966
2026,2,00-0027973
2026,2,00-0027981
2026,2,00-0027985
2026,2,00-0028002
2026,2,00-0028042
2026,2,00-0028063
2026,2,00-0028064
2026,2,00-0028074
2026,2,00-0028087
2026,2,00-0028097
2026,2,00-0028112
2026,2,00-0028114
2026,2,00-0028118
2026,2,00-0028142
2026,2,00-0028149
2026,2,00-0028237
2026,2,00-0028411
2026,2,00-0028581
2026,2,00-0028903
2026,2,00-0028986
2026,2,00-0029000
2026,2,00-0029119
2026,2,00-0029137
2026,2,00-0029141
2026,2,00-0029159
2026,2,00-0029239
2026,2,00-0029263
2026,2,00-0029269
2026,2,00-0029273
2026,2,00-0029293
2026,2,00-0029319
2026,2,00-0029492
2026,2,00-0029567
2026,2,00-0029572
2026,2,00-0029587
2026,2,00-0029608
2026,2,00-0029615
2026,2,00-0029623
2026,2,00-0029632
2026,2,00-0029664
2026,2,00-0029665
2026,2,00-0029701
2026,2,00-0029738
2026,2,00-0029848
2026,2,00-0029854
2026,2,00-0029857
2026,2,00-0029931
2026,2,00-0029981
2026,2,00-0030035
2026,2,00-0030061
2026,2,00-0030068
2026,2,00-0030085
2026,2,00-0030089
2026,2,00-0030107
2026,2,00-0030108
2026,2,00-0030147
2026,2,00-0030151
2026,2,00-0030155
2026,2,00-0030181
2026,2,00-0030202
2026,2,00-0030216
2026,2,00-0030240
2026,2,00-0030288
2026,2,00-0030300
2026,2,00-0030404
2026,2,00-0030414
2026,2,00-0030431
2026,2,00-0030443
2026,2,00-0030456
2026,2,00-0030465
2026,2,00-0030470
2026,2,00-0030472
2026,2,00-0030496
2026,2,00-0030513
2026,2,00-0030520
2026,2,00-0030525
2026,2,00-0030533
2026,2,00-0030549
2026,2,00-0030564
2026,2,00-0030578
2026,2,00-0030663
2026,2,00-0030669
2026,2,00-0030670
2026,2,00-0030685
2026,2,00-0030710
2026,2,00-0030711
2026,2,00-0030741
2026,2,00-0030756
2026,2,00-0030821
2026,2,00-0030874
2026,2,00-0030968
2026,2,00-0031023
2026,2,00-0031035
2026,2,00-0031045
2026,2,00-0031051
2026,2,00-0031056
2026,2,00-0031060
2026,2,00-0031062
2026,2,00-0031068
2026,2,00-0031076
2026,2,00-0031121
2026,2,00-0031166
2026,2,00-0031167
2026,2,00-0031189
2026,2,00-0031209
2026,2,00-0031228
2026,2,00-0031236
2026,2,00-0031237
2026,2,00-0031257
2026,2,00-0031260
2026,2,00-0031271
2026,2,00-0031273
2026,2,00-0031280
2026,2,00-0031285
2026,2,00-0031288
2026,2,00-0031299
2026,2,00-0031319
2026,2,00-0031325
2026,2,00-0031339
2026,2,00-0031344
2026,2,00-0031345
2026,2,00-0031373
2026,2,00-0031376
2026,2,00-0031382
2026,2,00-0031384
2026,2,00-0031387
2026,2,00-0031395
2026,2,00-0031407
2026,2,00-0031428
2026,2,00-0031431
2026,2,00-0031462
2026,2,00-0031503
2026,2,00-0031504
2026,2,00-0031511
2026,2,00-0031544
2026,2,00-0031545
2026,2,00-0031547
2026,2,00-0031549
2026,2,00-0031558
2026,2,00-0031570
2026,2,00-0031577
2026,2,00-0031585
2026,2,00-0031589
2026,2,00-0031590
2026,2,00-0031595
2026,2,00-0031598
2026,2,00-0031645
2026,2,00-0031665
2026,2,00-0031671
2026,2,00-0031687
2026,2,00-0031690
2026,2,00-0031711
2026,2,00-0031714
2026,2,00-0031744
2026,2,00-0031747
2026,2,00-0031763
2026,2,00-0031787
2026,2,00-0031788
2026,2,00-0031800
2026,2,00-0031806
2026,2,00-0031868
2026,2,00-0031885
2026,2,00-0031900
2026,2,00-0031934
2026,2,00-0031941
2026,2,00-0031951
2026,2,00-0031953
2026,2,00-0031960
2026,2,00-0031972
2026,2,00-0032006
2026,2,00-0032009
2026,2,00-0032054
2026,2,00-0032055
2026,2,00-0032058
2026,2,00-0032062
2026,2,00-0032063
2026,2,00-0032068
2026,2,00-0032072
2026,2,00-0032080
2026,2,00-0032082
2026,2,00-0032098
2026,2,00-0032112
2026,2,00-0032113
2026,2,00-0032117
2026,2,00-0032128
2026,2,00-0032134
2026,2,00-0032135
2026,2,00-0032139
2026,2,00-0032141
2026,2,00-0032144
2026,2,00-0032156
2026,2,00-0032160
2026,2,00-0032187
2026,2,00-0032200
2026,2,00-0032208
2026,2,00-0032209
2026,2,00-0032211
2026,2,00-0032214
2026,2,00-0032227
2026,2,00-0032241
2026,2,00-0032245
2026,2,00-0032256
2026,2,00-0032257
2026,2,00-0032268
2026,2,00-0032319
2026,2,00-0032341
2026,2,00-0032347
2026,2,00-0032349
2026,2,00-0032351
2026,2,00-0032355
2026,2,00-0032377
2026,2,00-0032385
2026,2,00-0032393
2026,2,00-0032394
2026,2,00-0032404
2026,2,00-0032411
2026,2,00-0032417
2026,2,00-0032423
2026,2,00-0032429
2026,2,00-0032431
2026,2,00-0032434
2026,2,00-0032436
2026,2,00-0032447
2026,2,00-0032450
2026,2,00-0032451
2026,2,00-0032453
2026,2,00-0032524
2026,2,00-0032537
2026,2,00-0032540
2026,2,00-0032543
2026,2,00-0032559
2026,2,00-0032577
2026,2,00-0032582
2026,2,00-0032583
2026,2,00-0032599
2026,2,00-0032602
2026,2,00-0032604
2026,2,00-0032609
2026,2,00-0032614
2026,2,00-0032625
2026,2,00-0032626
2026,2,00-0032653
2026,2,00-0032658
2026,2,00-0032661
2026,2,00-0032681
2026,2,00-0032688
2026,2,00-0032689
2026,2,00-0032702
2026,2,00-0032716
2026,2,00-0032725
2026,2,00-0032728
2026,2,00-0032741
2026,2,00-0032760
2026,2,00-0032765
2026,2,00-0032769
2026,2,00-0032772
2026,2,00-0032778
2026,2,00-0032780
2026,2,00-0032782
2026,2,00-0032784
2026,2,00-0032791
2026,2,00-0032792
2026,2,00-0032794
2026,2,00-0032795
2026,2,00-0032806
2026,2,00-0032808
2026,2,00-0032813
2026,2,00-0032817
2026,2,00-0032832
2026,2,00-0032838
2026,2,00-0032864
2026,2,00-0032876
2026,2,00-0032881
2026,2,00-0032897
2026,2,00-0032900
2026,2,00-0032901
2026,2,00-0032914
2026,2,00-0032915
2026,2,00-0032918
2026,2,00-0032935
2026,2,00-0032940
2026,2,00-0032945
2026,2,00-0032951
2026,2,00-0032956
2026,2,00-0032957
2026,2,00-0032963
2026,2,00-0032966
2026,2,00-0032972
2026,2,00-0032975
2026,2,00-0032977
2026,2,00-0032980
2026,2,00-0032986
2026,2,00-0032995
2026,2,00-0032996
2026,2,00-0032997
2026,2,00-0033003
2026,2,00-0033006
2026,2,00-0033009
2026,2,00-0033025
2026,2,00-0033035
2026,2,00-0033040
2026,2,00-0033045
2026,2,00-0033049
2026,2,00-0033080
2026,2,00-0033086
2026,2,00-0033092
2026,2,00-0033094
2026,2,00-0033095
2026,2,00-0033104
2026,2,00-0033108
2026,2,00-0033111
2026,2,00-0033112
2026,2,00-0033114
2026,2,00-0033117
2026,2,00-0033118
2026,2,00-0033127
2026,2,00-0033143
2026,2,00-0033164
2026,2,00-0033193
2026,2,00-0033215
2026,2,00-0033240
2026,2,00-0033251
2026,2,00-0033258
2026,2,00-0033259
2026,2,00-0033261
2026,2,00-0033262
2026,2,00-0033266
2026,2,00-0033268
2026,2,00-0033275
2026,2,00-0033282
2026,2,00-0033286
2026,2,00-0033291
2026,2,00-0033292
2026,2,00-0033295
2026,2,00-0033296
2026,2,00-0033306
2026,2,00-0033308
2026,2,00-0033309
2026,2,00-0033319
2026,2,00-0033332
2026,2,00-0033338
2026,2,00-0033357
2026,2,00-0033367
2026,2,00-0033373
2026,2,00-0033374
2026,2,00-0033375
2026,2,00-0033382
2026,2,00-0033386
2026,2,00-0033387
2026,2,00-0033402
2026,2,00-0033407
2026,2,00-0033409
2026,2,00-0033412
2026,2,00-0033417
2026,2,00-0033421
2026,2,00-0033434
2026,2,00-0033439
2026,2,00-0033441
2026,2,00-0033455
2026,2,00-0033460
2026,2,00-0033464
2026,2,00-0033466
2026,2,00-0033471
2026,2,00-0033474
2026,2,00-0033481
2026,2,00-0033515
2026,2,00-0033517
2026,2,00-0033528
2026,2,00-0033530
2026,2,00-0033536
2026,2,00-0033550
2026,2,00-0033553
2026,2,00-0033556
2026,2,00-0033562
2026,2,00-0033564
2026,2,00-0033567
2026,2,00-0033572
2026,2,00-0033573
2026,2,00-0033589
2026,2,00-0033591
2026,2,00-0033594
2026,2,00-0033597
2026,2,00-0033604
2026,2,00-0033607
2026,2,00-0033611
2026,2,00-0033613
2026,2,00-0033622
2026,2,00-0033623
2026,2,00-0033627
2026,2,00-0033630
2026,2,00-0033633
2026,2,00-0033641
2026,2,00-0033655
2026,2,00-0033658
2026,2,00-0033672
2026,2,00-0033681
2026,2,00-0033683
2026,2,00-0033687
2026,2,00-0033696
2026,2,00-0033699
2026,2,00-0033705
2026,2,00-0033706
2026,2,00-0033720
2026,2,00-0033725
2026,2,00-0033733
2026,2,00-0033735
2026,2,00-0033736
2026,2,00-0033739
2026,2,00-0033742
2026,2,00-0033747
2026,2,00-0033762
2026,2,00-0033763
2026,2,00-0033789
2026,2,00-0033797
2026,2,00-0033798
2026,2,00-0033838
2026,2,00-0033839
2026,2,00-0033840
2026,2,00-0033854
2026,2,00-0033856
2026,2,00-0033857
2026,2,00-0033859
2026,2,00-0033869
2026,2,00-0033871
2026,2,00-0033879
2026,2,00-0033891
2026,2,00-0033893
2026,2,00-0033895
2026,2,00-0033896
2026,2,00-0033897
2026,2,00-0033899
2026,2,00-0033911
2026,2,00-0033919
2026,2,00-0033923
2026,2,00-0033925
2026,2,00-0033932
2026,2,00-0033933
2026,2,00-0033936
2026,2,00-0033937
2026,2,00-0033943
2026,2,00-0033948
2026,2,00-0033949
2026,2,00-0033950
2026,2,00-0033951
2026,2,00-0033953
2026,2,00-0033955
2026,2,00-0033957
2026,2,00-0033958
2026,2,00-0033966
2026,2,00-0033967
2026,2,00-0033992
2026,2,00-0033994
2026,2,00-0034007
2026,2,00-0034010
2026,2,00-0034011
2026,2,00-0034025
2026,2,00-0034034
2026,2,00-0034035
2026,2,00-0034038
2026,2,00-0034052
2026,2,00-0034054
2026,2,00-0034057
2026,2,00-0034073
2026,2,00-0034074
2026,2,00-0034081
2026,2,00-0034099
2026,2,00-0034100
2026,2,00-0034104
2026,2,00-0034106
2026,2,00-0034109
2026,2,00-0034115
2026,2,00-0034126
2026,2,00-0034131
2026,2,00-0034132
2026,2,00-0034133
2026,2,00-0034137
2026,2,00-0034141
2026,2,00-0034144
2026,2,00-0034146
2026,2,00-0034148
2026,2,00-0034149
2026,2,00-0034156
2026,2,00-0034159
2026,2,00-0034164
2026,2,00-0034169
2026,2,00-0034171
2026,2,00-0034177
2026,2,00-0034180
2026,2,00-0034184
2026,2,00-0034192
2026,2,00-0034193
2026,2,00-0034196
2026,2,00-0034200
2026,2,00-0034201
2026,2,00-0034205
2026,2,00-0034207
2026,2,00-0034208
2026,2,00-0034214
2026,2,00-0034219
2026,2,00-0034220
2026,2,00-0034222
2026,2,00-0034237
2026,2,00-0034240
2026,2,00-0034243
2026,2,00-0034244
2026,2,00-0034253
2026,2,00-0034256
2026,2,00-0034258
2026,2,00-0034267
2026,2,00-0034272
2026,2,00-0034273
2026,2,00-0034279
2026,2,00-0034284
2026,2,00-0034286
2026,2,00-0034291
2026,2,00-0034292
2026,2,00-0034294
2026,2,00-0034297
2026,2,00-0034301
2026,2,00-0034309
2026,2,00-0034311
2026,2,00-0034314
2026,2,00-0034315
2026,2,00-0034317
2026,2,00-0034319
2026,2,00-0034330
2026,2,00-0034331
2026,2,00-0034339
2026,2,00-0034340
2026,2,00-0034343
2026,2,00-0034349
2026,2,00-0034353
2026,2,00-0034358
2026,2,00-0034364
2026,2,00-0034366
2026,2,00-0034367
2026,2,00-0034369
2026,2,00-0034370
2026,2,00-0034378
2026,2,00-0034386
2026,2,00-0034393
2026,2,00-0034395
2026,2,00-0034400
2026,2,00-0034401
2026,2,00-0034406
2026,2,00-0034407
2026,2,00-0034409
2026,2,00-0034411
2026,2,00-0034412
2026,2,00-0034414
2026,2,00-0034418
2026,2,00-0034419
2026,2,00-0034420
2026,2,00-0034423
2026,2,00-0034426
2026,2,00-0034432
2026,2,00-0034433
2026,2,00-0034438
2026,2,00-0034439
2026,2,00-0034440
2026,2,00-0034442
2026,2,00-0034449
2026,2,00-0034457
2026,2,00-0034472
2026,2,00-0034487
2026,2,00-0034491
2026,2,00-0034493
2026,2,00-0034494
2026,2,00-0034504
2026,2,00-0034510
2026,2,00-0034521
2026,2,00-0034524
2026,2,00-0034528
2026,2,00-0034532
2026,2,00-0034535
2026,2,00-0034549
2026,2,00-0034551
2026,2,00-0034557
2026,2,00-0034563
2026,2,00-0034574
2026,2,00-0034575
2026,2,00-0034577
2026,2,00-0034578
2026,2,00-0034592
2026,2,00-0034593
2026,2,00-0034597
2026,2,00-0034608
2026,2,00-0034609
2026,2,00-0034613
2026,2,00-0034614
2026,2,00-0034618
2026,2,00-0034619
2026,2,00-0034621
2026,2,00-0034631
2026,2,00-0034632
2026,2,00-0034633
2026,2,00-0034642
2026,2,00-0034646
2026,2,00-0034647
2026,2,00-0034652
2026,2,00-0034653
2026,2,00-0034654
2026,2,00-0034660
2026,2,00-0034666
2026,2,00-0034667
2026,2,00-0034669
2026,2,00-0034670
2026,2,00-0034672
2026,2,00-0034676
2026,2,00-0034679
2026,2,00-0034681
2026,2,00-0034686
2026,2,00-0034697
2026,2,00-0034698
2026,2,00-0034703
2026,2,00-0034705
2026,2,00-0034708
2026,2,00-0034709
2026,2,00-0034710
2026,2,00-0034715
2026,2,00-0034716
2026,2,00-0034725
