season,week,gsisId
2026,1,00-0036696
2026,1,00-0036698
2026,1,00-0036718
2026,1,00-0036721
2026,1,00-0036727
2026,1,00-0036734
2026,1,00-0036741
2026,1,00-0036746
2026,1,00-0036750
2026,1,00-0036753
2026,1,00-0036755
2026,1,00-0036766
2026,1,00-0036768
2026,1,00-0036773
2026,1,00-0036774
2026,1,00-0036775
2026,1,00-0036776
2026,1,00-0036782
2026,1,00-0036799
2026,1,00-0036810
2026,1,00-0036818
2026,1,00-0036819
2026,1,00-0036827
2026,1,00-0036829
2026,1,00-0036841
2026,1,00-0036842
2026,1,00-0036849
2026,1,00-0036857
2026,1,00-0036858
2026,1,00-0036860
2026,1,00-0036877
2026,1,00-0036879
2026,1,00-0036893
2026,1,00-0036898
2026,1,00-0036906
2026,1,00-0036907
2026,1,00-0036910
2026,1,00-0036913
2026,1,00-0036918
2026,1,00-0036924
2026,1,00-0036928
2026,1,00-0036929
2026,1,00-0036936
2026,1,00-0036939
2026,1,00-0036945
2026,1,00-0036946
2026,1,00-0036950
2026,1,00-0036951
2026,1,00-0036955
2026,1,00-0036959
2026,1,00-0036972
2026,1,00-0036980
2026,1,00-0036984
2026,1,00-0036991
2026,1,00-0036999
2026,1,00-0037004
2026,1,00-0037011
2026,1,00-0037012
2026,1,00-0037013
2026,1,00-0037015
2026,1,00-0037031
2026,1,00-0037039
2026,1,00-0037042
2026,1,00-0037055
2026,1,00-0037068
2026,1,00-0037071
2026,1,00-0037077
2026,1,00-0037078
2026,1,00-0037085
2026,1,00-0037086
2026,1,00-0037087
2026,1,00-0037098
2026,1,00-0037111
2026,1,00-0037115
2026,1,00-0037119
2026,1,00-0037120
2026,1,00-0037131
2026,1,00-0037132
2026,1,00-0037139
2026,1,00-0037156
2026,1,00-0037157
2026,1,00-0037164
2026,1,00-0037165
2026,1,00-0037168
2026,1,00-0037172
2026,1,00-0037173
2026,1,00-0037174
2026,1,00-0037175
2026,1,00-0037182
2026,1,00-0037183
2026,1,00-0037185
2026,1,00-0037187
2026,1,00-0037197
2026,1,00-0037201
2026,1,00-0037209
2026,1,00-0037216
2026,1,00-0037226
2026,1,00-0037231
2026,1,00-0037233
2026,1,00-0037257
2026,1,00-0037258
2026,1,00-0037265
2026,1,00-0037267
2026,1,00-0037272
2026,1,00-0037273
2026,1,00-0037276
2026,1,00-0037277
2026,1,00-0037282
2026,1,00-0037286
2026,1,00-0037299
2026,1,00-0037300
2026,1,00-0037306
2026,1,00-0037317
2026,1,00-0037324
2026,1,00-0037327
2026,1,00-0037329
2026,1,00-0037331
2026,1,00-0037340
2026,1,00-0037343
