season,week,offense,defense,startYard,result,points,plays,firstDowns
2025,10,CAR,NO,87,Punt,0,3,0
2025,10,NO,CAR,84,Punt,0,9,2
2025,10,CAR,NO,81,End of half,0,3,1
2025,10,NO,CAR,63,Punt,0,3,0
2025,10,CAR,NO,90,Missed field goal,0,11,3
2025,10,CAR,NO,30,Turnover,0,4,1
2025,10,NO,CAR,83,Turnover on downs,0,12,3
2025,10,CAR,NO,17,Turnover,0,12,3
2025,10,NO,CAR,43,Touchdown,7,5,2
2025,10,CAR,NO,68,Turnover on downs,0,6,1
2025,10,NO,CAR,59,End of half,0,14,4
2025,10,CHI,NYG,60,Turnover on downs,0,6,1
2025,10,NYG,CHI,69,Turnover on downs,0,6,1
2025,10,CHI,NYG,47,Touchdown,7,8,4
2025,10,NYG,CHI,65,Punt,0,3,0
2025,10,CHI,NYG,72,Punt,0,5,1
2025,10,NYG,CHI,80,Touchdown,7,6,3
2025,10,CHI,NYG,65,Punt,0,4,1
2025,10,NYG,CHI,89,Turnover on downs,0,11,4
2025,10,CHI,NYG,81,Turnover on downs,0,9,2
2025,10,NYG,CHI,67,Field goal,3,8,2
2025,10,CHI,NYG,60,End of half,0,1,0
2025,10,NYG,CHI,56,Touchdown,7,6,3
2025,10,CHI,NYG,75,Punt,0,6,1
2025,10,NYG,CHI,80,Turnover,0,10,3
2025,10,CHI,NYG,84,Field goal,3,8,5
2025,10,NYG,CHI,80,Field goal,3,10,4
2025,10,CHI,NYG,64,Turnover on downs,0,4,0
2025,10,NYG,CHI,43,Punt,0,3,0
2025,10,CHI,NYG,91,Touchdown,7,9,6
2025,10,NYG,CHI,65,Punt,0,3,0
2025,10,CHI,NYG,53,Touchdown,7,4,2
2025,10,NYG,CHI,65,Turnover on downs,0,6,1
2025,10,CHI,NYG,46,End of half,0,1,0
2025,10,GB,PHI,61,Punt,0,9,2
2025,10,PHI,GB,91,Turnover,0,16,5
2025,10,GB,PHI,64,Punt,0,3,0
2025,10,PHI,GB,79,Punt,0,3,0
2025,10,GB,PHI,78,Punt,0,5,1
2025,10,PHI,GB,80,Punt,0,3,0
2025,10,GB,PHI,59,Punt,0,3,0
2025,10,PHI,GB,74,Punt,0,5,1
2025,10,GB,PHI,68,Turnover,0,8,3
2025,10,PHI,GB,65,Turnover on downs,0,4,0
2025,10,PHI,GB,71,Field goal,3,10,3
2025,10,GB,PHI,73,Turnover on downs,0,8,2
2025,10,PHI,GB,59,Punt,0,3,0
2025,10,GB,PHI,80,Punt,0,8,3
2025,10,PHI,GB,80,Touchdown,7,4,2
2025,10,GB,PHI,75,Touchdown,7,11,5
2025,10,PHI,GB,72,Punt,0,9,2
2025,10,GB,PHI,90,Turnover,0,7,1
2025,10,PHI,GB,39,Turnover on downs,0,4,0
2025,10,GB,PHI,64,Missed field goal,0,5,1
2025,10,PIT,LAC,60,Punt,0,3,0
2025,10,LAC,PIT,89,Punt,0,3,0
2025,10,PIT,LAC,46,Field goal,3,4,0
2025,10,LAC,PIT,69,Punt,0,7,1
2025,10,PIT,LAC,94,Safety,0,3,0
2025,10,LAC,PIT,66,Punt,0,3,0
2025,10,PIT,LAC,79,Missed field goal,0,9,3
2025,10,LAC,PIT,65,Field goal,3,13,4
2025,10,PIT,LAC,72,Punt,0,3,0
2025,10,LAC,PIT,81,Punt,0,4,1
2025,10,PIT,LAC,77,Turnover,0,2,0
2025,10,LAC,PIT,38,Touchdown,7,7,3
2025,10,PIT,LAC,65,End of half,0,3,0
2025,10,LAC,PIT,67,Punt,0,6,1
2025,10,PIT,LAC,92,Punt,0,4,1
2025,10,LAC,PIT,77,Field goal,3,6,2
2025,10,PIT,LAC,82,Punt,0,3,0
2025,10,LAC,PIT,64,Missed field goal,0,7,1
2025,10,PIT,LAC,55,Turnover on downs,0,8,3
2025,10,LAC,PIT,90,Touchdown,7,6,4
2025,10,PIT,LAC,63,Turnover,0,2,1
2025,10,LAC,PIT,39,Punt,0,3,0
2025,10,LAC,PIT,21,Field goal,3,4,0
2025,10,PIT,LAC,65,Touchdown,7,8,3
2025,10,LAC,PIT,49,End of half,0,4,1
2025,11,CLE,BAL,70,Punt,0,3,0
2025,11,BAL,CLE,79,Field goal,3,15,6
2025,11,CLE,BAL,67,Field goal,3,9,3
2025,11,BAL,CLE,65,Punt,0,4,1
2025,11,CLE,BAL,80,Punt,0,4,1
2025,11,CLE,BAL,6,Field goal,3,4,0
2025,11,BAL,CLE,71,Opp touchdown,0,2,0
2025,11,BAL,CLE,63,Touchdown,7,6,3
2025,11,CLE,BAL,70,Field goal,3,8,2
2025,11,BAL,CLE,66,Punt,0,3,0
2025,11,CLE,BAL,89,End of half,0,1,0
2025,11,BAL,CLE,65,Punt,0,3,0
2025,11,CLE,BAL,75,Punt,0,3,0
2025,11,BAL,CLE,67,Punt,0,8,2
2025,11,CLE,BAL,83,Turnover,0,3,0
2025,11,BAL,CLE,16,Turnover,0,1,0
2025,11,CLE,BAL,77,Punt,0,6,1
2025,11,BAL,CLE,68,Field goal,3,5,1
2025,11,CLE,BAL,68,Punt,0,5,1
2025,11,BAL,CLE,80,Field goal,3,10,3
2025,11,CLE,BAL,80,Punt,0,3,0
2025,11,BAL,CLE,44,Touchdown,7,4,1
2025,11,CLE,BAL,65,Turnover on downs,0,8,2
2025,11,BAL,CLE,74,End of half,0,2,0
2025,11,ATL,CAR,69,Punt,0,3,0
2025,11,CAR,ATL,73,Touchdown,7,12,4
2025,11,ATL,CAR,75,Touchdown,7,4,3
2025,11,CAR,ATL,65,Punt,0,4,1
2025,11,ATL,CAR,95,Touchdown,7,13,7
2025,11,CAR,ATL,80,Punt,0,3,0
2025,11,ATL,CAR,59,Touchdown,7,7,6
2025,11,CAR,ATL,69,Field goal,3,7,2
2025,11,ATL,CAR,71,End of half,0,2,1
2025,11,CAR,ATL,68,Touchdown,7,5,3
2025,11,CAR,ATL,32,Turnover on downs,0,6,1
2025,11,ATL,CAR,91,Punt,0,6,1
2025,11,CAR,ATL,79,Field goal,3,10,3
2025,11,ATL,CAR,78,Punt,0,6,1
2025,11,CAR,ATL,84,Punt,0,4,1
2025,11,ATL,CAR,82,Punt,0,6,2
2025,11,CAR,ATL,93,Turnover on downs,0,11,2
2025,11,ATL,CAR,39,Field goal,3,4,0
2025,11,CAR,ATL,65,Touchdown,7,9,4
2025,11,ATL,CAR,55,Field goal,3,6,2
2025,11,CAR,ATL,72,End of half,0,1,0
2025,11,ATL,CAR,80,Punt,0,3,0
2025,11,CAR,ATL,70,Field goal,3,6,1
2025,11,MIN,CHI,80,Punt,0,9,2
2025,11,CHI,MIN,90,Punt,0,3,0
2025,11,MIN,CHI,64,Punt,0,3,0
2025,11,CHI,MIN,80,Punt,0,3,0
2025,11,MIN,CHI,60,Field goal,3,8,3
2025,11,CHI,MIN,75,Punt,0,6,1
2025,11,MIN,CHI,73,Punt,0,3,0
2025,11,CHI,MIN,74,Touchdown,7,15,7
2025,11,MIN,CHI,80,Turnover,0,3,1
2025,11,CHI,MIN,25,Field goal,3,4,0
2025,11,MIN,CHI,66,Turnover,0,5,2
2025,11,CHI,MIN,80,Punt,0,3,0
2025,11,MIN,CHI,61,End of half,0,1,0
2025,11,CHI,MIN,69,Field goal,3,9,2
2025,11,MIN,CHI,80,Punt,0,5,1
2025,11,CHI,MIN,80,Field goal,3,10,4
2025,11,MIN,CHI,79,Punt,0,3,0
2025,11,CHI,MIN,79,Punt,0,5,1
2025,11,MIN,CHI,24,Touchdown,7,2,1
2025,11,CHI,MIN,65,Missed field goal,0,8,2
2025,11,MIN,CHI,65,Punt,0,3,0
2025,11,CHI,MIN,82,Punt,0,8,2
2025,11,MIN,CHI,85,Touchdown,7,10,5
2025,11,CHI,MIN,40,Field goal,3,4,0
2025,11,PIT,CIN,78,Touchdown,7,8,4
2025,11,CIN,PIT,71,Touchdown,7,9,4
2025,11,PIT,CIN,81,Punt,0,9,2
2025,11,CIN,PIT,90,Punt,0,8,2
2025,11,PIT,CIN,80,Punt,0,3,0
2025,11,CIN,PIT,74,Punt,0,3,0
2025,11,PIT,CIN,77,Punt,0,5,1
2025,11,CIN,PIT,83,Punt,0,6,1
2025,11,PIT,CIN,93,Field goal,3,9,6
2025,11,CIN,PIT,70,End of half,0,1,0
2025,11,CIN,PIT,76,Field goal,3,7,2
2025,11,PIT,CIN,73,Field goal,3,15,4
2025,11,CIN,PIT,68,Opp touchdown,0,8,2
2025,11,CIN,PIT,77,Field goal,3,12,3
2025,11,PIT,CIN,65,Touchdown,7,12,5
2025,11,CIN,PIT,72,Opp touchdown,0,1,0
2025,11,CIN,PIT,65,Turnover on downs,0,10,3
2025,11,PIT,CIN,85,End of half,0,1,0
2025,11,DAL,LV,74,Punt,0,3,0
2025,11,LV,DAL,69,Punt,0,4,1
2025,11,DAL,LV,96,Turnover,0,3,1
2025,11,LV,DAL,15,Field goal,3,4,0
2025,11,DAL,LV,69,Field goal,3,7,2
2025,11,LV,DAL,73,Field goal,3,7,3
2025,11,DAL,LV,68,Touchdown,7,6,4
2025,11,LV,DAL,69,Punt,0,7,2
2025,11,DAL,LV,79,Touchdown,7,12,5
2025,11,LV,DAL,78,Turnover,0,7,3
2025,11,DAL,LV,69,Touchdown,7,4,3
2025,11,LV,DAL,70,Field goal,3,9,3
2025,11,LV,DAL,68,Punt,0,3,0
2025,11,DAL,LV,80,Touchdown,7,12,6
2025,11,LV,DAL,62,Touchdown,7,14,5
2025,11,DAL,LV,57,Punt,0,3,0
2025,11,LV,DAL,98,Safety,0,1,0
2025,11,DAL,LV,38,Turnover on downs,0,12,3
2025,11,LV,DAL,95,Turnover on downs,0,4,0
2025,11,DAL,LV,6,Turnover on downs,0,4,0
2025,11,LV,DAL,93,End of half,0,1,0
2025,11,PHI,DET,65,Punt,0,6,1
2025,11,DET,PHI,86,Turnover,0,3,1
2025,11,PHI,DET,11,Field goal,3,4,0
2025,11,DET,PHI,79,Punt,0,3,0
2025,11,PHI,DET,80,Punt,0,4,1
2025,11,DET,PHI,88,Punt,0,7,3
2025,11,PHI,DET,85,Punt,0,3,0
2025,11,DET,PHI,61,Turnover on downs,0,4,0
2025,11,PHI,DET,48,Punt,0,3,0
2025,11,DET,PHI,65,Turnover on downs,0,4,0
2025,11,PHI,DET,43,Field goal,3,9,2
2025,11,DET,PHI,74,Touchdown,7,3,2
2025,11,PHI,DET,64,Touchdown,7,10,5
2025,11,DET,PHI,65,End of half,0,1,0
2025,11,DET,PHI,65,Turnover on downs,0,6,2
2025,11,PHI,DET,68,Punt,0,3,0
2025,11,DET,PHI,72,Turnover on downs,0,9,2
2025,11,PHI,DET,96,Punt,0,5,2
2025,11,DET,PHI,85,Turnover on downs,0,7,1
2025,11,PHI,DET,55,Field goal,3,11,2
2025,11,DET,PHI,72,Punt,0,4,1
2025,11,PHI,DET,85,Punt,0,4,1
2025,11,DET,PHI,85,Punt,0,6,1
2025,11,PHI,DET,80,Turnover on downs,0,4,0
2025,11,DET,PHI,29,Field goal,3,4,0
2025,11,PHI,DET,65,End of half,0,6,2
2025,11,NYG,GB,65,Touchdown,7,9,4
2025,11,GB,NYG,75,Punt,0,6,2
2025,11,NYG,GB,85,Punt,0,3,0
2025,11,GB,NYG,62,Touchdown,7,12,5
2025,11,NYG,GB,77,Punt,0,3,0
2025,11,GB,NYG,84,Touchdown,7,10,5
2025,11,NYG,GB,68,Touchdown,7,11,5
2025,11,GB,NYG,72,Punt,0,4,1
2025,11,NYG,GB,72,End of half,0,1,0
2025,11,GB,NYG,66,Touchdown,7,6,3
2025,11,NYG,GB,73,Turnover on downs,0,16,4
2025,11,GB,NYG,83,Punt,0,3,0
2025,11,NYG,GB,85,Touchdown,7,15,6
2025,11,GB,NYG,65,Touchdown,7,7,3
2025,11,NYG,GB,65,Turnover,0,10,3
2025,11,GB,NYG,80,Punt,0,3,0
2025,11,NYG,GB,65,Turnover,0,1,0
2025,11,HOU,TEN,65,Turnover on downs,0,15,4
2025,11,TEN,HOU,88,Field goal,3,13,4
2025,11,HOU,TEN,67,Punt,0,4,1
2025,11,TEN,HOU,86,Punt,0,6,1
2025,11,HOU,TEN,86,Punt,0,11,4
2025,11,TEN,HOU,80,Punt,0,3,0
2025,11,HOU,TEN,62,Punt,0,3,0
2025,11,TEN,HOU,79,Punt,0,3,0
2025,11,HOU,TEN,65,End of half,0,2,0
2025,11,TEN,HOU,65,Field goal,3,8,2
2025,11,HOU,TEN,65,Touchdown,7,7,4
2025,11,TEN,HOU,70,Punt,0,3,0
2025,11,HOU,TEN,86,Field goal,3,10,4
2025,11,TEN,HOU,74,Turnover,0,6,1
2025,11,HOU,TEN,34,Field goal,3,4,0
2025,11,TEN,HOU,80,Punt,0,3,0
2025,11,HOU,TEN,62,Punt,0,3,0
2025,11,TEN,HOU,88,Punt,0,3,0
2025,11,HOU,TEN,54,Punt,0,3,0
2025,11,TEN,HOU,95,Touchdown,7,11,6
2025,11,HOU,TEN,65,Field goal,3,9,3
2025,11,DEN,KC,65,Field goal,3,14,4
2025,11,KC,DEN,72,Punt,0,4,1
2025,11,DEN,KC,11,Field goal,3,4,0
2025,11,KC,DEN,71,Field goal,3,9,3
2025,11,DEN,KC,60,Punt,0,3,0
2025,11,KC,DEN,89,Field goal,3,16,5
2025,11,DEN,KC,71,Punt,0,4,1
2025,11,KC,DEN,90,Punt,0,3,0
2025,11,DEN,KC,73,Punt,0,3,0
2025,11,KC,DEN,76,Turnover on downs,0,5,1
2025,11,KC,DEN,68,Turnover,0,9,4
2025,11,DEN,KC,89,Touchdown,7,11,5
2025,11,KC,DEN,75,Touchdown,7,6,2
2025,11,DEN,KC,80,Field goal,3,8,2
2025,11,KC,DEN,73,Touchdown,7,6,3
2025,11,DEN,KC,72,Punt,0,3,0
2025,11,KC,DEN,88,Punt,0,3,0
2025,11,DEN,KC,55,Field goal,3,6,1
2025,11,KC,DEN,74,Punt,0,3,0
2025,11,DEN,KC,74,Field goal,3,10,3
2025,11,LAC,JAX,77,Punt,0,3,0
2025,11,JAX,LAC,88,Turnover on downs,0,10,3
2025,11,LAC,JAX,58,Field goal,3,9,2
2025,11,JAX,LAC,74,Touchdown,7,6,5
2025,11,LAC,JAX,79,Punt,0,3,0
2025,11,JAX,LAC,67,Turnover,0,1,0
2025,11,LAC,JAX,42,Field goal,3,9,3
2025,11,JAX,LAC,60,Touchdown,7,9,5
2025,11,LAC,JAX,75,Punt,0,6,1
2025,11,JAX,LAC,99,End of half,0,2,0
2025,11,JAX,LAC,65,Touchdown,7,11,6
2025,11,LAC,JAX,72,Punt,0,3,0
2025,11,JAX,LAC,76,Touchdown,7,16,7
2025,11,LAC,JAX,72,Turnover,0,1,0
2025,11,JAX,LAC,13,Touchdown,7,2,1
2025,11,LAC,JAX,65,Turnover on downs,0,4,0
2025,11,JAX,LAC,37,Turnover on downs,0,4,0
2025,11,LAC,JAX,69,Turnover on downs,0,9,2
2025,11,JAX,LAC,62,End of half,0,8,3
2025,11,NYJ,NE,72,Touchdown,7,14,5
2025,11,NE,NYJ,69,Touchdown,7,13,5
2025,11,NYJ,NE,69,Punt,0,3,0
2025,11,NE,NYJ,83,Touchdown,7,8,5
2025,11,NYJ,NE,62,Punt,0,3,0
2025,11,NE,NYJ,85,Punt,0,5,1
2025,11,NYJ,NE,93,Punt,0,3,0
2025,11,NE,NYJ,59,Missed field goal,0,7,3
2025,11,NE,NYJ,66,Punt,0,3,0
2025,11,NYJ,NE,68,Punt,0,6,2
2025,11,NE,NYJ,69,Touchdown,7,6,4
2025,11,NYJ,NE,65,Touchdown,7,9,4
2025,11,NE,NYJ,72,Field goal,3,10,3
2025,11,NYJ,NE,72,Punt,0,6,1
2025,11,NE,NYJ,80,Punt,0,4,1
2025,11,NYJ,NE,85,Turnover,0,1,0
2025,11,NE,NYJ,11,Field goal,3,4,0
2025,11,NYJ,NE,65,Turnover on downs,0,12,3
2025,11,NE,NYJ,85,End of half,0,5,1
2025,11,LA,SEA,70,Turnover on downs,0,7,2
2025,11,SEA,LA,92,Turnover,0,3,1
2025,11,LA,SEA,3,Touchdown,7,4,1
2025,11,SEA,LA,65,Field goal,3,6,2
2025,11,LA,SEA,74,Touchdown,7,10,4
2025,11,SEA,LA,65,Field goal,3,13,5
2025,11,LA,SEA,60,Punt,0,3,0
2025,11,SEA,LA,92,Field goal,3,15,4
2025,11,SEA,LA,65,Turnover,0,3,0
2025,11,LA,SEA,35,Turnover,0,2,0
2025,11,SEA,LA,66,Field goal,3,10,3
2025,11,LA,SEA,78,Punt,0,5,1
2025,11,SEA,LA,69,Punt,0,3,0
2025,11,LA,SEA,88,Punt,0,5,1
2025,11,SEA,LA,63,Turnover,0,1,0
2025,11,LA,SEA,25,Touchdown,7,4,2
2025,11,SEA,LA,70,Turnover,0,6,1
2025,11,LA,SEA,49,Punt,0,3,0
2025,11,SEA,LA,87,Punt,0,3,0
2025,11,LA,SEA,75,Punt,0,3,0
2025,11,SEA,LA,84,Touchdown,7,11,6
2025,11,LA,SEA,69,Punt,0,4,1
2025,11,SEA,LA,99,Missed field goal,0,10,4
2025,11,SF,ARI,1,Touchdown,7,1,1
2025,11,ARI,SF,73,Punt,0,5,1
2025,11,SF,ARI,70,Touchdown,7,5,3
2025,11,ARI,SF,72,Touchdown,7,9,4
2025,11,SF,ARI,65,Punt,0,3,0
2025,11,ARI,SF,44,Missed field goal,0,4,0
2025,11,SF,ARI,52,Touchdown,7,5,5
2025,11,ARI,SF,71,Field goal,3,12,4
2025,11,SF,ARI,48,Punt,0,3,0
2025,11,ARI,SF,92,Punt,0,4,0
2025,11,SF,ARI,61,Field goal,3,6,2
2025,11,ARI,SF,72,Turnover,0,4,1
2025,11,SF,ARI,67,Field goal,3,3,3
2025,11,ARI,SF,69,Punt,0,3,0
2025,11,SF,ARI,68,Field goal,3,9,3
2025,11,ARI,SF,75,Turnover,0,4,2
2025,11,SF,ARI,14,Touchdown,7,5,2
2025,11,ARI,SF,70,Turnover,0,10,4
2025,11,SF,ARI,97,Punt,0,3,0
2025,11,ARI,SF,65,Touchdown,7,10,4
2025,11,SF,ARI,45,Touchdown,7,7,4
2025,11,ARI,SF,65,Touchdown,7,8,4
2025,11,SF,ARI,45,End of half,0,5,1
2025,11,TB,BUF,65,Punt,0,7,2
2025,11,BUF,TB,95,Turnover,0,2,0
2025,11,TB,BUF,7,Field goal,3,4,0
2025,11,BUF,TB,36,Touchdown,7,10,3
2025,11,TB,BUF,69,Touchdown,7,11,4
2025,11,BUF,TB,67,Touchdown,7,6,2
2025,11,TB,BUF,66,Touchdown,7,6,3
2025,11,BUF,TB,51,Turnover,0,4,0
2025,11,TB,BUF,68,Punt,0,6,1
2025,11,BUF,TB,92,Touchdown,7,4,3
2025,11,TB,BUF,64,Field goal,3,5,3
2025,11,BUF,TB,56,Punt,0,3,0
2025,11,TB,BUF,96,Punt,0,3,0
2025,11,TB,BUF,43,Touchdown,7,7,3
2025,11,BUF,TB,46,Field goal,3,5,1
2025,11,TB,BUF,72,Turnover,0,3,0
2025,11,BUF,TB,25,Touchdown,7,1,1
2025,11,TB,BUF,62,Touchdown,7,9,3
2025,11,BUF,TB,81,Touchdown,7,8,5
2025,11,TB,BUF,69,Punt,0,3,0
2025,11,BUF,TB,85,Touchdown,7,8,4
2025,11,TB,BUF,65,Turnover,0,5,2
2025,11,BUF,TB,61,Punt,0,3,0
2025,11,TB,BUF,80,End of half,0,1,0
2025,11,MIA,WAS,80,Field goal,3,7,3
2025,11,WAS,MIA,79,Field goal,3,13,5
2025,11,MIA,WAS,77,Field goal,3,11,3
2025,11,WAS,MIA,72,Missed field goal,0,9,3
2025,11,MIA,WAS,59,Punt,0,3,0
2025,11,WAS,MIA,94,Field goal,3,14,5
2025,11,WAS,MIA,59,Touchdown,7,6,3
2025,11,MIA,WAS,65,Turnover on downs,0,8,3
2025,11,WAS,MIA,98,Punt,0,6,1
2025,11,MIA,WAS,53,Touchdown,7,10,4
2025,11,WAS,MIA,70,Turnover on downs,0,11,3
2025,11,MIA,WAS,98,Punt,0,4,1
2025,11,MIA,WAS,42,Turnover on downs,0,8,2
2025,11,WAS,MIA,97,Missed field goal,0,8,2
2025,11,MIA,WAS,54,End of half,0,2,1
2025,11,WAS,MIA,65,Turnover,0,1,0
2025,11,MIA,WAS,33,Field goal,3,4,2
2025,12,ATL,NO,74,Punt,0,3,0
2025,12,NO,ATL,58,Turnover,0,2,0
2025,12,ATL,NO,39,Field goal,3,4,0
2025,12,NO,ATL,16,Missed field goal,0,4,0
2025,12,ATL,NO,71,Punt,0,4,1
2025,12,NO,ATL,92,Punt,0,9,2
2025,12,ATL,NO,77,Touchdown,7,8,4
2025,12,NO,ATL,71,Punt,0,7,2
2025,12,ATL,NO,81,Opp touchdown,0,4,1
2025,12,ATL,NO,64,Field goal,3,9,2
2025,12,NO,ATL,65,Missed field goal,0,7,2
2025,12,ATL,NO,62,Field goal,3,10,2
2025,12,NO,ATL,75,Turnover on downs,0,15,5
2025,12,ATL,NO,98,Punt,0,3,0
2025,12,NO,ATL,59,Field goal,3,15,4
2025,12,ATL,NO,68,Touchdown,7,3,2
2025,12,NO,ATL,65,Punt,0,3,0
2025,12,ATL,NO,73,Punt,0,6,1
2025,12,NO,ATL,88,Turnover on downs,0,6,2
2025,12,ATL,NO,42,Punt,0,3,0
2025,12,NO,ATL,88,Turnover,0,13,4
2025,12,ATL,NO,80,End of half,0,1,0
2025,12,HOU,BUF,78,Punt,0,3,0
2025,12,BUF,HOU,81,Touchdown,7,10,3
2025,12,HOU,BUF,59,Field goal,3,10,4
2025,12,BUF,HOU,88,Punt,0,3,0
2025,12,HOU,BUF,66,Punt,0,3,0
2025,12,BUF,HOU,95,Field goal,3,13,4
2025,12,HOU,BUF,77,Touchdown,7,12,6
2025,12,BUF,HOU,75,Turnover,0,1,0
2025,12,HOU,BUF,30,Field goal,3,4,0
2025,12,HOU,BUF,75,Touchdown,7,6,3
2025,12,BUF,HOU,65,End of half,0,1,0
2025,12,BUF,HOU,80,Punt,0,5,1
2025,12,HOU,BUF,69,Punt,0,3,0
2025,12,BUF,HOU,90,Punt,0,3,0
2025,12,HOU,BUF,53,Punt,0,3,0
2025,12,BUF,HOU,92,Turnover,0,3,0
2025,12,HOU,BUF,22,Field goal,3,7,1
2025,12,BUF,HOU,65,Turnover on downs,0,9,2
2025,12,HOU,BUF,75,Punt,0,3,0
2025,12,BUF,HOU,62,Field goal,3,7,1
2025,12,HOU,BUF,79,Punt,0,4,1
2025,12,BUF,HOU,82,Turnover,0,13,3
2025,12,HOU,BUF,91,End of half,0,1,0
2025,12,SF,CAR,72,Touchdown,7,15,6
2025,12,CAR,SF,65,Punt,0,3,0
2025,12,SF,CAR,92,Turnover,0,1,0
2025,12,CAR,SF,16,Turnover,0,4,1
2025,12,SF,CAR,80,Turnover,0,12,4
2025,12,CAR,SF,80,Punt,0,3,0
2025,12,SF,CAR,83,Turnover,0,3,1
2025,12,CAR,SF,33,Field goal,3,7,2
2025,12,SF,CAR,54,Field goal,3,6,1
2025,12,CAR,SF,75,Punt,0,3,0
2025,12,SF,CAR,65,End of half,0,3,1
2025,12,CAR,SF,73,Punt,0,4,1
2025,12,SF,CAR,80,Touchdown,7,13,6
2025,12,CAR,SF,68,Touchdown,7,8,4
2025,12,SF,CAR,70,Field goal,3,10,3
2025,12,CAR,SF,65,Turnover,0,6,2
2025,12,SF,CAR,74,Punt,0,3,0
2025,12,CAR,SF,66,Missed field goal,0,7,2
2025,12,SF,CAR,53,End of half,0,6,1
2025,12,CLE,LV,68,Punt,0,3,0
2025,12,LV,CLE,86,Punt,0,7,1
2025,12,CLE,LV,13,Touchdown,7,2,1
2025,12,LV,CLE,65,Punt,0,3,0
2025,12,CLE,LV,60,Punt,0,3,0
2025,12,LV,CLE,74,Punt,0,3,0
2025,12,CLE,LV,73,Touchdown,7,5,3
2025,12,LV,CLE,75,Missed field goal,0,9,3
2025,12,CLE,LV,62,Turnover,0,1,0
2025,12,LV,CLE,26,Field goal,3,4,0
2025,12,CLE,LV,59,Punt,0,3,0
2025,12,LV,CLE,79,Punt,0,6,2
2025,12,CLE,LV,72,Turnover,0,1,0
2025,12,LV,CLE,76,Punt,0,3,0
2025,12,CLE,LV,72,Punt,0,3,0
2025,12,LV,CLE,77,Punt,0,5,2
2025,12,CLE,LV,91,End of half,0,1,0
2025,12,LV,CLE,63,Turnover on downs,0,7,1
2025,12,CLE,LV,48,Punt,0,3,0
2025,12,LV,CLE,80,Punt,0,3,0
2025,12,CLE,LV,87,Punt,0,6,1
2025,12,LV,CLE,65,Turnover on downs,0,7,1
2025,12,CLE,LV,78,Field goal,3,8,4
2025,12,LV,CLE,82,Punt,0,4,1
2025,12,CLE,LV,67,Touchdown,7,3,1
2025,12,LV,CLE,65,Touchdown,7,7,4
2025,12,CLE,LV,72,Punt,0,3,0
2025,12,LV,CLE,69,Turnover,0,6,2
2025,12,CLE,LV,51,Punt,0,4,1
2025,12,LV,CLE,90,End of half,0,3,2
2025,12,IND,KC,69,Punt,0,7,1
2025,12,KC,IND,96,Turnover,0,2,0
2025,12,IND,KC,3,Touchdown,7,2,1
2025,12,KC,IND,74,Field goal,3,17,6
2025,12,IND,KC,75,Touchdown,7,8,3
2025,12,KC,IND,78,Field goal,3,13,4
2025,12,IND,KC,69,Punt,0,3,0
2025,12,KC,IND,85,Field goal,3,10,6
2025,12,IND,KC,67,End of half,0,1,0
2025,12,KC,IND,71,Punt,0,3,0
2025,12,IND,KC,63,Field goal,3,8,2
2025,12,KC,IND,80,Punt,0,5,2
2025,12,IND,KC,74,Field goal,3,11,3
2025,12,KC,IND,72,Turnover,0,5,2
2025,12,IND,KC,94,Punt,0,3,0
2025,12,KC,IND,56,Touchdown,7,11,5
2025,12,IND,KC,67,Punt,0,3,0
2025,12,KC,IND,88,Punt,0,3,0
2025,12,IND,KC,51,Punt,0,3,0
2025,12,KC,IND,94,Field goal,3,15,4
2025,12,IND,KC,67,Punt,0,3,0
2025,12,KC,IND,90,Field goal,3,12,4
2025,12,ARI,JAX,72,Punt,0,8,2
2025,12,JAX,ARI,97,Touchdown,7,4,3
2025,12,ARI,JAX,77,Punt,0,7,4
2025,12,JAX,ARI,92,Opp touchdown,0,3,0
2025,12,JAX,ARI,65,Field goal,3,10,2
2025,12,ARI,JAX,65,Touchdown,7,9,6
2025,12,JAX,ARI,65,Punt,0,3,0
2025,12,ARI,JAX,87,Missed field goal,0,16,5
2025,12,JAX,ARI,77,End of half,0,2,0
2025,12,JAX,ARI,57,Turnover,0,4,3
2025,12,ARI,JAX,80,Punt,0,3,0
2025,12,JAX,ARI,27,Touchdown,7,6,2
2025,12,ARI,JAX,79,Punt,0,5,1
2025,12,JAX,ARI,77,Turnover,0,3,0
2025,12,ARI,JAX,39,Punt,0,3,0
2025,12,JAX,ARI,91,Punt,0,5,1
2025,12,ARI,JAX,78,Punt,0,4,1
2025,12,JAX,ARI,99,Turnover,0,7,2
2025,12,ARI,JAX,41,Touchdown,7,3,1
2025,12,JAX,ARI,65,Touchdown,7,6,4
2025,12,ARI,JAX,70,Turnover on downs,0,4,0
2025,12,JAX,ARI,28,Turnover on downs,0,4,0
2025,12,ARI,JAX,80,Field goal,3,8,3
2025,12,JAX,ARI,65,End of half,0,1,0
2025,12,JAX,ARI,65,Field goal,3,5,1
2025,12,ARI,JAX,72,Turnover on downs,0,8,2
2025,12,MIN,GB,65,Field goal,3,7,2
2025,12,GB,MIN,70,Touchdown,7,7,4
2025,12,MIN,GB,72,Punt,0,6,1
2025,12,GB,MIN,98,Punt,0,9,2
2025,12,MIN,GB,76,Turnover on downs,0,10,3
2025,12,GB,MIN,82,Field goal,3,14,5
2025,12,MIN,GB,73,Field goal,3,8,2
