season,week,team,points,pts_allow,sack,int,fum_rec,def_td,safe,blk_kick
2024,12,MIN,7.43,18,2.85,0.79,0.53,0.13,0.06,0.06
2024,12,NE,5.01,26.5,2.03,0.64,0.45,0.1,0.05,0.05
2024,12,NYG,6.27,23.25,2.38,0.64,0.53,0.11,0.05,0.05
2024,12,PHI,6.79,23.5,2.45,0.74,0.51,0.12,0.06,0.06
2024,12,PIT,7.75,16,2.72,0.83,0.58,0.18,0.06,0.06
2024,12,SEA,6.26,24.25,2.32,0.7,0.49,0.11,0.05,0.05
2024,12,SF,6.07,25,2.13,0.63,0.46,0.15,0.05,0.04
2024,12,TB,7.2,18.25,2.59,0.77,0.58,0.13,0.06,0.06
2024,12,TEN,5.6,24,1.97,0.66,0.46,0.1,0.05,0.05
2024,12,WAS,7.34,18,2.56,0.79,0.6,0.14,0.07,0.07
2024,13,ARI,6.4,24.25,2.23,0.73,0.53,0.12,0.06,0.06
2024,13,ATL,6.03,24,2.16,0.7,0.48,0.11,0.05,0.05
2024,13,BAL,6.43,23.75,2.26,0.7,0.44,0.14,0.05,0.05
2024,13,BUF,7.11,20,2.41,0.81,0.59,0.12,0.06,0.06
2024,13,CAR,5.54,26.25,1.97,0.61,0.45,0.1,0.05,0.05
2024,13,CHI,5.39,29,1.99,0.62,0.42,0.09,0.04,0.04
2024,13,CIN,6.45,22,2.3,0.74,0.51,0.11,0.06,0.06
2024,13,CLE,6.21,23.75,2.19,0.65,0.5,0.14,0.05,0.05
2024,13,DAL,7.54,16.75,2.75,0.8,0.53,0.18,0.05,0.05
2024,13,DEN,8,18.25,2.81,0.89,0.67,0.14,0.07,0.08
2024,13,DET,7.29,19.5,2.64,0.86,0.55,0.13,0.06,0.06
2024,13,GB,6.56,21.75,2.36,0.75,0.52,0.11,0.06,0.06
2024,13,HOU,7.58,18.25,2.73,0.83,0.64,0.13,0.06,0.06
2024,13,IND,6.99,19.25,2.54,0.77,0.59,0.12,0.06,0.06
2024,13,JAX,5.51,23.25,2.07,0.59,0.45,0.1,0.05,0.05
2024,13,KC,7.87,14.75,2.7,0.83,0.59,0.18,0.06,0.06
2024,13,LA,6.72,22.75,2.4,0.72,0.54,0.12,0.06,0.06
2024,13,LAC,6.21,23,2.25,0.71,0.5,0.11,0.06,0.06
2024,13,LV,5.11,27.75,1.94,0.54,0.41,0.1,0.05,0.04
2024,13,MIA,6.26,25.25,2.29,0.68,0.54,0.1,0.05,0.05
2024,13,MIN,7.16,21,2.72,0.76,0.5,0.13,0.06,0.06
2024,13,NE,5.88,23,2.41,0.76,0.52,0.11,0.06,0.06
2024,13,NO,6.17,25.75,2.15,0.7,0.49,0.11,0.05,0.05
2024,13,NYG,6.78,20.75,2.5,0.67,0.54,0.14,0.07,0.06
2024,13,NYJ,6.59,22,2.37,0.74,0.51,0.14,0.05,0.05
2024,13,PHI,6.3,26.25,2.24,0.68,0.47,0.12,0.06,0.05
2024,13,PIT,6.47,25,2.23,0.68,0.49,0.15,0.05,0.05
2024,13,SEA,6.68,20,2.46,0.76,0.53,0.11,0.06,0.06
2024,13,SF,5.8,26,2.05,0.61,0.43,0.14,0.05,0.04
2024,13,TB,7.21,20.25,2.53,0.75,0.57,0.14,0.07,0.07
2024,13,TEN,5.93,25.5,2.11,0.7,0.5,0.1,0.05,0.05
2024,13,WAS,7.63,19.5,3.1,0.8,0.5,0.14,0.07,0.07
2024,14,ARI,6.74,21,2.32,0.75,0.57,0.13,0.06,0.06
2024,14,ATL,6.19,25.5,2.24,0.73,0.49,0.11,0.05,0.05
2024,14,BUF,6.87,22.5,2.38,0.79,0.58,0.1,0.05,0.06
2024,14,CAR,4.75,29.5,1.7,0.53,0.4,0.08,0.04,0.04
2024,14,CHI,6.23,23.75,2.27,0.7,0.48,0.11,0.05,0.05
2024,14,CIN,6.53,22,2.27,0.74,0.52,0.12,0.06,0.06
2024,14,CLE,6.11,24.25,2.14,0.64,0.49,0.14,0.05,0.05
2024,14,DAL,5.64,27.5,2,0.59,0.39,0.15,0.05,0.04
2024,14,DET,6.8,24.75,2.45,0.8,0.51,0.12,0.06,0.06
2024,14,GB,5.49,27.75,1.95,0.62,0.43,0.1,0.05,0.05
2024,14,JAX,6.76,21.75,2.56,0.73,0.55,0.12,0.06,0.06
2024,14,KC,6.79,19.25,2.38,0.74,0.54,0.14,0.04,0.05
2024,14,LA,5.69,26.5,2.05,0.62,0.46,0.1,0.05,0.05
2024,14,LAC,6.14,23.75,2.23,0.71,0.48,0.11,0.05,0.05
2024,14,LV,5.1,26.75,1.97,0.56,0.41,0.08,0.04,0.04
2024,14,MIA,6.95,19.25,2.51,0.75,0.58,0.12,0.06,0.06
2024,14,MIN,7.09,20.5,2.66,0.74,0.49,0.13,0.07,0.07
2024,14,NO,7.34,17.75,2.57,0.81,0.58,0.13,0.07,0.07
2024,14,NYG,6.48,23.25,2.43,0.66,0.54,0.11,0.06,0.06
2024,14,NYJ,5.42,26,1.95,0.61,0.42,0.13,0.04,0.03
2024,14,PHI,7.86,17,2.83,0.85,0.59,0.14,0.07,0.07
2024,14,PIT,8,17.75,2.79,0.85,0.61,0.18,0.06,0.06
2024,14,SEA,6.53,24,2.44,0.73,0.51,0.11,0.06,0.06
2024,14,SF,7.06,20.25,2.51,0.75,0.54,0.16,0.05,0.05
2024,14,TB,7.19,19,2.55,0.75,0.57,0.13,0.07,0.07
2024,14,TEN,7.12,18.25,2.49,0.84,0.59,0.13,0.06,0.06
2024,15,ARI,7.05,20.25,2.4,0.78,0.58,0.14,0.07,0.07
2024,15,ATL,6.85,19.25,2.42,0.79,0.55,0.13,0.06,0.06
2024,15,BAL,7.54,14,2.69,0.82,0.52,0.17,0.05,0.06
2024,15,BUF,5.64,28.75,1.91,0.64,0.45,0.1,0.05,0.05
2024,15,CAR,6.72,20.25,2.38,0.74,0.55,0.12,0.06,0.06
2024,15,CHI,6.07,25.5,2.25,0.68,0.49,0.1,0.05,0.05
2024,15,CIN,6.8,21.5,2.57,0.77,0.48,0.12,0.06,0.06
2024,15,CLE,5.68,22.5,2.01,0.59,0.45,0.13,0.04,0.04
2024,15,DAL,6.52,22.75,2.36,0.7,0.46,0.15,0.05,0.05
2024,15,DEN,6.94,20,2.41,0.76,0.56,0.14,0.07,0.07
2024,15,DET,5.76,26.75,2.1,0.67,0.43,0.1,0.05,0.05
2024,15,GB,6.6,22,2.36,0.75,0.52,0.12,0.06,0.06
2024,15,HOU,6.29,22.5,2.29,0.69,0.53,0.1,0.05,0.05
2024,15,IND,5.96,24,2.16,0.67,0.49,0.11,0.05,0.05
2024,15,JAX,6.01,22.25,2.29,0.65,0.49,0.1,0.05,0.05
2024,15,KC,6.93,20.5,2.41,0.75,0.54,0.15,0.05,0.05
2024,15,LA,5.71,25.5,2.05,0.61,0.47,0.1,0.05,0.05
2024,15,LAC,5.99,21.25,2.17,0.68,0.47,0.11,0.05,0.05
2024,15,LV,5.72,25.25,2.2,0.62,0.45,0.1,0.05,0.05
2024,15,MIA,5.9,24.5,2.14,0.64,0.5,0.1,0.05,0.05
2024,15,MIN,7.34,18.5,2.78,0.77,0.51,0.13,0.07,0.07
2024,15,NE,5.04,26.25,2.04,0.65,0.45,0.1,0.05,0.05
2024,15,NO,5.87,25,2.09,0.67,0.47,0.1,0.05,0.05
2024,15,NYG,4.95,30,1.9,0.51,0.42,0.08,0.04,0.04
2024,15,NYJ,6.75,18.5,2.49,0.78,0.51,0.14,0.04,0.04
2024,15,PHI,6.83,18.75,2.49,0.75,0.52,0.12,0.06,0.06
2024,15,PIT,6.6,24.25,2.32,0.72,0.51,0.14,0.05,0.05
2024,15,SEA,6.43,24.5,2.39,0.72,0.5,0.11,0.06,0.06
2024,15,SF,6.29,23,2.21,0.65,0.48,0.15,0.04,0.05
2024,15,TB,5.92,24.25,2.12,0.63,0.47,0.11,0.05,0.05
2024,15,TEN,5.66,26.5,1.99,0.67,0.46,0.1,0.05,0.05
2024,15,WAS,7.3,18,2.53,0.8,0.6,0.14,0.07,0.07
2024,16,ARI,6.72,21.5,2.29,0.73,0.54,0.14,0.07,0.06
2024,16,ATL,7.4,16.5,2.63,0.85,0.59,0.13,0.07,0.07
2024,16,BAL,6.64,19.5,2.38,0.72,0.46,0.16,0.05,0.05
2024,16,BUF,7.79,16.25,2.63,0.88,0.63,0.13,0.07,0.07
2024,16,CAR,5.72,26.25,2.04,0.63,0.47,0.1,0.05,0.05
2024,16,CHI,5.47,26.5,1.99,0.61,0.42,0.1,0.05,0.05
2024,16,CIN,6.91,19.5,2.33,0.86,0.53,0.12,0.06,0.06
2024,16,CLE,5.49,28.25,1.9,0.57,0.44,0.13,0.04,0.04
2024,16,DAL,5.58,26.5,2.04,0.6,0.39,0.13,0.05,0.04
2024,16,DEN,6.87,23,2.39,0.74,0.57,0.14,0.07,0.06
2024,16,DET,6.92,20,2.5,0.81,0.51,0.12,0.06,0.06
2024,16,GB,8.02,14.5,2.85,0.89,0.63,0.15,0.07,0.07
2024,16,HOU,6.41,22.75,2.37,0.71,0.53,0.1,0.05,0.05
2024,16,IND,7.01,19,2.51,0.76,0.57,0.14,0.07,0.06
2024,16,JAX,6.66,20.5,2.54,0.72,0.54,0.11,0.06,0.06
2024,16,KC,6.53,21,2.25,0.7,0.51,0.15,0.05,0.05
2024,16,LA,6.24,21.5,2.24,0.67,0.5,0.11,0.06,0.06
2024,16,LAC,6.49,20,2.37,0.75,0.52,0.11,0.06,0.06
2024,16,LV,6.75,19.5,2.57,0.73,0.54,0.12,0.06,0.06
2024,16,MIA,6.48,22.25,2.38,0.73,0.55,0.1,0.05,0.05
2024,16,MIN,7.17,19.75,2.72,0.77,0.5,0.13,0.06,0.06
2024,16,NE,4.11,30.25,1.66,0.53,0.38,0.08,0.04,0.04
2024,16,NO,5.37,28.75,1.93,0.64,0.43,0.09,0.04,0.04
2024,16,NYG,5.5,26.5,2.07,0.56,0.45,0.1,0.05,0.05
2024,16,NYJ,5.69,25,2.02,0.64,0.43,0.14,0.05,0.03
2024,16,PHI,6.9,21.25,2.56,0.77,0.53,0.1,0.05,0.06
2024,16,PIT,5.94,25.5,2.05,0.62,0.44,0.14,0.04,0.04
2024,16,SEA,6.12,23,2.28,0.7,0.48,0.1,0.05,0.05
2024,16,SF,6.32,23.75,2.26,0.67,0.48,0.14,0.04,0.05
2024,16,TB,6.72,22.5,2.43,0.71,0.52,0.12,0.06,0.06
2024,16,TEN,6.57,23.5,2.33,0.77,0.54,0.12,0.06,0.06
2024,16,WAS,5.65,24.25,2.02,0.62,0.46,0.1,0.05,0.05
2024,17,ARI,5.46,27.25,1.91,0.61,0.45,0.1,0.05,0.05
2024,17,ATL,6.05,25.75,2.14,0.7,0.47,0.12,0.06,0.05
2024,17,BAL,6.44,20.5,2.3,0.69,0.45,0.15,0.05,0.05
2024,17,BUF,6.73,18.5,2.28,0.76,0.54,0.12,0.06,0.06
2024,17,CAR,5.19,28.75,1.84,0.56,0.43,0.09,0.05,0.05
2024,17,CHI,6.22,23.5,2.3,0.71,0.48,0.1,0.05,0.05
2024,17,CIN,6.2,23.25,2.21,0.7,0.49,0.11,0.06,0.06
2024,17,CLE,5.92,23.25,2.09,0.62,0.48,0.14,0.04,0.04
2024,17,DAL,5.92,26.25,2.2,0.65,0.41,0.14,0.05,0.04
2024,17,DEN,5.92,26.75,2.03,0.64,0.49,0.12,0.06,0.06
2024,17,DET,6.73,25.25,2.41,0.8,0.5,0.12,0.06,0.06
2024,17,GB,6.12,25,2.22,0.7,0.47,0.11,0.05,0.05
2024,17,HOU,5.5,26,2.01,0.6,0.47,0.09,0.04,0.04
2024,17,IND,7.29,16.25,2.65,0.8,0.62,0.12,0.06,0.07
2024,17,JAX,6.78,17.75,2.59,0.74,0.55,0.11,0.06,0.06
2024,17,KC,6.56,20.5,2.26,0.69,0.5,0.15,0.05,0.05
2024,17,LA,6.29,21.25,2.27,0.67,0.51,0.11,0.06,0.06
2024,17,LAC,6.91,18.25,2.5,0.78,0.54,0.13,0.06,0.06
2024,17,LV,6.04,19.25,2.34,0.64,0.48,0.1,0.05,0.05
2024,17,MIA,7.36,16.75,2.73,0.81,0.63,0.12,0.06,0.06
2024,17,MIN,6.39,24,2.43,0.68,0.45,0.11,0.06,0.06
2024,17,NE,5.09,22.25,2.05,0.67,0.46,0.1,0.05,0.05
2024,17,NO,6.78,18.25,2.43,0.78,0.54,0.11,0.06,0.06
2024,17,NYG,5.48,24.25,2.09,0.56,0.45,0.09,0.05,0.05
2024,17,NYJ,4.99,28,1.76,0.55,0.38,0.13,0.05,0.03
2024,17,PHI,7.45,16.75,2.74,0.83,0.58,0.12,0.06,0.06
2024,17,PIT,6.37,24,2.19,0.67,0.47,0.15,0.05,0.05
2024,17,SEA,6.96,20,2.57,0.78,0.54,0.12,0.06,0.06
2024,17,SF,5.69,25.5,1.99,0.59,0.42,0.14,0.05,0.04
2024,17,TB,7.1,19,2.5,0.74,0.56,0.13,0.07,0.07
2024,17,TEN,6.56,21,2.34,0.78,0.54,0.11,0.06,0.06
2024,17,WAS,6.59,21.75,2.32,0.73,0.54,0.12,0.06,0.06
2024,18,ARI,6.16,21,2.13,0.69,0.52,0.12,0.06,0.06
2024,18,ATL,6.84,20.25,2.41,0.79,0.55,0.13,0.06,0.06
2024,18,BAL,8.04,11,2.89,0.88,0.56,0.17,0.05,0.06
2024,18,BUF,7.13,16.75,2.51,0.83,0.59,0.11,0.06,0.06
2024,18,CAR,5.88,28.25,2.07,0.64,0.48,0.11,0.05,0.05
2024,18,CHI,5.73,25,2.11,0.65,0.45,0.1,0.05,0.04
2024,18,CIN,6.52,23,2.33,0.76,0.52,0.1,0.05,0.06
2024,18,CLE,4.46,31,1.6,0.48,0.36,0.1,0.03,0.03
2024,18,DAL,6.09,23.75,2.24,0.67,0.43,0.14,0.05,0.04
2024,18,DEN,7.44,14.25,2.63,0.83,0.63,0.12,0.06,0.07
2024,18,DET,6.25,26.75,2.29,0.74,0.47,0.1,0.05,0.06
2024,18,GB,7.66,15.5,2.74,0.87,0.6,0.14,0.07,0.07
2024,18,HOU,6.63,20,2.46,0.74,0.57,0.1,0.05,0.05
2024,18,IND,6.63,21.25,2.31,0.72,0.53,0.14,0.07,0.06
2024,18,JAX,6.23,24.75,2.35,0.67,0.5,0.11,0.05,0.05
2024,18,KC,5.71,24.25,2,0.63,0.44,0.13,0.04,0.04
2024,18,LA,6.38,21.25,2.38,0.71,0.54,0.1,0.05,0.05
2024,18,LAC,7.04,18,2.54,0.8,0.55,0.13,0.06,0.06
2024,18,LV,5.76,23.5,2.21,0.62,0.47,0.1,0.05,0.05
2024,18,MIA,6.65,19,2.43,0.73,0.56,0.11,0.05,0.05
2024,18,MIN,6.41,27,2.44,0.68,0.45,0.1,0.05,0.06
2024,18,NE,5.77,19.75,2.32,0.74,0.51,0.12,0.06,0.05
2024,18,NO,5.01,28.5,1.8,0.59,0.41,0.08,0.04,0.04
2024,18,NYG,5.49,19.5,2.07,0.55,0.45,0.1,0.05,0.05
2024,18,NYJ,6.3,20.5,2.31,0.72,0.48,0.14,0.05,0.04
2024,18,PHI,6.95,17.75,2.59,0.78,0.54,0.11,0.06,0.06
2024,18,PIT,6.45,25.5,2.23,0.68,0.48,0.15,0.05,0.05
2024,18,SEA,6.63,18.25,2.45,0.75,0.52,0.11,0.06,0.06
2024,18,SF,6.28,21.5,2.24,0.67,0.48,0.14,0.04,0.05
2024,18,TB,7.81,15,2.72,0.8,0.59,0.16,0.08,0.07
2024,18,TEN,6.82,19,2.37,0.79,0.54,0.14,0.07,0.06
2024,18,WAS,6.66,20.25,2.35,0.73,0.55,0.13,0.06,0.06
2025,1,ARI,7.52,19,2.84,0.85,0.57,0.14,0,0.07
2025,1,ATL,5.81,22.75,2.29,0.68,0.49,0.06,0,0.06
2025,1,BAL,6.69,24.75,2.25,0.75,0.5,0.15,0.05,0.05
2025,1,BUF,6.68,26.25,2.33,0.67,0.52,0.16,0.05,0.05
2025,1,CAR,5.58,25,2.2,0.63,0.5,0.06,0,0.06
2025,1,CHI,6.8,22.75,2.54,0.76,0.51,0.13,0,0.06
2025,1,CIN,7.35,21.75,2.82,0.82,0.55,0.14,0,0.07
2025,1,CLE,5.83,26.25,2.27,0.62,0.45,0.11,0,0.06
2025,1,DAL,5.39,27.75,1.81,0.59,0.39,0.1,0,0.05
2025,1,DEN,8.37,17,2.89,0.88,0.63,0.19,0.06,0.06
2025,1,DET,6.61,24.25,2.27,0.67,0.52,0.15,0.05,0.05
2025,1,GB,6.7,23.25,2.44,0.67,0.52,0.16,0,0.05
2025,1,HOU,6.85,23,2.37,0.72,0.52,0.15,0.05,0.05
2025,1,IND,6.5,23,2.48,0.74,0.5,0.12,0,0.06
2025,1,JAX,7.42,21,3,0.87,0.63,0.08,0,0.08
2025,1,KC,7.02,22.25,2.38,0.72,0.55,0.17,0.06,0.06
2025,1,LA,7.4,20,2.87,0.77,0.57,0.13,0,0.06
2025,1,LAC,6.27,25.25,2.18,0.67,0.45,0.11,0,0.06
2025,1,LV,6.63,23.5,2.64,0.78,0.57,0.07,0,0.07
2025,1,MIA,6.75,24,2.53,0.72,0.54,0.12,0,0.06
2025,1,MIN,7.53,22.75,2.57,0.8,0.57,0.17,0.06,0.06
2025,1,NE,7.08,21,2.62,0.79,0.52,0.13,0,0.07
2025,1,NO,5.72,25,2.15,0.62,0.43,0.06,0,0.06
2025,1,NYG,5.37,25.75,2.06,0.6,0.45,0.1,0,0.05
2025,1,NYJ,6.58,20.5,2.31,0.71,0.47,0.12,0,0.06
2025,1,PHI,7.98,19.75,2.62,0.93,0.58,0.17,0.06,0.06
2025,1,PIT,7.77,17.5,2.67,0.83,0.59,0.18,0.06,0.06
2025,1,SEA,6.82,22.5,2.51,0.78,0.54,0.12,0,0.06
2025,1,SF,7.01,21,2.58,0.8,0.55,0.12,0,0.06
2025,1,TB,6.59,22.75,2.47,0.71,0.53,0.12,0,0.06
2025,1,TEN,4.65,25.5,1.8,0.53,0.42,0.05,0,0.05
2025,1,WAS,7.19,19.75,2.63,0.81,0.56,0.13,0,0.06
2025,2,ARI,7.58,19,2.86,0.86,0.57,0.14,0,0.07
2025,2,ATL,5.76,23.75,2.27,0.67,0.49,0.06,0,0.06
2025,2,BAL,8.11,17,2.72,0.91,0.61,0.18,0.06,0.06
2025,2,BUF,7.09,20.75,2.47,0.71,0.55,0.16,0.05,0.05
2025,2,CAR,5.62,26,2.21,0.63,0.51,0.06,0,0.06
2025,2,CHI,5.09,26,1.9,0.57,0.38,0.1,0,0.05
2025,2,CIN,6.35,22.75,2.43,0.71,0.47,0.12,0,0.06
2025,2,CLE,4.9,29.5,1.9,0.52,0.38,0.1,0,0.05
2025,2,DAL,7.23,19.75,2.43,0.79,0.53,0.13,0,0.07
2025,2,DEN,7.09,21,2.45,0.75,0.53,0.16,0.05,0.05
2025,2,DET,6.77,20,2.33,0.69,0.53,0.16,0.05,0.05
2025,2,GB,6.47,22.75,2.36,0.65,0.5,0.15,0,0.05
2025,2,HOU,7.01,20,2.42,0.74,0.53,0.16,0.05,0.05
2025,2,IND,6.53,22.5,2.49,0.75,0.5,0.12,0,0.06
2025,2,JAX,5.81,26.25,2.35,0.68,0.49,0.06,0,0.06
2025,2,KC,6.15,24,2.08,0.63,0.48,0.15,0.05,0.05
2025,2,LA,7.74,18,3,0.8,0.6,0.13,0,0.07
2025,2,LAC,6.51,21.5,2.27,0.7,0.46,0.12,0,0.06
2025,2,LV,5.89,25,2.34,0.7,0.51,0.06,0,0.06
2025,2,MIA,6.75,20.5,2.53,0.72,0.54,0.12,0,0.06
2025,2,MIN,6.95,20.75,2.37,0.74,0.53,0.16,0.05,0.05
2025,2,NE,6.41,23,2.37,0.71,0.47,0.12,0,0.06
2025,2,NO,6,21.75,2.26,0.65,0.45,0.06,0,0.06
2025,2,NYG,5.6,24.75,2.15,0.63,0.47,0.1,0,0.05
2025,2,NYJ,5.86,26.25,2.06,0.63,0.42,0.11,0,0.05
2025,2,PHI,6.42,23,2.11,0.75,0.47,0.14,0.05,0.05
2025,2,PIT,7.45,18.5,2.56,0.8,0.57,0.17,0.06,0.06
2025,2,SEA,6.33,22,2.33,0.72,0.5,0.11,0,0.06
2025,2,SF,7.25,18.75,2.67,0.83,0.57,0.13,0,0.06
2025,2,TB,6.65,22.5,2.49,0.71,0.53,0.12,0,0.06
2025,2,TEN,5.6,23.5,2.16,0.64,0.51,0.06,0,0.06
2025,2,WAS,6.09,25.75,2.22,0.69,0.48,0.11,0,0.05
2025,3,ARI,6.4,23,2.42,0.72,0.48,0.12,0,0.06
2025,3,ATL,7.38,19.75,2.9,0.86,0.63,0.08,0,0.08
2025,3,BAL,6.59,24.75,2.21,0.74,0.49,0.15,0.05,0.05
2025,3,BUF,7.79,19.25,2.72,0.79,0.6,0.18,0.06,0.06
2025,3,CAR,5.95,24.25,2.34,0.67,0.53,0.07,0,0.07
2025,3,CHI,5.94,25.75,2.22,0.67,0.44,0.11,0,0.06
2025,3,CIN,6.56,22.75,2.51,0.74,0.49,0.12,0,0.06
2025,3,CLE,5.23,24.5,2.03,0.56,0.41,0.1,0,0.05
2025,3,DAL,6.13,24.25,2.06,0.67,0.45,0.11,0,0.06
2025,3,DEN,6.27,24,2.17,0.66,0.47,0.14,0.05,0.05
2025,3,DET,5.61,29.25,1.93,0.57,0.44,0.13,0.04,0.04
2025,3,GB,8.21,17,2.99,0.83,0.64,0.19,0,0.06
2025,3,HOU,6.82,22.5,2.36,0.72,0.51,0.15,0.05,0.05
2025,3,IND,7.32,19,2.79,0.84,0.56,0.14,0,0.07
2025,3,JAX,6.66,21,2.69,0.78,0.57,0.07,0,0.07
2025,3,KC,7.02,19.25,2.38,0.72,0.55,0.17,0.06,0.06
2025,3,LA,5.82,24.5,2.26,0.6,0.45,0.1,0,0.05
2025,3,LAC,6.46,21.5,2.25,0.69,0.46,0.12,0,0.06
2025,3,LV,5.67,23.5,2.26,0.67,0.49,0.06,0,0.06
2025,3,MIA,4.64,30.75,1.74,0.5,0.37,0.08,0,0.04
2025,3,MIN,7.53,19.75,2.57,0.8,0.57,0.17,0.06,0.06
2025,3,NE,6.68,22.75,2.47,0.74,0.49,0.12,0,0.06
2025,3,NO,5.58,24.25,2.1,0.6,0.42,0.06,0,0.06
2025,3,NYG,5.38,25.25,2.06,0.6,0.45,0.1,0,0.05
2025,3,NYJ,5.11,24.75,1.8,0.55,0.37,0.09,0,0.05
2025,3,PHI,7.14,21,2.35,0.83,0.52,0.16,0.05,0.05
2025,3,PIT,6.78,21.75,2.33,0.72,0.52,0.16,0.05,0.05
2025,3,SEA,7.98,17.25,2.94,0.91,0.63,0.14,0,0.07
2025,3,SF,6.74,21.5,2.48,0.77,0.53,0.12,0,0.06
2025,3,TB,7.43,18.25,2.79,0.8,0.6,0.13,0,0.07
2025,3,TEN,5.56,24.5,2.15,0.63,0.51,0.06,0,0.06
2025,3,WAS,6.85,20.5,2.5,0.77,0.54,0.12,0,0.06
2025,4,ARI,6.53,22.5,2.46,0.74,0.49,0.12,0,0.06
2025,4,ATL,5.86,20.75,2.31,0.69,0.5,0.06,0,0.06
2025,4,BAL,6.11,23,2.05,0.68,0.46,0.14,0.05,0.05
2025,4,BUF,8.49,17,2.96,0.86,0.66,0.2,0.07,0.07
2025,4,CAR,6.13,24.25,2.41,0.69,0.55,0.07,0,0.07
2025,4,CHI,6.38,24.5,2.39,0.72,0.48,0.12,0,0.06
2025,4,CIN,4.78,26,1.83,0.54,0.36,0.09,0,0.04
2025,4,CLE,4.82,27.25,1.87,0.51,0.37,0.09,0,0.05
2025,4,DAL,5.67,26.5,1.91,0.62,0.41,0.1,0,0.05
2025,4,DEN,7.61,18.5,2.63,0.8,0.57,0.17,0.06,0.06
2025,4,DET,8.37,17.25,2.88,0.85,0.65,0.2,0.07,0.07
2025,4,GB,7.28,20,2.65,0.73,0.56,0.17,0,0.06
2025,4,HOU,8.01,16.5,2.77,0.84,0.6,0.18,0.06,0.06
2025,4,IND,6.2,26.5,2.36,0.71,0.47,0.12,0,0.06
2025,4,JAX,5.81,24.25,2.35,0.68,0.49,0.06,0,0.06
2025,4,KC,6,25.5,2.03,0.61,0.47,0.14,0.05,0.05
2025,4,LA,6.98,23,2.71,0.72,0.54,0.12,0,0.06
2025,4,LAC,7.27,18.5,2.53,0.78,0.52,0.13,0,0.06
2025,4,LV,6.54,23,2.6,0.77,0.56,0.07,0,0.07
2025,4,MIA,7.04,20.75,2.64,0.75,0.57,0.13,0,0.06
2025,4,MIN,7.17,19.25,2.44,0.76,0.54,0.16,0.05,0.05
2025,4,NE,7.56,18.75,2.8,0.84,0.56,0.14,0,0.07
2025,4,NO,4.23,31.5,1.59,0.45,0.32,0.05,0,0.05
2025,4,NYG,5.59,24.5,2.14,0.63,0.47,0.1,0,0.05
2025,4,NYJ,6.3,23.25,2.21,0.68,0.45,0.11,0,0.06
2025,4,PHI,6.56,20.25,2.15,0.77,0.48,0.14,0.05,0.05
2025,4,PIT,7.09,21.75,2.43,0.76,0.54,0.16,0.05,0.05
2025,4,SEA,6.74,21,2.48,0.77,0.53,0.12,0,0.06
2025,4,SF,6.95,21.25,2.56,0.79,0.55,0.12,0,0.06
2025,4,TB,5.98,23.75,2.24,0.64,0.48,0.11,0,0.05
2025,4,TEN,5.39,23.5,2.08,0.61,0.49,0.06,0,0.06
2025,4,WAS,6.53,23.25,2.38,0.74,0.51,0.11,0,0.06
2025,5,ARI,7.84,17,2.96,0.89,0.59,0.15,0,0.07
2025,5,BAL,6.69,22,2.25,0.75,0.5,0.15,0.05,0.05
2025,5,BUF,7.07,20.75,2.47,0.71,0.55,0.16,0.05,0.05
2025,5,CAR,5.89,22.5,2.32,0.66,0.53,0.07,0,0.07
2025,5,CIN,4.57,29.5,1.75,0.51,0.34,0.09,0,0.04
2025,5,CLE,6.62,19.5,2.57,0.71,0.51,0.13,0,0.06
2025,5,DAL,6.66,24.25,2.24,0.73,0.48,0.12,0,0.06
2025,5,DEN,6.55,24,2.27,0.69,0.49,0.15,0.05,0.05
2025,5,DET,7.75,19.5,2.66,0.79,0.61,0.18,0.06,0.06
2025,5,HOU,6.56,19.5,2.27,0.69,0.49,0.15,0.05,0.05
2025,5,IND,6.94,19.75,2.64,0.79,0.53,0.13,0,0.07
2025,5,JAX,6.11,24.5,2.47,0.71,0.52,0.06,0,0.06
2025,5,KC,7.08,21,2.4,0.73,0.56,0.17,0.06,0.06
2025,5,LA,6.92,17.5,2.69,0.72,0.54,0.12,0,0.06
2025,5,LAC,6.52,22.75,2.27,0.7,0.47,0.12,0,0.06
2025,5,LV,5.03,26.75,2,0.59,0.43,0.05,0,0.05
2025,5,MIA,7.02,21.5,2.63,0.75,0.56,0.13,0,0.06
2025,5,MIN,7.61,16,2.6,0.81,0.58,0.17,0.06,0.06
2025,5,NE,4.6,28.25,1.7,0.51,0.34,0.09,0,0.04
2025,5,NO,6.75,20,2.54,0.73,0.51,0.07,0,0.07
2025,5,NYG,6.77,22,2.59,0.76,0.57,0.13,0,0.06
2025,5,NYJ,6.5,23.25,2.28,0.7,0.47,0.12,0,0.06
2025,5,PHI,7.17,20,2.35,0.84,0.52,0.16,0.05,0.05
2025,5,SEA,6.58,20.5,2.42,0.75,0.52,0.12,0,0.06
2025,5,SF,5.6,26,2.06,0.64,0.44,0.1,0,0.05
2025,5,TB,6.58,24,2.47,0.71,0.53,0.12,0,0.06
2025,5,TEN,5.12,24.5,1.98,0.58,0.47,0.06,0,0.06
2025,5,WAS,6.02,25.75,2.2,0.68,0.47,0.1,0,0.05
2025,6,ARI,5.62,27.25,2.12,0.64,0.42,0.11,0,0.05
