season,week,offense,defense,down,togo,yardline,margin,seconds,playType,player,passer,airYards,caught,yards,touchdown,shotgun,manZone,coverage,rushers,shell,box,afterCatch
2021,9,MIA,HOU,1,10,73,7,2634,run,00-0035311,,,,0,0,1,,,,,,
2021,9,MIA,HOU,2,10,73,7,2601,run,00-0035311,,,,5,0,0,,,,,,
2021,9,HOU,MIA,1,10,33,-7,2589,run,00-0034109,,,,1,0,0,,,,,,
2021,9,HOU,MIA,2,9,32,-7,2549,pass,00-0026035,00-0028118,6,1,6,0,1,,,,,,0
2021,9,HOU,MIA,3,3,26,-7,2510,pass,00-0036554,00-0028118,4,1,7,0,1,,,,,,3
2021,9,HOU,MIA,1,10,19,-7,2471,run,00-0032187,,,,1,0,1,,,,,,
2021,9,HOU,MIA,2,9,18,-7,2434,pass,00-0032187,00-0028118,5,1,5,0,1,,,,,,0
2021,9,HOU,MIA,3,4,13,-7,2396,pass,00-0026035,00-0028118,13,0,0,0,1,,,,,,0
2021,9,MIA,HOU,1,10,75,4,2388,pass,00-0035844,00-0033119,39,0,0,0,1,,,,,,0
2021,9,MIA,HOU,2,10,75,4,2382,pass,,00-0033119,0,0,-2,0,1,,,,,,0
2021,9,MIA,HOU,3,12,77,4,2348,pass,00-0033555,00-0033119,12,0,0,0,1,,,,,,0
2021,9,HOU,MIA,1,10,75,-4,2331,pass,,00-0028118,0,0,-7,0,0,,,,,,0
2021,9,HOU,MIA,2,17,82,-4,2290,run,00-0028118,,,,10,0,1,,,,,,
2021,9,HOU,MIA,3,7,72,-4,2257,pass,00-0031236,00-0028118,5,1,10,0,1,,,,,,5
2021,9,HOU,MIA,1,10,62,-4,2219,run,00-0036069,,,,2,0,1,,,,,,
2021,9,HOU,MIA,2,8,60,-4,2191,run,00-0028118,,,,4,0,0,,,,,,
2021,9,HOU,MIA,3,4,56,-4,2146,pass,00-0031236,00-0028118,0,0,0,0,1,,,,,,0
2021,9,HOU,MIA,1,10,23,-4,2130,pass,00-0031236,00-0026035,14,0,0,0,0,,,,,,0
2021,9,HOU,MIA,2,10,23,-4,2124,pass,00-0031236,00-0028118,6,1,6,0,1,,,,,,0
2021,9,HOU,MIA,3,4,17,-4,2081,pass,00-0031236,00-0028118,17,0,0,0,1,,,,,,0
2021,9,MIA,HOU,1,10,75,1,2072,pass,00-0034829,00-0033119,10,0,0,0,1,,,,,,0
2021,9,MIA,HOU,2,10,75,1,2068,pass,00-0036613,00-0033119,10,1,12,0,1,,,,,,2
2021,9,MIA,HOU,1,10,63,1,2048,pass,00-0036613,00-0033119,9,1,10,0,1,,,,,,1
2021,9,MIA,HOU,1,10,53,1,2034,run,00-0035311,,,,2,0,1,,,,,,
2021,9,MIA,HOU,2,8,51,1,2009,pass,00-0035311,00-0033119,-1,1,5,0,1,,,,,,6
2021,9,MIA,HOU,1,10,41,1,1974,pass,00-0030669,00-0033119,6,1,11,0,1,,,,,,5
2021,9,MIA,HOU,1,10,30,1,1946,pass,,00-0033119,0,0,-12,0,1,,,,,,0
2021,9,MIA,HOU,2,22,42,1,1920,pass,00-0034829,00-0033119,17,1,18,0,1,,,,,,1
2021,9,MIA,HOU,3,4,24,1,1877,pass,00-0034829,00-0033119,12,0,0,0,1,,,,,,0
2021,9,HOU,MIA,1,10,74,-4,1863,pass,,00-0028118,0,0,-8,0,1,,,,,,0
2021,9,HOU,MIA,2,18,82,-4,1859,pass,,00-0028118,8,0,0,0,1,,,,,,0
2021,9,MIA,HOU,1,10,26,4,1853,pass,00-0034798,00-0033119,14,1,21,0,1,,,,,,7
2021,9,MIA,HOU,1,5,5,4,1845,pass,,00-0033119,5,0,0,0,1,,,,,,0
2021,9,MIA,HOU,2,5,5,4,1839,pass,00-0033896,00-0033119,5,0,0,0,1,,,,,,0
2021,9,MIA,HOU,3,5,5,4,1833,pass,00-0033555,00-0033119,5,1,5,1,1,,,,,,0
2021,9,HOU,MIA,1,10,75,-11,1829,run,00-0030288,,,,8,0,1,,,,,,
2021,9,HOU,MIA,1,10,75,-11,1800,pass,00-0031236,00-0028118,10,1,9,0,1,,,,,,-1
2021,9,HOU,MIA,2,1,66,-11,1769,run,00-0034109,,,,1,0,0,,,,,,
2021,9,HOU,MIA,1,10,65,-11,1734,run,00-0034109,,,,0,0,0,,,,,,
2021,9,HOU,MIA,2,10,65,-11,1695,pass,00-0032187,00-0028118,16,0,0,0,1,,,,,,0
2021,9,HOU,MIA,3,10,65,-11,1690,pass,00-0026035,00-0028118,14,0,0,0,1,,,,,,0
2021,9,MIA,HOU,1,10,49,11,1684,run,00-0036020,,,,0,0,0,,,,,,
2021,9,MIA,HOU,2,10,49,11,1645,pass,00-0034798,00-0033119,4,1,6,0,1,,,,,,2
2021,9,MIA,HOU,3,4,43,11,1606,pass,00-0036613,00-0033119,-1,0,0,0,1,,,,,,0
2021,9,HOU,MIA,1,10,56,-11,1599,pass,00-0033421,00-0028118,1,1,8,0,0,,,,,,7
2021,9,HOU,MIA,2,2,48,-11,1566,pass,00-0026035,00-0028118,23,0,0,0,1,,,,,,0
2021,9,HOU,MIA,3,12,58,-11,1539,pass,00-0026035,00-0028118,26,0,0,0,1,,,,,,0
2021,9,MIA,HOU,1,10,92,11,1519,run,00-0035311,,,,-2,0,1,,,,,,
2021,9,MIA,HOU,2,12,94,11,1495,pass,00-0033555,00-0033119,9,1,10,0,1,,,,,,1
2021,9,MIA,HOU,3,2,84,11,1461,pass,00-0034829,00-0033119,9,1,9,0,1,,,,,,0
2021,9,MIA,HOU,1,10,75,11,1432,pass,00-0035311,00-0033119,0,1,1,0,1,,,,,,1
2021,9,MIA,HOU,2,9,74,11,1394,pass,00-0036613,00-0033119,4,1,4,0,1,,,,,,0
2021,9,MIA,HOU,3,5,70,11,1355,run,00-0033119,,,,7,0,1,,,,,,
2021,9,MIA,HOU,1,10,63,11,1319,run,00-0036020,,,,2,0,1,,,,,,
2021,9,MIA,HOU,2,8,61,11,1289,pass,00-0034829,00-0033119,9,1,9,0,1,,,,,,0
2021,9,MIA,HOU,1,10,52,11,1251,pass,00-0030669,00-0033119,9,0,0,0,1,,,,,,0
2021,9,MIA,HOU,2,10,52,11,1246,run,00-0036020,,,,2,0,1,,,,,,
2021,9,MIA,HOU,3,8,50,11,1205,pass,00-0033896,00-0033119,3,1,11,0,1,,,,,,8
2021,9,MIA,HOU,1,10,34,11,1163,run,00-0036020,,,,2,0,1,,,,,,
2021,9,MIA,HOU,2,8,32,11,1122,pass,,00-0033119,0,0,-10,0,1,,,,,,0
2021,9,MIA,HOU,3,18,42,11,1081,pass,00-0035311,00-0033119,0,1,2,0,1,,,,,,2
2021,9,HOU,MIA,1,10,93,-11,1032,pass,,00-0028118,0,0,-5,0,1,,,,,,0
2021,9,HOU,MIA,2,15,98,-11,1003,run,00-0034109,,,,2,0,0,,,,,,
2021,9,HOU,MIA,3,13,96,-11,959,pass,00-0033421,00-0028118,10,1,15,0,1,,,,,,5
2021,9,HOU,MIA,1,10,81,-11,935,pass,00-0032398,00-0028118,1,1,4,0,1,,,,,,3
2021,9,HOU,MIA,2,6,77,-11,915,run,00-0032187,,,,4,0,1,,,,,,
2021,9,HOU,MIA,3,2,73,-11,900,pass,00-0026035,00-0028118,3,1,39,0,1,,,,,,36
2021,9,HOU,MIA,1,10,34,-11,881,pass,00-0032187,00-0028118,-2,1,15,0,1,,,,,,17
2021,9,HOU,MIA,1,10,19,-11,853,pass,00-0031236,00-0028118,14,0,0,0,1,,,,,,0
2021,9,HOU,MIA,2,10,19,-11,845,pass,00-0036556,00-0028118,4,1,4,0,1,,,,,,0
2021,9,HOU,MIA,3,6,15,-11,800,pass,00-0031236,00-0028118,5,1,10,0,1,,,,,,5
2021,9,HOU,MIA,1,5,5,-11,765,run,00-0030288,,,,1,0,1,,,,,,
2021,9,HOU,MIA,2,4,4,-11,730,pass,00-0034364,00-0028118,2,1,3,0,0,,,,,,1
2021,9,HOU,MIA,3,1,1,-11,699,pass,00-0032187,00-0028118,1,0,0,0,1,,,,,,0
2021,9,MIA,HOU,1,10,68,8,685,pass,00-0035844,00-0033119,7,1,13,0,1,,,,,,6
2021,9,MIA,HOU,1,10,55,8,650,pass,00-0035844,00-0033119,10,0,0,0,1,,,,,,0
2021,9,MIA,HOU,2,10,55,8,646,pass,00-0033555,00-0033119,17,0,0,0,1,,,,,,0
2021,9,MIA,HOU,3,10,55,8,638,pass,00-0036613,00-0033119,5,1,14,0,1,,,,,,9
2021,9,MIA,HOU,1,10,41,8,603,pass,00-0036613,00-0033119,5,1,6,0,1,,,,,,1
2021,9,MIA,HOU,2,4,35,8,559,run,00-0035311,,,,5,0,1,,,,,,
2021,9,MIA,HOU,1,10,30,8,522,run,00-0035311,,,,-5,0,1,,,,,,
2021,9,MIA,HOU,2,15,35,8,477,pass,,00-0033119,0,0,-5,0,1,,,,,,0
2021,9,HOU,MIA,1,10,60,-8,472,pass,00-0036556,00-0028118,0,1,5,0,1,,,,,,5
2021,9,HOU,MIA,2,5,55,-8,440,pass,00-0031236,00-0028118,5,1,10,0,1,,,,,,5
2021,9,HOU,MIA,1,10,45,-8,408,pass,,00-0028118,0,0,-11,0,0,,,,,,0
2021,9,HOU,MIA,2,21,56,-8,368,run,00-0028118,,,,9,0,1,,,,,,
2021,9,HOU,MIA,3,12,47,-8,324,pass,,00-0028118,32,0,0,0,1,,,,,,0
2021,9,MIA,HOU,1,10,89,8,313,run,00-0035311,,,,0,0,1,,,,,,
2021,9,MIA,HOU,2,10,89,8,283,pass,00-0035311,00-0033119,-2,1,6,0,1,,,,,,8
2021,9,MIA,HOU,3,4,83,8,245,pass,00-0033555,00-0033119,6,1,7,0,1,,,,,,1
2021,9,MIA,HOU,1,10,76,8,201,run,00-0035311,,,,4,0,0,,,,,,
2021,9,MIA,HOU,2,6,72,8,197,run,00-0035311,,,,3,0,0,,,,,,
2021,9,MIA,HOU,3,3,69,8,192,pass,00-0033555,00-0033119,35,0,0,0,1,,,,,,0
2021,9,HOU,MIA,1,10,81,-8,177,pass,00-0036554,00-0028118,5,1,11,0,1,,,,,,6
2021,9,HOU,MIA,1,10,70,-8,153,pass,00-0034364,00-0028118,6,1,4,0,1,,,,,,-2
2021,9,MIA,HOU,1,10,34,8,148,run,00-0035311,,,,0,0,0,,,,,,
2021,9,MIA,HOU,2,10,34,8,120,run,00-0035311,,,,-1,0,0,,,,,,
2021,9,MIA,HOU,3,11,35,8,80,run,00-0035311,,,,2,0,0,,,,,,
2021,9,HOU,MIA,1,10,98,-8,27,pass,00-0034364,00-0028118,13,0,0,0,1,,,,,,0
2021,9,HOU,MIA,2,10,98,-8,22,pass,00-0026035,00-0028118,4,1,4,0,1,,,,,,0
2021,9,HOU,MIA,4,6,94,-8,3,pass,00-0031236,00-0028118,11,1,9,0,1,,,,,,-2
2021,9,PHI,LAC,1,10,73,0,3593,run,00-0034414,,,,3,0,0,,,,,,
2021,9,PHI,LAC,2,7,70,0,3559,pass,00-0036271,00-0036389,-3,1,2,0,1,,,,,,5
2021,9,PHI,LAC,3,5,68,0,3518,pass,00-0034351,00-0036389,7,1,18,0,1,,,,,,11
2021,9,PHI,LAC,1,10,50,0,3482,pass,00-0034351,00-0036389,12,0,0,0,1,,,,,,0
2021,9,PHI,LAC,2,10,50,0,3477,pass,00-0034351,00-0036389,15,0,0,0,1,,,,,,0
2021,9,PHI,LAC,3,5,45,0,3472,pass,00-0034351,00-0036389,30,0,0,0,1,,,,,,0
2021,9,LAC,PHI,1,10,99,0,3459,run,00-0033699,,,,3,0,0,,,,,,
2021,9,LAC,PHI,2,7,96,0,3427,pass,00-0030279,00-0036355,16,0,0,0,0,,,,,,0
2021,9,LAC,PHI,3,7,96,0,3421,pass,00-0035414,00-0036355,11,1,19,0,1,,,,,,8
2021,9,LAC,PHI,1,10,77,0,3381,pass,00-0030279,00-0036355,8,1,12,0,1,,,,,,4
2021,9,LAC,PHI,1,10,65,0,3366,run,00-0033699,,,,1,0,0,,,,,,
2021,9,LAC,PHI,2,9,64,0,3324,pass,00-0030279,00-0036355,6,1,9,0,1,,,,,,3
2021,9,LAC,PHI,1,10,55,0,3287,run,00-0036355,,,,3,0,1,,,,,,
2021,9,LAC,PHI,2,7,52,0,3246,run,00-0033699,,,,7,0,1,,,,,,
2021,9,LAC,PHI,1,10,45,0,3205,pass,00-0030279,00-0036355,17,1,17,0,0,,,,,,0
2021,9,LAC,PHI,1,10,28,0,3167,run,00-0036370,,,,3,0,0,,,,,,
2021,9,LAC,PHI,2,7,25,0,3130,pass,00-0032725,00-0036355,-5,1,23,0,0,,,,,,28
2021,9,LAC,PHI,1,2,2,0,3087,pass,00-0033536,00-0036355,2,0,0,0,0,,,,,,0
2021,9,LAC,PHI,2,2,2,0,3084,run,00-0033699,,,,0,0,1,,,,,,
2021,9,LAC,PHI,3,2,2,0,3051,pass,00-0033536,00-0036355,-1,0,0,0,1,,,,,,0
2021,9,LAC,PHI,4,2,2,0,3046,pass,00-0030279,00-0036355,1,1,1,0,1,,,,,,0
2021,9,PHI,LAC,1,10,99,0,3043,pass,00-0036271,00-0036389,33,0,0,0,1,,,,,,0
2021,9,PHI,LAC,2,10,99,0,3038,run,00-0032780,,,,0,0,0,,,,,,
2021,9,PHI,LAC,3,10,99,0,2995,run,00-0036389,,,,3,0,1,,,,,,
2021,9,LAC,PHI,1,10,38,0,2949,pass,00-0027061,00-0036355,5,1,9,0,1,,,,,,4
2021,9,LAC,PHI,2,1,29,0,2909,run,00-0033699,,,,2,0,0,,,,,,
2021,9,LAC,PHI,1,10,27,0,2868,run,00-0036370,,,,2,0,0,,,,,,
2021,9,LAC,PHI,2,8,25,0,2833,pass,00-0027061,00-0036355,0,1,23,0,1,,,,,,23
2021,9,LAC,PHI,1,2,2,0,2785,run,00-0033699,,,,0,0,0,,,,,,
2021,9,LAC,PHI,2,2,2,0,2754,pass,00-0032725,00-0036355,2,1,2,1,0,,,,,,0
2021,9,PHI,LAC,1,10,75,-7,2750,run,00-0032780,,,,8,0,1,,,,,,
2021,9,PHI,LAC,2,2,67,-7,2723,run,00-0032780,,,,18,0,0,,,,,,
2021,9,PHI,LAC,1,10,49,-7,2700,run,00-0032780,,,,4,0,0,,,,,,
2021,9,PHI,LAC,2,6,45,-7,2666,pass,00-0036912,00-0036389,22,1,27,0,0,,,,,,5
2021,9,PHI,LAC,1,10,18,-7,2644,run,00-0032780,,,,2,0,1,,,,,,
2021,9,PHI,LAC,2,8,16,-7,2607,run,00-0032780,,,,5,0,1,,,,,,
2021,9,PHI,LAC,3,3,11,-7,2568,run,00-0036389,,,,4,0,1,,,,,,
2021,9,PHI,LAC,1,7,7,-7,2544,run,00-0034414,,,,2,0,1,,,,,,
2021,9,PHI,LAC,2,5,5,-7,2524,run,00-0034414,,,,1,0,1,,,,,,
2021,9,PHI,LAC,3,4,4,-7,2485,run,00-0032780,,,,4,1,1,,,,,,
2021,9,LAC,PHI,1,10,76,0,2474,pass,00-0035329,00-0036355,2,1,12,0,0,,,,,,10
2021,9,LAC,PHI,1,10,49,0,2453,run,00-0027691,,,,9,0,0,,,,,,
2021,9,LAC,PHI,2,11,50,0,2385,pass,00-0027061,00-0036355,7,1,15,0,1,,,,,,8
2021,9,LAC,PHI,1,10,35,0,2344,pass,00-0030279,00-0036355,-3,1,3,0,1,,,,,,6
2021,9,LAC,PHI,2,7,32,0,2305,pass,00-0027061,00-0036355,1,1,1,0,1,,,,,,0
2021,9,LAC,PHI,3,6,31,0,2276,pass,00-0030279,00-0036355,4,1,4,0,1,,,,,,0
2021,9,LAC,PHI,4,2,27,0,2250,run,00-0036370,,,,1,0,0,,,,,,
2021,9,PHI,LAC,1,10,74,0,2245,run,00-0036389,,,,6,0,0,,,,,,
2021,9,PHI,LAC,2,4,68,0,2211,run,00-0034414,,,,8,0,0,,,,,,
2021,9,PHI,LAC,1,10,60,0,2184,run,00-0034414,,,,5,0,0,,,,,,
2021,9,PHI,LAC,2,5,55,0,2150,run,00-0034414,,,,4,0,0,,,,,,
2021,9,PHI,LAC,3,1,51,0,2118,run,00-0032780,,,,5,0,1,,,,,,
2021,9,PHI,LAC,1,10,46,0,2090,pass,00-0036271,00-0036389,6,1,7,0,1,,,,,,1
2021,9,PHI,LAC,2,3,39,0,2064,run,00-0032780,,,,3,0,0,,,,,,
2021,9,PHI,LAC,1,10,36,0,2035,run,00-0032780,,,,5,0,0,,,,,,
2021,9,PHI,LAC,2,5,31,0,2001,run,00-0036389,,,,6,0,1,,,,,,
2021,9,PHI,LAC,1,10,25,0,1982,run,00-0034414,,,,2,0,0,,,,,,
2021,9,PHI,LAC,2,8,23,0,1945,run,00-0036389,,,,3,0,1,,,,,,
2021,9,PHI,LAC,3,5,20,0,1920,run,00-0036389,,,,10,0,1,,,,,,
2021,9,PHI,LAC,1,10,10,0,1882,run,00-0032780,,,,2,0,0,,,,,,
2021,9,PHI,LAC,2,8,8,0,1874,run,00-0032780,,,,2,0,1,,,,,,
2021,9,PHI,LAC,3,6,6,0,1828,pass,00-0036912,00-0036389,6,0,0,0,1,,,,,,0
2021,9,LAC,PHI,1,10,81,-3,1815,pass,00-0033699,00-0036355,-5,1,11,0,1,,,,,,16
2021,9,LAC,PHI,1,10,69,-3,1793,pass,00-0033536,00-0036355,4,1,9,0,1,,,,,,5
2021,9,LAC,PHI,2,1,60,-3,1761,run,00-0033699,,,,-3,0,0,,,,,,
2021,9,LAC,PHI,3,4,63,-3,1717,pass,00-0030279,00-0036355,8,1,16,0,1,,,,,,8
2021,9,LAC,PHI,1,10,47,-3,1680,pass,00-0036988,00-0036355,15,1,15,0,1,,,,,,0
2021,9,LAC,PHI,1,10,32,-3,1645,pass,00-0035329,00-0036355,18,1,19,0,1,,,,,,1
2021,9,LAC,PHI,1,10,13,-3,1613,pass,00-0033536,00-0036355,10,0,0,0,1,,,,,,0
2021,9,LAC,PHI,2,10,13,-3,1610,run,00-0033699,,,,0,0,1,,,,,,
2021,9,LAC,PHI,3,10,13,-3,1577,run,00-0036355,,,,1,0,1,,,,,,
2021,9,PHI,LAC,1,10,75,0,1533,run,00-0034414,,,,3,0,1,,,,,,
2021,9,PHI,LAC,2,7,72,0,1493,run,00-0036389,,,,3,0,1,,,,,,
2021,9,PHI,LAC,3,4,69,0,1468,pass,,00-0036389,0,0,-7,0,1,,,,,,0
2021,9,LAC,PHI,1,10,66,0,1420,pass,00-0033536,00-0036355,49,1,49,0,1,,,,,,0
2021,9,LAC,PHI,1,10,17,0,1380,pass,00-0030279,00-0036355,5,1,8,0,1,,,,,,3
2021,9,LAC,PHI,2,2,9,0,1345,run,00-0036650,,,,1,0,0,,,,,,
2021,9,LAC,PHI,3,1,8,0,1310,pass,00-0035329,00-0036355,0,1,8,1,1,,,,,,8
2021,9,PHI,LAC,1,10,85,-6,1300,run,00-0032780,,,,0,0,1,,,,,,
2021,9,PHI,LAC,2,10,85,-6,1262,pass,00-0036912,00-0036389,17,1,23,0,0,,,,,,6
2021,9,PHI,LAC,1,10,62,-6,1236,pass,00-0036912,00-0036389,19,1,19,0,1,,,,,,0
2021,9,PHI,LAC,1,10,43,-6,1211,run,00-0032780,,,,5,0,1,,,,,,
2021,9,PHI,LAC,2,5,38,-6,1192,pass,00-0034351,00-0036389,2,1,21,0,1,,,,,,19
2021,9,PHI,LAC,1,10,17,-6,1166,run,00-0032780,,,,2,0,1,,,,,,
2021,9,PHI,LAC,2,8,15,-6,1126,pass,,00-0036389,0,0,0,0,1,,,,,,0
2021,9,PHI,LAC,3,8,15,-6,1123,run,00-0036389,,,,12,0,1,,,,,,
2021,9,PHI,LAC,1,3,3,-6,1116,run,00-0036919,,,,2,0,1,,,,,,
2021,9,PHI,LAC,2,1,1,-6,1094,run,00-0036919,,,,1,1,1,,,,,,
2021,9,LAC,PHI,1,10,61,-1,1082,pass,00-0033699,00-0036355,-4,1,-2,0,1,,,,,,2
2021,9,LAC,PHI,2,12,63,-1,1044,pass,00-0036988,00-0036355,7,1,7,0,1,,,,,,0
2021,9,LAC,PHI,1,10,51,-1,1006,pass,00-0032725,00-0036355,-2,1,3,0,0,,,,,,5
2021,9,LAC,PHI,2,17,58,-1,940,pass,00-0030279,00-0036355,4,1,8,0,1,,,,,,4
2021,9,LAC,PHI,3,9,50,-1,900,pass,00-0030279,00-0036355,15,1,18,0,1,,,,,,3
2021,9,LAC,PHI,1,10,32,-1,858,run,00-0033699,,,,5,0,1,,,,,,
2021,9,LAC,PHI,2,5,27,-1,818,run,00-0033699,,,,-1,0,0,,,,,,
2021,9,LAC,PHI,3,1,23,-1,771,run,00-0036355,,,,1,0,0,,,,,,
2021,9,LAC,PHI,1,10,22,-1,734,run,00-0033699,,,,14,0,0,,,,,,
2021,9,LAC,PHI,1,8,8,-1,698,run,00-0036355,,,,8,1,1,,,,,,
2021,9,LAC,PHI,0,0,2,5,692,pass,00-0027061,00-0036355,0,0,2,0,0,,,,,,0
2021,9,PHI,LAC,1,10,78,-7,685,pass,00-0036387,00-0036389,-2,1,-6,0,1,,,,,,-4
2021,9,PHI,LAC,2,16,84,-7,640,pass,00-0036912,00-0036389,19,1,19,0,0,,,,,,0
2021,9,PHI,LAC,1,10,65,-7,611,run,00-0034414,,,,10,0,1,,,,,,
2021,9,PHI,LAC,1,10,55,-7,588,pass,00-0034351,00-0036389,1,1,4,0,1,,,,,,3
2021,9,PHI,LAC,2,6,51,-7,553,run,00-0034414,,,,2,0,1,,,,,,
2021,9,PHI,LAC,3,4,49,-7,517,run,00-0036389,,,,4,0,1,,,,,,
2021,9,PHI,LAC,1,10,45,-7,473,run,00-0032780,,,,6,0,0,,,,,,
2021,9,PHI,LAC,2,4,39,-7,450,run,00-0032780,,,,0,0,0,,,,,,
2021,9,PHI,LAC,3,4,39,-7,415,run,00-0036389,,,,11,0,1,,,,,,
2021,9,PHI,LAC,1,10,28,-7,376,pass,00-0036912,00-0036389,22,1,28,1,1,,,,,,6
2021,9,LAC,PHI,1,10,75,0,367,pass,00-0030279,00-0036355,-3,1,3,0,0,,,,,,6
2021,9,LAC,PHI,2,7,72,0,331,pass,00-0033699,00-0036355,3,1,14,0,1,,,,,,11
2021,9,LAC,PHI,1,10,58,0,287,run,00-0033699,,,,10,0,0,,,,,,
2021,9,LAC,PHI,1,10,48,0,249,pass,00-0036370,00-0036355,4,1,4,0,1,,,,,,0
2021,9,LAC,PHI,2,6,44,0,210,pass,00-0035414,00-0036355,7,0,0,0,1,,,,,,0
2021,9,LAC,PHI,3,6,44,0,207,pass,00-0030279,00-0036355,5,1,5,0,1,,,,,,0
2021,9,LAC,PHI,4,1,39,0,168,run,00-0033699,,,,2,0,0,,,,,,
2021,9,LAC,PHI,1,15,42,0,120,pass,00-0032725,00-0036355,2,1,11,0,1,,,,,,9
2021,9,LAC,PHI,2,4,31,0,113,run,00-0033699,,,,2,0,0,,,,,,
2021,9,LAC,PHI,3,2,29,0,108,run,00-0033699,,,,1,0,0,,,,,,
2021,9,LAC,PHI,4,1,28,0,105,run,00-0036355,,,,1,0,0,,,,,,
2021,9,LAC,PHI,1,10,27,0,64,run,00-0033699,,,,0,0,0,,,,,,
2021,9,LAC,PHI,2,10,27,0,21,run,00-0033699,,,,16,0,0,,,,,,
2021,9,NYG,LV,1,10,75,0,3594,pass,00-0027981,00-0035710,1,1,9,0,0,,,,,,8
2021,9,NYG,LV,2,1,66,0,3557,run,00-0032972,,,,6,0,0,,,,,,
2021,9,NYG,LV,1,10,60,0,3523,pass,00-0032972,00-0035710,-2,1,5,0,1,,,,,,7
2021,9,NYG,LV,2,5,55,0,3478,run,00-0032972,,,,4,0,1,,,,,,
2021,9,NYG,LV,3,1,51,0,3423,run,00-0032972,,,,16,0,0,,,,,,
2021,9,NYG,LV,1,10,35,0,3391,run,00-0035710,,,,5,0,1,,,,,,
2021,9,NYG,LV,2,5,30,0,3353,pass,00-0033881,00-0035710,27,1,30,1,0,,,,,,3
2021,9,LV,NYG,1,10,73,-7,3339,run,00-0035700,,,,11,0,0,,,,,,
2021,9,LV,NYG,1,10,62,-7,3310,pass,00-0035700,00-0031280,-6,1,6,0,1,,,,,,12
2021,9,LV,NYG,2,4,56,-7,3272,pass,00-0031610,00-0031280,6,1,6,0,1,,,,,,0
2021,9,LV,NYG,1,10,50,-7,3238,run,00-0035700,,,,6,0,0,,,,,,
2021,9,LV,NYG,2,4,44,-7,3201,pass,00-0034983,00-0031280,-3,0,0,0,1,,,,,,0
2021,9,LV,NYG,3,4,44,-7,3197,pass,00-0034983,00-0031280,16,1,20,0,1,,,,,,4
2021,9,LV,NYG,1,10,24,-7,3156,pass,00-0035125,00-0031280,2,1,6,0,0,,,,,,4
2021,9,LV,NYG,2,4,18,-7,3123,run,00-0035700,,,,13,0,0,,,,,,
2021,9,LV,NYG,1,5,5,-7,3086,run,00-0035700,,,,3,0,1,,,,,,
2021,9,LV,NYG,2,2,2,-7,3048,pass,00-0034983,00-0031280,2,1,2,1,0,,,,,,0
2021,9,NYG,LV,1,10,75,0,3044,run,00-0032972,,,,5,0,0,,,,,,
2021,9,NYG,LV,2,5,70,0,3010,pass,00-0032972,00-0035710,-1,1,6,0,1,,,,,,7
2021,9,NYG,LV,1,10,64,0,2981,run,00-0032972,,,,6,0,1,,,,,,
2021,9,NYG,LV,2,4,58,0,2945,run,00-0032972,,,,2,0,0,,,,,,
2021,9,NYG,LV,3,2,56,0,2912,run,00-0036913,,,,-2,0,1,,,,,,
2021,9,LV,NYG,1,10,79,0,2851,run,00-0035700,,,,0,0,0,,,,,,
2021,9,LV,NYG,2,10,79,0,2812,pass,00-0031610,00-0031280,4,0,0,0,0,,,,,,0
2021,9,LV,NYG,3,10,79,0,2807,pass,00-0033025,00-0031280,-2,0,0,0,1,,,,,,0
2021,9,NYG,LV,1,10,66,0,2790,pass,,00-0035710,0,0,-2,0,1,,,,,,0
2021,9,LV,NYG,1,10,30,0,2783,pass,00-0035700,00-0031280,4,1,8,0,0,,,,,,4
2021,9,LV,NYG,2,2,22,0,2741,run,00-0035700,,,,13,0,0,,,,,,
2021,9,LV,NYG,1,9,9,0,2716,pass,00-0034983,00-0031280,-4,1,3,0,1,,,,,,7
2021,9,LV,NYG,2,6,6,0,2700,pass,00-0036365,00-0031280,6,0,0,0,1,,,,,,0
2021,9,LV,NYG,3,6,6,0,2696,pass,00-0031610,00-0031280,6,0,0,0,1,,,,,,0
2021,9,NYG,LV,1,10,82,-3,2682,run,00-0032972,,,,2,0,0,,,,,,
2021,9,NYG,LV,2,8,80,-3,2646,pass,00-0032972,00-0035710,-4,1,12,0,1,,,,,,16
2021,9,NYG,LV,1,10,68,-3,2614,run,00-0032972,,,,6,0,0,,,,,,
2021,9,NYG,LV,2,4,62,-3,2580,run,00-0032972,,,,1,0,0,,,,,,
2021,9,NYG,LV,3,3,61,-3,2537,pass,00-0027981,00-0035710,7,1,7,0,1,,,,,,0
2021,9,NYG,LV,1,20,64,-3,2491,run,00-0032813,,,,6,0,1,,,,,,
2021,9,NYG,LV,2,14,58,-3,2458,pass,00-0032813,00-0035710,-7,1,-7,0,1,,,,,,0
2021,9,NYG,LV,3,21,65,-3,2417,pass,,00-0036913,0,0,-6,0,1,,,,,,0
2021,9,LV,NYG,1,10,87,3,2364,run,00-0033118,,,,3,0,0,,,,,,
2021,9,LV,NYG,2,7,84,3,2339,pass,00-0033118,00-0031280,0,0,0,0,1,,,,,,0
2021,9,LV,NYG,3,7,84,3,2335,pass,00-0036365,00-0031280,15,0,0,0,1,,,,,,0
2021,9,NYG,LV,1,15,65,-3,2318,pass,00-0033932,00-0035710,12,1,14,0,1,,,,,,2
2021,9,NYG,LV,2,1,51,-3,2284,run,00-0032972,,,,20,0,0,,,,,,
