season,week,offense,defense,down,togo,yardline,margin,seconds,playType,player,passer,airYards,caught,yards,touchdown,shotgun,manZone,coverage,rushers,shell,box,afterCatch
2023,18,KC,LAC,1,10,70,7,2378,pass,00-0032062,00-0027948,-1,1,3,0,0,man,cover_1,4,nickel,6,4
2023,18,KC,LAC,2,7,67,7,2341,pass,00-0035140,00-0027948,6,1,6,0,1,man,cover_1,4,nickel,5,0
2023,18,KC,LAC,3,1,61,7,2308,run,00-0036360,,,,6,0,1,,,,nickel,7,
2023,18,KC,LAC,1,10,55,7,2269,pass,00-0037216,00-0027948,28,0,0,0,0,man,cover_1,4,nickel,6,0
2023,18,KC,LAC,2,10,55,7,2264,run,00-0036269,,,,5,0,1,,,,nickel,6,
2023,18,KC,LAC,3,5,50,7,2220,pass,00-0036637,00-0027948,2,0,0,0,1,man,cover_0,4,nickel,6,0
2023,18,KC,LAC,4,5,50,7,2217,run,00-0036269,,,,9,0,0,,,,base,9,
2023,18,KC,LAC,1,10,41,7,2173,pass,00-0035140,00-0027948,19,1,37,0,0,man,cover_1,4,nickel,6,18
2023,18,KC,LAC,1,4,4,7,2127,run,00-0036269,,,,3,0,1,,,,base,7,
2023,18,KC,LAC,2,1,1,7,2093,run,00-0036269,,,,-3,0,1,,,,base,7,
2023,18,KC,LAC,3,4,4,7,2052,pass,00-0036360,00-0027948,-7,0,0,0,1,zone,cover_4,4,nickel,6,0
2023,18,LAC,KC,1,10,75,-10,2043,pass,00-0036988,00-0035282,-5,1,3,0,1,man,cover_1,4,nickel,5,8
2023,18,LAC,KC,1,10,39,-10,2015,pass,00-0035329,00-0035282,3,0,0,0,1,zone,cover_2,4,base,6,0
2023,18,LAC,KC,2,10,39,-10,2011,pass,00-0037475,00-0035282,20,0,0,0,1,zone,cover_2,4,nickel,6,0
2023,18,LAC,KC,3,10,39,-10,2006,pass,00-0037475,00-0035282,8,1,8,0,1,man,cover_1,4,nickel,5,0
2023,18,KC,LAC,1,10,74,7,1958,run,00-0036269,,,,2,0,1,,,,nickel,6,
2023,18,KC,LAC,2,8,72,7,1920,pass,00-0037216,00-0027948,6,1,7,0,1,zone,cover_3,4,nickel,4,1
2023,18,KC,LAC,3,1,65,7,1915,pass,00-0035140,00-0027948,5,1,14,0,1,man,cover_1,4,nickel,5,9
2023,18,KC,LAC,1,10,51,7,1905,pass,00-0036269,00-0027948,0,0,0,0,1,zone,cover_2,4,nickel,6,0
2023,18,KC,LAC,2,10,51,7,1900,pass,00-0036637,00-0027948,4,0,0,0,1,man,cover_1,4,nickel,4,0
2023,18,KC,LAC,3,10,51,7,1896,pass,00-0035140,00-0027948,39,0,0,0,1,zone,cover_3,4,nickel,6,0
2023,18,LAC,KC,1,10,88,-7,1884,pass,00-0036988,00-0035282,11,1,12,0,1,zone,cover_4,4,nickel,6,1
2023,18,LAC,KC,1,10,76,-7,1878,pass,00-0032543,00-0035282,4,0,0,0,1,man,cover_1,4,nickel,6,0
2023,18,LAC,KC,2,10,76,-7,1874,pass,00-0033699,00-0035282,-4,1,5,0,1,zone,cover_2,4,nickel,6,9
2023,18,LAC,KC,1,10,57,-7,1848,run,00-0035282,,,,13,0,1,man,2_man,4,nickel,5,
2023,18,LAC,KC,1,10,44,-7,1840,pass,00-0032543,00-0035282,4,1,4,0,1,man,2_man,4,nickel,5,0
2023,18,LAC,KC,2,6,40,-7,1835,pass,00-0038544,00-0035282,3,1,4,0,1,man,cover_1,4,nickel,5,1
2023,18,LAC,KC,3,2,36,-7,1815,pass,00-0035329,00-0035282,6,1,14,0,1,man,2_man,4,nickel,6,8
2023,18,LAC,KC,1,10,22,-7,1808,pass,00-0035120,00-0035282,22,0,0,0,1,man,cover_1,4,nickel,5,0
2023,18,LAC,KC,1,10,55,-4,1791,run,00-0033699,,,,6,0,1,,,,nickel,6,
2023,18,LAC,KC,2,4,49,-4,1758,run,00-0035282,,,,1,0,1,,,,nickel,6,
2023,18,LAC,KC,3,3,48,-4,1737,run,00-0033699,,,,-8,0,1,,,,nickel,7,
2023,18,KC,LAC,1,10,83,4,1687,run,00-0027948,,,,3,0,0,man,cover_1,4,nickel,6,
2023,18,KC,LAC,2,7,80,4,1648,pass,00-0036269,00-0027948,3,1,25,0,1,man,cover_1,4,nickel,6,22
2023,18,KC,LAC,1,10,55,4,1608,pass,00-0035140,00-0027948,24,0,0,0,1,man,cover_1,4,nickel,6,0
2023,18,KC,LAC,2,10,55,4,1599,run,00-0036360,,,,-5,0,0,,,,nickel,6,
2023,18,KC,LAC,3,15,60,4,1556,pass,00-0034286,00-0027948,11,1,11,0,1,zone,cover_2,4,nickel,6,0
2023,18,LAC,KC,1,10,85,-4,1510,run,00-0038573,,,,-5,0,1,,,,nickel,6,
2023,18,LAC,KC,2,15,90,-4,1467,run,00-0035282,,,,9,0,1,man,cover_1,4,nickel,6,
2023,18,LAC,KC,3,6,81,-4,1444,pass,00-0032543,00-0035282,7,1,25,0,1,man,2_man,4,nickel,4,18
2023,18,LAC,KC,1,10,56,-4,1422,pass,00-0037475,00-0035282,3,1,6,0,1,zone,cover_2,4,nickel,6,3
2023,18,LAC,KC,2,4,50,-4,1388,pass,00-0036988,00-0035282,-4,1,6,0,1,zone,cover_2,4,nickel,5,10
2023,18,LAC,KC,1,10,44,-4,1357,run,00-0038544,,,,6,0,0,,,,nickel,6,
2023,18,LAC,KC,2,4,38,-4,1328,run,00-0036370,,,,-4,0,1,,,,nickel,5,
2023,18,LAC,KC,3,8,42,-4,1306,pass,00-0035329,00-0035282,6,1,24,0,1,man,cover_1,4,nickel,5,18
2023,18,LAC,KC,1,10,18,-4,1273,run,00-0036370,,,,5,0,1,,,,nickel,6,
2023,18,LAC,KC,2,5,13,-4,1230,run,00-0033699,,,,-1,0,0,,,,nickel,7,
2023,18,LAC,KC,3,6,14,-4,1192,pass,,00-0035282,0,0,-11,0,1,zone,cover_2,4,nickel,5,0
2023,18,KC,LAC,1,10,75,1,1151,run,00-0036269,,,,2,0,0,,,,base,7,
2023,18,KC,LAC,2,8,73,1,1115,run,00-0027948,,,,5,0,1,man,cover_1,4,nickel,6,
2023,18,KC,LAC,3,3,68,1,1074,pass,00-0035140,00-0027948,-2,1,6,0,1,man,cover_1,4,nickel,7,8
2023,18,KC,LAC,1,10,62,1,1034,run,00-0036269,,,,10,0,0,,,,nickel,6,
2023,18,KC,LAC,1,10,52,1,992,run,00-0036269,,,,3,0,0,,,,nickel,6,
2023,18,KC,LAC,2,7,49,1,955,pass,00-0035140,00-0027948,-4,1,4,0,1,zone,cover_3,4,nickel,6,8
2023,18,KC,LAC,3,3,45,1,918,pass,00-0036637,00-0027948,0,0,0,0,1,man,cover_1,4,nickel,6,0
2023,18,LAC,KC,1,10,92,-1,908,pass,00-0035329,00-0035282,7,1,16,0,1,zone,cover_3,4,nickel,6,9
2023,18,LAC,KC,1,10,76,-1,900,run,00-0038573,,,,18,0,0,,,,base,7,
2023,18,LAC,KC,1,10,58,-1,864,run,00-0033699,,,,3,0,0,,,,base,7,
2023,18,LAC,KC,2,7,55,-1,827,pass,00-0033699,00-0035282,1,0,0,0,1,zone,cover_2,4,nickel,6,0
2023,18,LAC,KC,3,7,55,-1,823,pass,00-0032543,00-0035282,4,0,0,0,1,zone,cover_2,4,nickel,5,0
2023,18,KC,LAC,1,10,82,1,811,run,00-0036269,,,,4,0,1,,,,base,6,
2023,18,KC,LAC,2,6,78,1,776,run,00-0036269,,,,5,0,1,,,,nickel,6,
2023,18,KC,LAC,3,1,73,1,741,run,00-0036269,,,,8,0,1,,,,nickel,7,
2023,18,KC,LAC,1,10,65,1,704,pass,00-0035140,00-0027948,-3,0,0,0,0,zone,cover_3,4,nickel,6,0
2023,18,KC,LAC,2,10,65,1,700,pass,00-0034386,00-0027948,4,0,0,0,1,zone,cover_6,4,nickel,6,0
2023,18,KC,LAC,3,10,65,1,695,pass,00-0036269,00-0027948,-2,1,8,0,1,zone,cover_4,4,nickel,5,10
2023,18,LAC,KC,1,10,86,-1,655,pass,00-0033699,00-0035282,-6,1,7,0,1,zone,cover_4,4,nickel,6,13
2023,18,LAC,KC,2,3,79,-1,633,pass,00-0032394,00-0035282,3,1,3,0,1,zone,cover_3,3,nickel,6,0
2023,18,LAC,KC,1,10,76,-1,592,pass,00-0035329,00-0035282,13,1,18,0,1,zone,cover_6,4,nickel,5,5
2023,18,LAC,KC,1,10,58,-1,569,pass,00-0038544,00-0035282,27,0,0,0,1,man,cover_1,4,nickel,6,0
2023,18,LAC,KC,2,10,58,-1,564,pass,00-0033699,00-0035282,-1,1,9,0,1,zone,cover_2,4,nickel,5,10
2023,18,LAC,KC,3,1,49,-1,525,pass,00-0033699,00-0035282,1,1,7,0,0,zone,cover_3,4,base,7,6
2023,18,LAC,KC,1,10,42,-1,498,pass,00-0035120,00-0035282,1,0,0,0,1,zone,cover_2,4,nickel,5,0
2023,18,LAC,KC,2,10,42,-1,495,run,00-0033699,,,,4,0,1,,,,nickel,5,
2023,18,LAC,KC,3,6,38,-1,475,pass,00-0032543,00-0035282,4,0,0,0,1,zone,cover_2,4,nickel,4,0
2023,18,LAC,KC,4,6,38,-1,472,pass,00-0035329,00-0035282,11,1,11,0,1,man,cover_1,4,nickel,6,0
2023,18,LAC,KC,1,10,27,-1,449,pass,00-0033699,00-0035282,2,1,7,0,1,zone,cover_2,4,nickel,6,5
2023,18,LAC,KC,2,3,20,-1,429,run,00-0038573,,,,4,0,0,,,,nickel,7,
2023,18,LAC,KC,1,10,16,-1,392,run,00-0035282,,,,9,0,1,,,,nickel,6,
2023,18,LAC,KC,2,1,7,-1,358,run,00-0033699,,,,2,0,1,,,,nickel,6,
2023,18,LAC,KC,1,5,5,-1,322,run,00-0035282,,,,4,0,1,zone,cover_4,4,nickel,6,
2023,18,LAC,KC,2,1,1,-1,295,pass,00-0035120,00-0035282,0,0,0,0,1,man,cover_0,4,nickel,7,0
2023,18,LAC,KC,3,1,1,-1,292,run,00-0033699,,,,-1,0,1,,,,nickel,8,
2023,18,KC,LAC,1,10,75,-2,246,run,00-0036269,,,,3,0,0,,,,nickel,7,
2023,18,KC,LAC,2,7,72,-2,209,pass,00-0035140,00-0027948,-3,0,0,0,1,zone,cover_4,4,nickel,5,0
2023,18,KC,LAC,3,7,72,-2,206,run,00-0027948,,,,25,0,1,zone,combo,4,nickel,5,
2023,18,KC,LAC,1,10,47,-2,162,run,00-0036269,,,,0,0,0,,,,nickel,7,
2023,18,KC,LAC,2,10,47,-2,124,run,00-0027948,,,,14,0,1,man,cover_1,4,nickel,6,
2023,18,KC,LAC,1,10,33,-2,116,run,00-0036269,,,,7,0,1,,,,base,7,
2023,18,KC,LAC,2,3,26,-2,109,run,00-0036269,,,,0,0,0,,,,nickel,7,
2023,18,KC,LAC,3,3,26,-2,102,run,00-0036269,,,,2,0,1,,,,nickel,7,
2023,18,LAC,KC,1,10,75,-1,49,pass,,00-0035282,0,0,-10,0,1,man,2_man,4,nickel,6,0
2023,18,LAC,KC,2,20,85,-1,31,pass,00-0038573,00-0035282,3,1,18,0,1,zone,cover_6,4,nickel,4,15
2023,18,LAC,KC,3,2,67,-1,25,pass,00-0035120,00-0035282,0,0,0,0,1,man,2_man,4,nickel,5,0
2023,18,LAC,KC,4,2,67,-1,19,pass,00-0038544,00-0035282,14,0,0,0,1,man,2_man,4,nickel,6,0
2023,18,SF,LA,1,10,75,0,3600,pass,00-0035719,00-0034869,5,1,6,0,1,zone,cover_3,4,base,6,1
2023,18,SF,LA,2,4,69,0,3570,pass,00-0036429,00-0034869,11,1,20,0,1,man,cover_1,3,base,6,9
2023,18,SF,LA,1,10,49,0,3523,run,00-0036567,,,,4,0,1,,,,nickel,6,
2023,18,SF,LA,2,6,45,0,3482,run,00-0036567,,,,2,0,0,,,,nickel,7,
2023,18,SF,LA,3,4,43,0,3439,pass,00-0036261,00-0034869,4,1,5,0,1,man,cover_1,4,nickel,6,1
2023,18,SF,LA,1,10,38,0,3398,run,00-0036567,,,,5,0,1,,,,nickel,6,
2023,18,SF,LA,2,5,33,0,3362,pass,00-0036567,00-0034869,4,1,7,0,1,man,2_man,4,nickel,6,3
2023,18,SF,LA,1,10,26,0,3318,run,00-0035719,,,,11,0,1,,,,nickel,6,
2023,18,SF,LA,1,10,15,0,3273,pass,00-0036261,00-0034869,5,1,11,0,0,zone,cover_3,5,base,7,6
2023,18,SF,LA,1,4,4,0,3232,run,00-0036567,,,,0,0,0,,,,base,7,
2023,18,SF,LA,2,4,4,0,3192,run,00-0036567,,,,3,0,0,,,,nickel,7,
2023,18,SF,LA,3,1,1,0,3151,run,00-0036567,,,,1,1,0,,,,nickel,7,
2023,18,LA,SF,1,10,75,-7,3147,run,00-0037557,,,,5,0,1,,,,nickel,6,
2023,18,LA,SF,2,5,70,-7,3120,pass,00-0039074,00-0032950,5,1,9,0,1,man,2_man,4,nickel,6,4
2023,18,LA,SF,1,10,61,-7,3086,pass,00-0039075,00-0032950,9,1,9,0,1,man,cover_1,5,nickel,7,0
2023,18,LA,SF,2,1,52,-7,3059,run,00-0037557,,,,10,0,0,,,,nickel,7,
2023,18,LA,SF,1,10,42,-7,3031,run,00-0032950,,,,2,0,1,zone,cover_3,4,nickel,6,
2023,18,LA,SF,2,8,40,-7,2987,run,00-0037557,,,,5,0,1,,,,nickel,6,
2023,18,LA,SF,3,3,35,-7,2947,run,00-0037557,,,,1,0,1,,,,nickel,8,
2023,18,LA,SF,4,2,34,-7,2905,pass,00-0039074,00-0032950,6,1,10,0,1,zone,cover_3,4,nickel,6,4
2023,18,LA,SF,1,10,24,-7,2866,pass,00-0039075,00-0032950,4,0,0,0,0,zone,combo,4,nickel,7,0
2023,18,LA,SF,2,10,24,-7,2861,run,00-0032950,,,,5,0,1,,,,nickel,6,
2023,18,LA,SF,3,5,19,-7,2819,pass,00-0039075,00-0032950,19,1,19,1,1,man,cover_1,4,nickel,5,0
2023,18,SF,LA,1,20,85,0,2782,pass,00-0035719,00-0034869,5,1,15,0,1,man,2_man,4,nickel,6,10
2023,18,SF,LA,2,5,70,0,2738,run,00-0037525,,,,6,0,0,,,,nickel,8,
2023,18,SF,LA,1,10,64,0,2700,pass,00-0036261,00-0034869,17,0,0,0,0,man,cover_1,5,nickel,6,0
2023,18,SF,LA,2,10,64,0,2696,run,00-0037525,,,,16,0,0,,,,nickel,7,
2023,18,SF,LA,1,10,48,0,2649,pass,00-0038647,00-0034869,11,0,0,0,0,man,cover_1,4,nickel,7,0
2023,18,SF,LA,2,10,48,0,2644,run,00-0034869,,,,9,0,1,,,,nickel,7,
2023,18,SF,LA,3,1,39,0,2606,run,00-0034869,,,,2,0,0,,,,nickel,7,
2023,18,SF,LA,1,10,37,0,2567,pass,00-0036261,00-0034869,9,1,9,0,1,zone,cover_3,3,base,7,0
2023,18,SF,LA,2,1,28,0,2526,run,00-0034869,,,,0,0,0,,,,nickel,7,
2023,18,SF,LA,3,2,29,0,2487,run,00-0034869,,,,1,0,0,,,,base,8,
2023,18,SF,LA,4,1,28,0,2443,run,00-0037525,,,,3,0,0,,,,base,8,
2023,18,SF,LA,1,10,25,0,2398,run,00-0036567,,,,14,0,0,,,,base,7,
2023,18,SF,LA,1,10,11,0,2350,run,00-0036567,,,,7,0,1,,,,base,6,
2023,18,SF,LA,2,3,4,0,2310,run,00-0036567,,,,-1,0,0,,,,base,8,
2023,18,SF,LA,1,2,2,0,2261,run,00-0036567,,,,1,0,1,,,,nickel,6,
2023,18,SF,LA,2,1,1,0,2224,run,00-0034869,,,,1,1,0,,,,nickel,7,
2023,18,LA,SF,1,10,75,-7,2219,pass,00-0036849,00-0032950,11,0,0,0,1,man,cover_1,4,nickel,7,0
2023,18,SF,LA,1,10,36,7,2214,run,00-0037525,,,,3,0,1,,,,base,7,
2023,18,SF,LA,2,7,33,7,2172,pass,00-0034407,00-0034869,-5,1,11,0,1,zone,cover_2,4,base,4,16
2023,18,SF,LA,1,20,32,7,2102,pass,00-0038647,00-0034869,17,0,0,0,1,man,cover_1,4,nickel,6,0
2023,18,SF,LA,2,20,32,7,2097,pass,00-0037525,00-0034869,4,1,12,0,0,man,cover_1,5,nickel,8,8
2023,18,SF,LA,3,8,20,7,2067,pass,00-0038647,00-0034869,13,0,0,0,1,man,cover_1,4,nickel,7,0
2023,18,LA,SF,1,10,72,-7,2059,pass,00-0039074,00-0032950,1,1,5,0,1,man,cover_1,4,nickel,7,4
2023,18,LA,SF,2,5,67,-7,2026,run,00-0037557,,,,4,0,1,,,,nickel,7,
2023,18,LA,SF,3,1,63,-7,1998,run,00-0037557,,,,3,0,0,,,,nickel,7,
2023,18,LA,SF,1,10,60,-7,1964,pass,00-0039074,00-0032950,0,1,1,0,1,zone,cover_3,4,nickel,7,1
2023,18,LA,SF,2,9,59,-7,1923,pass,00-0039075,00-0032950,8,0,0,0,1,zone,cover_3,4,nickel,6,0
2023,18,LA,SF,3,4,54,-7,1913,pass,00-0036424,00-0032950,19,0,0,0,1,zone,cover_2,4,nickel,7,0
2023,18,SF,LA,1,10,90,7,1898,run,00-0034407,,,,7,0,1,,,,nickel,6,
2023,18,SF,LA,2,3,83,7,1892,pass,00-0034407,00-0034869,6,1,6,0,1,man,cover_1,5,nickel,7,0
2023,18,SF,LA,1,10,77,7,1889,run,00-0036567,,,,5,0,1,,,,dime,6,
2023,18,SF,LA,2,5,72,7,1882,pass,00-0036567,00-0034869,2,1,8,0,0,zone,cover_3,4,dime,6,6
2023,18,SF,LA,1,10,64,7,1863,pass,00-0034407,00-0034869,5,1,5,0,1,man,cover_1,5,dime,6,0
2023,18,SF,LA,2,5,59,7,1859,pass,00-0032128,00-0034869,20,1,48,0,1,man,2_man,4,dime,6,28
2023,18,SF,LA,1,10,11,7,1848,run,00-0036567,,,,6,0,0,,,,nickel,6,
2023,18,SF,LA,2,4,5,7,1825,pass,00-0032128,00-0034869,5,0,0,0,1,man,cover_1,4,nickel,6,0
2023,18,SF,LA,3,4,5,7,1816,pass,00-0038647,00-0034869,5,1,5,1,1,zone,cover_3,4,nickel,6,0
2023,18,LA,SF,1,10,75,-13,1811,pass,,00-0032950,5,0,0,0,1,man,cover_1,4,nickel,5,0
2023,18,LA,SF,2,10,75,-13,1807,pass,00-0036424,00-0032950,7,1,18,0,1,man,2_man,4,nickel,5,11
2023,18,LA,SF,1,5,52,-13,1800,run,00-0032950,,,,2,0,0,man,cover_1,4,nickel,6,
2023,18,LA,SF,1,10,75,-13,1800,run,00-0032950,,,,2,0,1,,,,nickel,6,
2023,18,LA,SF,2,8,73,-13,1764,run,00-0037557,,,,7,0,1,,,,nickel,6,
2023,18,LA,SF,3,1,66,-13,1739,run,00-0032950,,,,2,0,0,zone,cover_2,4,nickel,7,
2023,18,LA,SF,1,10,64,-13,1701,run,00-0037557,,,,8,0,1,,,,nickel,6,
2023,18,LA,SF,2,2,56,-13,1663,pass,00-0039075,00-0032950,4,1,7,0,1,zone,cover_3,4,nickel,6,3
2023,18,LA,SF,1,10,49,-13,1619,pass,00-0039075,00-0032950,0,1,6,0,1,man,cover_1,5,nickel,6,6
2023,18,LA,SF,2,4,43,-13,1584,run,00-0037557,,,,3,0,1,,,,nickel,7,
2023,18,LA,SF,3,1,40,-13,1544,run,00-0032950,,,,4,0,1,,,,nickel,6,
2023,18,LA,SF,1,10,36,-13,1508,run,00-0034838,,,,4,0,1,,,,nickel,7,
2023,18,LA,SF,2,6,32,-13,1473,run,00-0032950,,,,5,0,1,,,,nickel,7,
2023,18,LA,SF,3,1,27,-13,1437,run,00-0034838,,,,1,0,1,,,,nickel,7,
2023,18,LA,SF,1,10,26,-13,1398,pass,00-0036427,00-0032950,-1,1,0,0,0,zone,cover_3,3,nickel,6,1
2023,18,LA,SF,2,10,26,-13,1360,pass,,00-0032950,0,0,-7,0,0,man,cover_1,3,nickel,7,0
2023,18,LA,SF,3,17,33,-13,1315,pass,00-0036424,00-0032950,27,1,29,0,1,zone,combo,4,nickel,5,2
2023,18,LA,SF,1,9,9,-13,1273,run,00-0032950,,,,4,0,1,,,,nickel,6,
2023,18,LA,SF,2,5,5,-13,1231,run,00-0034838,,,,-3,0,0,,,,nickel,6,
2023,18,LA,SF,3,8,8,-13,1190,pass,00-0036427,00-0032950,8,1,8,1,1,man,cover_1,5,nickel,6,0
2023,18,SF,LA,1,10,75,7,1185,run,00-0037525,,,,3,0,1,,,,nickel,6,
2023,18,SF,LA,2,7,72,7,1140,run,00-0037525,,,,5,0,1,,,,nickel,6,
2023,18,SF,LA,3,2,67,7,1097,run,00-0034869,,,,5,0,1,man,cover_1,3,nickel,7,
2023,18,SF,LA,1,10,62,7,1057,pass,,00-0034869,0,0,-7,0,0,man,cover_1,5,nickel,7,0
2023,18,SF,LA,2,17,69,7,1014,pass,00-0032128,00-0034869,3,1,3,0,1,man,cover_1,4,nickel,6,0
2023,18,SF,LA,3,14,66,7,975,pass,00-0038647,00-0034869,25,0,0,0,1,zone,cover_2,4,nickel,6,0
2023,18,LA,SF,1,10,81,-7,962,run,00-0037557,,,,-1,0,1,,,,nickel,7,
2023,18,LA,SF,2,11,82,-7,924,pass,00-0036427,00-0032950,9,0,0,0,1,zone,cover_6,4,nickel,6,0
2023,18,LA,SF,3,11,82,-7,918,pass,00-0036862,00-0032950,16,1,17,0,1,zone,combo,5,nickel,7,1
2023,18,LA,SF,1,10,65,-7,900,pass,00-0034838,00-0032950,-1,1,13,0,0,zone,cover_3,4,nickel,7,14
2023,18,LA,SF,1,10,52,-7,861,run,00-0037557,,,,2,0,1,,,,nickel,7,
2023,18,LA,SF,2,8,50,-7,819,run,00-0032950,,,,6,0,1,,,,nickel,6,
2023,18,LA,SF,3,2,44,-7,776,run,00-0032950,,,,1,0,1,,,,nickel,6,
2023,18,LA,SF,4,1,43,-7,734,run,00-0032950,,,,2,0,0,,,,nickel,6,
2023,18,LA,SF,1,10,41,-7,694,run,00-0037557,,,,3,0,1,,,,nickel,6,
2023,18,LA,SF,2,7,38,-7,652,run,00-0039136,,,,3,0,1,,,,nickel,7,
2023,18,LA,SF,3,4,35,-7,608,pass,00-0036849,00-0032950,5,0,0,0,1,zone,cover_2,4,nickel,8,0
2023,18,LA,SF,4,4,35,-7,602,pass,,00-0032950,0,0,-7,0,1,man,cover_1,7,nickel,8,0
2023,18,SF,LA,1,10,58,7,599,run,00-0036567,,,,4,0,0,,,,base,7,
2023,18,SF,LA,2,6,54,7,562,run,00-0036567,,,,1,0,1,,,,nickel,6,
2023,18,SF,LA,3,5,53,7,518,run,00-0034869,,,,1,0,1,man,cover_1,5,nickel,6,
2023,18,LA,SF,1,10,23,-7,460,run,00-0032950,,,,5,0,1,zone,combo,4,nickel,6,
2023,18,LA,SF,2,5,18,-7,420,run,00-0032950,,,,3,0,1,,,,nickel,6,
2023,18,LA,SF,3,2,15,-7,382,run,00-0034838,,,,0,0,1,,,,nickel,6,
2023,18,LA,SF,4,2,15,-7,340,pass,00-0036849,00-0032950,3,1,3,0,1,man,cover_1,6,nickel,6,0
2023,18,LA,SF,1,10,12,-7,302,run,00-0032950,,,,12,1,1,,,,nickel,6,
2023,18,LA,SF,0,0,2,-1,296,pass,00-0036849,00-0032950,0,0,2,0,0,man,cover_0,5,nickel,7,0
2023,18,SF,LA,1,10,75,-1,296,pass,00-0034407,00-0034869,35,0,0,0,1,zone,cover_3,4,base,6,0
2023,18,SF,LA,2,10,75,-1,285,pass,00-0032128,00-0034869,5,0,0,0,1,zone,cover_3,4,nickel,6,0
2023,18,SF,LA,3,10,75,-1,281,pass,,00-0034869,0,0,-7,0,1,zone,combo,4,nickel,6,0
2023,18,LA,SF,1,10,66,1,228,run,00-0037557,,,,2,0,1,,,,nickel,6,
2023,18,LA,SF,2,8,64,1,183,pass,00-0036862,00-0032950,-3,1,5,0,1,man,cover_1,5,nickel,8,8
2023,18,LA,SF,3,3,59,1,139,pass,00-0036849,00-0032950,-2,1,4,0,1,man,cover_1,5,nickel,7,6
2023,18,LA,SF,1,10,55,1,132,run,00-0036849,,,,-4,0,0,,,,nickel,6,
2023,18,LA,SF,2,14,59,1,120,run,00-0032950,,,,5,0,1,,,,nickel,6,
2023,18,LA,SF,3,9,54,1,115,run,00-0032950,,,,-3,0,1,,,,nickel,7,
2023,18,SF,LA,1,10,78,-1,55,pass,00-0032128,00-0034869,23,0,0,0,1,zone,cover_2,4,nickel,7,0
2023,18,SF,LA,2,10,78,-1,49,pass,00-0032128,00-0034869,18,1,18,0,1,zone,cover_6,4,nickel,6,0
2023,18,SF,LA,2,10,60,-1,33,pass,,00-0034869,0,0,0,0,1,zone,cover_2,4,nickel,6,0
2023,18,DET,MIN,1,10,75,0,3600,run,00-0035685,,,,4,0,0,,,,nickel,8,
2023,18,DET,MIN,2,6,71,0,3568,pass,,00-0033106,6,0,0,0,0,zone,cover_3,5,nickel,6,0
2023,18,DET,MIN,3,6,71,0,3560,pass,00-0039065,00-0033106,1,0,0,0,1,man,cover_1,5,dime,5,0
2023,18,MIN,DET,1,10,90,0,3545,pass,00-0035249,00-0033319,0,1,11,0,0,zone,cover_2,5,base,7,11
2023,18,MIN,DET,1,10,79,0,3509,run,00-0037276,,,,2,0,0,,,,base,9,
2023,18,MIN,DET,2,8,77,0,3467,run,00-0037276,,,,9,0,1,,,,base,9,
2023,18,MIN,DET,1,15,73,0,3407,run,00-0037276,,,,5,0,1,,,,base,7,
2023,18,MIN,DET,2,10,68,0,3367,pass,00-0036345,00-0033319,3,1,6,0,1,man,cover_1,6,nickel,6,3
2023,18,MIN,DET,3,4,62,0,3330,pass,00-0036345,00-0033319,7,0,0,0,1,zone,cover_2,4,nickel,6,0
2023,18,DET,MIN,1,10,52,0,3307,pass,00-0036963,00-0033106,21,1,34,0,0,zone,cover_2,5,base,7,13
2023,18,DET,MIN,1,10,18,0,3266,pass,00-0036963,00-0033106,-3,1,13,0,1,man,cover_0,6,base,6,16
2023,18,DET,MIN,1,5,5,0,3225,run,00-0035685,,,,3,0,0,,,,base,10,
2023,18,DET,MIN,2,2,2,0,3190,pass,00-0039065,00-0033106,2,1,2,1,0,zone,combo,7,,8,0
2023,18,MIN,DET,1,10,75,-7,3186,pass,,00-0033319,0,0,-9,0,0,zone,cover_3,5,base,7,0
2023,18,MIN,DET,2,19,84,-7,3141,run,00-0034972,,,,2,0,1,,,,nickel,8,
2023,18,MIN,DET,3,17,82,-7,3116,pass,00-0034972,00-0033319,-2,1,5,0,1,zone,cover_4,4,nickel,5,7
2023,18,DET,MIN,1,10,64,7,3065,run,00-0039139,,,,2,0,0,,,,nickel,8,
2023,18,DET,MIN,2,8,62,7,3029,pass,00-0036963,00-0033106,5,1,8,0,1,zone,cover_3,6,nickel,7,3
2023,18,DET,MIN,1,10,54,7,2994,pass,00-0039065,00-0033106,3,1,8,0,1,zone,cover_3,5,nickel,6,5
2023,18,DET,MIN,2,2,46,7,2952,run,00-0039139,,,,1,0,0,,,,nickel,9,
2023,18,DET,MIN,3,1,45,7,2908,pass,00-0039065,00-0033106,3,0,0,0,1,man,cover_1,5,nickel,6,0
2023,18,DET,MIN,4,1,45,7,2902,run,00-0039139,,,,1,0,0,,,,nickel,9,
2023,18,DET,MIN,1,10,44,7,2873,pass,00-0032464,00-0033106,34,1,41,0,0,man,2_man,4,nickel,5,7
2023,18,DET,MIN,1,3,3,7,2837,run,00-0039139,,,,3,1,0,,,,base,11,
2023,18,MIN,DET,1,10,80,-13,2827,run,00-0037276,,,,14,0,0,,,,base,9,
2023,18,MIN,DET,1,20,76,-13,2768,pass,,00-0033319,-1,0,0,0,0,zone,cover_3,5,nickel,7,0
2023,18,MIN,DET,2,30,86,-13,2763,pass,00-0033246,00-0033319,26,1,32,0,1,zone,cover_3,4,nickel,6,6
