season,player,team,situation,touches,scores,yards,teamPlays
2021,00-0031806,MIA,earlyAndLong,18,1,94,540
2021,00-0036020,MIA,redZone,5,0,23,69
2021,00-0036613,MIA,goalLine,4,4,7,35
2021,00-0033090,NE,earlyAndLong,30,0,293,551
2021,00-0031062,NE,earlyDown,5,0,23,127
2021,00-0033307,NE,thirdAndLong,9,0,98,73
2021,00-0035311,MIA,thirdAndLong,8,0,20,78
2021,00-0033307,NE,earlyAndLong,45,1,451,551
2021,00-0033090,NE,earlyDown,8,0,104,127
2021,00-0033090,NE,thirdAndMedium,9,0,57,63
2021,00-0033307,NE,earlyDown,12,1,112,127
2021,00-0035657,NE,redZone,18,2,73,99
2021,00-0034960,NE,redZone,8,1,28,99
2021,00-0030669,MIA,thirdAndLong,6,0,22,78
2021,00-0034960,NE,thirdAndMedium,13,0,81,63
2021,00-0029239,NE,earlyAndLong,35,0,291,551
2021,00-0031806,MIA,earlyDown,6,0,10,149
2021,00-0033893,MIN,earlyAndLong,162,1,830,512
2021,00-0034270,MIN,earlyAndLong,43,0,334,512
2021,00-0030035,MIN,thirdAndMedium,9,0,40,56
2021,00-0036322,MIN,earlyAndLong,79,0,676,512
2021,00-0033839,MIN,thirdAndLong,7,0,39,102
2021,00-0033897,CIN,earlyAndLong,261,0,1239,661
2021,00-0033897,CIN,earlyDown,72,1,269,175
2021,00-0036900,CIN,earlyAndLong,87,3,855,661
2021,00-0033009,CIN,earlyAndLong,62,1,496,661
2021,00-0032134,CIN,thirdAndLong,11,0,86,107
2021,00-0033893,MIN,earlyDown,51,0,203,122
2021,00-0033526,CIN,thirdAndLong,17,0,110,107
2021,00-0036410,CIN,thirdAndMedium,14,0,108,82
2021,00-0034972,MIN,earlyAndLong,81,0,459,512
2021,00-0033893,MIN,thirdAndMedium,5,0,9,56
2021,00-0036345,MIN,earlyAndLong,35,4,344,512
2021,00-0032104,MIN,earlyAndLong,51,0,268,512
2021,00-0036345,MIN,thirdAndLong,20,0,131,102
2021,00-0033893,MIN,redZone,22,1,84,90
2021,00-0030035,MIN,insideTen,5,4,30,58
2021,00-0033526,CIN,earlyAndLong,39,2,269,661
2021,00-0036900,CIN,thirdAndLong,20,0,224,107
2021,00-0033897,CIN,goalLine,18,7,11,40
2021,00-0036410,CIN,goalLine,5,2,5,40
2021,00-0034270,MIN,thirdAndLong,12,0,80,102
2021,00-0036410,CIN,earlyAndLong,71,2,823,661
2021,00-0030035,MIN,earlyAndLong,39,0,269,512
2021,00-0036322,MIN,thirdAndLong,23,1,222,102
2021,00-0033897,CIN,thirdAndShort,12,0,36,37
2021,00-0033009,CIN,thirdAndMedium,13,0,144,82
2021,00-0036442,CIN,fourthDown,3,0,8,20
2021,00-0036410,CIN,redZone,9,0,42,86
2021,00-0032104,MIN,thirdAndShort,3,0,14,30
2021,00-0034766,MIN,earlyAndLong,4,0,14,512
2021,00-0033897,CIN,fourthDown,3,1,42,20
2021,00-0036322,MIN,thirdAndMedium,15,1,236,56
2021,00-0030035,MIN,fourthDown,3,1,56,17
2021,00-0032918,MIN,earlyDown,3,0,5,122
2021,00-0033893,MIN,thirdAndLong,10,0,49,102
2021,00-0036322,MIN,earlyDown,14,0,210,122
2021,00-0033893,MIN,goalLine,9,3,6,28
2021,00-0036900,CIN,earlyDown,27,2,393,175
2021,00-0033897,CIN,thirdAndMedium,4,0,62,82
2021,00-0033893,MIN,chasingLate,11,0,66,47
2021,00-0034270,MIN,chasingLate,5,0,39,47
2021,00-0036345,MIN,chasingLate,9,0,58,47
2021,00-0030035,MIN,chasingLate,7,0,75,47
2021,00-0033114,CIN,earlyAndLong,4,0,36,661
2021,00-0030035,MIN,thirdAndLong,10,0,86,102
2021,00-0036900,CIN,thirdAndMedium,13,1,137,82
2021,00-0032918,MIN,earlyAndLong,13,0,85,512
2021,00-0030035,MIN,earlyDown,11,0,94,122
2021,00-0036322,MIN,thirdAndShort,6,1,127,30
2021,00-0033897,CIN,redZone,28,4,138,86
2021,00-0032058,NYJ,earlyAndLong,55,0,264,498
2021,00-0030108,NYJ,earlyAndLong,22,0,133,498
2021,00-0035537,NYJ,earlyAndLong,50,0,279,498
2021,00-0036924,NYJ,thirdAndLong,4,0,12,98
2021,00-0033280,CAR,earlyAndLong,83,1,488,542
2021,00-0036955,CAR,thirdAndMedium,3,0,10,63
2021,00-0036924,NYJ,earlyAndLong,123,0,598,498
2021,00-0033871,NYJ,earlyAndLong,32,2,322,498
2021,00-0035537,NYJ,thirdAndLong,15,0,114,98
2021,00-0034827,CAR,earlyAndLong,88,0,578,542
2021,00-0036955,CAR,earlyAndLong,11,0,69,542
2021,00-0034011,CAR,thirdAndLong,8,0,49,102
2021,00-0032058,NYJ,earlyDown,19,0,59,116
2021,00-0036924,NYJ,thirdAndShort,5,0,35,31
2021,00-0036980,NYJ,earlyAndLong,43,0,341,498
2021,00-0036980,NYJ,thirdAndLong,12,1,62,98
2021,00-0034827,CAR,earlyDown,18,0,163,129
2021,00-0033280,CAR,thirdAndMedium,5,0,43,63
2021,00-0034365,CAR,redZone,4,0,0,71
2021,00-0033280,CAR,redZone,13,1,73,71
2021,00-0033280,CAR,insideTen,6,0,22,47
2021,00-0034869,CAR,insideTen,3,2,10,47
2021,00-0035510,NYJ,earlyAndLong,5,0,0,498
2021,00-0032214,NYJ,earlyAndLong,18,0,114,498
2021,00-0032688,CAR,earlyAndLong,59,1,337,542
2021,00-0034419,NYJ,earlyAndLong,28,0,165,498
2021,00-0034011,CAR,earlyDown,7,0,49,129
2021,00-0034419,NYJ,thirdAndLong,11,0,79,98
2021,00-0034365,CAR,earlyDown,3,0,46,129
2021,00-0036555,CAR,earlyAndLong,124,0,536,542
2021,00-0036955,CAR,thirdAndLong,7,0,25,102
2021,00-0036924,NYJ,earlyDown,35,0,203,116
2021,00-0037013,NYJ,goalLine,6,2,1,44
2021,00-0034827,CAR,thirdAndMedium,17,0,165,63
2021,00-0033280,CAR,earlyDown,16,0,96,129
2021,00-0034827,CAR,thirdAndShort,3,0,24,38
2021,00-0033280,CAR,thirdAndLong,4,0,12,102
2021,00-0034419,NYJ,chasingLate,10,0,63,59
2021,00-0035537,NYJ,chasingLate,7,0,29,59
2021,00-0034419,NYJ,fourthDown,5,0,49,22
2021,00-0036255,NYJ,chasingLate,7,0,56,59
2021,00-0033871,NYJ,redZone,3,0,15,74
2021,00-0036980,NYJ,goalLine,3,1,3,44
2021,00-0034837,ATL,earlyAndLong,21,0,108,495
2021,00-0032063,ATL,earlyAndLong,119,0,461,495
2021,00-0030578,ATL,earlyDown,34,1,247,114
2021,00-0034837,ATL,thirdAndMedium,4,0,19,47
2021,00-0036970,ATL,earlyAndLong,55,0,647,495
2021,00-0034837,ATL,thirdAndLong,11,0,93,95
2021,00-0032063,ATL,redZone,12,1,46,89
2021,00-0034830,ATL,redZone,6,2,59,89
2021,00-0032063,ATL,insideTen,10,1,31,43
2021,00-0032063,ATL,goalLine,4,2,4,28
2021,00-0036271,PHI,earlyAndLong,32,0,240,548
2021,00-0036389,PHI,earlyAndLong,60,0,407,548
2021,00-0035243,PHI,earlyAndLong,105,0,633,548
2021,00-0036912,PHI,redZone,4,1,28,82
2021,00-0030578,ATL,earlyAndLong,120,0,523,495
2021,00-0030968,ATL,earlyAndLong,9,0,36,495
2021,00-0034830,ATL,earlyAndLong,18,0,116,495
2021,00-0026143,ATL,thirdAndLong,3,0,12,95
2021,00-0036970,ATL,redZone,8,0,15,89
2021,00-0030578,ATL,redZone,30,4,171,89
2021,00-0034351,PHI,earlyAndLong,43,0,417,548
2021,00-0030061,PHI,earlyAndLong,56,1,441,548
2021,00-0036912,PHI,thirdAndMedium,9,0,56,72
2021,00-0030578,ATL,thirdAndLong,7,0,66,95
2021,00-0036912,PHI,earlyDown,12,0,148,137
2021,00-0036912,PHI,earlyAndLong,69,2,604,548
2021,00-0036387,PHI,earlyDown,4,0,20,137
2021,00-0036919,PHI,earlyAndLong,50,0,232,548
2021,00-0036387,PHI,thirdAndLong,8,0,9,74
2021,00-0032063,ATL,thirdAndLong,10,0,78,95
2021,00-0036919,PHI,earlyDown,9,0,26,137
2021,00-0036919,PHI,thirdAndShort,6,0,29,41
2021,00-0036389,PHI,thirdAndMedium,6,1,68,72
2021,00-0036389,PHI,earlyDown,17,0,115,137
2021,00-0036387,PHI,earlyAndLong,37,1,184,548
2021,00-0034351,PHI,redZone,4,0,40,82
2021,00-0035243,PHI,goalLine,5,0,-6,48
2021,00-0032063,ATL,earlyDown,18,0,61,114
2021,00-0035243,PHI,earlyDown,35,0,202,137
2021,00-0036919,PHI,redZone,14,3,80,82
2021,00-0026143,ATL,earlyDown,6,0,15,114
2021,00-0035243,PHI,thirdAndShort,8,0,37,41
2021,00-0036919,PHI,insideTen,7,3,32,58
2021,00-0036912,PHI,thirdAndLong,10,0,83,74
2021,00-0030968,ATL,earlyDown,4,0,33,114
2021,00-0036970,ATL,thirdAndLong,18,0,185,95
2021,00-0035243,PHI,thirdAndLong,6,0,26,74
2021,00-0034411,ATL,thirdAndLong,19,0,177,95
2021,00-0036919,PHI,aheadLate,7,0,27,16
2021,00-0036919,PHI,thirdAndLong,9,0,20,74
2021,00-0030968,ATL,chasingLate,3,0,13,37
2021,00-0029000,BUF,earlyAndLong,62,0,466,586
2021,00-0031588,BUF,redZone,20,5,100,139
2021,00-0036893,PIT,earlyAndLong,253,0,1035,582
2021,00-0035216,PIT,earlyAndLong,80,1,554,582
2021,00-0036893,PIT,earlyDown,67,0,310,148
2021,00-0035216,PIT,thirdAndMedium,16,1,130,72
2021,00-0035250,BUF,earlyAndLong,144,1,704,586
2021,00-0035250,BUF,earlyDown,52,0,245,138
2021,00-0031588,BUF,earlyAndLong,88,0,823,586
2021,00-0035689,BUF,thirdAndLong,6,0,25,79
2021,00-0027685,BUF,earlyAndLong,43,3,446,586
2021,00-0029000,BUF,thirdAndLong,13,1,110,79
2021,00-0036326,PIT,earlyDown,15,0,150,148
2021,00-0034857,BUF,earlyAndLong,43,0,368,586
2021,00-0031588,BUF,thirdAndShort,6,0,19,42
2021,00-0033857,PIT,earlyAndLong,18,0,81,582
2021,00-0034676,PIT,earlyAndLong,24,1,249,582
2021,00-0036326,PIT,thirdAndMedium,11,0,48,72
2021,00-0034857,BUF,earlyDown,14,0,76,138
2021,00-0031588,BUF,earlyDown,15,0,81,138
2021,00-0029000,BUF,thirdAndMedium,13,0,43,58
2021,00-0033857,PIT,thirdAndLong,4,0,17,101
2021,00-0033466,BUF,earlyAndLong,22,0,166,586
2021,00-0036893,PIT,thirdAndLong,13,1,80,101
2021,00-0035689,BUF,earlyAndLong,37,1,398,586
2021,00-0036196,BUF,thirdAndMedium,3,0,38,58
2021,00-0034857,BUF,redZone,16,1,100,139
2021,00-0029000,BUF,redZone,11,0,36,139
2021,00-0034857,BUF,insideTen,12,3,47,86
2021,00-0036196,BUF,goalLine,3,1,1,44
2021,00-0033857,PIT,earlyDown,6,0,39,148
2021,00-0031387,PIT,thirdAndMedium,3,0,28,72
2021,00-0036326,PIT,earlyAndLong,51,0,422,582
2021,00-0035216,PIT,redZone,15,2,75,79
2021,00-0036893,PIT,insideTen,12,3,43,48
2021,00-0031588,BUF,thirdAndMedium,12,0,77,58
2021,00-0033308,BUF,earlyAndLong,16,0,87,586
2021,00-0034857,BUF,thirdAndMedium,9,0,69,58
2021,00-0036196,BUF,earlyAndLong,28,1,403,586
2021,00-0036196,BUF,fourthDown,4,1,32,18
2021,00-0036893,PIT,thirdAndShort,20,1,86,48
2021,00-0036894,PIT,earlyAndLong,32,0,228,582
2021,00-0034857,BUF,thirdAndLong,8,0,121,79
2021,00-0035222,PIT,earlyAndLong,15,0,116,582
2021,00-0035216,PIT,insideTen,8,4,31,48
2021,00-0027685,BUF,earlyDown,8,0,47,138
2021,00-0035250,BUF,insideTen,17,3,31,86
2021,00-0036326,PIT,thirdAndLong,18,0,131,101
2021,00-0034676,PIT,thirdAndLong,6,0,1,101
2021,00-0036196,BUF,chasingLate,6,0,60,36
2021,00-0035250,BUF,chasingLate,6,0,44,36
2021,00-0035250,BUF,thirdAndLong,4,0,12,79
2021,00-0035689,BUF,chasingLate,3,0,41,36
2021,00-0029000,BUF,chasingLate,6,0,33,36
2021,00-0031588,BUF,thirdAndLong,11,0,119,79
2021,00-0036223,IND,earlyAndLong,198,4,1325,526
2021,00-0030181,IND,earlyAndLong,21,0,160,526
2021,00-0033251,IND,earlyAndLong,43,0,309,526
2021,00-0036223,IND,earlyDown,61,1,372,107
2021,00-0034367,IND,earlyAndLong,67,1,354,526
2021,00-0034367,IND,earlyDown,11,0,49,107
2021,00-0032950,IND,earlyAndLong,20,0,128,526
2021,00-0036223,IND,redZone,50,1,206,100
2021,00-0036223,IND,insideTen,22,6,59,51
2021,00-0033594,SEA,earlyAndLong,38,0,143,472
2021,00-0029263,SEA,earlyDown,3,0,7,119
2021,00-0029263,SEA,thirdAndLong,7,0,50,91
2021,00-0033594,SEA,earlyDown,9,1,54,119
2021,00-0033594,SEA,thirdAndShort,5,0,40,32
2021,00-0034750,SEA,earlyAndLong,86,2,577,472
2021,00-0032211,SEA,thirdAndMedium,8,1,67,45
2021,00-0033895,SEA,earlyAndLong,28,0,214,472
2021,00-0034159,SEA,earlyDown,7,0,95,119
2021,00-0034750,SEA,redZone,12,1,32,71
2021,00-0033895,SEA,insideTen,5,2,15,33
2021,00-0035639,IND,earlyAndLong,9,0,77,526
2021,00-0036223,IND,thirdAndShort,12,0,57,24
2021,00-0036252,IND,earlyAndLong,60,1,568,526
2021,00-0033251,IND,insideTen,8,2,18,51
2021,00-0032211,SEA,earlyAndLong,64,2,686,472
2021,00-0033217,IND,thirdAndLong,5,0,0,81
2021,00-0036620,SEA,earlyAndLong,8,0,32,472
2021,00-0036620,SEA,earlyDown,3,0,23,119
2021,00-0029263,SEA,thirdAndShort,6,0,17,32
2021,00-0030181,IND,thirdAndMedium,3,0,29,58
2021,00-0035640,SEA,earlyDown,12,0,66,119
2021,00-0036247,SEA,earlyAndLong,23,1,211,472
2021,00-0035639,IND,thirdAndMedium,3,1,51,58
2021,00-0036425,SEA,earlyAndLong,21,0,128,472
2021,00-0035640,SEA,earlyAndLong,53,2,470,472
2021,00-0034367,IND,thirdAndMedium,6,0,24,58
2021,00-0032950,IND,fourthDown,7,0,10,20
2021,00-0035640,SEA,thirdAndMedium,13,1,104,45
2021,00-0030181,IND,thirdAndShort,4,0,24,24
2021,00-0036252,IND,thirdAndLong,21,1,269,81
2021,00-0032211,SEA,earlyDown,13,1,154,119
2021,00-0036425,SEA,earlyDown,7,0,26,119
2021,00-0033594,SEA,redZone,4,0,11,71
2021,00-0035640,SEA,redZone,15,6,109,71
2021,00-0036223,IND,goalLine,21,7,12,44
2021,00-0033251,IND,redZone,5,1,31,100
2021,00-0034367,IND,chasingLate,7,0,35,22
2021,00-0033217,IND,chasingLate,3,0,3,22
2021,00-0033948,DET,earlyAndLong,103,0,512,515
2021,00-0035229,DET,earlyAndLong,40,0,324,515
2021,00-0033948,DET,thirdAndLong,6,0,21,96
2021,00-0033948,DET,fourthDown,5,0,8,32
2021,00-0031345,SF,earlyAndLong,10,0,24,632
2021,00-0036275,DET,earlyAndLong,126,0,524,515
2021,00-0032464,DET,earlyDown,12,0,84,137
2021,00-0036963,DET,earlyAndLong,54,0,383,515
2021,00-0036275,DET,thirdAndLong,18,2,186,96
2021,00-0033288,SF,earlyDown,9,1,102,145
2021,00-0037012,SF,redZone,3,0,4,61
2021,00-0036567,SF,redZone,14,1,66,61
2021,00-0029632,SF,redZone,4,0,21,61
2021,00-0035229,DET,thirdAndLong,11,0,56,96
2021,00-0036275,DET,redZone,17,1,53,71
2021,00-0035229,DET,redZone,6,1,37,71
2021,00-0036275,DET,insideTen,10,1,23,42
2021,00-0035229,DET,insideTen,4,3,23,42
2021,00-0036567,SF,earlyAndLong,187,0,882,632
2021,00-0035719,SF,earlyDown,22,0,225,145
2021,00-0035719,SF,earlyAndLong,116,6,1098,632
2021,00-0036567,SF,earlyDown,49,1,222,145
2021,00-0029892,SF,earlyAndLong,27,0,190,632
2021,00-0035719,SF,insideTen,13,3,33,51
2021,00-0036275,DET,earlyDown,28,1,135,137
2021,00-0033288,SF,earlyAndLong,58,1,580,632
2021,00-0034487,SF,earlyAndLong,12,0,39,632
2021,00-0037012,SF,thirdAndLong,7,0,47,104
2021,00-0032464,DET,earlyAndLong,33,2,314,515
2021,00-0035719,SF,thirdAndLong,23,1,333,104
2021,00-0033106,DET,earlyAndLong,6,0,30,515
2021,00-0033948,DET,earlyDown,27,0,114,137
2021,00-0037012,SF,thirdAndShort,4,0,6,36
2021,00-0035806,SF,thirdAndLong,6,0,30,104
2021,00-0033288,SF,thirdAndLong,14,0,165,104
2021,00-0034930,DET,earlyAndLong,9,0,39,515
2021,00-0032464,DET,thirdAndLong,7,0,52,96
2021,00-0035719,SF,thirdAndMedium,16,0,64,64
2021,00-0035229,DET,earlyDown,12,0,87,137
2021,00-0036275,DET,thirdAndMedium,9,0,41,51
2021,00-0033948,DET,chasingLate,5,0,29,56
2021,00-0036277,DET,chasingLate,4,0,10,56
2021,00-0033948,DET,goalLine,5,3,2,21
2021,00-0034930,DET,chasingLate,4,0,35,56
2021,00-0035229,DET,chasingLate,3,0,18,56
2021,00-0033106,DET,chasingLate,3,0,37,56
2021,00-0032464,DET,chasingLate,8,0,114,56
2021,00-0036567,SF,aheadLate,13,0,76,18
2021,00-0036963,DET,chasingLate,7,0,61,56
2021,00-0036963,DET,fourthDown,7,0,65,32
2021,00-0030578,ATL,thirdAndMedium,6,0,43,47
2021,00-0031408,TB,redZone,12,2,83,112
2021,00-0034411,ATL,thirdAndShort,4,0,39,31
2021,00-0035208,ATL,earlyAndLong,19,0,207,495
2021,00-0028097,ATL,earlyAndLong,6,0,36,495
2021,00-0030578,ATL,thirdAndShort,6,0,0,31
2021,00-0031408,TB,thirdAndLong,11,0,112,80
2021,00-0026143,ATL,thirdAndMedium,3,0,5,47
2021,00-0034411,ATL,earlyAndLong,35,1,338,495
2021,00-0030578,ATL,insideTen,9,5,31,43
2021,00-0034816,TB,thirdAndShort,6,0,28,47
2021,00-0032778,ATL,earlyAndLong,16,0,110,495
2021,00-0033879,TB,earlyAndLong,14,0,115,591
2021,00-0031408,TB,goalLine,5,4,9,37
2021,00-0034837,ATL,redZone,6,0,21,89
2021,00-0034411,ATL,earlyDown,11,0,52,114
2021,00-0031273,TB,redZone,13,0,87,112
2021,00-0019596,TB,insideTen,3,0,12,84
2021,00-0035208,ATL,thirdAndLong,6,0,36,95
2021,00-0030578,ATL,goalLine,6,1,3,28
2021,00-0036970,ATL,insideTen,4,0,14,43
2021,00-0035208,ATL,earlyDown,10,0,47,114
2021,00-0026143,ATL,goalLine,4,1,4,28
2021,00-0034816,TB,earlyDown,22,0,52,172
2021,00-0030456,TB,thirdAndLong,8,0,37,80
2021,00-0034411,ATL,thirdAndMedium,5,0,30,47
2021,00-0032063,ATL,chasingLate,6,0,33,37
2021,00-0031588,BUF,insideTen,11,5,46,86
2021,00-0036251,BUF,earlyAndLong,61,0,325,586
2021,00-0027685,BUF,thirdAndLong,8,0,43,79
2021,00-0034829,MIA,earlyDown,13,0,128,149
2021,00-0036613,MIA,thirdAndMedium,17,0,87,82
2021,00-0033119,MIA,earlyAndLong,5,0,17,540
2021,00-0036613,MIA,earlyDown,18,0,92,149
2021,00-0034829,MIA,thirdAndLong,10,0,99,78
2021,00-0036613,MIA,redZone,7,0,23,69
2021,00-0036251,BUF,thirdAndShort,6,0,23,42
2021,00-0031547,MIA,thirdAndMedium,9,0,61,82
2021,00-0030669,MIA,earlyAndLong,21,0,149,540
2021,00-0035250,BUF,redZone,30,2,130,139
2021,00-0035689,BUF,insideTen,8,3,33,86
2021,00-0035350,MIA,earlyDown,4,0,40,149
2021,00-0036251,BUF,earlyDown,14,0,46,138
2021,00-0036187,BUF,redZone,3,0,2,139
2021,00-0027685,BUF,redZone,4,0,20,139
2021,00-0036251,BUF,redZone,13,0,55,139
2021,00-0036251,BUF,insideTen,14,3,35,86
2021,00-0036251,BUF,goalLine,6,2,-6,44
2021,00-0030669,MIA,thirdAndMedium,5,0,16,82
2021,00-0036309,CHI,thirdAndLong,13,0,71,92
2021,00-0033009,CIN,earlyDown,12,1,109,175
2021,00-0027973,CHI,earlyAndLong,4,0,37,522
2021,00-0032134,CIN,earlyAndLong,40,2,336,661
2021,00-0036410,CIN,fourthDown,5,0,30,20
2021,00-0036410,CIN,thirdAndLong,15,0,197,107
2021,00-0036945,CHI,earlyAndLong,32,0,200,522
2021,00-0036309,CHI,thirdAndMedium,12,0,45,46
2021,00-0036857,CIN,thirdAndLong,4,0,51,107
2021,00-0036945,CHI,earlyDown,3,0,15,118
2021,00-0031428,CHI,thirdAndLong,13,0,89,92
2021,00-0035685,CHI,insideTen,18,2,36,58
2021,00-0036945,CHI,redZone,6,0,30,84
2021,00-0036410,CIN,earlyDown,13,1,156,175
2021,00-0035685,CHI,thirdAndLong,7,0,44,92
2021,00-0036945,CHI,insideTen,3,0,5,58
2021,00-0033009,CIN,thirdAndLong,10,0,97,107
2021,00-0030068,CHI,thirdAndLong,6,0,61,92
2021,00-0036410,CIN,insideTen,5,3,23,49
2021,00-0036945,CHI,thirdAndLong,6,0,48,92
2021,00-0033045,DAL,thirdAndMedium,9,0,73,64
2021,00-0035261,DAL,thirdAndShort,6,0,15,46
2021,00-0035261,DAL,insideTen,3,1,14,47
2021,00-0033699,LAC,thirdAndMedium,7,0,33,69
2021,00-0036355,LAC,thirdAndMedium,6,0,85,69
2021,00-0033699,LAC,thirdAndShort,7,0,6,23
2021,00-0036355,LAC,fourthDown,4,0,8,26
2021,00-0034440,LAC,earlyAndLong,42,0,294,525
2021,00-0036355,LAC,redZone,9,0,27,112
2021,00-0032725,LAC,earlyAndLong,10,0,51,525
2021,00-0036988,LAC,thirdAndMedium,3,0,29,69
2021,00-0035414,LAC,redZone,4,0,9,112
2021,00-0033536,LAC,insideTen,9,1,9,70
2021,00-0034383,DAL,thirdAndMedium,7,0,84,64
2021,00-0035414,LAC,earlyDown,6,0,19,132
2021,00-0036355,LAC,earlyAndLong,15,0,105,525
2021,00-0034440,LAC,earlyDown,10,0,78,132
2021,00-0033699,LAC,thirdAndLong,8,0,84,81
2021,00-0031544,DAL,earlyDown,14,0,154,147
2021,00-0029293,JAX,earlyDown,9,0,30,127
2021,00-0032951,JAX,earlyDown,5,0,16,127
2021,00-0029293,JAX,thirdAndMedium,12,0,90,58
2021,00-0036268,JAX,redZone,7,0,14,55
2021,00-0029293,JAX,thirdAndLong,11,1,127,90
2021,00-0036423,DEN,earlyAndLong,24,0,230,519
2021,00-0033375,DEN,earlyAndLong,42,3,398,519
2021,00-0036997,DEN,earlyDown,36,0,147,116
2021,00-0032144,DEN,redZone,24,2,108,82
2021,00-0034348,DEN,earlyAndLong,39,1,329,519
2021,00-0035864,DEN,earlyAndLong,9,0,80,519
2021,00-0036887,JAX,earlyAndLong,6,0,46,504
2021,00-0036971,JAX,fourthDown,3,0,13,24
2021,00-0032144,DEN,fourthDown,3,0,34,19
2021,00-0034348,DEN,thirdAndLong,14,0,64,106
2021,00-0033375,DEN,thirdAndLong,12,0,136,106
2021,00-0036997,DEN,thirdAndShort,10,0,95,36
2021,00-0036971,JAX,earlyAndLong,27,0,151,504
2021,00-0036997,DEN,insideTen,16,4,40,54
2021,00-0033948,DET,redZone,14,0,23,71
2021,00-0033293,GB,earlyDown,33,0,154,152
2021,00-0033293,GB,thirdAndShort,9,0,62,31
2021,00-0023459,GB,earlyAndLong,7,0,29,524
2021,00-0033293,GB,insideTen,14,2,41,64
2021,00-0033948,DET,thirdAndShort,9,0,28,35
2021,00-0036277,DET,earlyAndLong,7,0,74,515
2021,00-0034171,DET,earlyDown,3,0,27,137
2021,00-0032464,DET,redZone,3,0,14,71
2021,00-0033948,DET,insideTen,5,0,12,42
2021,00-0031381,GB,earlyDown,18,0,213,152
2021,00-0036265,GB,redZone,25,1,115,125
2021,00-0034272,GB,goalLine,3,0,0,40
2021,00-0033293,GB,goalLine,7,5,10,40
2021,00-0023459,GB,earlyDown,5,0,38,152
2021,00-0033757,GB,thirdAndMedium,5,1,70,54
2021,00-0036963,DET,thirdAndLong,17,1,152,96
2021,00-0028002,GB,thirdAndLong,8,1,123,74
2021,00-0028002,GB,earlyAndLong,11,0,95,524
2021,00-0035229,DET,thirdAndMedium,6,0,23,51
2021,00-0034279,GB,earlyAndLong,11,0,72,524
2021,00-0036669,GB,aheadLate,4,0,7,16
2021,00-0034272,GB,thirdAndShort,3,0,5,31
2021,00-0036275,DET,chasingLate,8,0,74,56
2021,00-0034791,CLE,goalLine,6,2,4,28
2021,00-0036554,HOU,earlyAndLong,27,0,282,490
2021,00-0031236,HOU,earlyAndLong,57,0,332,490
2021,00-0036233,CLE,earlyAndLong,33,1,325,531
2021,00-0032977,CLE,earlyAndLong,18,0,115,531
2021,00-0032392,CLE,earlyAndLong,28,0,151,531
2021,00-0034109,HOU,redZone,5,0,12,52
2021,00-0032187,HOU,thirdAndLong,14,0,91,109
2021,00-0036654,CLE,earlyAndLong,16,1,134,531
2021,00-0036898,HOU,earlyAndLong,5,0,8,490
2021,00-0034855,CLE,redZone,3,0,5,86
2021,00-0034364,HOU,thirdAndLong,5,0,42,109
2021,00-0034364,HOU,earlyAndLong,13,0,98,490
2021,00-0031236,HOU,redZone,7,0,36,52
2021,00-0034855,CLE,thirdAndShort,5,0,26,34
2021,00-0033923,CLE,thirdAndMedium,3,1,36,43
2021,00-0031236,HOU,chasingLate,9,0,72,55
2021,00-0032128,HOU,chasingLate,3,0,7,55
2021,00-0031285,BAL,earlyAndLong,98,0,494,595
2021,00-0030506,KC,thirdAndShort,8,0,83,44
2021,00-0032775,KC,earlyAndLong,27,2,224,650
2021,00-0034796,BAL,thirdAndShort,3,0,16,29
2021,00-0035662,BAL,thirdAndLong,24,0,124,98
2021,00-0034301,KC,earlyAndLong,108,0,643,650
2021,00-0032775,KC,earlyDown,7,0,24,184
2021,00-0035662,BAL,earlyDown,14,0,81,152
2021,00-0030513,BAL,redZone,13,2,75,88
2021,00-0035662,BAL,redZone,9,0,25,88
2021,00-0032062,KC,earlyAndLong,7,0,63,650
2021,00-0031376,KC,redZone,11,1,63,124
2021,00-0034301,KC,goalLine,15,6,15,48
2021,00-0034297,KC,earlyDown,21,2,197,184
2021,00-0035662,BAL,thirdAndMedium,5,1,56,62
2021,00-0033873,KC,thirdAndMedium,4,0,56,60
2021,00-0031285,BAL,earlyDown,28,0,83,152
2021,00-0030506,KC,thirdAndLong,16,1,131,83
2021,00-0034796,BAL,goalLine,6,2,-3,31
2021,00-0034753,BAL,insideTen,12,7,52,54
2021,00-0034796,BAL,redZone,9,0,64,88
2021,00-0030506,KC,chasingLate,6,0,50,32
2021,00-0034796,BAL,fourthDown,4,0,10,22
2021,00-0035021,IND,earlyAndLong,17,1,172,526
2021,00-0030181,IND,redZone,4,1,20,100
2021,00-0033217,IND,earlyAndLong,22,1,184,526
2021,00-0036252,IND,insideTen,6,1,22,51
2021,00-0030181,IND,goalLine,5,1,3,44
2021,00-0030431,LA,earlyDown,6,0,27,155
2021,00-0030431,LA,redZone,11,3,78,129
2021,00-0033951,IND,earlyAndLong,19,0,68,526
2021,00-0033951,IND,earlyDown,7,0,22,107
2021,00-0032950,IND,insideTen,3,0,6,51
2021,00-0036252,IND,redZone,9,2,52,100
2021,00-0033908,LA,thirdAndShort,6,0,94,45
2021,00-0034845,LA,earlyDown,39,0,120,155
2021,00-0034845,LA,redZone,27,0,52,129
2021,00-0033251,IND,chasingLate,4,0,24,22
