season,kind,yardline,togo,down,call,length,made
2021,play,45,10,2,pass,0,0
2021,play,39,4,3,run,0,0
2021,play,34,10,1,run,0,0
2021,play,32,8,2,pass,0,1
2021,play,80,10,1,run,0,0
2021,play,78,8,2,pass,0,0
2021,play,78,8,3,pass,0,0
2021,play,61,10,1,run,0,0
2021,play,49,10,1,run,0,0
2021,play,48,9,2,pass,0,0
2021,play,39,10,1,pass,0,0
2021,play,24,10,1,pass,0,0
2021,play,24,10,2,run,0,0
2021,play,30,16,3,pass,0,0
2021,play,26,12,4,pass,0,0
2021,play,74,10,1,run,0,0
2021,play,72,8,2,pass,0,0
2021,play,22,10,1,run,0,0
2021,play,23,11,2,run,0,0
2021,play,22,10,3,run,0,0
2021,play,25,13,4,pass,0,0
2021,play,67,10,1,pass,0,0
2021,play,67,10,2,pass,0,0
2021,play,67,10,3,pass,0,0
2021,play,46,10,1,run,0,0
2021,play,39,3,2,run,0,0
2021,play,38,2,3,run,0,0
2021,play,37,1,4,run,0,0
2021,play,35,10,1,pass,0,0
2021,play,39,14,2,pass,0,0
2021,play,49,24,3,pass,0,0
2021,kick,30,0,0,,48,0
2021,play,62,10,1,run,0,0
2021,play,63,11,2,run,0,0
2021,play,59,7,3,pass,0,0
2021,play,45,10,1,run,0,0
2021,play,23,10,1,run,0,0
2021,play,31,18,1,pass,0,0
2021,play,25,12,2,run,0,0
2021,play,32,19,3,pass,0,0
2021,kick,21,0,0,,39,1
2021,play,75,10,1,run,0,0
2021,play,48,10,1,pass,0,0
2021,play,37,10,1,run,0,0
2021,play,36,9,2,pass,0,0
2021,play,36,9,3,pass,0,0
2021,kick,30,0,0,,48,1
2021,play,74,10,1,pass,0,0
2021,play,74,10,2,run,0,0
2021,play,68,4,3,pass,0,0
2021,play,57,10,1,pass,0,0
2021,play,41,10,1,run,0,0
2021,play,38,7,2,run,0,0
2021,play,32,1,3,run,0,0
2021,play,23,10,1,run,0,0
2021,play,17,4,2,pass,0,0
2021,play,11,10,1,run,0,0
2021,play,8,7,2,pass,0,0
2021,play,75,10,1,run,0,0
2021,play,76,11,2,pass,0,0
2021,play,53,10,1,pass,0,0
2021,play,37,10,1,run,0,0
2021,play,34,7,2,pass,0,0
2021,play,34,7,3,pass,0,0
2021,kick,34,0,0,,52,1
2021,play,79,10,1,run,0,0
2021,play,77,8,2,pass,0,0
2021,play,77,8,3,pass,0,0
2021,play,67,10,1,run,0,0
2021,play,64,7,2,run,0,0
2021,play,60,3,3,pass,0,0
2021,play,56,10,1,run,0,0
2021,play,45,15,1,run,0,0
2021,play,42,12,2,run,0,0
2021,play,33,3,3,run,0,0
2021,play,30,10,1,pass,0,0
2021,play,41,21,2,run,0,0
2021,play,20,10,1,run,0,0
2021,play,18,8,2,pass,0,0
2021,play,16,6,3,pass,0,0
2021,kick,22,0,0,,40,1
2021,play,75,10,1,pass,0,0
2021,play,75,10,2,pass,0,0
2021,play,69,4,3,pass,0,0
2021,play,54,10,1,pass,0,0
2021,play,4,4,2,pass,0,0
2021,kick,4,0,0,,22,1
2021,play,69,10,1,pass,0,0
2021,play,50,10,1,run,0,0
2021,play,50,10,2,run,0,0
2021,play,35,10,1,pass,0,0
2021,play,35,10,2,run,0,0
2021,play,38,13,3,pass,0,0
2021,play,16,10,1,run,0,0
2021,play,20,14,2,pass,0,0
2021,play,14,8,3,run,0,0
2021,play,5,5,1,run,0,0
2021,play,9,9,2,pass,0,0
2021,play,7,7,3,pass,0,0
2021,kick,7,0,0,,25,1
2021,play,75,10,1,run,0,0
2021,play,75,10,2,pass,0,0
2021,play,84,19,2,pass,0,0
2021,play,84,19,3,pass,0,0
2021,play,6,6,1,run,0,0
2021,play,2,2,2,pass,0,0
2021,play,2,2,3,run,0,0
2021,play,84,10,1,run,0,0
2021,play,80,6,2,run,0,0
2021,play,74,10,1,pass,0,0
2021,play,65,1,2,run,0,0
2021,play,62,10,1,run,0,0
2021,play,67,15,2,pass,0,0
2021,play,68,16,3,pass,0,0
2021,play,52,10,1,pass,0,0
2021,play,37,10,1,run,0,0
2021,play,34,7,2,pass,0,0
2021,play,27,10,1,pass,0,0
2021,play,16,10,1,run,0,0
2021,play,5,5,1,run,0,0
2021,play,2,0,0,pass,0,0
2021,play,68,10,1,pass,0,0
2021,play,69,11,2,pass,0,0
2021,play,59,1,3,run,0,0
2021,play,45,10,1,run,0,0
2021,play,51,16,1,pass,0,0
2021,play,31,10,1,pass,0,0
2021,play,31,10,2,run,0,0
2021,play,27,6,3,pass,0,0
2021,play,22,1,4,run,0,0
2021,play,75,10,1,pass,0,0
2021,play,56,10,1,run,0,0
2021,play,29,10,1,run,0,0
2021,play,28,9,2,pass,0,0
2021,play,5,5,1,run,0,0
2021,play,75,10,1,run,0,0
2021,play,60,10,1,run,0,0
2021,play,60,10,2,pass,0,0
2021,play,60,10,3,pass,0,0
2021,play,63,10,1,run,0,0
2021,play,24,10,1,run,0,0
2021,play,25,11,2,run,0,0
2021,play,13,10,1,run,0,0
2021,play,15,12,2,run,0,0
2021,play,15,12,3,run,0,0
2021,kick,14,0,0,,32,1
2021,play,69,10,1,pass,0,1
2021,play,75,10,1,run,0,0
2021,play,76,11,2,pass,0,0
2021,play,68,3,3,pass,0,0
2021,play,86,10,1,pass,0,0
2021,play,80,4,2,pass,0,0
2021,play,85,9,3,run,0,0
2021,play,65,10,1,pass,0,0
2021,play,65,10,2,pass,0,0
2021,play,61,6,3,pass,0,0
2021,play,56,1,4,run,0,0
2021,play,44,10,1,pass,0,0
2021,play,44,10,2,run,0,0
2021,play,40,6,3,pass,0,0
2021,play,25,20,1,run,0,0
2021,play,12,7,2,pass,0,0
2021,play,12,7,3,pass,0,0
2021,play,75,10,1,pass,0,0
2021,play,75,10,2,run,0,0
2021,play,65,10,1,pass,0,0
2021,play,47,10,1,pass,0,0
2021,play,40,3,2,run,0,0
2021,play,39,2,3,run,0,0
2021,play,35,10,1,run,0,0
2021,play,32,7,2,run,0,0
2021,play,19,10,1,pass,0,0
2021,play,19,10,2,run,0,0
2021,play,16,7,3,pass,0,0
2021,play,75,10,1,run,0,0
2021,play,66,1,2,pass,0,0
2021,play,59,10,1,pass,0,0
2021,play,51,2,2,run,0,0
2021,play,52,3,3,pass,0,0
2021,play,44,10,1,pass,0,0
2021,play,44,10,2,pass,0,0
2021,play,40,6,3,pass,0,0
2021,play,92,10,1,run,0,0
2021,play,91,9,2,run,0,0
2021,play,73,10,1,pass,0,0
2021,play,73,10,2,pass,0,0
2021,play,68,5,3,pass,0,0
2021,play,87,10,1,run,0,0
2021,play,85,8,2,pass,0,0
2021,play,65,10,1,run,0,0
2021,play,66,11,2,pass,0,0
2021,play,66,11,3,pass,0,0
2021,play,35,10,1,pass,0,0
2021,play,31,6,2,run,0,0
2021,play,31,6,3,pass,0,1
2021,play,63,10,1,run,0,0
2021,play,64,11,2,pass,0,0
2021,play,50,10,1,pass,0,0
2021,play,38,10,1,pass,0,0
2021,play,38,10,2,pass,0,0
2021,play,29,15,1,run,0,0
2021,play,7,7,1,run,0,0
2021,play,4,4,2,pass,0,0
2021,play,4,4,3,pass,0,0
2021,kick,5,0,0,,23,1
2021,play,75,10,1,run,0,0
2021,play,51,10,1,pass,0,1
2021,play,35,10,1,run,0,0
2021,play,24,10,1,pass,0,0
2021,play,9,9,1,run,0,0
2021,play,2,2,2,run,0,0
2021,play,1,1,3,pass,0,0
2021,play,75,10,1,run,0,0
2021,play,76,10,1,pass,0,0
2021,play,38,10,1,run,0,0
2021,play,37,9,2,run,0,0
2021,play,34,6,3,run,0,0
2021,play,32,4,4,pass,0,0
2021,play,25,10,1,run,0,0
2021,play,10,10,1,pass,0,0
2021,play,5,5,2,run,0,0
2021,play,3,3,3,pass,0,0
2021,play,1,1,4,run,0,0
2021,play,75,10,1,pass,0,0
2021,play,75,10,2,pass,0,0
2021,play,66,1,3,run,0,0
2021,play,64,10,1,pass,0,0
2021,play,57,3,2,pass,0,0
2021,play,13,10,1,pass,0,0
2021,play,13,10,2,pass,0,0
2021,play,7,4,3,pass,0,0
2021,play,72,10,1,pass,0,0
2021,play,78,16,2,pass,0,0
2021,play,78,16,3,pass,0,0
2021,play,69,10,1,run,0,0
2021,play,64,5,2,pass,0,0
2021,play,48,10,1,pass,0,0
2021,play,47,9,2,pass,0,0
2021,play,41,3,3,pass,0,0
2021,play,75,10,1,pass,0,0
2021,play,75,10,2,run,0,0
2021,play,71,6,3,pass,0,0
2021,play,81,10,1,pass,0,0
2021,play,81,10,2,pass,0,0
2021,play,72,1,3,run,0,0
2021,play,76,20,1,pass,0,0
2021,play,69,13,2,pass,0,0
2021,play,70,14,3,pass,0,0
2021,play,66,10,1,run,0,0
2021,play,64,8,2,run,0,0
2021,play,56,10,1,run,0,0
2021,play,35,10,1,pass,0,0
2021,play,21,10,1,pass,0,0
2021,play,21,10,2,run,0,0
2021,play,16,5,3,pass,0,0
2021,kick,16,0,0,,35,1
2021,play,75,10,1,pass,0,0
2021,play,73,8,2,pass,0,0
2021,play,61,10,1,run,0,0
2021,play,58,7,2,pass,0,0
2021,play,50,10,1,pass,0,0
2021,play,2,0,0,run,0,0
2021,play,75,10,1,run,0,0
2021,play,74,9,2,pass,0,0
2021,play,69,4,3,pass,0,0
2021,play,60,10,1,run,0,0
2021,play,38,10,1,pass,0,0
2021,play,34,6,2,run,0,0
2021,play,28,10,1,run,0,0
2021,play,25,7,2,pass,0,0
2021,play,9,9,1,pass,0,0
2021,play,9,9,2,pass,0,0
2021,play,9,9,3,pass,0,0
2021,kick,5,0,0,,23,1
2021,play,75,10,1,pass,0,0
2021,play,75,10,2,pass,0,1
2021,play,81,10,1,pass,0,0
2021,play,90,19,2,pass,0,0
2021,play,79,8,3,pass,0,0
2021,play,79,8,4,pass,0,0
2021,play,82,10,1,pass,0,0
2021,play,45,10,1,pass,0,0
2021,play,40,5,2,run,0,0
2021,play,38,3,3,pass,0,0
2021,play,38,3,4,pass,0,0
2021,play,32,10,1,pass,0,0
2021,play,24,2,2,run,0,0
2021,play,17,10,1,pass,0,0
2021,play,17,10,2,run,0,0
2021,play,14,7,3,run,0,0
2021,play,2,2,1,pass,0,0
2021,play,2,2,2,pass,0,0
2021,play,2,2,3,pass,0,0
2021,play,2,2,4,pass,0,0
2021,play,75,10,1,run,0,0
2021,play,72,7,2,pass,0,1
2021,play,7,7,1,pass,0,0
2021,play,80,15,1,run,0,0
2021,play,79,14,2,pass,0,0
2021,play,71,6,3,pass,0,0
2021,play,68,10,1,run,0,0
2021,play,57,10,1,run,0,0
2021,play,57,10,2,pass,0,0
2021,play,47,10,1,pass,0,0
2021,play,47,10,2,pass,0,0
2021,play,40,3,3,pass,0,0
2021,play,40,3,4,pass,0,0
2021,play,60,10,1,run,0,0
2021,play,57,7,2,pass,0,0
2021,play,50,10,1,pass,0,0
2021,play,47,7,2,run,0,0
2021,play,43,3,3,pass,0,0
2021,play,35,10,1,pass,0,0
2021,play,27,2,2,run,0,0
2021,play,26,1,3,run,0,0
2021,play,13,10,1,run,0,0
2021,play,11,8,2,run,0,0
2021,play,6,3,3,pass,0,0
2021,play,78,20,1,pass,0,0
2021,play,71,13,2,pass,0,0
2021,play,64,6,3,pass,0,0
2021,play,92,10,1,run,0,0
2021,play,78,10,1,pass,0,0
2021,play,64,10,1,run,0,0
2021,play,62,8,2,pass,0,0
2021,play,55,1,3,run,0,0
2021,play,54,10,1,run,0,0
2021,play,54,10,2,pass,0,0
2021,play,55,11,3,pass,0,1
2021,play,57,10,1,pass,0,0
2021,play,75,10,1,pass,0,0
2021,play,67,2,2,run,0,0
2021,play,76,11,2,pass,0,0
2021,play,67,2,3,pass,0,0
2021,play,60,10,1,run,0,0
2021,play,58,8,2,pass,0,0
2021,play,58,8,3,pass,0,0
2021,play,34,10,1,pass,0,0
2021,play,29,5,2,pass,0,0
2021,play,23,10,1,pass,0,0
2021,play,23,10,2,run,0,0
2021,play,17,4,3,pass,0,0
2021,kick,16,0,0,,34,1
2021,play,75,10,1,run,0,0
2021,play,69,4,2,run,0,0
2021,play,68,3,3,pass,0,0
2021,play,55,10,1,run,0,0
2021,play,54,9,2,run,0,0
2021,play,47,2,3,pass,0,0
2021,play,47,2,4,run,0,0
2021,play,34,10,1,run,0,0
2021,play,32,8,2,pass,0,0
2021,play,32,8,3,pass,0,0
2021,play,22,10,1,pass,0,0
2021,play,11,10,1,run,0,0
2021,play,12,11,2,pass,0,0
2021,play,5,4,3,pass,0,0
2021,play,75,10,1,pass,0,0
2021,play,66,1,2,run,0,0
2021,play,61,10,1,run,0,0
2021,play,57,6,2,pass,0,0
2021,play,57,6,3,pass,0,0
2021,play,93,16,1,pass,0,0
2021,play,93,16,2,run,0,0
2021,play,89,12,3,pass,0,0
2021,play,57,10,1,run,0,0
2021,play,55,8,2,pass,0,0
2021,play,49,2,3,run,0,0
2021,play,5,5,1,pass,0,0
2021,play,75,10,1,run,0,0
2021,play,58,10,1,run,0,0
2021,play,54,6,2,run,0,0
2021,play,49,1,3,run,0,0
2021,play,46,10,1,pass,0,0
2021,play,46,10,2,pass,0,0
2021,play,35,10,1,pass,0,0
2021,play,35,10,2,run,0,0
2021,play,42,17,3,pass,0,0
2021,kick,28,0,0,,46,1
2021,play,75,10,1,pass,0,0
2021,play,75,10,2,pass,0,0
2021,play,75,10,3,pass,0,0
2021,play,67,15,1,pass,0,0
2021,play,56,4,2,pass,0,0
2021,play,53,1,3,run,0,0
2021,play,52,10,1,pass,0,0
2021,play,52,10,2,pass,0,0
2021,play,47,10,1,run,0,0
2021,play,41,4,2,run,0,0
2021,play,36,10,1,run,0,0
2021,play,42,16,2,pass,0,0
2021,play,42,16,3,pass,0,0
2021,play,74,10,1,pass,0,0
2021,play,65,1,2,run,0,0
2021,play,59,10,1,run,0,0
2021,play,60,11,2,pass,0,0
2021,play,60,11,3,pass,0,0
2021,play,50,1,4,run,0,0
2021,play,59,20,1,pass,0,0
2021,play,49,10,2,pass,0,0
2021,play,58,19,3,pass,0,0
2021,play,92,10,1,pass,0,1
2021,play,75,10,1,pass,0,0
2021,play,71,6,2,pass,0,0
2021,play,81,16,3,pass,0,0
2021,play,43,10,1,pass,0,0
2021,play,1,1,1,run,0,0
2021,play,75,10,1,pass,0,0
2021,play,70,10,1,run,0,0
2021,play,66,6,2,pass,0,0
2021,play,66,6,3,pass,0,0
2021,play,72,10,1,pass,0,0
2021,play,72,10,2,run,0,0
2021,play,75,13,3,pass,0,0
2021,play,85,10,1,pass,0,0
2021,play,85,10,2,pass,0,0
2021,play,77,2,3,run,0,0
2021,play,73,10,1,pass,0,1
2021,play,42,20,1,pass,0,0
2021,play,42,20,2,pass,0,0
2021,play,29,7,3,run,0,0
2021,kick,27,0,0,,44,1
2021,play,75,10,1,pass,0,0
2021,play,67,2,2,run,0,0
2021,play,67,2,3,pass,0,0
2021,play,40,10,1,run,0,0
2021,play,38,8,2,run,0,0
2021,play,28,10,1,run,0,0
2021,play,24,6,2,run,0,0
2021,play,21,3,3,run,0,0
2021,play,19,1,4,pass,0,0
2021,play,81,10,1,pass,0,0
2021,play,80,9,2,run,0,0
2021,play,72,1,3,run,0,0
2021,play,68,10,1,run,0,0
2021,play,61,3,2,pass,0,0
2021,play,61,3,3,pass,0,0
2021,play,40,20,1,pass,0,0
2021,play,44,24,2,pass,0,0
2021,play,49,29,3,pass,0,0
2021,play,83,10,1,pass,0,0
2021,play,68,10,1,run,0,0
2021,play,66,8,2,pass,0,0
2021,play,49,10,1,run,0,0
2021,play,44,5,2,run,0,0
2021,play,41,2,3,pass,0,0
2021,play,39,10,1,pass,0,0
2021,play,26,10,1,run,0,0
2021,play,20,4,2,pass,0,0
2021,play,27,11,3,pass,0,0
2021,kick,27,0,0,,45,0
2021,play,65,10,1,run,0,0
2021,play,59,4,2,pass,0,0
2021,play,54,10,1,pass,0,0
2021,play,23,10,1,run,0,0
2021,play,21,8,2,pass,0,0
2021,play,27,14,3,pass,0,0
2021,kick,27,0,0,,45,1
2021,play,75,10,1,pass,0,0
2021,play,55,10,1,pass,0,0
2021,play,51,6,2,run,0,0
2021,play,46,1,3,run,0,0
2021,play,46,1,4,run,0,0
2021,play,45,10,1,pass,0,0
2021,play,33,10,1,pass,0,0
2021,play,33,10,2,run,0,0
2021,play,29,6,3,pass,0,0
2021,kick,34,0,0,,52,1
2021,play,75,10,1,pass,0,0
2021,play,63,10,1,run,0,0
2021,play,61,8,2,run,0,0
2021,play,54,1,3,run,0,0
2021,play,53,10,1,pass,0,0
2021,play,34,10,1,pass,0,0
2021,play,15,10,1,pass,0,0
2021,play,75,10,1,pass,0,0
2021,play,74,9,2,pass,0,0
2021,play,57,10,1,pass,0,0
2021,play,43,10,1,pass,0,0
2021,play,36,3,2,pass,0,0
2021,play,36,3,3,pass,0,0
2021,play,46,13,4,pass,0,1
2021,play,75,10,1,run,0,0
2021,play,74,9,2,pass,0,0
2021,play,67,2,3,run,0,0
2021,play,60,10,1,run,0,0
2021,play,58,8,2,run,0,0
2021,play,59,9,3,pass,0,0
2021,play,96,14,1,pass,0,0
2021,play,96,14,2,pass,0,0
2021,play,91,9,3,pass,0,0
2021,play,54,10,1,pass,0,0
2021,play,50,6,2,run,0,0
2021,play,45,1,3,pass,0,0
2021,play,94,10,1,run,0,0
2021,play,90,6,2,run,0,0
2021,play,83,10,1,run,0,0
2021,play,83,10,2,pass,0,0
2021,play,69,10,1,pass,0,0
2021,play,65,6,2,run,0,0
2021,play,61,2,3,pass,0,0
2021,play,38,10,1,run,0,0
2021,play,33,5,2,run,0,0
2021,play,20,10,1,pass,0,0
2021,play,80,15,1,run,0,0
2021,play,77,12,2,pass,0,0
2021,play,53,10,1,run,0,0
2021,play,53,10,2,pass,0,0
2021,play,51,8,3,pass,0,0
2021,play,40,10,1,run,0,0
2021,play,29,10,1,pass,0,0
2021,play,35,16,2,pass,0,0
2021,play,35,16,3,pass,0,0
2021,kick,35,0,0,,53,0
2021,play,57,10,1,run,0,0
2021,play,45,10,1,run,0,0
2021,play,33,10,1,run,0,0
2021,play,29,6,2,pass,0,0
2021,play,29,6,3,pass,0,0
2021,kick,29,0,0,,47,0
2021,play,63,10,1,pass,0,0
2021,play,49,10,1,pass,0,0
2021,play,56,17,2,pass,0,0
2021,play,47,8,3,pass,0,0
2021,play,29,10,1,run,0,0
2021,play,15,10,1,run,0,0
2021,play,14,9,2,pass,0,0
2021,play,7,2,3,run,0,0
2021,play,75,10,1,pass,0,0
2021,play,56,10,1,pass,0,0
2021,play,51,5,2,pass,0,0
2021,play,51,5,3,pass,0,0
2021,play,29,10,1,run,0,0
2021,play,25,6,2,pass,0,0
2021,play,25,6,3,pass,0,0
2021,play,11,10,1,pass,0,0
2021,play,8,7,2,pass,0,0
2021,play,7,6,3,pass,0,0
2021,play,20,19,4,pass,0,1
2021,play,78,10,1,run,0,0
2021,play,77,9,2,pass,0,0
2021,play,77,9,3,run,0,1
2021,play,24,10,1,pass,0,0
2021,play,24,10,2,pass,0,0
2021,play,30,16,3,pass,0,0
2021,play,30,16,4,pass,0,0
2021,play,74,10,1,run,0,0
2021,play,65,1,2,pass,0,0
2021,play,61,10,1,pass,0,0
2021,play,42,10,1,pass,0,0
2021,play,42,10,2,pass,0,0
2021,play,42,10,3,pass,0,0
2021,play,88,10,1,run,0,0
2021,play,85,7,2,pass,0,0
2021,play,75,10,1,pass,0,0
2021,play,75,10,2,pass,0,0
2021,play,75,10,3,pass,0,0
2021,play,68,10,1,pass,0,1
2021,play,57,10,1,run,0,0
2021,play,49,2,2,run,0,0
2021,play,48,1,3,run,0,0
2021,play,44,10,1,pass,0,0
2021,play,35,1,2,pass,0,0
2021,play,26,10,1,pass,0,0
2021,play,18,2,2,run,0,0
2021,play,17,1,3,run,0,0
2021,play,13,10,1,run,0,0
2021,play,75,10,1,pass,0,0
2021,play,59,10,1,run,0,0
2021,play,64,15,2,pass,0,0
2021,play,64,15,3,pass,0,0
2021,play,80,10,1,run,0,0
2021,play,88,18,2,pass,0,0
2021,play,88,18,3,pass,0,0
2021,play,67,10,1,pass,0,0
2021,play,50,10,1,run,0,0
2021,play,49,9,2,pass,0,0
2021,play,34,10,1,pass,0,0
2021,play,1,1,1,run,0,0
2021,play,76,10,1,pass,0,0
2021,play,69,3,2,run,0,0
2021,play,66,10,1,run,0,0
2021,play,55,10,1,pass,0,0
2021,play,44,10,1,pass,0,0
2021,play,30,10,1,pass,0,1
2021,play,93,10,1,run,0,0
2021,play,91,8,2,pass,0,0
2021,play,41,10,1,run,0,0
2021,play,38,7,2,pass,0,0
2021,play,21,10,1,run,0,0
2021,play,18,7,2,pass,0,0
2021,play,12,1,3,run,0,0
2021,play,11,10,1,run,0,0
2021,play,15,14,2,pass,0,0
2021,play,19,18,3,pass,0,0
2021,play,25,24,1,run,0,0
2021,play,21,20,2,run,0,0
2021,play,16,15,3,run,0,0
2021,kick,8,0,0,,26,1
2021,play,75,10,1,pass,0,0
2021,play,64,10,1,run,0,0
2021,play,63,9,2,pass,0,0
2021,play,37,10,1,run,0,0
2021,play,23,10,1,run,0,0
2021,play,18,5,2,pass,0,0
2021,play,24,11,3,pass,0,0
2021,play,8,8,1,run,0,0
2021,play,6,6,2,pass,0,0
2021,play,72,10,1,pass,0,0
2021,play,47,10,1,run,0,0
2021,play,45,8,2,pass,0,0
2021,play,75,10,1,run,0,0
2021,play,76,11,2,pass,0,0
2021,play,84,19,3,pass,0,0
2021,play,71,10,1,run,0,0
2021,play,36,10,1,pass,0,0
2021,play,32,6,2,pass,0,0
2021,play,28,2,3,pass,0,0
2021,play,27,1,4,run,0,0
2021,play,26,10,1,pass,0,0
2021,play,21,5,2,run,0,0
2021,play,75,10,1,pass,0,0
2021,play,70,5,2,pass,0,0
2021,play,36,10,1,pass,0,0
2021,play,7,7,1,pass,0,0
2021,play,12,12,2,pass,0,0
2021,play,11,11,3,pass,0,0
2021,play,91,10,1,run,0,0
2021,play,86,5,2,run,0,0
2021,play,85,4,3,run,0,0
2021,play,78,10,1,run,0,0
2021,play,72,4,2,run,0,0
2021,play,70,2,3,pass,0,0
2021,play,85,10,1,pass,0,0
2021,play,53,10,1,pass,0,0
2021,play,53,10,2,pass,0,0
2021,play,46,3,3,pass,0,0
2021,play,36,10,1,run,0,0
2021,play,34,8,2,pass,0,0
2021,play,39,13,3,pass,0,0
2021,play,89,10,1,run,0,0
2021,play,85,6,2,pass,0,0
2021,play,89,10,3,run,0,0
2021,play,36,10,1,pass,0,0
2021,play,21,10,1,pass,0,0
2021,play,15,4,2,pass,0,0
2021,play,20,20,1,pass,0,0
2021,play,20,20,2,pass,0,0
2021,play,8,8,3,pass,0,0
2021,kick,8,0,0,,26,1
2021,play,71,10,1,run,0,0
2021,play,68,7,2,pass,0,0
2021,play,63,2,3,pass,0,0
2021,play,54,10,1,run,0,0
2021,play,49,5,2,run,0,0
2021,play,47,3,3,pass,0,0
2021,play,41,10,1,pass,0,0
2021,play,41,10,2,run,0,0
2021,play,38,7,3,run,0,0
2021,play,80,10,1,pass,0,0
2021,play,75,5,2,pass,0,0
2021,play,75,5,3,pass,0,1
2021,play,32,10,1,run,0,0
2021,play,30,8,2,run,0,0
2021,play,24,2,3,run,0,0
2021,play,26,4,4,run,0,0
2021,play,76,10,1,pass,0,0
2021,play,73,7,2,pass,0,0
2021,play,73,7,3,pass,0,0
2021,play,66,10,1,pass,0,0
2021,play,61,5,2,run,0,0
2021,play,75,10,1,pass,0,0
2021,play,75,10,2,run,0,0
2021,play,74,9,3,pass,0,0
2021,play,40,10,1,run,0,0
2021,play,40,10,2,run,0,0
2021,play,46,16,3,pass,0,0
2021,play,91,10,1,run,0,0
2021,play,82,1,2,run,0,0
2021,play,80,10,1,run,0,0
2021,play,71,1,2,run,0,0
2021,play,60,10,1,pass,0,0
2021,play,61,11,2,pass,0,0
2021,play,61,11,3,pass,0,0
2021,play,78,10,1,pass,0,0
2021,play,39,10,1,run,0,0
2021,play,38,9,2,run,0,0
2021,play,33,4,3,pass,0,0
2021,play,20,10,1,run,0,0
2021,play,20,10,2,pass,0,0
2021,play,14,4,3,pass,0,0
2021,kick,14,0,0,,32,1
2021,play,75,10,1,run,0,0
2021,play,66,1,2,run,0,0
2021,play,57,10,1,run,0,0
2021,play,43,10,1,run,0,0
2021,play,41,8,2,run,0,0
2021,play,37,4,3,pass,0,0
2021,play,43,25,1,pass,0,0
2021,play,48,30,2,run,0,0
2021,play,47,29,3,pass,0,0
2021,play,80,10,1,run,0,0
2021,play,78,8,2,run,0,0
2021,play,76,6,3,pass,0,0
2021,play,65,10,1,run,0,0
2021,play,62,7,2,pass,0,0
2021,play,43,10,1,run,0,0
2021,play,35,2,2,run,0,0
2021,play,36,3,3,pass,0,0
2021,play,36,3,4,pass,0,0
2021,play,64,10,1,pass,0,0
2021,play,64,10,2,run,0,0
2021,play,63,9,3,pass,0,0
2021,play,55,1,4,run,0,0
2021,play,44,10,1,run,0,0
2021,play,51,17,2,pass,0,0
2021,play,46,12,3,pass,0,0
2021,play,92,10,1,run,0,0
2021,play,89,7,2,pass,0,0
2021,play,82,10,1,run,0,0
2021,play,78,6,2,pass,0,0
2021,play,73,1,3,run,0,0
2021,play,69,10,1,run,0,0
2021,play,64,5,2,pass,0,0
2021,play,64,5,3,pass,0,0
2021,play,48,10,1,run,0,0
2021,play,47,9,2,pass,0,0
2021,play,40,2,3,pass,0,0
2021,play,20,10,1,pass,0,0
2021,play,13,3,2,pass,0,0
2021,play,3,3,1,pass,0,0
2021,play,3,3,2,pass,0,0
2021,play,77,10,1,pass,0,0
2021,play,63,10,1,run,0,0
2021,play,62,9,2,run,0,0
2021,play,56,3,3,pass,0,0
2021,play,49,10,1,pass,0,0
2021,play,49,10,2,pass,0,0
2021,play,30,10,1,run,0,0
2021,play,31,11,2,pass,0,0
2021,play,20,10,1,run,0,0
2021,play,17,7,2,pass,0,0
2021,play,17,7,3,pass,0,0
2021,kick,17,0,0,,35,1
2021,play,81,10,1,pass,0,0
2021,play,69,10,1,run,0,0
2021,play,67,8,2,pass,0,0
2021,play,18,10,1,run,0,0
2021,play,17,9,2,pass,0,0
2021,play,1,1,1,run,0,0
2021,play,1,1,2,run,0,0
2021,play,79,10,1,run,0,0
2021,play,77,8,2,run,0,0
2021,play,85,16,2,pass,0,0
2021,play,65,10,1,pass,0,0
2021,play,71,16,2,pass,0,0
2021,play,71,16,3,pass,0,0
2021,play,51,10,1,pass,0,0
2021,play,36,10,1,run,0,0
2021,play,34,8,2,pass,0,0
2021,play,34,8,3,pass,0,0
2021,kick,34,0,0,,52,1
2021,play,77,10,1,pass,0,0
2021,play,64,10,1,run,0,0
2021,play,61,7,2,pass,0,0
2021,play,61,7,3,pass,0,0
2021,play,74,10,1,pass,0,0
2021,play,75,11,2,pass,0,0
2021,play,61,10,1,pass,0,0
2021,play,47,15,1,pass,0,1
2021,play,6,6,1,pass,0,0
2021,play,66,10,1,pass,0,0
2021,play,57,1,2,pass,0,0
2021,play,50,10,1,pass,0,0
2021,play,44,4,2,pass,0,0
2021,play,39,10,1,pass,0,0
2021,play,39,10,2,pass,0,0
2021,play,30,1,3,pass,0,0
2021,play,5,5,1,pass,0,0
2021,play,75,10,1,run,0,0
2021,play,79,14,2,pass,0,0
2021,play,83,18,3,pass,0,0
2021,play,27,10,1,pass,0,0
2021,play,27,10,2,pass,0,0
2021,play,13,10,1,pass,0,0
2021,play,6,3,2,run,0,0
2021,play,2,2,1,pass,0,0
2021,play,2,2,2,run,0,0
2021,play,2,0,0,pass,0,0
2021,play,70,10,1,run,0,0
2021,play,71,11,2,pass,0,0
2021,play,82,22,3,pass,0,0
2021,play,43,10,1,pass,0,0
2021,play,21,10,1,run,0,0
