season,week,gameId,offense,defense,half,startYard,result,plays,netYards,firstCall,firstYards,spread,total
2022,2,2022_02_NYJ_CLE,CLE,NYJ,2,80,Field goal,10,76,run,5,6.5,38.5
2022,2,2022_02_SEA_SF,SF,SEA,1,75,Field goal,10,73,run,6,8.5,40
2022,2,2022_02_SEA_SF,SEA,SF,2,84,Punt,3,8,pass,-8,-8.5,40
2022,2,2022_02_TB_NO,NO,TB,1,75,Field goal,10,63,pass,2,-2.5,44
2022,2,2022_02_TB_NO,TB,NO,2,74,Punt,8,19,run,3,2.5,44
2022,2,2022_02_TEN_BUF,BUF,TEN,1,75,Touchdown,12,75,pass,4,10,47.5
2022,2,2022_02_TEN_BUF,TEN,BUF,2,75,Punt,5,20,pass,0,-10,47.5
2022,2,2022_02_WAS_DET,DET,WAS,1,75,Punt,3,-14,pass,3,-1,48.5
2022,2,2022_02_WAS_DET,WAS,DET,2,64,Touchdown,5,64,run,4,1,48.5
2022,3,2022_03_ATL_SEA,SEA,ATL,1,75,Field goal,10,61,run,10,1,43
2022,3,2022_03_ATL_SEA,ATL,SEA,2,75,Field goal,8,39,run,5,-1,43
2022,3,2022_03_BAL_NE,BAL,NE,1,75,Punt,3,6,pass,0,2.5,45.5
2022,3,2022_03_BAL_NE,NE,BAL,2,75,Touchdown,7,75,run,2,-2.5,45.5
2022,3,2022_03_BUF_MIA,BUF,MIA,1,75,Touchdown,10,75,pass,28,4,54
2022,3,2022_03_BUF_MIA,MIA,BUF,2,75,Punt,4,21,pass,22,-4,54
2022,3,2022_03_CIN_NYJ,CIN,NYJ,1,75,Touchdown,11,75,pass,13,6.5,46
2022,3,2022_03_CIN_NYJ,NYJ,CIN,2,75,Turnover,3,-2,pass,0,-6.5,46
2022,3,2022_03_DAL_NYG,DAL,NYG,1,75,Punt,5,25,pass,15,-1,38.5
2022,3,2022_03_DAL_NYG,NYG,DAL,2,75,Field goal,9,42,run,4,1,38.5
2022,3,2022_03_DET_MIN,DET,MIN,1,80,Missed field goal,6,50,run,6,-6.5,52
2022,3,2022_03_DET_MIN,MIN,DET,2,74,Punt,3,2,run,2,6.5,52
2022,3,2022_03_GB_TB,TB,GB,1,75,Field goal,9,48,pass,24,1,41.5
2022,3,2022_03_GB_TB,GB,TB,2,75,Punt,4,7,pass,8,-1,41.5
2022,3,2022_03_HOU_CHI,CHI,HOU,1,75,Field goal,8,45,run,0,3,40
2022,3,2022_03_HOU_CHI,HOU,CHI,2,75,Field goal,6,54,pass,12,-3,40
2022,3,2022_03_JAX_LAC,JAX,LAC,1,75,Turnover on downs,6,36,pass,6,-6.5,46
2022,3,2022_03_JAX_LAC,LAC,JAX,2,75,Field goal,9,68,run,2,6.5,46
2022,3,2022_03_KC_IND,IND,KC,1,66,Punt,3,5,pass,0,-4.5,51
2022,3,2022_03_KC_IND,KC,IND,2,74,Field goal,14,72,pass,11,4.5,51
2022,3,2022_03_LA_ARI,ARI,LA,1,75,Punt,3,8,pass,6,-3.5,49
2022,3,2022_03_LA_ARI,LA,ARI,2,75,Punt,3,5,run,5,3.5,49
2022,3,2022_03_LV_TEN,TEN,LV,1,75,Touchdown,12,75,run,-3,-1.5,45.5
2022,3,2022_03_LV_TEN,LV,TEN,2,75,Field goal,13,61,run,1,1.5,45.5
2022,3,2022_03_NO_CAR,CAR,NO,1,73,Punt,4,15,run,14,-2,41
2022,3,2022_03_NO_CAR,NO,CAR,2,92,Missed field goal,13,62,run,6,2,41
2022,3,2022_03_PHI_WAS,WAS,PHI,1,75,Punt,4,13,run,15,-6,47
2022,3,2022_03_PHI_WAS,PHI,WAS,2,75,Punt,4,31,pass,40,6,47
2022,3,2022_03_PIT_CLE,CLE,PIT,1,75,Punt,5,14,run,1,4.5,38
2022,3,2022_03_PIT_CLE,PIT,CLE,2,84,Punt,10,43,pass,1,-4.5,38
2022,3,2022_03_SF_DEN,SF,DEN,1,90,Punt,5,16,run,2,1,44
2022,3,2022_03_SF_DEN,DEN,SF,2,75,Punt,3,-4,run,4,-1,44
2022,4,2022_04_ARI_CAR,ARI,CAR,1,76,Punt,3,6,pass,6,-1,44
2022,4,2022_04_ARI_CAR,CAR,ARI,2,75,Punt,3,-4,run,5,1,44
2022,4,2022_04_BUF_BAL,BUF,BAL,1,75,Turnover,3,1,run,1,3,50
2022,4,2022_04_BUF_BAL,BAL,BUF,2,70,Punt,3,0,pass,0,-3,50
2022,4,2022_04_CHI_NYG,NYG,CHI,1,75,Punt,3,1,run,0,3,39
2022,4,2022_04_CHI_NYG,CHI,NYG,2,75,Field goal,8,58,pass,23,-3,39
2022,4,2022_04_CLE_ATL,CLE,ATL,1,75,Turnover on downs,8,71,pass,13,1,48
2022,4,2022_04_CLE_ATL,ATL,CLE,2,75,Punt,3,4,pass,0,-1,48
2022,4,2022_04_DEN_LV,LV,DEN,1,68,Field goal,10,60,run,5,2.5,45.5
2022,4,2022_04_DEN_LV,DEN,LV,2,75,Punt,5,12,run,-1,-2.5,45.5
2022,4,2022_04_JAX_PHI,JAX,PHI,1,77,Punt,3,5,run,5,-6.5,44
2022,4,2022_04_JAX_PHI,PHI,JAX,2,70,Punt,4,23,pass,22,6.5,44
2022,4,2022_04_KC_TB,KC,TB,1,21,Touchdown,2,21,run,5,-1,46.5
2022,4,2022_04_KC_TB,KC,TB,2,75,Field goal,9,49,pass,15,-1,46.5
2022,4,2022_04_LAC_HOU,HOU,LAC,1,75,Turnover,3,5,run,4,-5.5,45
2022,4,2022_04_LAC_HOU,LAC,HOU,2,79,Punt,3,6,run,4,5.5,45
2022,4,2022_04_LA_SF,LA,SF,1,75,Field goal,13,54,run,4,-1,42
2022,4,2022_04_LA_SF,SF,LA,2,75,Punt,5,26,run,1,1,42
2022,4,2022_04_MIA_CIN,CIN,MIA,1,75,Touchdown,9,75,run,1,4,48.5
2022,4,2022_04_MIA_CIN,MIA,CIN,2,76,Punt,3,-5,run,0,-4,48.5
2022,4,2022_04_MIN_NO,MIN,NO,1,75,Touchdown,13,75,pass,10,4,42
2022,4,2022_04_MIN_NO,NO,MIN,2,80,Punt,4,23,pass,20,-4,42
2022,4,2022_04_NE_GB,NE,GB,1,75,Field goal,9,56,run,5,-10,40.5
2022,4,2022_04_NE_GB,GB,NE,2,81,Touchdown,10,81,pass,0,10,40.5
2022,4,2022_04_NYJ_PIT,PIT,NYJ,1,75,Punt,8,30,run,6,3,41
2022,4,2022_04_NYJ_PIT,NYJ,PIT,2,75,Punt,3,1,run,1,-3,41
2022,4,2022_04_SEA_DET,SEA,DET,1,75,Touchdown,11,75,pass,9,-3,48.5
2022,4,2022_04_SEA_DET,DET,SEA,2,75,Opp touchdown,1,0,pass,0,3,48.5
2022,4,2022_04_TEN_IND,IND,TEN,1,75,Turnover,10,8,run,1,4.5,43
2022,4,2022_04_TEN_IND,TEN,IND,2,76,Punt,3,-6,run,3,-4.5,43
2022,4,2022_04_WAS_DAL,DAL,WAS,1,75,Field goal,6,40,run,5,3,40.5
2022,4,2022_04_WAS_DAL,WAS,DAL,2,75,Punt,6,13,run,-2,-3,40.5
2022,5,2022_05_ATL_TB,TB,ATL,1,81,Punt,5,16,pass,0,10.5,46
2022,5,2022_05_ATL_TB,ATL,TB,2,87,Punt,7,23,pass,9,-10.5,46
2022,5,2022_05_CHI_MIN,MIN,CHI,1,86,Touchdown,12,86,run,4,10,44
2022,5,2022_05_CHI_MIN,CHI,MIN,2,67,Touchdown,9,65,run,3,-10,44
2022,5,2022_05_CIN_BAL,CIN,BAL,1,75,Punt,4,17,pass,11,-3,47.5
2022,5,2022_05_CIN_BAL,BAL,CIN,2,60,Turnover on downs,6,19,pass,0,3,47.5
2022,5,2022_05_DAL_LA,LA,DAL,1,75,Opp touchdown,4,60,pass,3,5.5,42
2022,5,2022_05_DAL_LA,DAL,LA,2,75,Field goal,12,53,pass,5,-5.5,42
2022,5,2022_05_DET_NE,DET,NE,1,75,Turnover on downs,7,20,run,3,-3,46.5
2022,5,2022_05_DET_NE,NE,DET,2,75,Field goal,8,56,pass,0,3,46.5
2022,5,2022_05_HOU_JAX,HOU,JAX,1,75,Punt,3,4,pass,0,-7,44
2022,5,2022_05_HOU_JAX,JAX,HOU,2,75,Turnover,9,68,run,2,7,44
2022,5,2022_05_IND_DEN,IND,DEN,1,75,Punt,3,8,pass,0,-3.5,42
2022,5,2022_05_IND_DEN,DEN,IND,2,75,Punt,4,11,pass,10,3.5,42
2022,5,2022_05_LAC_CLE,CLE,LAC,1,75,Touchdown,5,75,run,1,-1,47
2022,5,2022_05_LAC_CLE,LAC,CLE,2,75,Touchdown,9,75,run,6,1,47
2022,5,2022_05_LV_KC,LV,KC,1,75,Punt,3,1,run,3,-7.5,51.5
2022,5,2022_05_LV_KC,KC,LV,2,75,Touchdown,12,75,pass,8,7.5,51.5
2022,5,2022_05_MIA_NYJ,NYJ,MIA,1,75,Punt,4,19,pass,11,-3,46
2022,5,2022_05_MIA_NYJ,MIA,NYJ,2,75,Field goal,10,47,run,0,3,46
2022,5,2022_05_NYG_GB,GB,NYG,1,76,Field goal,8,54,run,2,8.5,42
2022,5,2022_05_NYG_GB,NYG,GB,2,70,Field goal,10,51,run,5,-8.5,42
2022,5,2022_05_PHI_ARI,ARI,PHI,1,83,Punt,5,11,run,4,-5.5,48.5
2022,5,2022_05_PHI_ARI,PHI,ARI,2,75,Field goal,9,51,run,12,5.5,48.5
2022,5,2022_05_PIT_BUF,BUF,PIT,1,98,Touchdown,3,98,pass,0,14,44
2022,5,2022_05_PIT_BUF,PIT,BUF,2,75,Turnover on downs,8,55,pass,23,-14,44
2022,5,2022_05_SEA_NO,NO,SEA,1,78,Field goal,9,41,run,6,5.5,45.5
2022,5,2022_05_SEA_NO,SEA,NO,2,77,Turnover,1,8,pass,8,-5.5,45.5
2022,5,2022_05_SF_CAR,SF,CAR,1,75,Touchdown,7,75,pass,5,6,40
2022,5,2022_05_SF_CAR,CAR,SF,2,51,Touchdown,8,50,run,5,-6,40
2022,5,2022_05_TEN_WAS,TEN,WAS,1,75,Punt,3,4,pass,-7,1,43
2022,5,2022_05_TEN_WAS,WAS,TEN,2,84,Punt,4,40,pass,34,-1,43
2022,6,2022_06_ARI_SEA,ARI,SEA,1,81,Field goal,9,76,pass,3,2.5,50
2022,6,2022_06_ARI_SEA,SEA,ARI,2,75,Punt,3,-11,pass,7,-2.5,50
2022,6,2022_06_BAL_NYG,BAL,NYG,1,75,Punt,8,33,run,6,5.5,46
2022,6,2022_06_BAL_NYG,NYG,BAL,2,75,Punt,5,14,run,5,-5.5,46
2022,6,2022_06_BUF_KC,BUF,KC,1,75,Turnover,9,62,pass,-1,2.5,54
2022,6,2022_06_BUF_KC,KC,BUF,2,84,Missed field goal,10,51,run,11,-2.5,54
2022,6,2022_06_CAR_LA,CAR,LA,1,75,Field goal,11,51,run,6,-10,41.5
2022,6,2022_06_CAR_LA,LA,CAR,2,75,Punt,3,-4,pass,7,10,41.5
2022,6,2022_06_CIN_NO,CIN,NO,1,75,Punt,3,-1,run,5,3,42.5
2022,6,2022_06_CIN_NO,NO,CIN,2,75,Field goal,13,56,pass,0,-3,42.5
2022,6,2022_06_DAL_PHI,DAL,PHI,1,84,Punt,3,9,run,8,-6.5,42.5
2022,6,2022_06_DAL_PHI,PHI,DAL,2,75,Punt,4,15,pass,14,6.5,42.5
2022,6,2022_06_DEN_LAC,LAC,DEN,1,45,Punt,7,6,run,8,3.5,45.5
2022,6,2022_06_DEN_LAC,DEN,LAC,2,75,Punt,3,8,run,8,-3.5,45.5
2022,6,2022_06_JAX_IND,IND,JAX,1,86,Punt,7,38,pass,0,1,41
2022,6,2022_06_JAX_IND,JAX,IND,2,75,Touchdown,7,75,run,27,-1,41
2022,6,2022_06_MIN_MIA,MIN,MIA,1,75,Punt,3,8,pass,8,3,45
2022,6,2022_06_MIN_MIA,MIA,MIN,2,75,Turnover on downs,4,9,pass,2,-3,45
2022,6,2022_06_NE_CLE,CLE,NE,1,75,Turnover,2,6,pass,6,2.5,43
2022,6,2022_06_NE_CLE,NE,CLE,2,75,Touchdown,7,75,run,1,-2.5,43
2022,6,2022_06_NYJ_GB,GB,NYJ,1,75,Punt,3,1,run,1,7.5,44.5
2022,6,2022_06_NYJ_GB,NYJ,GB,2,75,Punt,3,1,run,1,-7.5,44.5
2022,6,2022_06_SF_ATL,ATL,SF,1,74,Touchdown,11,74,pass,2,-3.5,46
2022,6,2022_06_SF_ATL,SF,ATL,2,70,Punt,3,5,pass,0,3.5,46
2022,6,2022_06_TB_PIT,TB,PIT,1,75,Punt,3,1,run,1,10,47
2022,6,2022_06_TB_PIT,PIT,TB,2,12,Field goal,3,5,pass,5,-10,47
2022,6,2022_06_WAS_CHI,CHI,WAS,1,75,Punt,7,6,run,8,-1,38.5
2022,6,2022_06_WAS_CHI,WAS,CHI,2,75,Punt,5,19,run,4,1,38.5
2022,7,2022_07_ATL_CIN,CIN,ATL,1,84,Touchdown,4,84,pass,11,6.5,47.5
2022,7,2022_07_ATL_CIN,ATL,CIN,2,75,Punt,3,1,run,1,-6.5,47.5
2022,7,2022_07_CHI_NE,NE,CHI,1,83,Punt,3,5,run,0,9.5,40
2022,7,2022_07_CHI_NE,CHI,NE,2,76,Field goal,9,56,run,4,-9.5,40
2022,7,2022_07_CLE_BAL,CLE,BAL,1,75,Touchdown,11,75,run,5,-6.5,46
2022,7,2022_07_CLE_BAL,BAL,CLE,2,75,Punt,3,-19,pass,-7,6.5,46
2022,7,2022_07_DET_DAL,DAL,DET,1,75,Punt,3,-7,pass,0,7,49.5
2022,7,2022_07_DET_DAL,DET,DAL,2,75,Turnover,3,24,pass,16,-7,49.5
2022,7,2022_07_GB_WAS,GB,WAS,1,75,Punt,5,17,run,8,4,41.5
2022,7,2022_07_GB_WAS,WAS,GB,2,74,Touchdown,5,74,pass,4,-4,41.5
2022,7,2022_07_HOU_LV,LV,HOU,1,76,Field goal,10,44,run,7,7,46
2022,7,2022_07_HOU_LV,HOU,LV,2,84,Field goal,7,67,run,5,-7,46
2022,7,2022_07_IND_TEN,TEN,IND,1,83,Punt,5,9,pass,6,2.5,43
2022,7,2022_07_IND_TEN,IND,TEN,2,83,Punt,6,23,pass,11,-2.5,43
2022,7,2022_07_KC_SF,SF,KC,1,75,Field goal,9,63,run,7,-1,49
2022,7,2022_07_KC_SF,KC,SF,2,33,Touchdown,3,33,run,3,1,49
2022,7,2022_07_NO_ARI,NO,ARI,1,75,Touchdown,4,75,pass,6,-2.5,44
2022,7,2022_07_NO_ARI,ARI,NO,2,75,Punt,3,5,pass,5,2.5,44
2022,7,2022_07_NYG_JAX,NYG,JAX,1,75,Touchdown,9,75,pass,12,-3,44
2022,7,2022_07_NYG_JAX,JAX,NYG,2,73,Touchdown,7,73,run,49,3,44
2022,7,2022_07_NYJ_DEN,NYJ,DEN,1,75,Punt,3,0,pass,0,2,37
2022,7,2022_07_NYJ_DEN,DEN,NYJ,2,75,Punt,6,23,pass,0,-2,37
2022,7,2022_07_PIT_MIA,MIA,PIT,1,76,Touchdown,9,76,pass,-4,7.5,44.5
2022,7,2022_07_PIT_MIA,PIT,MIA,2,73,Punt,3,-2,run,-1,-7.5,44.5
2022,7,2022_07_SEA_LAC,SEA,LAC,1,81,Turnover,4,31,pass,16,-5.5,51.5
2022,7,2022_07_SEA_LAC,LAC,SEA,2,77,Punt,6,29,run,2,5.5,51.5
2022,7,2022_07_TB_CAR,TB,CAR,1,75,Punt,5,10,run,1,13,39.5
2022,7,2022_07_TB_CAR,CAR,TB,2,75,Punt,3,6,pass,0,-13,39.5
2022,8,2022_08_ARI_MIN,MIN,ARI,1,70,Touchdown,10,70,run,3,4,48.5
2022,8,2022_08_ARI_MIN,ARI,MIN,2,92,Punt,3,12,pass,3,-4,48.5
2022,8,2022_08_BAL_TB,BAL,TB,1,79,Punt,4,23,pass,22,-2,46
2022,8,2022_08_BAL_TB,TB,BAL,2,75,Punt,3,4,run,4,2,46
2022,8,2022_08_CAR_ATL,ATL,CAR,1,75,Turnover,2,0,pass,0,4.5,41
2022,8,2022_08_CAR_ATL,CAR,ATL,2,75,Field goal,8,51,pass,2,-4.5,41
2022,8,2022_08_CHI_DAL,DAL,CHI,1,75,Touchdown,11,75,pass,4,10.5,43
2022,8,2022_08_CHI_DAL,CHI,DAL,2,75,Punt,3,7,run,3,-10.5,43
2022,8,2022_08_CIN_CLE,CIN,CLE,1,81,Turnover,9,54,run,4,3,45
2022,8,2022_08_CIN_CLE,CLE,CIN,2,75,Touchdown,11,75,run,5,-3,45
2022,8,2022_08_DEN_JAX,DEN,JAX,1,78,Punt,3,-3,pass,0,-1,41
2022,8,2022_08_DEN_JAX,JAX,DEN,2,76,Punt,8,29,run,1,1,41
2022,8,2022_08_GB_BUF,BUF,GB,1,75,Punt,3,6,run,6,10.5,47
2022,8,2022_08_GB_BUF,GB,BUF,2,87,Field goal,7,67,run,32,-10.5,47
2022,8,2022_08_LV_NO,LV,NO,1,75,Punt,3,-2,run,1,1,48.5
2022,8,2022_08_LV_NO,NO,LV,2,75,Touchdown,7,75,run,1,-1,48.5
2022,8,2022_08_MIA_DET,DET,MIA,1,75,Touchdown,5,75,pass,10,-3.5,52
2022,8,2022_08_MIA_DET,MIA,DET,2,75,Touchdown,9,75,pass,20,3.5,52
2022,8,2022_08_NE_NYJ,NYJ,NE,1,82,Punt,3,5,run,5,-3,40
2022,8,2022_08_NE_NYJ,NE,NYJ,2,62,Touchdown,6,62,run,35,3,40
2022,8,2022_08_NYG_SEA,SEA,NYG,1,71,Punt,6,13,run,3,3,44.5
2022,8,2022_08_NYG_SEA,NYG,SEA,2,92,Field goal,13,79,run,2,-3,44.5
2022,8,2022_08_PIT_PHI,PIT,PHI,1,75,Punt,3,-7,run,0,-11,43
2022,8,2022_08_PIT_PHI,PHI,PIT,2,75,Touchdown,5,75,pass,0,11,43
2022,8,2022_08_SF_LA,LA,SF,1,71,Punt,3,-2,run,0,-1,42
2022,8,2022_08_SF_LA,SF,LA,2,75,Punt,4,22,run,25,1,42
2022,8,2022_08_TEN_HOU,TEN,HOU,1,75,Missed field goal,5,40,run,2,1,39
2022,8,2022_08_TEN_HOU,HOU,TEN,2,75,Punt,4,12,pass,16,-1,39
2022,8,2022_08_WAS_IND,IND,WAS,1,75,Punt,3,8,run,2,3,40.5
2022,8,2022_08_WAS_IND,WAS,IND,2,75,Turnover on downs,6,25,pass,6,-3,40.5
2022,9,2022_09_BAL_NO,NO,BAL,1,75,Punt,4,19,pass,15,-1,46
2022,9,2022_09_BAL_NO,BAL,NO,2,75,Field goal,11,61,run,8,1,46
2022,9,2022_09_BUF_NYJ,BUF,NYJ,1,55,Turnover,3,42,pass,42,11,46
2022,9,2022_09_BUF_NYJ,NYJ,BUF,2,80,Turnover,14,52,pass,19,-11,46
2022,9,2022_09_CAR_CIN,CIN,CAR,1,90,Touchdown,9,90,pass,5,7,43
2022,9,2022_09_CAR_CIN,CAR,CIN,2,37,Touchdown,8,37,pass,0,-7,43
2022,9,2022_09_GB_DET,DET,GB,1,62,Turnover on downs,9,55,run,4,-4,49.5
2022,9,2022_09_GB_DET,GB,DET,2,67,Punt,6,23,run,6,4,49.5
2022,9,2022_09_IND_NE,NE,IND,1,75,Punt,3,-2,run,-2,5,40
2022,9,2022_09_IND_NE,IND,NE,2,75,Punt,3,1,run,2,-5,40
2022,9,2022_09_LAC_ATL,ATL,LAC,1,75,Touchdown,8,75,pass,9,-2.5,49.5
2022,9,2022_09_LAC_ATL,LAC,ATL,2,79,Punt,3,3,pass,0,2.5,49.5
2022,9,2022_09_LA_TB,LA,TB,1,73,Punt,3,5,pass,0,-3,43
2022,9,2022_09_LA_TB,TB,LA,2,75,Punt,3,-1,run,-1,3,43
2022,9,2022_09_LV_JAX,LV,JAX,1,75,Punt,3,0,pass,0,2.5,47.5
2022,9,2022_09_LV_JAX,JAX,LV,2,45,Touchdown,9,45,run,5,-2.5,47.5
2022,9,2022_09_MIA_CHI,CHI,MIA,1,75,Field goal,7,61,pass,7,-4,46
2022,9,2022_09_MIA_CHI,MIA,CHI,2,75,Touchdown,4,75,pass,22,4,46
2022,9,2022_09_MIN_WAS,MIN,WAS,1,78,Touchdown,9,78,run,-1,3,43.5
2022,9,2022_09_MIN_WAS,WAS,MIN,2,52,Touchdown,2,52,run,3,-3,43.5
2022,9,2022_09_PHI_HOU,HOU,PHI,1,75,Touchdown,9,75,run,11,-14,45.5
2022,9,2022_09_PHI_HOU,PHI,HOU,2,83,Punt,3,-2,pass,-6,14,45.5
2022,9,2022_09_SEA_ARI,SEA,ARI,1,65,Field goal,7,34,pass,3,-1.5,49.5
2022,9,2022_09_SEA_ARI,ARI,SEA,2,74,Punt,3,6,run,2,1.5,49.5
2022,9,2022_09_TEN_KC,KC,TEN,1,74,Field goal,14,69,pass,2,14,45
2022,9,2022_09_TEN_KC,TEN,KC,2,84,Punt,3,7,run,1,-14,45
2022,10,2022_10_ARI_LA,LA,ARI,1,75,Field goal,13,57,pass,8,3.5,38
2022,10,2022_10_ARI_LA,ARI,LA,2,75,Punt,5,14,pass,0,-3.5,38
2022,10,2022_10_ATL_CAR,ATL,CAR,1,83,Punt,6,9,run,3,2.5,41.5
2022,10,2022_10_ATL_CAR,CAR,ATL,2,75,Punt,3,-6,pass,0,-2.5,41.5
2022,10,2022_10_CLE_MIA,CLE,MIA,1,53,Touchdown,4,53,pass,38,-3,49
2022,10,2022_10_CLE_MIA,MIA,CLE,2,70,Touchdown,6,70,pass,14,3,49
2022,10,2022_10_DAL_GB,DAL,GB,1,61,Punt,3,1,run,1,3.5,44.5
2022,10,2022_10_DAL_GB,GB,DAL,2,70,Punt,6,28,pass,11,-3.5,44.5
2022,10,2022_10_DEN_TEN,TEN,DEN,1,75,Punt,3,7,run,2,2.5,40
2022,10,2022_10_DEN_TEN,DEN,TEN,2,75,Punt,3,5,pass,0,-2.5,40
2022,10,2022_10_DET_CHI,CHI,DET,1,75,Field goal,7,60,run,28,3,48.5
2022,10,2022_10_DET_CHI,DET,CHI,2,75,Punt,3,7,run,6,-3,48.5
2022,10,2022_10_HOU_NYG,HOU,NYG,1,62,Punt,3,-13,pass,0,-5.5,41.5
2022,10,2022_10_HOU_NYG,NYG,HOU,2,75,Touchdown,5,75,run,8,5.5,41.5
2022,10,2022_10_IND_LV,LV,IND,1,70,Punt,3,5,pass,0,4.5,41
2022,10,2022_10_IND_LV,IND,LV,2,75,Missed field goal,10,45,run,5,-4.5,41
2022,10,2022_10_JAX_KC,JAX,KC,1,54,Punt,5,15,run,7,-10,51.5
2022,10,2022_10_JAX_KC,JAX,KC,2,75,Field goal,16,58,run,10,-10,51.5
2022,10,2022_10_LAC_SF,LAC,SF,1,75,Touchdown,7,75,run,0,-8.5,45.5
2022,10,2022_10_LAC_SF,SF,LAC,2,75,Field goal,11,67,pass,21,8.5,45.5
2022,10,2022_10_MIN_BUF,BUF,MIN,1,76,Punt,3,2,pass,-4,6.5,47
2022,10,2022_10_MIN_BUF,MIN,BUF,2,78,Turnover,6,42,run,3,-6.5,47
2022,10,2022_10_NO_PIT,PIT,NO,1,75,Punt,6,21,pass,0,1,39.5
2022,10,2022_10_NO_PIT,NO,PIT,2,75,Punt,3,8,pass,8,-1,39.5
2022,10,2022_10_SEA_TB,TB,SEA,1,84,Punt,3,0,run,0,2.5,45
2022,10,2022_10_SEA_TB,SEA,TB,2,75,Field goal,7,53,pass,13,-2.5,45
2022,10,2022_10_WAS_PHI,WAS,PHI,1,92,Turnover,4,10,run,3,-11,43
2022,10,2022_10_WAS_PHI,PHI,WAS,2,75,Punt,3,7,run,3,11,43
2022,11,2022_11_CAR_BAL,BAL,CAR,1,75,Punt,5,32,pass,12,13,42
2022,11,2022_11_CAR_BAL,CAR,BAL,2,69,Punt,3,4,pass,4,-13,42
2022,11,2022_11_CHI_ATL,ATL,CHI,1,75,Touchdown,10,75,pass,0,3,48.5
2022,11,2022_11_CHI_ATL,CHI,ATL,2,75,Punt,3,0,pass,-6,-3,48.5
2022,11,2022_11_CIN_PIT,CIN,PIT,1,62,Punt,3,2,run,4,3.5,39
2022,11,2022_11_CIN_PIT,PIT,CIN,2,75,Punt,3,1,pass,1,-3.5,39
2022,11,2022_11_CLE_BUF,CLE,BUF,1,75,Touchdown,9,75,pass,17,-7.5,50.5
2022,11,2022_11_CLE_BUF,BUF,CLE,2,74,Field goal,7,36,pass,16,7.5,50.5
2022,11,2022_11_DAL_MIN,MIN,DAL,1,75,Turnover,3,2,run,4,-1.5,48.5
2022,11,2022_11_DAL_MIN,DAL,MIN,2,75,Touchdown,5,75,run,1,1.5,48.5
2022,11,2022_11_DET_NYG,NYG,DET,1,77,Punt,3,-4,run,-3,3,44
2022,11,2022_11_DET_NYG,DET,NYG,2,56,Touchdown,9,56,pass,0,-3,44
2022,11,2022_11_KC_LAC,KC,LAC,1,75,Field goal,10,60,run,3,5.5,52.5
2022,11,2022_11_KC_LAC,LAC,KC,2,89,Punt,5,9,run,4,-5.5,52.5
2022,11,2022_11_LA_NO,LA,NO,1,75,Punt,3,8,run,4,-2.5,39.5
2022,11,2022_11_LA_NO,NO,LA,2,75,Touchdown,9,75,pass,18,2.5,39.5
2022,11,2022_11_LV_DEN,LV,DEN,1,74,Punt,8,36,run,3,-2.5,41.5
2022,11,2022_11_LV_DEN,DEN,LV,2,87,Punt,3,-1,run,-4,2.5,41.5
2022,11,2022_11_NYJ_NE,NE,NYJ,1,75,Punt,3,4,pass,-7,3.5,38.5
2022,11,2022_11_NYJ_NE,NYJ,NE,2,66,Punt,3,-6,pass,0,-3.5,38.5
2022,11,2022_11_PHI_IND,IND,PHI,1,75,Touchdown,10,75,run,3,-6.5,45.5
2022,11,2022_11_PHI_IND,PHI,IND,2,75,Turnover,1,-3,pass,-3,6.5,45.5
2022,11,2022_11_SF_ARI,ARI,SF,1,75,Punt,3,0,run,-6,-10,43.5
2022,11,2022_11_SF_ARI,SF,ARI,2,75,Touchdown,8,75,run,5,10,43.5
2022,11,2022_11_TEN_GB,TEN,GB,1,83,Touchdown,8,83,pass,0,-3,40.5
2022,11,2022_11_TEN_GB,GB,TEN,2,72,Field goal,12,51,pass,9,3,40.5
2022,11,2022_11_WAS_HOU,WAS,HOU,1,76,Punt,3,1,run,1,3,41
2022,11,2022_11_WAS_HOU,HOU,WAS,2,75,Field goal,10,64,pass,9,-3,41
2022,12,2022_12_ATL_WAS,ATL,WAS,1,75,Field goal,10,46,run,3,-3.5,40.5
2022,12,2022_12_ATL_WAS,WAS,ATL,2,75,Punt,6,25,run,6,3.5,40.5
2022,12,2022_12_BAL_JAX,BAL,JAX,1,75,Field goal,10,65,pass,25,3.5,43
2022,12,2022_12_BAL_JAX,JAX,BAL,2,75,Punt,3,7,pass,0,-3.5,43
2022,12,2022_12_BUF_DET,DET,BUF,1,76,Punt,3,0,run,0,-10,54
2022,12,2022_12_BUF_DET,BUF,DET,2,75,Turnover,10,65,run,5,10,54
2022,12,2022_12_CHI_NYJ,NYJ,CHI,1,75,Touchdown,9,75,run,6,8.5,36.5
2022,12,2022_12_CHI_NYJ,CHI,NYJ,2,75,Punt,3,-3,pass,-7,-8.5,36.5
2022,12,2022_12_CIN_TEN,CIN,TEN,1,75,Punt,7,21,pass,7,1,43
2022,12,2022_12_CIN_TEN,TEN,CIN,2,82,Punt,3,-6,run,4,-1,43
2022,12,2022_12_DEN_CAR,CAR,DEN,1,75,Punt,4,19,pass,15,-1,36.5
2022,12,2022_12_DEN_CAR,DEN,CAR,2,75,Punt,3,8,run,0,1,36.5
2022,12,2022_12_GB_PHI,PHI,GB,1,75,Touchdown,10,75,pass,0,6.5,46
