season,week,team,player,targets,receptions,airYards,carries,earlyTargets,earlyCarries,redLooks,tenLooks,weighted_targets,weighted_receptions,weighted_airYards,weighted_carries,weighted_earlyTargets,weighted_earlyCarries,weighted_redLooks,weighted_tenLooks,team_targets,team_receptions,team_airYards,team_carries,team_earlyTargets,team_earlyCarries,team_redLooks,team_tenLooks,teamWeighted_targets,teamWeighted_receptions,teamWeighted_airYards,teamWeighted_carries,teamWeighted_earlyTargets,teamWeighted_earlyCarries,teamWeighted_redLooks,teamWeighted_tenLooks
2015,1,ARI,00-0021429,0,0,0,2,0,1,0,0,0,0,0,2,0,1,0,0,32,19,358,24,23,23,5,4,32,19,358,24,23,23,5,4
2015,1,ARI,00-0022921,8,6,90,0,7,0,0,0,8,6,90,0,7,0,0,0,32,19,358,24,23,23,5,4,32,19,358,24,23,23,5,4
2015,1,ARI,00-0026164,1,0,24,10,0,10,0,0,1,0,24,10,0,10,0,0,32,19,358,24,23,23,5,4,32,19,358,24,23,23,5,4
2015,1,ARI,00-0027873,1,1,2,0,1,0,0,0,1,1,2,0,1,0,0,0,32,19,358,24,23,23,5,4,32,19,358,24,23,23,5,4
2015,1,ARI,00-0029638,1,1,16,0,1,0,0,0,1,1,16,0,1,0,0,0,32,19,358,24,23,23,5,4,32,19,358,24,23,23,5,4
2015,1,ARI,00-0029738,5,4,34,0,3,0,1,0,5,4,34,0,3,0,1,0,32,19,358,24,23,23,5,4,32,19,358,24,23,23,5,4
2015,1,ARI,00-0030287,3,1,5,12,3,12,3,3,3,1,5,12,3,12,3,3,32,19,358,24,23,23,5,4,32,19,358,24,23,23,5,4
2015,1,ARI,00-0030300,1,1,8,0,1,0,0,0,1,1,8,0,1,0,0,0,32,19,358,24,23,23,5,4,32,19,358,24,23,23,5,4
2015,1,ARI,00-0031051,7,4,93,0,2,0,1,1,7,4,93,0,2,0,1,1,32,19,358,24,23,23,5,4,32,19,358,24,23,23,5,4
2015,1,ARI,00-0032112,3,0,78,0,3,0,0,0,3,0,78,0,3,0,0,0,32,19,358,24,23,23,5,4,32,19,358,24,23,23,5,4
2015,1,ARI,00-0032187,2,1,8,0,2,0,0,0,2,1,8,0,2,0,0,0,32,19,358,24,23,23,5,4,32,19,358,24,23,23,5,4
2015,1,ATL,00-0023462,8,4,84,0,5,0,1,1,7.586,4,76.135,0,5,0,1,1,34,23,295,32,24,29,7,4,33.586,23,287.135,31.619,24,28.619,7,4
2015,1,ATL,00-0026143,0,0,0,2,0,2,0,0,0,0,0,2,0,2,0,0,34,23,295,32,24,29,7,4,33.586,23,287.135,31.619,24,28.619,7,4
2015,1,ATL,00-0026267,3,3,15,0,3,0,0,0,3,3,15,0,3,0,0,0,34,23,295,32,24,29,7,4,33.586,23,287.135,31.619,24,28.619,7,4
2015,1,ATL,00-0027944,11,9,110,0,9,0,1,1,11,9,110,0,9,0,1,1,34,23,295,32,24,29,7,4,33.586,23,287.135,31.619,24,28.619,7,4
2015,1,ATL,00-0028017,4,2,36,0,2,0,0,0,4,2,36,0,2,0,0,0,34,23,295,32,24,29,7,4,33.586,23,287.135,31.619,24,28.619,7,4
2015,1,ATL,00-0029848,1,1,5,0,1,0,0,0,1,1,5,0,1,0,0,0,34,23,295,32,24,29,7,4,33.586,23,287.135,31.619,24,28.619,7,4
2015,1,ATL,00-0030443,1,1,3,0,0,0,0,0,1,1,3,0,0,0,0,0,34,23,295,32,24,29,7,4,33.586,23,287.135,31.619,24,28.619,7,4
2015,1,ATL,00-0031285,4,3,31,10,2,9,4,1,4,3,31,10,2,9,4,1,34,23,295,32,24,29,7,4,33.586,23,287.135,31.619,24,28.619,7,4
2015,1,ATL,00-0032058,2,0,11,20,2,18,1,1,2,0,11,19.619,2,17.619,1,1,34,23,295,32,24,29,7,4,33.586,23,287.135,31.619,24,28.619,7,4
2015,1,BAL,00-0020337,7,2,60,0,3,0,2,0,6.652,2,55.301,0,2.652,0,1.652,0,32,18,192,23,22,21,5,0,29.912,16.956,176.859,22.652,20.434,20.826,4.13,0
2015,1,BAL,00-0026373,7,4,5,14,7,12,1,0,6.478,3.826,5.348,13.652,6.478,11.826,0.826,0,32,18,192,23,22,21,5,0,29.912,16.956,176.859,22.652,20.434,20.826,4.13,0
2015,1,BAL,00-0028497,3,1,23,0,1,0,0,0,3,1,23,0,1,0,0,0,32,18,192,23,22,21,5,0,29.912,16.956,176.859,22.652,20.434,20.826,4.13,0
2015,1,BAL,00-0029892,4,4,-1,0,4,0,1,0,3.826,3.826,-1.174,0,3.826,0,0.826,0,32,18,192,23,22,21,5,0,29.912,16.956,176.859,22.652,20.434,20.826,4.13,0
2015,1,BAL,00-0030400,2,2,21,0,1,0,0,0,1.826,1.826,20.652,0,1,0,0,0,32,18,192,23,22,21,5,0,29.912,16.956,176.859,22.652,20.434,20.826,4.13,0
2015,1,BAL,00-0030992,4,2,54,0,2,0,1,0,3.304,1.652,44.602,0,1.652,0,0.826,0,32,18,192,23,22,21,5,0,29.912,16.956,176.859,22.652,20.434,20.826,4.13,0
2015,1,BAL,00-0031025,2,1,20,0,2,0,0,0,1.826,0.826,19.13,0,1.826,0,0,0,32,18,192,23,22,21,5,0,29.912,16.956,176.859,22.652,20.434,20.826,4.13,0
2015,1,BAL,00-0031558,2,1,6,0,1,0,0,0,2,1,6,0,1,0,0,0,32,18,192,23,22,21,5,0,29.912,16.956,176.859,22.652,20.434,20.826,4.13,0
2015,1,BAL,00-0031577,1,1,4,9,1,9,0,0,1,1,4,9,1,9,0,0,32,18,192,23,22,21,5,0,29.912,16.956,176.859,22.652,20.434,20.826,4.13,0
2015,1,BUF,00-0026286,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,19,14,153,33,14,26,6,3,13.518,11.518,102.556,18.896,10.956,15.32,3.061,1.459
2015,1,BUF,00-0026998,5,5,62,1,4,1,0,0,4.598,4.598,63.205,1,3.598,1,0,0,19,14,153,33,14,26,6,3,13.518,11.518,102.556,18.896,10.956,15.32,3.061,1.459
2015,1,BUF,00-0027029,4,3,-5,17,4,15,3,1,3.622,2.622,-4.245,9.326,3.622,9.326,1.561,0.487,19,14,153,33,14,26,6,3,13.518,11.518,102.556,18.896,10.956,15.32,3.061,1.459
2015,1,BUF,00-0027772,0,0,0,3,0,2,2,2,0,0,0,1.973,0,1.467,0.973,0.973,19,14,153,33,14,26,6,3,13.518,11.518,102.556,18.896,10.956,15.32,3.061,1.459
2015,1,BUF,00-0028112,4,4,29,0,4,0,0,0,2.735,2.735,29.969,0,2.735,0,0,0,19,14,153,33,14,26,6,3,13.518,11.518,102.556,18.896,10.956,15.32,3.061,1.459
2015,1,BUF,00-0028118,0,0,0,6,0,2,0,0,0,0,0,5.071,0,2,0,0,19,14,153,33,14,26,6,3,13.518,11.518,102.556,18.896,10.956,15.32,3.061,1.459
2015,1,BUF,00-0030431,2,2,18,0,0,0,0,0,1.563,1.563,13.627,0,0,0,0,0,19,14,153,33,14,26,6,3,13.518,11.518,102.556,18.896,10.956,15.32,3.061,1.459
2015,1,BUF,00-0031325,3,0,49,0,1,0,0,0,0,0,0,0,0,0,0,0,19,14,153,33,14,26,6,3,13.518,11.518,102.556,18.896,10.956,15.32,3.061,1.459
2015,1,BUF,00-0032152,0,0,0,6,0,6,1,0,0,0,0,1.527,0,1.527,0.527,0,19,14,153,33,14,26,6,3,13.518,11.518,102.556,18.896,10.956,15.32,3.061,1.459
2015,1,CAR,00-0022811,6,4,71,0,4,0,2,1,5.893,3.893,70.144,0,4,0,2,1,31,18,255,33,21,26,12,3,29.867,17.109,249.998,26.53,19.974,21.748,9,3
2015,1,CAR,00-0025396,7,2,92,0,5,0,1,0,7,2,92,0,5,0,1,0,31,18,255,33,21,26,12,3,29.867,17.109,249.998,26.53,19.974,21.748,9,3
2015,1,CAR,00-0025418,3,1,34,0,2,0,1,0,2.812,1,31.743,0,1.812,0,1,0,31,18,255,33,21,26,12,3,29.867,17.109,249.998,26.53,19.974,21.748,9,3
2015,1,CAR,00-0026069,2,1,8,1,1,0,1,0,2,1,8,0.61,1,0,1,0,31,18,255,33,21,26,12,3,29.867,17.109,249.998,26.53,19.974,21.748,9,3
2015,1,CAR,00-0026153,4,4,6,18,3,17,4,1,3.216,3.216,4.432,14.191,2.216,14.191,1,1,31,18,255,33,21,26,12,3,29.867,17.109,249.998,26.53,19.974,21.748,9,3
2015,1,CAR,00-0027675,2,1,21,0,0,0,0,0,2,1,21,0,0,0,0,0,31,18,255,33,21,26,12,3,29.867,17.109,249.998,26.53,19.974,21.748,9,3
2015,1,CAR,00-0027939,0,0,0,12,0,7,2,1,0,0,0,9.981,0,5.809,2,1,31,18,255,33,21,26,12,3,29.867,17.109,249.998,26.53,19.974,21.748,9,3
2015,1,CAR,00-0029731,2,2,-5,2,1,2,1,0,2,2,-5,1.749,1,1.749,1,0,31,18,255,33,21,26,12,3,29.867,17.109,249.998,26.53,19.974,21.748,9,3
2015,1,CAR,00-0031118,3,2,14,0,3,0,0,0,2.946,2,13.679,0,2.946,0,0,0,31,18,255,33,21,26,12,3,29.867,17.109,249.998,26.53,19.974,21.748,9,3
2015,1,CAR,00-0032055,2,1,14,0,2,0,0,0,2,1,14,0,2,0,0,0,31,18,255,33,21,26,12,3,29.867,17.109,249.998,26.53,19.974,21.748,9,3
2015,1,CHI,00-0024226,0,0,0,4,0,3,1,0,0,0,0,3.926,0,2.926,1,0,35,18,280,33,23,27,14,9,26.25,12.808,190.624,31.781,17.555,25.781,12.791,7.985
2015,1,CHI,00-0026182,5,1,25,0,4,0,2,2,4.472,1,24.459,0,3.743,0,1.472,1.472,35,18,280,33,23,27,14,9,26.25,12.808,190.624,31.781,17.555,25.781,12.791,7.985
2015,1,CHI,00-0026184,8,5,40,24,6,20,8,6,6.775,3.775,38.775,22.855,5.775,18.855,7.775,5.775,35,18,280,33,23,27,14,9,26.25,12.808,190.624,31.781,17.555,25.781,12.791,7.985
2015,1,CHI,00-0026201,7,5,37,0,3,0,0,0,3.786,3.393,7.68,0,1.393,0,0,0,35,18,280,33,23,27,14,9,26.25,12.808,190.624,31.781,17.555,25.781,12.791,7.985
2015,1,CHI,00-0027125,1,0,2,0,1,0,0,0,1,0,2,0,1,0,0,0,35,18,280,33,23,27,14,9,26.25,12.808,190.624,31.781,17.555,25.781,12.791,7.985
2015,1,CHI,00-0028083,1,0,2,4,1,3,0,0,1,0,2,4,1,3,0,0,35,18,280,33,23,27,14,9,26.25,12.808,190.624,31.781,17.555,25.781,12.791,7.985
2015,1,CHI,00-0029137,11,5,154,0,8,0,3,1,7.383,2.806,97.536,0,4.644,0,2.544,0.738,35,18,280,33,23,27,14,9,26.25,12.808,190.624,31.781,17.555,25.781,12.791,7.985
2015,1,CHI,00-0030047,2,2,20,0,0,0,0,0,1.834,1.834,18.174,0,0,0,0,0,35,18,280,33,23,27,14,9,26.25,12.808,190.624,31.781,17.555,25.781,12.791,7.985
2015,1,CHI,00-0031569,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,35,18,280,33,23,27,14,9,26.25,12.808,190.624,31.781,17.555,25.781,12.791,7.985
2015,1,CIN,00-0027942,8,5,134,0,6,0,2,0,5,3,79,0,3,0,2,0,34,25,281,29,26,24,18,7,21.172,16.542,156.876,12.642,17.544,9.642,11.889,5
2015,1,CIN,00-0027973,0,0,0,2,0,1,0,0,0,0,0,1,0,1,0,0,34,25,281,29,26,24,18,7,21.172,16.542,156.876,12.642,17.544,9.642,11.889,5
2015,1,CIN,00-0029293,3,2,14,0,3,0,1,0,1.63,1,10.188,0,1.63,0,0.63,0,34,25,281,29,26,24,18,7,21.172,16.542,156.876,12.642,17.544,9.642,11.889,5
2015,1,CIN,00-0029632,3,2,-3,0,3,0,1,0,3,2,-3,0,3,0,1,0,34,25,281,29,26,24,18,7,21.172,16.542,156.876,12.642,17.544,9.642,11.889,5
2015,1,CIN,00-0030288,1,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,34,25,281,29,26,24,18,7,21.172,16.542,156.876,12.642,17.544,9.642,11.889,5
2015,1,CIN,00-0030456,6,6,-1,8,4,8,3,1,3.266,3.266,-0.356,2.638,3.266,2.638,1.632,0,34,25,281,29,26,24,18,7,21.172,16.542,156.876,12.642,17.544,9.642,11.889,5
2015,1,CIN,00-0030549,12,9,99,0,10,0,2,1,8.275,7.275,71.044,0,6.648,0,0.627,0,34,25,281,29,26,24,18,7,21.172,16.542,156.876,12.642,17.544,9.642,11.889,5
2015,1,CIN,00-0030780,1,0,17,0,0,0,1,0,0,0,0,0,0,0,0,0,34,25,281,29,26,24,18,7,21.172,16.542,156.876,12.642,17.544,9.642,11.889,5
2015,1,CIN,00-0031301,0,0,0,19,0,15,8,5,0,0,0,9.004,0,6.004,6,5,34,25,281,29,26,24,18,7,21.172,16.542,156.876,12.642,17.544,9.642,11.889,5
2015,1,CLE,00-0021206,0,0,0,3,0,0,1,0,0,0,0,3,0,0,1,0,32,18,242,28,20,23,7,3,21.054,12.368,164.198,24.724,13.701,19.724,7,3
2015,1,CLE,00-0026281,5,3,41,0,2,0,0,0,3.359,2,27.642,0,1.375,0,0,0,32,18,242,28,20,23,7,3,21.054,12.368,164.198,24.724,13.701,19.724,7,3
2015,1,CLE,00-0027077,5,2,49,0,2,0,0,0,3,2,28,0,0,0,0,0,32,18,242,28,20,23,7,3,21.054,12.368,164.198,24.724,13.701,19.724,7,3
2015,1,CLE,00-0027825,3,1,37,0,3,0,0,0,3,1,37,0,3,0,0,0,32,18,242,28,20,23,7,3,21.054,12.368,164.198,24.724,13.701,19.724,7,3
2015,1,CLE,00-0027918,6,3,33,0,4,0,1,1,3.695,1.368,19.556,0,3.326,0,1,1,32,18,242,28,20,23,7,3,21.054,12.368,164.198,24.724,13.701,19.724,7,3
2015,1,CLE,00-0028007,1,0,14,0,1,0,1,0,1,0,14,0,1,0,1,0,32,18,242,28,20,23,7,3,21.054,12.368,164.198,24.724,13.701,19.724,7,3
2015,1,CLE,00-0028202,1,0,-6,1,1,1,1,0,1,0,-6,1,1,1,1,0,32,18,242,28,20,23,7,3,21.054,12.368,164.198,24.724,13.701,19.724,7,3
2015,1,CLE,00-0029269,3,3,45,0,2,0,0,0,2,2,32,0,1,0,0,0,32,18,242,28,20,23,7,3,21.054,12.368,164.198,24.724,13.701,19.724,7,3
2015,1,CLE,00-0030656,2,2,1,12,2,12,2,1,1,1,-2,12,1,12,2,1,32,18,242,28,20,23,7,3,21.054,12.368,164.198,24.724,13.701,19.724,7,3
2015,1,CLE,00-0031228,4,2,25,0,1,0,0,0,1,1,11,0,0,0,0,0,32,18,242,28,20,23,7,3,21.054,12.368,164.198,24.724,13.701,19.724,7,3
2015,1,CLE,00-0031409,0,0,0,5,0,4,1,1,0,0,0,3,0,2,1,1,32,18,242,28,20,23,7,3,21.054,12.368,164.198,24.724,13.701,19.724,7,3
2015,1,CLE,00-0032068,2,2,3,0,2,0,0,0,2,2,3,0,2,0,0,0,32,18,242,28,20,23,7,3,21.054,12.368,164.198,24.724,13.701,19.724,7,3
2015,1,CLE,00-0032257,0,0,0,7,0,6,0,0,0,0,0,5.724,0,4.724,0,0,32,18,242,28,20,23,7,3,21.054,12.368,164.198,24.724,13.701,19.724,7,3
2015,1,DAL,00-0022127,9,8,38,0,8,0,3,1,7.06,6.06,28.713,0,6.234,0,1.826,0,45,36,184,22,34,22,14,5,39.316,30.49,146.801,22,28.49,22,11.59,4
2015,1,DAL,00-0026144,1,1,2,6,1,6,1,0,1,1,2,6,1,6,1,0,45,36,184,22,34,22,14,5,39.316,30.49,146.801,22,28.49,22,11.59,4
2015,1,DAL,00-0027902,7,5,43,0,3,0,3,1,7,5,43,0,3,0,3,1,45,36,184,22,34,22,14,5,39.316,30.49,146.801,22,28.49,22,11.59,4
2015,1,DAL,00-0029000,6,4,20,0,6,0,2,0,4.213,2.387,11.258,0,4.213,0,0.938,0,45,36,184,22,34,22,14,5,39.316,30.49,146.801,22,28.49,22,11.59,4
2015,1,DAL,00-0029004,8,8,11,0,7,0,1,1,7.652,7.652,10.652,0,6.652,0,1,1,45,36,184,22,34,22,14,5,39.316,30.49,146.801,22,28.49,22,11.59,4
2015,1,DAL,00-0030388,3,3,1,16,2,16,1,0,3,3,1,16,2,16,1,0,45,36,184,22,34,22,14,5,39.316,30.49,146.801,22,28.49,22,11.59,4
2015,1,DAL,00-0030542,8,5,66,0,6,0,2,1,6.391,3.391,47.178,0,4.391,0,1.826,1,45,36,184,22,34,22,14,5,39.316,30.49,146.801,22,28.49,22,11.59,4
2015,1,DAL,00-0030544,2,2,-1,0,1,0,1,1,2,2,-1,0,1,0,1,1,45,36,184,22,34,22,14,5,39.316,30.49,146.801,22,28.49,22,11.59,4
2015,1,DAL,00-0031310,1,0,4,0,0,0,0,0,1,0,4,0,0,0,0,0,45,36,184,22,34,22,14,5,39.316,30.49,146.801,22,28.49,22,11.59,4
2015,1,DEN,00-0024313,2,2,2,0,2,0,0,0,2,2,2,0,2,0,0,0,40,24,288,24,24,23,1,0,40,24,288,24,24,23,1,0
2015,1,DEN,00-0026237,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,40,24,288,24,24,23,1,0,40,24,288,24,24,23,1,0
2015,1,DEN,00-0026739,5,2,50,0,3,0,0,0,5,2,50,0,3,0,0,0,40,24,288,24,24,23,1,0,40,24,288,24,24,23,1,0
2015,1,DEN,00-0027685,12,8,119,0,6,0,0,0,12,8,119,0,6,0,0,0,40,24,288,24,24,23,1,0,40,24,288,24,24,23,1,0
2015,1,DEN,00-0027874,11,7,91,0,7,0,0,0,11,7,91,0,7,0,0,0,40,24,288,24,24,23,1,0,40,24,288,24,24,23,1,0
2015,1,DEN,00-0028142,1,0,10,0,1,0,0,0,1,0,10,0,1,0,0,0,40,24,288,24,24,23,1,0,40,24,288,24,24,23,1,0
2015,1,DEN,00-0029683,0,0,0,12,0,12,1,0,0,0,0,12,0,12,1,0,40,24,288,24,24,23,1,0,40,24,288,24,24,23,1,0
2015,1,DEN,00-0029854,8,4,16,12,4,11,0,0,8,4,16,12,4,11,0,0,40,24,288,24,24,23,1,0,40,24,288,24,24,23,1,0
2015,1,DET,00-0023310,2,1,50,0,1,0,0,0,2,1,50,0,1,0,0,0,28,19,200,16,22,14,1,0,21,13,137,16,15,14,1,0
2015,1,DET,00-0025389,4,2,36,0,3,0,0,0,3,1,28,0,2,0,0,0,28,19,200,16,22,14,1,0,21,13,137,16,15,14,1,0
2015,1,DET,00-0026498,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,28,19,200,16,22,14,1,0,21,13,137,16,15,14,1,0
2015,1,DET,00-0026996,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,28,19,200,16,22,14,1,0,21,13,137,16,15,14,1,0
2015,1,DET,00-0027218,2,2,-6,6,2,6,0,0,2,2,-6,6,2,6,0,0,28,19,200,16,22,14,1,0,21,13,137,16,15,14,1,0
2015,1,DET,00-0027891,8,4,74,0,5,0,0,0,7,4,53,0,4,0,0,0,28,19,200,16,22,14,1,0,21,13,137,16,15,14,1,0
2015,1,DET,00-0030107,2,2,9,0,2,0,0,0,0,0,0,0,0,0,0,0,28,19,200,16,22,14,1,0,21,13,137,16,15,14,1,0
2015,1,DET,00-0031387,5,4,51,0,4,0,1,0,2,1,26,0,1,0,1,0,28,19,200,16,22,14,1,0,21,13,137,16,15,14,1,0
2015,1,DET,00-0031665,0,0,0,2,0,2,0,0,0,0,0,2,0,2,0,0,28,19,200,16,22,14,1,0,21,13,137,16,15,14,1,0
2015,1,DET,00-0032104,4,4,-14,7,4,5,0,0,4,4,-14,7,4,5,0,0,28,19,200,16,22,14,1,0,21,13,137,16,15,14,1,0
2015,1,GB,00-0023459,0,0,0,6,0,4,1,0,0,0,0,6,0,4,1,0,23,18,150,28,16,24,11,4,22.315,17.723,145.921,25.236,15.723,21.236,10.393,3.393
2015,1,GB,00-0025465,4,4,48,0,2,0,2,1,4,4,48,0,2,0,2,1,23,18,150,28,16,24,11,4,22.315,17.723,145.921,25.236,15.723,21.236,10.393,3.393
2015,1,GB,00-0027791,0,0,0,2,0,1,0,0,0,0,0,2,0,1,0,0,23,18,150,28,16,24,11,4,22.315,17.723,145.921,25.236,15.723,21.236,10.393,3.393
2015,1,GB,00-0028002,5,5,7,0,2,0,1,1,5,5,7,0,2,0,1,1,23,18,150,28,16,24,11,4,22.315,17.723,145.921,25.236,15.723,21.236,10.393,3.393
2015,1,GB,00-0030485,3,2,7,19,2,18,5,2,2.592,2,2.921,16.236,2,15.236,4.393,1.393,23,18,150,28,16,24,11,4,22.315,17.723,145.921,25.236,15.723,21.236,10.393,3.393
2015,1,GB,00-0031381,8,4,76,0,7,0,2,0,7.723,3.723,76,0,6.723,0,2,0,23,18,150,28,16,24,11,4,22.315,17.723,145.921,25.236,15.723,21.236,10.393,3.393
2015,1,GB,00-0031384,3,3,12,1,3,1,0,0,3,3,12,1,3,1,0,0,23,18,150,28,16,24,11,4,22.315,17.723,145.921,25.236,15.723,21.236,10.393,3.393
2015,1,HOU,00-0023367,11,6,123,0,7,0,1,0,5.486,3.893,59.34,0,4.005,0,0.279,0,47,26,475,21,36,18,12,5,18.234,9.746,183.769,10.133,13.101,9.903,4.545,2
2015,1,HOU,00-0027718,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,47,26,475,21,36,18,12,5,18.234,9.746,183.769,10.133,13.101,9.903,4.545,2
2015,1,HOU,00-0028012,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,47,26,475,21,36,18,12,5,18.234,9.746,183.769,10.133,13.101,9.903,4.545,2
2015,1,HOU,00-0028052,8,4,88,0,4,0,1,0,5.496,2.076,74.717,0,2.076,0,1,0,47,26,475,21,36,18,12,5,18.234,9.746,183.769,10.133,13.101,9.903,4.545,2
2015,1,HOU,00-0029438,1,1,-3,5,1,5,1,0,0,0,0,2.584,0,2.584,0.266,0,47,26,475,21,36,18,12,5,18.234,9.746,183.769,10.133,13.101,9.903,4.545,2
2015,1,HOU,00-0029510,2,1,14,6,2,5,3,2,0,0,0,3.023,0,3.023,1.293,1,47,26,475,21,36,18,12,5,18.234,9.746,183.769,10.133,13.101,9.903,4.545,2
2015,1,HOU,00-0030108,4,1,32,0,4,0,0,0,1.686,0.297,12.432,0,1.686,0,0,0,47,26,475,21,36,18,12,5,18.234,9.746,183.769,10.133,13.101,9.903,4.545,2
2015,1,HOU,00-0030564,14,9,149,0,12,0,5,3,3.384,1.824,23.383,0,3.152,0,1.477,1,47,26,475,21,36,18,12,5,18.234,9.746,183.769,10.133,13.101,9.903,4.545,2
2015,1,HOU,00-0031075,2,1,6,9,2,8,1,0,0.864,0.34,2.409,4.526,0.864,4.296,0.23,0,47,26,475,21,36,18,12,5,18.234,9.746,183.769,10.133,13.101,9.903,4.545,2
2015,1,HOU,00-0031302,1,1,11,0,1,0,0,0,0.317,0.317,3.488,0,0.317,0,0,0,47,26,475,21,36,18,12,5,18.234,9.746,183.769,10.133,13.101,9.903,4.545,2
2015,1,HOU,00-0031600,3,2,39,0,3,0,0,0,1,1,8,0,1,0,0,0,47,26,475,21,36,18,12,5,18.234,9.746,183.769,10.133,13.101,9.903,4.545,2
2015,1,IND,00-0022044,11,4,84,0,6,0,3,3,2,1,13,0,1,0,0,0,51,26,452,16,34,15,13,10,23.01,11.01,245.969,7,17.01,7,0,0
2015,1,IND,00-0023500,3,2,-2,8,2,8,0,0,1.01,0.01,-1.031,6,0.01,6,0,0,51,26,452,16,34,15,13,10,23.01,11.01,245.969,7,17.01,7,0,0
2015,1,IND,00-0029608,14,7,161,0,12,0,2,1,12,6,153,0,11,0,0,0,51,26,452,16,34,15,13,10,23.01,11.01,245.969,7,17.01,7,0,0
2015,1,IND,00-0029668,0,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,51,26,452,16,34,15,13,10,23.01,11.01,245.969,7,17.01,7,0,0
2015,1,IND,00-0029689,6,3,29,0,4,0,2,2,2,2,9,0,2,0,0,0,51,26,452,16,34,15,13,10,23.01,11.01,245.969,7,17.01,7,0,0
2015,1,IND,00-0029697,2,1,5,0,1,0,1,1,0,0,0,0,0,0,0,0,51,26,452,16,34,15,13,10,23.01,11.01,245.969,7,17.01,7,0,0
2015,1,IND,00-0031339,11,6,100,0,6,0,2,2,6,2,72,0,3,0,0,0,51,26,452,16,34,15,13,10,23.01,11.01,245.969,7,17.01,7,0,0
2015,1,IND,00-0031526,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,51,26,452,16,34,15,13,10,23.01,11.01,245.969,7,17.01,7,0,0
2015,1,IND,00-0031611,0,0,0,4,0,4,2,1,0,0,0,1,0,1,0,0,51,26,452,16,34,15,13,10,23.01,11.01,245.969,7,17.01,7,0,0
2015,1,IND,00-0032208,3,2,75,0,2,0,0,0,0,0,0,0,0,0,0,0,51,26,452,16,34,15,13,10,23.01,11.01,245.969,7,17.01,7,0,0
2015,1,JAX,00-0027595,2,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,39,22,285,21,30,19,7,5,32,20,225,21,26,19,7,5
2015,1,JAX,00-0027725,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,39,22,285,21,30,19,7,5,32,20,225,21,26,19,7,5
2015,1,JAX,00-0029264,2,1,8,0,2,0,0,0,1,1,4,0,1,0,0,0,39,22,285,21,30,19,7,5,32,20,225,21,26,19,7,5
2015,1,JAX,00-0030547,2,2,-12,5,2,5,0,0,2,2,-12,5,2,5,0,0,39,22,285,21,30,19,7,5,32,20,225,21,26,19,7,5
2015,1,JAX,00-0030806,1,0,21,0,1,0,0,0,1,0,21,0,1,0,0,0,39,22,285,21,30,19,7,5,32,20,225,21,26,19,7,5
2015,1,JAX,00-0030821,7,5,79,0,4,0,1,0,6,5,62,0,3,0,1,0,39,22,285,21,30,19,7,5,32,20,225,21,26,19,7,5
2015,1,JAX,00-0031407,0,0,0,4,0,2,1,0,0,0,0,4,0,2,1,0,39,22,285,21,30,19,7,5,32,20,225,21,26,19,7,5
2015,1,JAX,00-0031428,6,1,69,0,5,0,2,2,6,1,69,0,5,0,2,2,39,22,285,21,30,19,7,5,32,20,225,21,26,19,7,5
2015,1,JAX,00-0031731,1,1,-1,0,1,0,0,0,1,1,-1,0,1,0,0,0,39,22,285,21,30,19,7,5,32,20,225,21,26,19,7,5
2015,1,JAX,00-0032170,13,7,97,0,10,0,2,2,11,7,74,0,9,0,2,2,39,22,285,21,30,19,7,5,32,20,225,21,26,19,7,5
2015,1,JAX,00-0032209,4,3,8,12,4,12,1,1,4,3,8,12,4,12,1,1,39,22,285,21,30,19,7,5,32,20,225,21,26,19,7,5
2015,1,KC,00-0023436,0,0,0,6,0,4,0,0,0,0,0,2.703,0,2,0,0,31,22,185,29,23,25,6,4,21.068,15.621,86.034,14.229,16.72,13.066,5.98,3.98
2015,1,KC,00-0026213,8,5,-18,16,6,14,3,2,7.327,4.98,-19.978,7.78,5.327,7.321,2.98,1.98,31,22,185,29,23,25,6,4,21.068,15.621,86.034,14.229,16.72,13.066,5.98,3.98
2015,1,KC,00-0026995,9,5,118,0,8,0,2,1,7.409,5,61.856,0,6.409,0,2,1,31,22,185,29,23,25,6,4,21.068,15.621,86.034,14.229,16.72,13.066,5.98,3.98
2015,1,KC,00-0028074,1,1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,31,22,185,29,23,25,6,4,21.068,15.621,86.034,14.229,16.72,13.066,5.98,3.98
2015,1,KC,00-0030280,1,1,-3,6,0,6,0,0,1,1,-3,2.745,0,2.745,0,0,31,22,185,29,23,25,6,4,21.068,15.621,86.034,14.229,16.72,13.066,5.98,3.98
